,DBNDD1 (79007)
ACH-000004,-0.035940165959102856
ACH-000005,-0.2408020446866883
ACH-000007,-0.3250493987115038
ACH-000009,-0.1348760778895427
ACH-000011,-0.17999842763780108
ACH-000012,-0.1981812080521113
ACH-000013,-0.1696093481625752
ACH-000014,0.12266661910569787
ACH-000015,-0.09301931706188013
ACH-000017,-0.06541974778845516
ACH-000018,-0.030678222050984263
ACH-000019,-0.19092523063101824
ACH-000021,-0.19188972291995135
ACH-000022,-0.2288770605081133
ACH-000025,-0.17719365024686706
ACH-000028,-0.25504531865121555
ACH-000030,-0.16355224806342286
ACH-000035,0.02698101567841073
ACH-000036,-0.2848061902405189
ACH-000037,-0.2932193305182516
ACH-000039,0.011981301930158514
ACH-000040,-0.13012605243668512
ACH-000041,0.07512700458843655
ACH-000042,-0.13260954849140175
ACH-000045,-0.02322957701101509
ACH-000047,-0.15934132653123853
ACH-000052,-0.0892832821118435
ACH-000053,-0.14737846319372838
ACH-000054,-0.2889249449861325
ACH-000055,-0.1804975746435452
ACH-000060,-0.1167223397438516
ACH-000067,-0.09265801773162496
ACH-000070,-0.2587554473273746
ACH-000075,-0.3731609273569536
ACH-000078,-0.18986634630247454
ACH-000082,-0.32421788362472626
ACH-000085,-0.3811165762675869
ACH-000086,-0.12480920547759655
ACH-000087,-0.14321984833066742
ACH-000092,-0.21626577487197454
ACH-000095,-0.11988260560800128
ACH-000097,-0.16613587527855267
ACH-000098,-0.09826371753646644
ACH-000099,-0.13588543620894272
ACH-000108,-0.3194299575620365
ACH-000113,-0.12101427093410234
ACH-000116,-0.1774125840273811
ACH-000118,-0.1735554508577992
ACH-000120,-0.20975160338088644
ACH-000123,-0.25742584361193444
ACH-000127,-0.11707354065087362
ACH-000128,-0.00878076449245532
ACH-000132,-0.06385181026528741
ACH-000133,-0.1343918981049645
ACH-000137,-0.12363466082399513
ACH-000138,-0.2350966828901007
ACH-000142,-0.2465223605801497
ACH-000143,0.07610319575405268
ACH-000146,-0.11087231883497266
ACH-000148,-0.11961267799626747
ACH-000150,-0.04442587051779561
ACH-000152,-0.2201707013696871
ACH-000153,-0.032351403638546425
ACH-000159,-0.18978434618170525
ACH-000160,-0.09663936271022427
ACH-000163,-0.07252033026469734
ACH-000167,-0.1514427358241043
ACH-000168,-0.21671678759097654
ACH-000169,-0.21815415761856316
ACH-000178,-0.2377189527408949
ACH-000183,-0.17376784769840048
ACH-000188,-0.19613522139103332
ACH-000189,0.009211563563583016
ACH-000190,-0.035254179745219036
ACH-000198,-0.03229422396172536
ACH-000203,-0.33204489323095226
ACH-000204,-0.20088613810294573
ACH-000206,-0.2458556272432263
ACH-000207,-0.4428169022463393
ACH-000208,-0.3762064773899507
ACH-000210,-0.18339418349195188
ACH-000211,-0.08570115512385494
ACH-000215,-0.13867998866161546
ACH-000221,-0.22288634545324915
ACH-000222,-0.3183377932009889
ACH-000223,-0.11614904209455712
ACH-000226,-0.004642535417911402
ACH-000227,-0.16681193279639908
ACH-000228,-0.2655678043768848
ACH-000231,-0.14315094759661887
ACH-000232,-0.0998136530590488
ACH-000233,-0.1526294742212238
ACH-000234,-0.2772851119197429
ACH-000235,-0.21804631422099385
ACH-000237,-0.15189597650482986
ACH-000238,-0.18224988891275867
ACH-000242,-0.3266458770909853
ACH-000243,-0.12512878063690588
ACH-000244,-0.4746624594489808
ACH-000246,-0.14108935546002854
