,JAG1 (182)
ACH-000004,-0.2287058777341239
ACH-000005,-0.15069957257948166
ACH-000007,-0.02518549715036672
ACH-000009,0.14167509672505318
ACH-000011,-0.11040438478621847
ACH-000012,0.08695555132808469
ACH-000013,-0.05063243758570448
ACH-000014,0.06778107886296128
ACH-000015,0.035910489199564063
ACH-000017,-0.06292439617341865
ACH-000018,-0.08543659247976586
ACH-000019,-0.05470022583663429
ACH-000021,-0.021360995301793428
ACH-000022,0.07260717458279674
ACH-000025,-0.013841639152444291
ACH-000028,-0.0024712215979653443
ACH-000030,-0.011871402818416631
ACH-000035,-0.11611953961423015
ACH-000036,-0.5519134296493707
ACH-000037,-0.10781326880146233
ACH-000039,0.1412168359693552
ACH-000040,-0.055064893860150406
ACH-000041,0.18536232934582106
ACH-000042,-0.024358729890965814
ACH-000045,-0.0437049474350909
ACH-000047,0.2640690920896994
ACH-000052,-0.2462651692824468
ACH-000053,-0.0678815275136677
ACH-000054,0.0034596862124443638
ACH-000055,0.1132806751603368
ACH-000060,-0.08519805319979751
ACH-000067,-0.06872005142330981
ACH-000070,-0.17958321886679562
ACH-000075,0.051712395125592205
ACH-000078,-0.07019470902283656
ACH-000082,0.01734556953575448
ACH-000085,-0.19588111069168412
ACH-000086,0.046297260688323384
ACH-000087,0.1275189001303503
ACH-000092,-0.0009594194141996148
ACH-000095,0.026788613468651672
ACH-000097,-0.015130889468046662
ACH-000098,-0.3034913595901467
ACH-000099,0.016885682100968673
ACH-000108,0.030738518617841062
ACH-000113,-0.02579113980629745
ACH-000116,-0.07263589300144195
ACH-000118,0.017072768107568078
ACH-000120,0.06751790745901512
ACH-000123,0.09202166355717954
ACH-000127,0.14955485989437228
ACH-000128,-0.16645541925932075
ACH-000132,0.019177774375261497
ACH-000133,-0.16845883082263466
ACH-000137,0.09138189876508547
ACH-000138,-0.06107865565292681
ACH-000142,0.3293801550120072
ACH-000143,-0.0045829991912328715
ACH-000146,-0.04263054024570823
ACH-000148,-0.2164510700749128
ACH-000150,-0.01794321509277251
ACH-000152,-0.19262284737019672
ACH-000153,-0.04742766969585601
ACH-000159,-0.046412413996139684
ACH-000160,-0.001242506820897757
ACH-000163,-0.1996101036482993
ACH-000167,-0.1277880444938874
ACH-000168,0.009034192658563565
ACH-000169,-0.28318362749720305
ACH-000178,-0.09244239317032757
ACH-000183,-0.010792941351378729
ACH-000188,-0.025019638735655443
ACH-000189,-0.06441975521668793
ACH-000190,-0.14234467714319926
ACH-000198,-0.0045060467248273905
ACH-000203,0.5057526673639742
ACH-000204,-0.14765704743339594
ACH-000206,0.05811918340580077
ACH-000207,0.15379053646343505
ACH-000208,-0.09170929729161374
ACH-000210,0.11311153637237152
ACH-000211,-0.11669519064514045
ACH-000215,-0.042596168301527036
ACH-000221,0.0623365606995418
ACH-000222,0.2760414910280388
ACH-000223,-0.11089167267722756
ACH-000226,0.10785469308800663
ACH-000227,-0.042502550595696464
ACH-000228,0.0054125496292820145
ACH-000231,-0.08071688288929245
ACH-000232,0.02275055747202217
ACH-000233,0.1098134291567145
ACH-000234,0.14419471271554885
ACH-000235,-0.02393670538047247
ACH-000237,0.0740052493939495
ACH-000238,0.2824719396517397
ACH-000242,0.20395201829399331
ACH-000243,-0.013153265798313085
ACH-000244,-0.5914099650714948
ACH-000246,0.04231669090820695
ACH-000248,-0.05163927450513392
ACH-000250,0.017641885593709286
ACH-000251,0.01820559250356794
ACH-000252,0.0794197615448288
ACH-000253,0.0240150245677154
ACH-000255,0.041993156068529464
ACH-000256,-0.030478241662292575
ACH-000257,-0.11438566885600505
ACH-000258,-0.012455528531582244
ACH-000259,0.03467250913709043
ACH-000260,0.011567169211367356
ACH-000261,0.05558364533471717
ACH-000262,-0.42293799433222656
ACH-000263,0.0855734267206444
ACH-000264,-0.03392137566136159
ACH-000265,-0.27385170084878496
ACH-000266,0.005840174622100793
ACH-000272,-0.12400295814198102
ACH-000274,-0.003420493542022607
ACH-000277,-0.054998288353155296
ACH-000278,0.01224104067277826
ACH-000279,0.003805456770274888
ACH-000280,-0.032835372848768814
ACH-000281,-0.16166444614960335
ACH-000288,0.11766154785139778
ACH-000291,0.06553039355321652
ACH-000293,-0.04377208936020677
ACH-000294,-0.16138262879379006
ACH-000295,-0.16466985540646933
ACH-000296,0.12863530567006146
ACH-000302,0.08854128720843472
ACH-000304,0.2298568052612011
ACH-000307,-0.11494263567474974
ACH-000308,0.025601983793605596
ACH-000310,-0.07789309343228679
ACH-000311,0.11510631460239655
ACH-000312,0.018983962894248137
ACH-000315,-0.18420965228936007
ACH-000316,-0.0027897725591813074
ACH-000317,0.09323119279913708
ACH-000318,0.08200856206006528
ACH-000319,-0.05915611782655515
ACH-000320,-0.09696551355558
ACH-000322,0.02592396445487696
ACH-000323,5.018549877327079e-05
ACH-000324,0.0055491258764253796
ACH-000329,0.051023548966788464
ACH-000330,0.023320121719342755
ACH-000331,-0.023019126888428488
ACH-000332,0.00446990480934797
ACH-000334,-0.051053650960333326
ACH-000335,0.3537534149337465
ACH-000336,0.0668693202352631
ACH-000337,0.05754256504765962
ACH-000338,-0.0967024497129048
ACH-000339,-0.07895004663736696
ACH-000341,-0.15096275569245904
ACH-000348,0.049155249707620335
ACH-000350,-0.0404293329815684
ACH-000352,-0.24526472164715
ACH-000356,-0.2817804934287008
ACH-000361,-0.078337447238497
ACH-000362,0.09475518116577253
ACH-000363,0.014889500104093768
ACH-000364,-0.08528343096667654
ACH-000365,0.027077403660864197
ACH-000366,-0.09946926939713947
ACH-000368,0.2749636276685536
ACH-000374,0.02510758441359921
ACH-000375,-0.16104525009679607
ACH-000376,0.046190130200969515
ACH-000381,-0.18206198147179706
ACH-000383,-0.16390768588733293
ACH-000387,0.004005440010045497
ACH-000389,-0.2757997794273056
ACH-000390,0.3013060650464551
ACH-000393,0.12989730447120545
ACH-000395,-0.16031665096423145
ACH-000396,-0.5926851014255152
ACH-000397,-0.48100911007786895
ACH-000401,0.036512719957406514
ACH-000402,-0.1004088315055382
ACH-000403,0.028163311973488588
ACH-000404,0.2226667302380136
ACH-000406,0.021979937962025225
ACH-000407,-0.23151253240672856
ACH-000408,-0.053836512574439166
ACH-000410,-0.1599527759784917
ACH-000411,0.0939244198040607
ACH-000414,-0.02140020624904633
ACH-000415,0.0660495102795724
ACH-000416,0.03980973017341451
ACH-000420,0.0946927223120524
ACH-000421,0.04177438789712247
ACH-000424,0.005550215237010997
ACH-000425,0.030700258096533976
ACH-000426,0.04008036446039923
ACH-000427,-0.047558232043878976
ACH-000433,-0.12510236162102545
