,ASCC3 (10973)
ACH-000004,-0.13955696716493568
ACH-000005,-0.1199219234635725
ACH-000007,-0.21126650256925736
ACH-000009,-0.2424086785791141
ACH-000011,-0.14108097716495985
ACH-000012,-0.3666593444153635
ACH-000013,-0.1105754506726907
ACH-000014,-0.039495806322580186
ACH-000015,-0.2796982146287408
ACH-000017,-0.311788966442584
ACH-000018,-0.15391871759978626
ACH-000019,-0.05402340593674222
ACH-000021,-0.21689917717719606
ACH-000022,-0.07353126015553386
ACH-000025,-0.1476114780486368
ACH-000028,-0.1161824797809576
ACH-000030,-0.12790500331350116
ACH-000035,-0.30832968036142033
ACH-000036,0.048620709117958114
ACH-000037,-0.2738062822932453
ACH-000039,-0.24257551329003216
ACH-000040,-0.3432839381999437
ACH-000041,-0.2452013989345801
ACH-000042,-0.18583025673668202
ACH-000045,-0.04894576267763346
ACH-000047,-0.19251874773824348
ACH-000052,-0.12908215829514505
ACH-000053,-0.18615925277540427
ACH-000054,-0.0022216167393603672
ACH-000055,-0.3892434624498328
ACH-000060,-0.25220599062742016
ACH-000067,-0.12336601846049045
ACH-000070,-0.5960429134970354
ACH-000075,0.04699499277240565
ACH-000078,-0.2237167983560844
ACH-000082,-0.458928311706593
ACH-000085,-0.1344838023056411
ACH-000086,-0.13785222858069812
ACH-000087,-0.4629334148533466
ACH-000092,-0.05998668232325509
ACH-000095,-0.2362762665575516
ACH-000097,-0.3825002640478209
ACH-000098,0.022036213339183017
ACH-000099,-0.2417320117868077
ACH-000108,-0.2238658406708656
ACH-000113,-0.19097150892958825
ACH-000116,-0.07647025368579267
ACH-000118,-0.4278785673266413
ACH-000120,-0.09702014246103444
ACH-000123,-0.2825329300634237
ACH-000127,-0.3747336709541581
ACH-000128,-0.2231205536099432
ACH-000132,-0.29828742463456864
ACH-000133,-0.13685128648570144
ACH-000137,-0.24663590272278926
ACH-000138,-0.11154969245680832
ACH-000142,-0.11900111429573712
ACH-000143,-0.1958421780354983
ACH-000146,0.033381221795315545
ACH-000148,-0.10437709981086382
ACH-000150,-0.065900286387253
ACH-000152,-0.1781742971027206
ACH-000153,-0.23445640227747186
ACH-000159,-0.05149086345822407
ACH-000160,-0.20711048547502306
ACH-000163,0.009036136392932057
ACH-000167,-0.29610877419532144
ACH-000168,-0.0243491789533252
ACH-000169,-0.3844125640648286
ACH-000178,-0.2512099560343127
ACH-000183,-0.14612284236620945
ACH-000188,-0.4413760718091059
ACH-000189,-0.3063795228820436
ACH-000190,-0.10639999340004673
ACH-000198,0.0585123127180974
ACH-000203,-0.3503409451889303
ACH-000204,-0.2694775882275308
ACH-000206,-0.2547803392915333
ACH-000207,-0.02226273205227075
ACH-000208,0.06699194221052912
ACH-000210,0.106376195808009
ACH-000211,-0.28322363582708715
ACH-000215,-0.1524266909620805
ACH-000221,-0.25392127761534466
ACH-000222,-0.20408241401551264
ACH-000223,-0.27782013988961085
ACH-000226,-0.2655415085825662
ACH-000227,-0.3027913546053227
ACH-000228,-0.26252209176374336
ACH-000231,-0.06241602184445565
ACH-000232,-0.3848675890287648
ACH-000233,-0.18382714267874176
ACH-000234,0.016823848701821225
ACH-000235,-0.061511350293308814
ACH-000237,-0.1714355434500607
ACH-000238,-0.2648865287747371
ACH-000242,-0.2173806672319964
ACH-000243,-0.0840759415036812
ACH-000244,-0.11601484674560013
ACH-000246,-0.0983442810443674
ACH-000248,-0.5006446936033851
ACH-000250,-0.0580790345738617
ACH-000251,0.023854572164542783
ACH-000252,-0.3584104509477246
ACH-000253,-0.002299365220864393
ACH-000255,-0.3736592976598371
ACH-000256,-0.22306303989211476
ACH-000257,-0.1903623708729958
ACH-000258,-0.07308512812864823
ACH-000259,-0.08776788981577002
ACH-000260,-0.2216027620366892
ACH-000261,-0.26274680643075354
ACH-000262,0.14187751744625765
ACH-000263,-0.056620621616829424
ACH-000264,-0.328904876770097
ACH-000265,-0.11201625354529986
ACH-000266,-0.079029845016874
ACH-000272,-0.14548627309014706
ACH-000274,-0.162186205401163
ACH-000277,-0.29239152494591736
ACH-000278,-0.09777784467479993
ACH-000279,-0.14146076541103872
ACH-000280,-0.1743009855659046
ACH-000281,-0.24241456054609065
ACH-000288,-0.2107271107792764
ACH-000291,-0.38588184411838733
ACH-000293,-0.1574984948729338
ACH-000294,-0.19737519508127685
ACH-000295,-0.016926680007978978
ACH-000296,-0.08902376600336627
ACH-000302,-0.08939362146598645
ACH-000304,-0.3252401633060689
ACH-000307,-0.3732067025763591
ACH-000308,-0.08035127949354669
ACH-000310,-0.1145425739837106
ACH-000311,-0.15589635641988095
ACH-000312,-0.2092399526837812
ACH-000315,-0.19827013722397024
ACH-000316,-0.16098142554766834
ACH-000317,-0.19500406652407698
ACH-000318,-0.3792292475864847
ACH-000319,-0.2506007729499517
ACH-000320,-0.06864754810502795
ACH-000322,-0.2038500364596917
ACH-000323,-0.07345279304004712
ACH-000324,-0.26738352438898066
ACH-000329,-0.040579135090485184
ACH-000330,-0.08808027343078835
ACH-000331,-0.1604190462415392
ACH-000332,-0.04433190893752655
ACH-000334,-0.1771159432889058
ACH-000335,-0.11853852786501518
ACH-000336,-0.4292254881810595
ACH-000337,0.08296089171732904
ACH-000338,-0.5075469134805576
ACH-000339,-0.2411360948770645
ACH-000341,-0.18210511833290674
ACH-000348,-0.20979749959275915
ACH-000350,-0.33132770044009696
ACH-000352,-0.15999287129360906
ACH-000356,-0.4373822140189356
ACH-000361,0.0800147036598886
ACH-000362,-0.07072246085760163
ACH-000363,-0.01688049735483093
ACH-000364,-0.5966205857076708
ACH-000365,-0.09665437042267573
ACH-000366,-0.24347094275397854
ACH-000368,-0.2237402855516548
ACH-000374,-0.10778887343594767
ACH-000375,-0.32277066160824724
ACH-000376,-0.13449582225985998
ACH-000381,-0.32337806172428696
ACH-000383,-0.1669685110832569
ACH-000387,-0.02264731796185521
ACH-000389,-0.3884554202688909
ACH-000390,-0.3540763668699773
ACH-000393,-0.2483170827584229
ACH-000395,-0.13264827197780127
ACH-000396,-0.15246132328515175
ACH-000397,-0.038449165888483405
ACH-000401,-0.2272137694742969
ACH-000402,0.018201065660541214
ACH-000403,-0.12177422468244832
ACH-000404,-0.007508542992398269
ACH-000406,-0.13604587927924022
ACH-000407,-0.4125157148007617
ACH-000408,-0.2266202415276356
ACH-000410,-0.2316488829098558
ACH-000411,-0.20120509409356535
ACH-000414,0.062396952541320876
ACH-000415,-0.25383004115345825
ACH-000416,-0.39540734455988696
ACH-000420,-0.2680147108936877
ACH-000421,-0.4417121613840117
ACH-000424,-0.19499228953070907
ACH-000425,-0.06617571471302579
ACH-000426,-0.13211211286707197
ACH-000427,-0.18848889418477288
ACH-000433,0.022529503737943136
ACH-000435,0.00035117860329630484
ACH-000436,-0.13780068937729922
ACH-000444,-0.010660398211476123
ACH-000445,-0.2814395275040063
ACH-000448,-0.12897452201197626
ACH-000450,-0.08942043317423365
ACH-000452,-0.26771356195067897
ACH-000454,-0.13440815221972555
ACH-000458,-0.3051601601857125
ACH-000459,-0.15290968048473674
ACH-000460,-0.13828013316172275
ACH-000461,-0.2491249346064592
ACH-000463,-0.1482611643248345
ACH-000464,0.09415903051720402
ACH-000466,-0.26542094221616475
ACH-000467,-0.31008838278527584
ACH-000468,-0.1923171947197984
ACH-000469,-0.2099737984346902
ACH-000470,-0.18794766787498368
ACH-000471,0.08802859363329622
ACH-000472,-0.06782518182230401
ACH-000473,-0.17129799486138714
ACH-000475,-0.09321697187744754
ACH-000476,-0.06401219029589164
ACH-000477,0.033967123435618696
ACH-000479,0.018957452481418755
ACH-000480,0.016163750356169217
ACH-000481,-0.2537897788890524
ACH-000483,-0.3545266733430691
ACH-000484,-0.25808052992553865
ACH-000485,-0.2820644170168794
ACH-000486,-0.15243922028204435
ACH-000487,-0.08647232928758533
ACH-000488,-0.30858871454398024
ACH-000490,-0.1126945995626956
ACH-000491,-0.14275848840661207
ACH-000495,-0.30463325816247144
ACH-000496,0.023780215262415718
ACH-000499,-0.2354011904565225
ACH-000500,-0.05028663329756164
ACH-000502,-0.13102027339737193
ACH-000503,-0.3965754859761725
ACH-000505,-0.3867677802516378
ACH-000507,-0.17792093298286896
ACH-000510,-0.06295619795550639
ACH-000511,-0.23334126336992397
ACH-000512,-0.190520028320824
ACH-000516,-0.1857655184323728
ACH-000517,-0.22351647344541264
ACH-000518,-0.06577982177842216
ACH-000520,-0.08400743169607565
ACH-000521,-0.4839464200826866
ACH-000522,-0.12183144333013635
ACH-000524,-0.08958262628089585
ACH-000527,-0.1744920531171293
ACH-000528,-0.3159550047092939
ACH-000537,-0.06163893757657809
ACH-000541,0.16357656080501345
ACH-000542,0.020241770726552717
