,FBXW9 (84261)
ACH-000004,-0.09143067981973313
ACH-000005,-0.016789351080745803
ACH-000007,-0.11885343915002615
ACH-000009,-0.07385673968355927
ACH-000011,-0.15497396121400575
ACH-000012,-0.18288814562697195
ACH-000013,-0.17160629034824926
ACH-000014,-0.1898729029226616
ACH-000015,-0.254835917304296
ACH-000017,-0.09080328786036364
ACH-000018,-0.08716348517056402
ACH-000019,-0.4600651607759413
ACH-000021,-0.126940078624093
ACH-000022,0.002081850082642113
ACH-000025,-0.1451783392477489
ACH-000028,-0.4705432270539344
ACH-000030,-0.15730209588877925
ACH-000035,-0.22131420196366994
ACH-000036,-0.1403450289575934
ACH-000037,0.0731982137409607
ACH-000039,-0.14812946614091144
ACH-000040,-0.04325516185278843
ACH-000041,-0.22174703765546225
ACH-000042,-0.0353057996349747
ACH-000045,0.011826668752102308
ACH-000047,0.03792501213431943
ACH-000052,-0.11395801774125212
ACH-000053,-0.1893879415140951
ACH-000054,-0.15136916487207952
ACH-000055,-0.06784395714001422
ACH-000060,-0.0010600466629665539
ACH-000067,-0.0771162665575966
ACH-000070,-0.12577004674847664
ACH-000075,-0.22726594754192497
ACH-000078,-0.058215987913809275
ACH-000082,-0.20685276029288052
ACH-000085,-0.028865027317430743
ACH-000086,-0.20804079143227325
ACH-000087,-0.29168315014708945
ACH-000092,0.024344412089979457
ACH-000095,-0.2718920377224525
ACH-000097,-0.191872435603484
ACH-000098,-0.23906672473250914
ACH-000099,-0.045103145575705786
ACH-000108,-0.09977985768148337
ACH-000113,-0.15606361004784805
ACH-000116,-0.29805832829471035
ACH-000118,-0.1740638540967613
ACH-000120,-0.2438286058417241
ACH-000123,-0.26058476071285896
ACH-000127,-0.12251274109978234
ACH-000128,-0.14606556825356626
ACH-000132,-0.13222510981358082
ACH-000133,-0.23639773446356074
ACH-000137,-0.342198132201901
ACH-000138,-0.10312861588374526
ACH-000142,-0.11503885504424086
ACH-000143,-0.20738928342502336
ACH-000146,-0.11551789566367734
ACH-000148,-0.1481263644049815
ACH-000150,-0.2703057634318282
ACH-000152,0.023305872883255817
ACH-000153,0.02249129475737329
ACH-000159,-0.019138156306070037
ACH-000160,-0.1194920966573694
ACH-000163,-0.4837419001366836
ACH-000167,0.192331065577517
ACH-000168,-0.07061984673602237
ACH-000169,-0.038849933736063234
ACH-000178,-0.057506916358694225
ACH-000183,-0.13241497380319314
ACH-000188,-0.13999943036123078
ACH-000189,-0.2907021688669849
ACH-000190,-0.06300822678897135
ACH-000198,-0.06936625205842084
ACH-000203,-0.2868707434927462
ACH-000204,-0.3676691540434607
ACH-000206,0.12922558733031025
ACH-000207,-0.16776190607782246
ACH-000208,-0.22682175379203154
ACH-000210,0.12221799833182713
ACH-000211,-0.16036161422992048
ACH-000215,-0.09304766101668276
ACH-000221,-0.35116808212160633
ACH-000222,0.16782915442942387
ACH-000223,-0.2500499367610297
ACH-000226,0.100993729422634
ACH-000227,0.0529029411457492
ACH-000228,-0.3438121246392034
ACH-000231,-0.09691234460718763
ACH-000232,-0.11962769820531872
ACH-000233,-0.1817857600192376
ACH-000234,-0.13874104170951035
ACH-000235,-0.058982058344073475
ACH-000237,-0.19404239058613632
ACH-000238,0.06627704610370053
ACH-000242,0.2102538334447722
ACH-000243,-0.08068577926484788
ACH-000244,-0.1160700123303358
ACH-000246,-0.12855002949836494
ACH-000248,-0.03849967743902295
ACH-000250,-0.1696632313649943
ACH-000251,-0.03642209501575218
ACH-000252,-0.12192474730971248
ACH-000253,-0.2279793232311146
ACH-000255,-0.14648451087266465
ACH-000256,-0.15559356953054318
ACH-000257,0.04683271651530347
ACH-000258,-0.14490442801598896
ACH-000259,-0.0517992495887024
ACH-000260,-0.25294660198553304
ACH-000261,-0.1395005127604944
ACH-000262,-0.023211795299092456
ACH-000263,-0.2265230356120296
ACH-000264,-0.08081316656070026
ACH-000265,-0.08574570154059652
ACH-000266,-0.0028493133548898033
ACH-000272,-0.16876759094929356
ACH-000274,-0.04137929941123774
ACH-000277,0.04939430688530421
ACH-000278,-0.09218769355910447
ACH-000279,-0.09632161152330128
ACH-000280,-0.17775431575309414
ACH-000281,-0.025546581768910184
ACH-000288,-0.050519297143691536
ACH-000291,-0.1578989880362036
ACH-000293,0.01065599080899792
ACH-000294,-0.20470665578222105
ACH-000295,-0.21380150330164135
ACH-000296,-0.10533840162832676
ACH-000302,-0.2803555374197572
ACH-000304,-0.043201499243604544
ACH-000307,-0.14644891515103406
ACH-000308,-0.12335601902613075
ACH-000310,-0.059050699874732625
ACH-000311,0.07454721308685125
ACH-000312,0.06472873062383279
ACH-000315,-0.26869044002468423
ACH-000316,0.0899073800246031
ACH-000317,0.10545835487119028
ACH-000318,-0.3962448191292762
ACH-000319,-0.11549459010734504
ACH-000320,0.020879136617857383
ACH-000322,-0.05381271972130674
ACH-000323,0.003274404960396417
ACH-000324,-0.14117354523375386
ACH-000329,-0.10995508501004947
ACH-000330,-0.10505879217087737
ACH-000331,0.0255954138016058
ACH-000332,-0.18902414747496216
ACH-000334,-0.11674998402478375
ACH-000335,-0.00016783184063044176
ACH-000336,-0.21146329117480497
ACH-000337,0.0004173091976308442
ACH-000338,-0.05752182616597099
ACH-000339,-0.07322234112130831
ACH-000341,-0.33251404120912875
ACH-000348,-0.09761780308939748
ACH-000350,-0.08790392871975193
ACH-000352,-0.3115367497111445
ACH-000356,-0.14779328284065515
ACH-000361,-0.15427016677682967
ACH-000362,-0.17668419525757284
ACH-000363,0.05946325834808555
ACH-000364,-0.2871866263794344
ACH-000365,0.027061189767608497
ACH-000366,-0.2568203860093374
ACH-000368,-0.025151022287437333
ACH-000374,-0.1429929665926055
ACH-000375,-0.3569582020889481
ACH-000376,-0.0212041226244165
ACH-000381,-0.2121874040150856
ACH-000383,-0.09411307554175002
ACH-000387,-0.08372318785816038
ACH-000389,-0.16681842721948462
ACH-000390,-0.2788285635105045
ACH-000393,-0.19733218684803666
ACH-000395,-0.6238580518583982
ACH-000396,-0.22051195892153647
ACH-000397,-0.13286631469414673
ACH-000401,-0.3382736139060075
ACH-000402,0.3667832524365997
ACH-000403,-0.1186993764650661
ACH-000404,-0.0320259806508384
ACH-000406,-0.02883596818856592
ACH-000407,-0.18102313290271135
ACH-000408,0.05347129523511024
ACH-000410,-0.1747105455244793
ACH-000411,-0.02175259651709719
ACH-000414,0.005604106711538673
ACH-000415,-0.07438380854425494
ACH-000416,-0.17937632723049207
ACH-000420,-0.0018570847435643305
ACH-000421,-0.17638667532985008
ACH-000424,0.030135470772523494
ACH-000425,0.00705767028742739
ACH-000426,-0.2373074233351049
ACH-000427,0.014792154830851154
ACH-000433,-0.3047306295692566
ACH-000435,-0.20285607334457065
ACH-000436,-0.0991947559340444
ACH-000444,0.02575316502243117
ACH-000445,-0.38425386855535376
ACH-000448,-0.14259831950662544
ACH-000450,0.05412491311860434
ACH-000452,-0.18393336768000246
ACH-000454,-0.09387021853570723
ACH-000458,-0.21926268715784186
ACH-000459,-0.12363388622830465
ACH-000460,-0.2318787135369965
ACH-000461,-0.11013200924477068
ACH-000463,-0.1353867793869352
ACH-000464,-0.1493286902968722
ACH-000466,-0.1763238257934927
ACH-000467,0.04222690684841403
ACH-000468,-0.16141410359650166
ACH-000469,-0.2260251745399585
ACH-000470,-0.19931771318005498
ACH-000471,-0.23992227918654585
ACH-000472,-0.09645843649049687
ACH-000473,-0.17111603294358993
ACH-000475,-0.14345496480749922
ACH-000476,-0.15410014631962735
ACH-000477,0.185944467170864
ACH-000479,-0.07162196826913096
ACH-000480,-0.17346656332252494
ACH-000481,-0.2257149525532196
ACH-000483,-0.17192729750724806
ACH-000484,-0.04935949983527048
ACH-000485,-0.15388321134395674
ACH-000486,-0.16262945083863015
ACH-000487,-0.0954621195179373
ACH-000488,-0.032644306790851334
ACH-000490,0.0037909098793222477
ACH-000491,0.08507428716367525
ACH-000495,-0.17780131159572152
ACH-000496,0.057270062684120125
ACH-000499,-0.22509560170801668
ACH-000500,0.22470006601190345
ACH-000502,-0.2751319701522601
ACH-000503,-0.15181731809170002
ACH-000505,-0.20619809221815485
ACH-000507,-0.05267202204303675
ACH-000510,-0.21689257222208733
ACH-000511,-0.12596722952908815
ACH-000512,-0.16531436748800707
ACH-000516,-0.10195312409570476
ACH-000517,-0.15660693831461195
ACH-000518,-0.0371278544887389
ACH-000520,-0.21398236310517527
ACH-000521,0.0160294414860771
ACH-000522,-0.10637472207495967
ACH-000524,-0.09979684863781826
ACH-000527,-0.17336547375995154
ACH-000528,-0.13960846140338726
ACH-000537,-0.20271282038770108
ACH-000541,-0.03299039732003445
ACH-000542,-0.08475320697016449
ACH-000544,0.03326562165972479
ACH-000545,-0.3573575953107293
ACH-000547,-0.24024931267379004
ACH-000548,-0.016735765193327624
ACH-000549,-0.20333348063782755
ACH-000550,-0.06477110240306494
ACH-000552,-0.09181330463812833
ACH-000556,-0.22247669855486454
ACH-000557,-0.1321952090454651
ACH-000569,-0.3163854888804952
ACH-000570,0.00590311988778847
