,KLHDC7A (127707)
ACH-000004,0.2193809241261975
ACH-000005,-0.2816768028872819
ACH-000007,-0.040496117350769474
ACH-000009,0.04961964449993126
ACH-000011,0.10987571057540386
ACH-000012,0.026126728207686217
ACH-000013,0.005773254571960739
ACH-000014,0.1710280340060929
ACH-000015,-0.011690800604681674
ACH-000017,0.13100054495913016
ACH-000018,-0.12469854747301262
ACH-000019,0.2642927739801371
ACH-000021,0.16796161200184132
ACH-000022,0.08602102922712469
ACH-000025,0.07020984689275678
ACH-000028,0.09644884494584297
ACH-000030,0.09018269230776664
ACH-000035,0.042263360135612084
ACH-000036,0.08748683424068432
ACH-000037,0.1199103718874246
ACH-000039,0.020520411002775983
ACH-000040,0.07670609072864279
ACH-000041,-0.013501070479114231
ACH-000042,0.05540029822386297
ACH-000045,0.1537536443777935
ACH-000047,0.10798600376670574
ACH-000052,0.16879886475167788
ACH-000053,0.10865707490527048
ACH-000054,0.004558142780189393
ACH-000055,0.07141205075482919
ACH-000060,0.13669802309960818
ACH-000067,0.09840551338253417
ACH-000070,0.18769659289000826
ACH-000075,0.1454489462275409
ACH-000078,0.15603501462787986
ACH-000082,0.022806350350722333
ACH-000085,0.055669976347008765
ACH-000086,0.0689124228562228
ACH-000087,-0.12405303785321395
ACH-000092,0.13843950505750374
ACH-000095,0.03873738745141533
ACH-000097,0.21852529225723916
ACH-000098,0.1459481132634044
ACH-000099,-0.03101280787356405
ACH-000108,0.1401380241753332
ACH-000113,0.14090970310690729
ACH-000116,0.057871955024800824
ACH-000118,0.03811819219693437
ACH-000120,0.11270920277544685
ACH-000123,0.033972062404521094
ACH-000127,0.06130216073467368
ACH-000128,0.022610422486211517
ACH-000132,0.09284890081430927
ACH-000133,0.14806467534830062
ACH-000137,-0.1020347081481974
ACH-000138,0.1718394691285733
ACH-000142,0.07539078699612843
ACH-000143,0.11573541619276093
ACH-000146,0.14375828449812464
ACH-000148,0.06016817487592323
ACH-000150,0.08089275236587584
ACH-000152,-0.15043101933500402
ACH-000153,0.2421777564476687
ACH-000159,0.13752052683951338
ACH-000160,0.06922827108571551
ACH-000163,0.11361165158084535
ACH-000167,-0.19669724543795
ACH-000168,0.0913874122589774
ACH-000169,0.1015828313704755
ACH-000178,-0.034359301499872034
ACH-000183,0.25125124573877977
ACH-000188,0.14708448480940786
ACH-000189,0.03179438159247985
ACH-000190,0.09533204812112282
ACH-000198,0.06133410746234606
ACH-000203,0.024293165244702125
ACH-000204,0.05640881676053627
ACH-000206,0.17509149864237036
ACH-000207,0.16462479162193258
ACH-000208,0.21580111014151876
ACH-000210,-0.07312409955977704
ACH-000211,0.1048446477822261
ACH-000215,0.01390874004235306
ACH-000221,0.2115315683700615
ACH-000222,0.17261090691892916
ACH-000223,0.029604156260355424
ACH-000226,0.2030200518974629
ACH-000227,0.03353721652320285
ACH-000228,0.102721621917053
ACH-000231,0.01730263554857244
ACH-000232,0.08804796494526886
ACH-000233,0.0767454581037127
ACH-000234,-0.04236002580519512
ACH-000235,0.04598674606032623
ACH-000237,0.09230104577433217
ACH-000238,0.06547158980314803
ACH-000242,0.2739094243030738
ACH-000243,0.10177033661256983
ACH-000244,0.2144852941608225
ACH-000246,0.0887350722774046
ACH-000248,-0.07276106195940138
ACH-000250,0.11606114842183166
ACH-000251,0.3039431016337661
ACH-000252,-0.061635549733691564
ACH-000253,0.09826041853714064
ACH-000255,-0.015558470669636509
ACH-000256,-0.18607492306316206
ACH-000257,-0.11069789308730343
ACH-000258,0.25175173485318897
ACH-000259,0.1485816278501649
ACH-000260,0.04151801860433422
ACH-000261,0.052989266394041716
ACH-000262,0.08291918688500116
ACH-000263,-0.12882261942831694
ACH-000264,0.16903926141590228
ACH-000265,0.08389831773669207
ACH-000266,0.04862016840783742
ACH-000272,0.016970179808620502
ACH-000274,0.05710447860662054
ACH-000277,0.12038884799537715
ACH-000278,0.025129789309036
ACH-000279,0.07539341499428218
