,IPMK (253430)
ACH-000004,-0.374096237237354
ACH-000005,-0.17831700754974272
ACH-000007,0.002291176841153353
ACH-000009,0.1439077859618454
ACH-000011,-0.1877808021036355
ACH-000012,0.0601941230812675
ACH-000013,0.1020906144242382
ACH-000014,-0.16547413304414615
ACH-000015,-0.01491050496801251
ACH-000017,0.05204694852822021
ACH-000018,-0.082795105782028
ACH-000019,-0.02295806317961597
ACH-000021,-0.02933139819810965
ACH-000022,0.15941816781629586
ACH-000025,-0.1187349040048344
ACH-000028,-0.14481887547144695
ACH-000030,-0.11487673834469272
ACH-000035,-0.19681411162475526
ACH-000036,-0.08404403345265256
ACH-000037,0.0888218153028979
ACH-000039,0.19457380070300545
ACH-000040,-0.15896267140240844
ACH-000041,0.04571847714960982
ACH-000042,-0.1165945237294688
ACH-000045,-0.23852356737971814
ACH-000047,-0.19890925055038886
ACH-000052,-0.0014049953147695475
ACH-000053,-0.24709969429469275
ACH-000054,-0.12213605152376728
ACH-000055,-0.051076610562358835
ACH-000060,0.09956283935626543
ACH-000067,0.02382273187321761
ACH-000070,-0.0410671986957852
ACH-000075,-0.12129531470044255
ACH-000078,0.17237698160383888
ACH-000082,0.00035135656695939603
ACH-000085,0.1099364006712574
ACH-000086,0.09165435361426418
ACH-000087,0.13135015513984652
ACH-000092,-0.027102809327833544
ACH-000095,0.1750452020798094
ACH-000097,-0.0917804009585612
ACH-000098,0.01354481047374486
ACH-000099,0.07531413938854169
ACH-000108,-0.24545129080962774
ACH-000113,0.11799722991005195
ACH-000116,-0.044338071972868716
ACH-000118,-0.13680771732951388
ACH-000120,-0.034233563266723166
ACH-000123,-0.053592264327297176
ACH-000127,-0.0710328559689846
ACH-000128,-0.12808853194019487
ACH-000132,-0.14106139170626827
ACH-000133,-0.003642191838384665
ACH-000137,-0.12881506454682598
ACH-000138,-0.146305555112214
ACH-000142,0.032727738511292084
ACH-000143,-0.015411308357719688
ACH-000146,-0.2070430899420948
ACH-000148,-0.11433416476778277
ACH-000150,0.023612374486884063
ACH-000152,-0.13104117099728546
ACH-000153,-0.0035898597744252977
ACH-000159,-0.17743065853266046
ACH-000160,0.04905330510038049
ACH-000163,-0.1398771733261173
ACH-000167,-0.3400866141494212
ACH-000168,0.10410100938279533
ACH-000169,0.030984593022219887
ACH-000178,-0.0221867795878572
ACH-000183,-0.823685261345827
ACH-000188,0.043391851872028084
ACH-000189,-0.19942201506912727
ACH-000190,-0.0278054604386814
ACH-000198,-0.20053731206101807
ACH-000203,-0.1578517536421764
ACH-000204,-0.2545515939351449
ACH-000206,0.02056069230338272
ACH-000207,-0.23080006465194924
ACH-000208,0.17830050473600004
ACH-000210,0.1464840385774032
ACH-000211,0.061425057762320726
ACH-000215,0.1051872705988827
ACH-000221,0.21822976206075392
ACH-000222,-0.16209998712323345
ACH-000223,-0.0813218118649009
ACH-000226,-0.12058723409998168
ACH-000227,0.069813525841517
ACH-000228,-0.08348903404752774
ACH-000231,-0.03767976640466274
ACH-000232,0.14441796771114518
ACH-000233,-0.3169099875795015
ACH-000234,-0.05274231706934896
ACH-000235,-0.009696439621284116
ACH-000237,0.0008571008024610187
ACH-000238,0.08114922984362406
ACH-000242,0.12060335008330594
ACH-000243,0.12014077500502647
ACH-000244,0.19480002269618674
ACH-000246,-0.019932197556863287
ACH-000248,-0.004549130068005365
ACH-000250,0.04114751648763512
ACH-000251,-0.015574605366407573
ACH-000252,-0.11635250687343135
ACH-000253,-0.2657831595315766
ACH-000255,-0.037418750868252734
ACH-000256,-0.0065328031331530825
ACH-000257,-0.3310871261685849
ACH-000258,-0.1772418641927929
ACH-000259,-0.008971030519084327
ACH-000260,0.026926646729839937
ACH-000261,0.10406004183916713
ACH-000262,-0.15667802077527113
ACH-000263,-0.10523708987409768
ACH-000264,0.0154169204636582
ACH-000265,0.11056702503907584
ACH-000266,-0.1042294744161963
ACH-000272,0.007966698683453998
ACH-000274,-0.04523286458773142
ACH-000277,0.13628853876451585
ACH-000278,-0.01519415675239414
ACH-000279,0.0740836597183837
ACH-000280,-0.0009036817492440877
ACH-000281,0.00025428963648000834
ACH-000288,0.01827148780458594
ACH-000291,-0.03674565235803225
ACH-000293,-0.1376239178791947
ACH-000294,0.08911357450077667
ACH-000295,0.06797491721654493
ACH-000296,0.08489318722554992
ACH-000302,-0.19949404889617112
ACH-000304,0.14143762439443716
ACH-000307,-0.14562681531284494
ACH-000308,-0.1914843535680449
ACH-000310,0.14071127603191286
ACH-000311,-0.18709413290501367
ACH-000312,0.1242737033638613
ACH-000315,-0.09605891292885012
ACH-000316,-0.06423642394249274
ACH-000317,-0.06537327879578393
ACH-000318,-0.003992412813940928
ACH-000319,-0.0025051561711150875
ACH-000320,0.025121615787262783
ACH-000322,-0.023508146052754503
ACH-000323,0.010818657899748152
ACH-000324,-0.13508527401405607
ACH-000329,-0.058447142611224585
ACH-000330,0.14197303462957486
ACH-000331,0.04075146439596808
ACH-000332,0.006935299199195502
ACH-000334,-0.14363805160887574
ACH-000335,0.15160209183931506
ACH-000336,-0.20035146036595744
ACH-000337,-0.2774492247810815
ACH-000338,-0.2497823540633813
ACH-000339,-0.05467554492455733
ACH-000341,-0.1540467483464229
ACH-000348,-0.17490281615853345
ACH-000350,0.06532832440898304
ACH-000352,0.110698999777004
ACH-000356,-0.001717130396516781
ACH-000361,-0.02543960096464876
ACH-000362,-0.11106765058300698
