,RNF212B (100507650)
ACH-000004,-0.12342851968493765
ACH-000005,-0.0893681199517142
ACH-000007,-0.06574462942224601
ACH-000009,-0.20048705170102266
ACH-000011,-0.08114591527973265
ACH-000012,-0.3240660227627444
ACH-000013,-0.1992501085604961
ACH-000014,-0.07646005152570504
ACH-000015,-0.14182707616429222
ACH-000017,-0.22082781460758136
ACH-000018,-0.07700622931099563
ACH-000019,-0.16923123961459474
ACH-000021,-0.10186290403951404
ACH-000022,-0.10131671312513824
ACH-000025,-0.15083056912969905
ACH-000028,-0.14944376056222766
ACH-000030,-0.023928067914564432
ACH-000035,-0.10929069388276677
ACH-000036,-0.1463409507663823
ACH-000037,-0.053788657858434716
ACH-000039,-0.1688445787374844
ACH-000040,-0.2945088634375709
ACH-000041,-0.17072271511192993
ACH-000042,-0.09249475744317116
ACH-000045,-0.12633288359702746
ACH-000047,-0.14083484779239275
ACH-000052,-0.253025707784651
ACH-000053,-0.07224301452465971
ACH-000054,-0.04757876306350605
ACH-000055,-0.20605896528394832
ACH-000060,-0.21886684078940755
ACH-000067,-0.047523523376229636
ACH-000070,0.055444780206198634
ACH-000075,-0.2814179069549422
ACH-000078,-0.13495064642000007
ACH-000082,-0.18180793868556566
ACH-000085,-0.1985520098667953
ACH-000086,-0.17804747736540685
ACH-000087,-0.4367040661944778
ACH-000092,-0.2374588694879613
ACH-000095,-0.03568310298913726
ACH-000097,-0.2869628292843552
ACH-000098,-0.02084016855407861
ACH-000099,-0.11609889455035355
ACH-000108,0.02621636944446536
ACH-000113,-0.0752963551455799
ACH-000116,-0.16698195607540067
ACH-000118,-0.21402938617315104
ACH-000120,-0.1483477900328964
ACH-000123,-0.03869127886365841
ACH-000127,-0.20575543455948112
ACH-000128,-0.324127936076537
ACH-000132,-0.049974263787211946
ACH-000133,-0.1981605309775598
ACH-000137,-0.04843751607081394
ACH-000138,-0.1673531188999842
ACH-000142,-0.1277973070817899
ACH-000143,-0.044924228890114014
ACH-000146,-0.25875119959430626
ACH-000148,-0.20473676909531904
ACH-000150,0.05289115812914469
ACH-000152,-0.20482799645014052
ACH-000153,-0.3249747813179067
ACH-000159,-0.14986954684493825
ACH-000160,-0.3543239642746909
ACH-000163,-0.23115122020390916
ACH-000167,-0.30994191499724105
ACH-000168,-0.05132226582865003
ACH-000169,-0.06937085661885341
ACH-000178,-0.15404126875818952
ACH-000183,-0.09440179287977138
ACH-000188,-0.038902058528705145
ACH-000189,-0.03679380224074298
ACH-000190,-0.21086613546426053
ACH-000198,-0.0034063171699761263
ACH-000203,0.1403676582648622
ACH-000204,-0.2632796036995573
ACH-000206,-0.14656302995823847
ACH-000207,0.008098069156646895
ACH-000208,-0.3257685022525387
ACH-000210,-0.4149450253850464
ACH-000211,-0.0961751565411948
ACH-000215,-0.15903866972018466
ACH-000221,0.010130936049387104
ACH-000222,-0.057170701600624575
ACH-000223,-0.14866696029910784
ACH-000226,-0.2784337572561605
ACH-000227,-0.04066489068563182
ACH-000228,-0.28887033752979674
ACH-000231,-0.16303899911198896
ACH-000232,-0.06433412113233368
ACH-000233,0.02686531984868795
ACH-000234,-0.05839616219916782
ACH-000235,-0.10151568614261257
ACH-000237,0.030663384623868827
ACH-000238,-0.03687226124334972
ACH-000242,-0.2316898507481317
ACH-000243,-0.2080929132055924
ACH-000244,0.09409555712383573
ACH-000246,-0.2253311025005411
ACH-000248,-0.3719628051556795
ACH-000250,-0.15532998429796602
ACH-000251,-0.0984496517407642
ACH-000252,-0.12582918547081792
ACH-000253,-0.1845666405907494
ACH-000255,-0.04354699701451661
ACH-000256,-0.21809430978590488
ACH-000257,-0.3981773745999582
ACH-000258,-0.00017255179761003044
ACH-000259,-0.11030990518839492
ACH-000260,-0.15957101349670644
ACH-000261,-0.13092630028253954
ACH-000262,-0.02182246104455176
ACH-000263,-0.2097751537976006
ACH-000264,-0.26292609637787706
ACH-000265,-0.13705310389934922
ACH-000266,-0.14607149054218024
ACH-000272,-0.13784539381618538
ACH-000274,-0.06416160038196672
ACH-000277,-0.06915541310507084
ACH-000278,-0.19140000448364594
ACH-000279,-0.17973478455594782
ACH-000280,-0.15748543052367886
ACH-000281,-0.003349175310452265
ACH-000288,-0.17211288184871718
ACH-000291,-0.18409247830711767
ACH-000293,-0.12208204151539648
ACH-000294,-0.15602234257957734
ACH-000295,-0.22363835721387454
ACH-000296,-0.263040501318781
ACH-000302,-0.0509926723351774
ACH-000304,-0.1279028517233074
ACH-000307,-0.20696944686218907
ACH-000308,-0.07032434376648074
ACH-000310,-0.08510758323583144
ACH-000311,-0.2701230057350545
ACH-000312,-0.11608565416322285
ACH-000315,-0.0869557543254773
ACH-000316,-0.11744787402444128
ACH-000317,-0.17641352196283658
ACH-000318,-0.2837205126388395
ACH-000319,-0.04716686221640837
ACH-000320,-0.11593549096130665
ACH-000322,-0.1302751240706827
ACH-000323,-0.2427141224519463
ACH-000324,-0.10117395201985048
ACH-000329,-0.15022209285599866
ACH-000330,-0.08433882785839092
ACH-000331,-0.08604251220060469
ACH-000332,-0.1604475236001399
ACH-000334,-0.3065621162485209
ACH-000335,-0.2943048031562542
ACH-000336,-0.2554183111822527
ACH-000337,-0.20827839390339264
ACH-000338,0.020336217125764226
ACH-000339,-0.2579857074990275
ACH-000341,-0.4429398148629184
ACH-000348,-0.13545912242599828
ACH-000350,-0.12709445681871964
ACH-000352,-0.10791841888957622
ACH-000356,-0.26720493710088183
ACH-000361,-0.30424746612957626
ACH-000362,-0.11613590230257376
ACH-000363,-0.2819467606963456
ACH-000364,-0.08977201566035191
ACH-000365,-0.1724267456566056
ACH-000366,-0.2368251365618462
ACH-000368,-0.03626034898526168
ACH-000374,-0.05297555131332874
ACH-000375,-0.16328911234203086
ACH-000376,-0.16821166303920154
ACH-000381,-0.07193917372663589
ACH-000383,-0.12470856221385193
ACH-000387,-0.15638264993199347
ACH-000389,-0.2392151092433989
ACH-000390,-0.17632860677133766
ACH-000393,-0.21763892327141346
ACH-000395,0.012317013349293141
ACH-000396,-0.25965584113647144
ACH-000397,-0.12705815095056394
ACH-000401,-0.2419764108968855
ACH-000402,-0.17813372528539087
ACH-000403,-0.15414477699210513
ACH-000404,-0.1271762795471824
ACH-000406,-0.18699653242411
ACH-000407,-0.17162590219472382
ACH-000408,-0.1497749967210569
ACH-000410,-0.11032581530957636
ACH-000411,-0.020172326066894973
ACH-000414,-0.0996819687823884
ACH-000415,-0.04234142650159185
ACH-000416,-0.18390566148062185
ACH-000420,-0.08353726815896265
ACH-000421,-0.12122349669996732
ACH-000424,-0.016409711961376368
ACH-000425,-0.14177939265087544
ACH-000426,-0.07706747522309908
ACH-000427,-0.12724238828150455
ACH-000433,-0.28965303225572137
ACH-000435,-0.1206172314520265
ACH-000436,-0.15200162567244854
ACH-000444,-0.2940173881875465
ACH-000445,-0.014115139040119762
ACH-000448,-0.141748261683821
ACH-000450,-0.17441525981832506
ACH-000452,-0.10618969377246128
ACH-000454,-0.24138823351930602
ACH-000458,-0.035699216588440684
ACH-000459,-0.2828845997647104
ACH-000460,-0.08217051491132707
ACH-000461,-0.10860334678862034
ACH-000463,-0.12878550609360526
ACH-000464,-0.018213536895899846
ACH-000466,-0.058694071362435714
ACH-000467,-0.25150485247887683
ACH-000468,0.034944325855438975
ACH-000469,-0.1474351471989361
ACH-000470,0.030030648872097537
ACH-000471,-0.3066895353998532
ACH-000472,-0.10350782077841993
ACH-000473,-0.2708770655530033
ACH-000475,-0.15054457702606636
ACH-000476,-0.18059425984703145
ACH-000477,-0.2229167082081655
ACH-000479,0.2122183740847893
ACH-000480,-0.09555462786133773
ACH-000481,-0.14841237316533595
ACH-000483,-0.14155071007567607
ACH-000484,0.026059360683895902
ACH-000485,-0.12096429907906035
ACH-000486,-0.2525222321896089
ACH-000487,-0.03903827107958897
ACH-000488,-0.20614199898716734
ACH-000490,-0.028081095900133603
ACH-000491,-0.2279170405648207
ACH-000495,-0.1909950998059547
ACH-000496,-0.030242136494724008
ACH-000499,-0.2368767323406757
ACH-000500,-0.08799231084300935
ACH-000502,-0.15538659946178587
ACH-000503,0.0063858637973846855
ACH-000505,-0.0619937725310438
ACH-000507,-0.19463047325614596
ACH-000510,-0.1860670368931412
ACH-000511,-0.10153065992857248
ACH-000512,-0.3509672538642271
ACH-000516,-0.2503762823868649
ACH-000517,-0.09060405221442727
ACH-000518,-0.06049961811787295
ACH-000520,-0.13330051971964993
ACH-000521,-0.06437071280844275
ACH-000522,-0.2174511129209688
ACH-000524,-0.023188221982003
ACH-000527,-0.12025362595149
ACH-000528,-0.036286667180135984
ACH-000537,-0.14168260022210416
ACH-000541,0.030202826069745524
ACH-000542,-0.14276709490135606
ACH-000544,-0.1527964194399378
ACH-000545,-0.06300836959409822
ACH-000547,-0.3763487737877013
ACH-000548,-0.011745750315481978
ACH-000549,-0.12646799106175738
ACH-000550,-0.2117878527206576
ACH-000552,-0.25402696139970776
ACH-000556,-0.28186528544790473
ACH-000557,-0.09496544050232622
ACH-000569,-0.1322482516197531
ACH-000570,-0.19713311542451534
ACH-000571,-0.29022564092506364
ACH-000573,-0.17248794737126222
ACH-000576,-0.1737627858588175
ACH-000579,-0.015858750187432824
ACH-000580,-0.230564790623352
ACH-000584,-0.23210667277249225
ACH-000585,-0.09463768300300217
ACH-000588,-0.12332082066558495
ACH-000589,-0.18220809132380286
ACH-000591,-0.161654089508035
ACH-000593,-0.04569589815808815
ACH-000600,-0.054996977595412916
ACH-000601,-0.14577842895932358
ACH-000605,-0.04987538886299508
ACH-000606,-0.2238879360249432
ACH-000608,-0.11288565283366267
ACH-000614,-0.108868389378598
ACH-000616,-0.22986793293175525
ACH-000618,-0.20641507790021665
ACH-000619,-0.17498986125287838
