,EXD2 (55218)
ACH-000004,0.3211633675783533
ACH-000005,0.17602202777647252
ACH-000007,0.10335851053273062
ACH-000009,0.06746857963032929
ACH-000011,0.2403945574789537
ACH-000012,0.16661207931180566
ACH-000013,0.1522293400895932
ACH-000014,0.06837409894007708
ACH-000015,0.2432969474323573
ACH-000017,0.10361088869382164
ACH-000018,0.0822579045217683
ACH-000019,0.2552386387868574
ACH-000021,0.19764206438058687
ACH-000022,0.1398689867842929
ACH-000025,0.14098175871097826
ACH-000028,0.2653864705352045
ACH-000030,0.018558466640604968
ACH-000035,0.13224625386567535
ACH-000036,0.10709797442776102
ACH-000037,0.24630320753819174
ACH-000039,0.1814754763876635
ACH-000040,0.09487101716921224
ACH-000041,0.11632888200358728
ACH-000042,0.21657779341913816
ACH-000045,0.1540323618746268
ACH-000047,0.1574578262442505
ACH-000052,0.18750337389491045
ACH-000053,0.1983467443005429
ACH-000054,0.1636599443413077
ACH-000055,0.12266715905637582
ACH-000060,-0.01158369949295774
ACH-000067,0.2972230271661059
ACH-000070,0.3384580665824592
ACH-000075,0.2756151340177352
ACH-000078,0.1014436898607963
ACH-000082,0.06465532831849516
ACH-000085,0.13404068137017033
ACH-000086,0.16826390176548314
ACH-000087,0.19488979600569376
ACH-000092,0.13110273302210204
ACH-000095,0.13732826619133764
ACH-000097,0.16925169876503715
ACH-000098,0.2752936073131865
ACH-000099,0.1048054306468066
ACH-000108,0.19864765540405008
ACH-000113,0.07325706940575842
ACH-000116,0.25171770600511284
ACH-000118,0.2113629180632053
ACH-000120,0.21018675957316102
ACH-000123,0.09108631491228783
ACH-000127,0.17488484542471538
ACH-000128,0.11106336947309348
ACH-000132,0.2662658991581091
ACH-000133,0.1445903599406128
ACH-000137,0.15888211290918208
ACH-000138,0.091418764561825
ACH-000142,0.02071156759152648
ACH-000143,0.12807320793353286
ACH-000146,0.10521344371476224
ACH-000148,0.19773269874274227
ACH-000150,0.3124596759837597
ACH-000152,0.10596327356605634
ACH-000153,-0.0034500713019366023
ACH-000159,0.12446341653454883
ACH-000160,0.0998061503223288
ACH-000163,0.1431772367186193
ACH-000167,0.20651785167282036
ACH-000168,0.15969795239635384
