,ELOVL1 (64834)
ACH-000004,-0.2648182005702245
ACH-000005,-0.5575406484952525
ACH-000007,-0.2219665447640424
ACH-000009,-0.19080273478237506
ACH-000011,-0.24915452002233915
ACH-000012,-0.11083394277986393
ACH-000013,-0.29721524192423343
ACH-000014,-0.3862600606908479
ACH-000015,-0.2858379536111704
ACH-000017,-0.5642279690275173
ACH-000018,-0.5565780448086142
ACH-000019,-0.3774865715768907
ACH-000021,-0.2982529570748369
ACH-000022,-0.20499208941353392
ACH-000025,-0.6534223373677498
ACH-000028,-0.30051498959376594
ACH-000030,-0.6346864577718211
ACH-000035,-0.3765584820304312
ACH-000036,-0.39924033221045097
ACH-000037,-0.10294981856072648
ACH-000039,-0.39528877403273815
ACH-000040,-0.7507167064628045
ACH-000041,-0.3816576799052616
ACH-000042,-0.5729985640855992
ACH-000045,-0.6852560036026608
ACH-000047,-0.3581899941961703
ACH-000052,-0.7181099368232191
ACH-000053,-0.32047621710489754
ACH-000054,-0.3309473486197651
ACH-000055,-0.17424641320263096
ACH-000060,-0.7342395326981195
ACH-000067,-0.4513109153099576
ACH-000070,-0.2942376577208693
ACH-000075,-0.30641911511342484
ACH-000078,-0.4470807979422812
ACH-000082,-0.32031640446831594
ACH-000085,-0.8350901876508001
ACH-000086,-0.5205371549300719
ACH-000087,-0.4556373567638966
ACH-000092,-0.6328828090656214
ACH-000095,-0.3058915009955885
ACH-000097,-0.5112575362512707
ACH-000098,-0.4645906119143928
ACH-000099,-0.2907402346103111
ACH-000108,-0.2902488620730756
ACH-000113,-0.3770073178251663
ACH-000116,-0.31511731478203925
ACH-000118,-0.14405624225367106
ACH-000120,-0.3377554564138686
ACH-000123,-0.1994350275787649
ACH-000127,-0.03388137919260952
ACH-000128,-0.3414836952180146
ACH-000132,-0.3426431631849303
ACH-000133,-0.5622025057935796
ACH-000137,-0.3952725081011185
ACH-000138,-0.2442416691631159
ACH-000142,-0.4984915450459154
ACH-000143,-0.28276969368284816
ACH-000146,-0.6323717955501563
ACH-000148,-0.2810737634729606
ACH-000150,-0.4544374252000489
ACH-000152,-0.3375586923379645
ACH-000153,-0.560282879420969
ACH-000159,-0.34077596334717103
ACH-000160,-0.3517392770219757
ACH-000163,-0.20084604014446947
ACH-000167,-0.4234101180387987
ACH-000168,-0.7360955767938235
ACH-000169,-0.30428375456226625
ACH-000178,-0.4355421901425765
ACH-000183,-0.3569193724454417
ACH-000188,-0.3203102648423354
ACH-000189,-0.3928499580912218
ACH-000190,-0.1760765431717709
ACH-000198,-0.4171370081104903
ACH-000203,-0.011498281286896657
ACH-000204,-0.806164312980295
ACH-000206,-0.4399215157362921
