,IGFBPL1 (347252)
ACH-000004,0.05433802315259929
ACH-000005,-0.05613614503100927
ACH-000007,-0.07680906394699362
ACH-000009,-0.03958254275770751
ACH-000011,-0.013793632818036748
ACH-000012,0.01875145783754061
ACH-000013,0.09129295202211232
ACH-000014,-0.13684752464081915
ACH-000015,-0.12975397636657693
ACH-000017,-0.023161813612007018
ACH-000018,-0.096292071900922
ACH-000019,0.06070613979152389
ACH-000021,-0.08521672337192353
ACH-000022,-0.032579667109082
ACH-000025,-0.09247219622639999
ACH-000028,-0.05550250116202941
ACH-000030,-0.05182792921528531
ACH-000035,0.0213631796302414
ACH-000036,0.040857210510812966
ACH-000037,-0.039870618833725266
ACH-000039,0.038601791104690336
ACH-000040,-0.03909539021431275
ACH-000041,-0.2106509597179348
ACH-000042,-0.1076453751571348
ACH-000045,0.07478164168262283
ACH-000047,-0.03701046979951657
ACH-000052,0.12783114333502948
ACH-000053,-0.050881451648957736
ACH-000054,0.10448564787764188
ACH-000055,0.04905031256228029
ACH-000060,0.1294177144708025
ACH-000067,-0.06327277482988401
ACH-000070,0.05493091040698784
ACH-000075,0.035085140298044964
ACH-000078,-0.07315997859679912
ACH-000082,-0.09156580272217904
ACH-000085,0.034319125524327296
ACH-000086,0.041611630624115915
ACH-000087,0.08156142988142116
ACH-000092,-0.1352148678717607
ACH-000095,0.07926890208909494
ACH-000097,-0.05015736231875372
ACH-000098,-0.14359970119792442
ACH-000099,-0.12551626573755476
ACH-000108,-0.08152300709883836
ACH-000113,-0.03496895711466222
ACH-000116,0.001336089656308692
ACH-000118,-0.09122707698059124
ACH-000120,-0.09348483794627828
ACH-000123,0.05384097929702551
ACH-000127,-0.06329432177894438
ACH-000128,0.011439890234916348
ACH-000132,-0.0740965984732694
ACH-000133,-0.26187792626314715
ACH-000137,0.0467547041310723
ACH-000138,-0.07513713799154398
ACH-000142,0.03736612714054728
ACH-000143,0.1183688738627811
ACH-000146,0.027841787445449757
ACH-000148,-0.020322206275521053
ACH-000150,-0.035401058548940365
ACH-000152,0.016634439685188337
ACH-000153,-0.10317322968272646
ACH-000159,-0.013613284697396259
ACH-000160,0.01717244023072767
ACH-000163,-0.022421690040785272
ACH-000167,0.12735557476824413
ACH-000168,0.01218726675698691
ACH-000169,0.005792865872944423
ACH-000178,-0.06460657486306576
ACH-000183,0.026211120340792662
ACH-000188,-0.18445441106305036
ACH-000189,-0.12811679826675978
ACH-000190,-0.3218321062073197
ACH-000198,-0.04689453793929082
ACH-000203,0.2327104538116609
ACH-000204,0.17348193550101862
ACH-000206,0.22291546642264204
ACH-000207,-0.032622754579566884
ACH-000208,0.14049236540320068
ACH-000210,-0.19998502123896095
ACH-000211,0.044714653315971416
ACH-000215,-0.10491151532555497
ACH-000221,-0.2711860756095997
ACH-000222,-0.22961921690220616
ACH-000223,-0.016973038848243478
ACH-000226,0.01099247404711139
ACH-000227,-0.15823291039038956
ACH-000228,-0.2282481274217665
ACH-000231,-0.021261433205678013
ACH-000232,0.05834466257198793
ACH-000233,0.008464218514735396
ACH-000234,-0.015971053743521188
ACH-000235,-0.07440368654227633
ACH-000237,-0.03922222136355842
ACH-000238,-0.03812217355342479
ACH-000242,-0.2044627390911845
ACH-000243,0.031766206060160916
ACH-000244,-0.05930382952601265
ACH-000246,-0.02598189713775859
ACH-000248,0.16512396921187875
ACH-000250,-0.040735243976227374
ACH-000251,0.1157479801083342
ACH-000252,0.03407278278851773
ACH-000253,0.03732440762964825
ACH-000255,-0.1432195413435638
ACH-000256,-0.028233205123713474
ACH-000257,-0.06498551667868707
ACH-000258,-0.07217520088522038
ACH-000259,-0.09412043245413054
ACH-000260,0.043885451150727416
ACH-000261,-0.09261499779600638
ACH-000262,0.060690546472108226
ACH-000263,0.0015627051590314859
ACH-000264,-0.05984981761734722
ACH-000265,-0.1906536123064156
ACH-000266,-0.0604161287723838
ACH-000272,-0.01606735578578944
ACH-000274,-0.09066703252770764
ACH-000277,0.009932100692587377
ACH-000278,-0.066197305069607
ACH-000279,0.020985846116034292
ACH-000280,-0.1871141984187976
ACH-000281,0.14061435048481166
