,CDK1 (983)
ACH-000004,-1.4606759733086625
ACH-000005,-1.4598031591346599
ACH-000007,-1.4950049821618376
ACH-000009,-1.0580232632250182
ACH-000011,-1.1412719043002901
ACH-000012,-1.3399667719307933
ACH-000013,-1.264178476885056
ACH-000014,-1.4637238608995031
ACH-000015,-1.335332111409938
ACH-000017,-1.1588492344803425
ACH-000018,-1.3935384296988278
ACH-000019,-1.2930932761169796
ACH-000021,-1.324992622114384
ACH-000022,-1.4897263094049795
ACH-000025,-1.183747429427655
ACH-000028,-1.3968867137533787
ACH-000030,-1.4179362812741452
ACH-000035,-1.1850968660003958
ACH-000036,-1.4243346294128452
ACH-000037,-1.4107064286378916
ACH-000039,-1.3515843258938607
ACH-000040,-1.3682123082572455
ACH-000041,-1.6263827532605188
ACH-000042,-1.5216844760572688
ACH-000045,-1.223338381453802
ACH-000047,-1.3334870819144589
ACH-000052,-1.5038156573997346
ACH-000053,-1.4278372905645058
ACH-000054,-1.3809534955367848
ACH-000055,-1.258682861561888
ACH-000060,-1.3962424789919463
ACH-000067,-1.4930420319575968
ACH-000070,-1.2635617787950812
ACH-000075,-1.4838622319638588
ACH-000078,-1.2341190308103889
ACH-000082,-1.2733250569368084
ACH-000085,-1.4881815065875907
ACH-000086,-1.1864127459587717
ACH-000087,-1.2678525538991077
ACH-000092,-1.4995161477116563
ACH-000095,-1.44723193091733
ACH-000097,-1.3916101050614038
ACH-000098,-1.3145527131946422
ACH-000099,-1.1682324637781956
ACH-000108,-1.2737567667084686
ACH-000113,-1.4016680117047595
ACH-000116,-1.3113948613418642
ACH-000118,-1.4155697414009785
ACH-000120,-1.5047717997164525
ACH-000123,-1.2573081332996028
ACH-000127,-1.2617685099720233
ACH-000128,-1.5154862587252516
ACH-000132,-1.3882579982999967
ACH-000133,-1.3393486819394318
ACH-000137,-1.217667591883754
ACH-000138,-1.3478136687437834
ACH-000142,-1.289836970948222
ACH-000143,-1.4486599525585315
ACH-000146,-1.5702429877130015
ACH-000148,-1.5131668253068749
ACH-000150,-1.3920406803204586
ACH-000152,-1.3404424793149767
ACH-000153,-1.4194815801507707
ACH-000159,-1.1576730722422093
ACH-000160,-1.8462714299041965
ACH-000163,-1.5378087441796664
ACH-000167,-1.9297295348737156
ACH-000168,-1.4269476972488133
ACH-000169,-1.266760130832612
ACH-000178,-1.3195382146336507
ACH-000183,-1.5492277057046242
ACH-000188,-1.3894433647223121
ACH-000189,-1.4082010128232791
ACH-000190,-1.6470593457864342
ACH-000198,-1.5139053309750623
ACH-000203,-1.8625183751199859
ACH-000204,-1.1979444040874807
ACH-000206,-1.0603637919738782
ACH-000207,-1.7971140553214682
ACH-000208,-1.287332456689101
ACH-000210,-1.3342324336175808
ACH-000211,-1.2251809236104083
ACH-000215,-1.2410555683465538
ACH-000221,-1.4279981284084522
ACH-000222,-1.4630221727607828
ACH-000223,-1.5014423638919532
ACH-000226,-1.1720745794445426
ACH-000227,-1.7506820990553364
ACH-000228,-1.4070023304426578
ACH-000231,-1.3055924448867462
ACH-000232,-1.4131191199121493
ACH-000233,-1.3035867423144174
ACH-000234,-1.2423557330808157
ACH-000235,-1.2464169994909935
ACH-000237,-1.2656363545564384
ACH-000238,-1.3389123558317768
ACH-000242,-1.6380472238411887
ACH-000243,-1.3405665958294852
ACH-000244,-1.5541339897255004
ACH-000246,-1.0675118308254736
ACH-000248,-1.4579759952395148
ACH-000250,-1.1232624032221312
ACH-000251,-1.3040377122337976
ACH-000252,-1.4654195300536403
ACH-000253,-1.345250030773551
ACH-000255,-1.3567167591825795
ACH-000256,-1.5580960876286971
ACH-000257,-1.7225354591719555
ACH-000258,-1.3149530439380988
ACH-000259,-1.3805559199485329
ACH-000260,-1.3692206196897838
ACH-000261,-1.510468370866782
ACH-000262,-1.115510448487561
ACH-000263,-1.6305272529386297
ACH-000264,-1.3900171333325315
ACH-000265,-1.262767787737593
ACH-000266,-1.3007228860438056
ACH-000272,-1.3056165204315089
ACH-000274,-1.4317288073068817
ACH-000277,-1.3167977318413902
ACH-000278,-1.189709752565322
ACH-000279,-1.698281854946022
ACH-000280,-1.3973242892816136
ACH-000281,-1.364005034314926
