,SGSM1 (129049)
ACH-000004,0.018080850005045567
ACH-000005,0.08584402503159706
ACH-000007,-0.06978710620039771
ACH-000009,-0.16788148622705934
ACH-000011,0.1440036454530703
ACH-000012,-0.16163859868413086
ACH-000013,-0.10427277229200667
ACH-000014,-0.2778585639086411
ACH-000015,-0.2523714128686157
ACH-000017,-0.16049639803115207
ACH-000018,-0.03408317359824671
ACH-000019,-0.17211476778415713
ACH-000021,-0.11914955488414512
ACH-000022,-0.14463970202315524
ACH-000025,-0.1651553431542773
ACH-000028,0.01813589383664674
ACH-000030,-0.16091886920533086
ACH-000035,-0.08468320477535626
ACH-000036,-0.03246403682863929
ACH-000037,-0.05301953366515358
ACH-000039,-0.28753856695667884
ACH-000040,0.01387627809235515
ACH-000041,-0.2146488393102291
ACH-000042,-0.2430723373364147
ACH-000045,-0.1100769993199549
ACH-000047,-0.2331427836631001
ACH-000052,-0.20676308285887326
ACH-000053,-0.07539501724923814
ACH-000054,0.11822606445717848
ACH-000055,-0.383877971329799
ACH-000060,-0.07851752785992787
ACH-000067,-0.16635161766006312
ACH-000070,-0.23831107385657124
ACH-000075,-0.14742477442247626
ACH-000078,-0.005256800052976443
ACH-000082,-0.030490467656480807
ACH-000085,0.01593736492568493
ACH-000086,-0.0134189695804269
ACH-000087,-0.0030264445492522323
ACH-000092,-0.15125651575118498
ACH-000095,-0.04851448587729794
ACH-000097,-0.1302670996936394
ACH-000098,-0.17737165740038294
ACH-000099,-0.03144635820250672
ACH-000108,-0.19951054221008488
ACH-000113,-0.015913734434083927
ACH-000116,-0.08546752922029564
ACH-000118,-0.11148581314258488
ACH-000120,-0.2013876078778853
ACH-000123,-0.20566389678479685
ACH-000127,-0.08219675042546826
ACH-000128,0.026854974703225083
ACH-000132,-0.25082538690021994
ACH-000133,-0.149691585588332
ACH-000137,-0.32258643550236
ACH-000138,0.050004422918691324
ACH-000142,0.07999539707740615
ACH-000143,-0.0894127057358181
ACH-000146,-0.12802431544272105
ACH-000148,-0.05795483533124991
ACH-000150,-0.11584526973201617
ACH-000152,-0.011156315403659349
ACH-000153,0.1488344232915422
ACH-000159,0.02157112931885727
ACH-000160,-0.1209335479349371
ACH-000163,0.07756859961153433
ACH-000167,-0.14227135282248113
ACH-000168,-0.3188922330014119
ACH-000169,-0.0679126392270997
ACH-000178,-0.05031410794073103
ACH-000183,-0.2113571818987396
ACH-000188,-0.07503816998563925
ACH-000189,-0.19384628858970815
ACH-000190,-0.12418895422053584
ACH-000198,-0.0030260965602476684
ACH-000203,-0.5178155905952035
ACH-000204,-0.1819297725298779
ACH-000206,-0.14503469964683713
ACH-000207,-0.059882565224891535
ACH-000208,0.17859055315722244
ACH-000210,-0.13442546918329232
ACH-000211,-0.1681122367779466
ACH-000215,-0.0397920962122882
ACH-000221,-0.4238383138591551
ACH-000222,0.15923932077669914
ACH-000223,-0.10023260547448967
ACH-000226,-0.14144105426054135
ACH-000227,-0.06842711319071121
ACH-000228,-0.08236586411607348
ACH-000231,-0.11955003243552526
ACH-000232,-0.0557087136907727
ACH-000233,-0.18722631772580034
ACH-000234,0.07597700591833234
ACH-000235,-0.00665528049795515
ACH-000237,0.06263717631667871
