,RPP38 (10557)
ACH-000004,-0.4919270455695113
ACH-000005,-0.4189759715843987
ACH-000007,-0.3774594848043912
ACH-000009,-0.2707893272258201
ACH-000011,-0.5093177790432116
ACH-000012,-0.7537528656834336
ACH-000013,-0.4493486364237599
ACH-000014,-0.3434452579863368
ACH-000015,-0.6530664882093961
ACH-000017,-0.37822480458304497
ACH-000018,-0.5489471695881512
ACH-000019,-0.4582572826422894
ACH-000021,-0.8199874759563076
ACH-000022,-0.3551561364906847
ACH-000025,-0.5661956153699923
ACH-000028,-0.481075981271646
ACH-000030,-0.5573575296830313
ACH-000035,-0.5883203598224519
ACH-000036,-0.4336239360106122
ACH-000037,-0.17902114504923394
ACH-000039,-0.423899313001769
ACH-000040,-0.5308341379229901
ACH-000041,-0.4329558361260947
ACH-000042,-0.5075710744458974
ACH-000045,-0.3754581412275022
ACH-000047,-0.3715891966075866
ACH-000052,-0.5106529413150224
ACH-000053,-0.686696137900355
ACH-000054,-0.34454387040240564
ACH-000055,-0.7394862933546424
ACH-000060,-0.6027499593679524
ACH-000067,-0.8686647605855651
ACH-000070,-0.2445225417212999
ACH-000075,-0.4305321238835365
ACH-000078,-0.3574903774815755
ACH-000082,-0.2117633570501888
ACH-000085,-0.5191615754295403
ACH-000086,-0.5273928234445552
ACH-000087,-0.20946684046289954
ACH-000092,-0.5477708720261307
ACH-000095,-0.4840616295877032
ACH-000097,-0.46583690489966295
ACH-000098,-0.43975219066795096
ACH-000099,-0.4303892323255672
ACH-000108,-0.7433015324181914
ACH-000113,-0.4425851000301159
ACH-000116,-0.7138626252152398
ACH-000118,-0.5740808052632902
ACH-000120,-0.4642809598963522
ACH-000123,-0.4363943369416476
ACH-000127,-0.6531448066657777
ACH-000128,-0.5018076063619963
ACH-000132,-0.4633718690774055
ACH-000133,-0.4980729537110295
ACH-000137,-0.4468423758978671
ACH-000138,-0.562628172224788
ACH-000142,-0.3392708092244066
ACH-000143,-0.3054070364008614
ACH-000146,-0.443153594074122
ACH-000148,-0.4736998830156126
ACH-000150,-0.41606373714321854
ACH-000152,-0.6747000492118483
ACH-000153,-0.4118269004706645
ACH-000159,-0.41767784640694505
ACH-000160,-0.6856312135690565
ACH-000163,-0.6592453202338221
ACH-000167,-0.4896394870619094
ACH-000168,-0.2985581689675289
ACH-000169,-0.6481763318551169
ACH-000178,-0.561605532702289
ACH-000183,-0.2458605020996897
ACH-000188,-0.5055529835564534
ACH-000189,-0.5859703599978683
ACH-000190,-0.5953752336818329
ACH-000198,-0.4328505704337489
ACH-000203,-0.5534178030008668
ACH-000204,-0.2218998597279972
ACH-000206,-0.43657423336179385
ACH-000207,-0.3711315974672745
ACH-000208,-0.7586748416672249
ACH-000210,-0.23274619774871966
ACH-000211,-0.6465335812313205
ACH-000215,-0.5223988472255042
ACH-000221,-0.3760283483140157
ACH-000222,-0.3066752865104729
ACH-000223,-0.2929235677852477
ACH-000226,-0.4006678793083547
ACH-000227,-0.2872602845305452
ACH-000228,-0.3472793894596085
ACH-000231,-0.5538795930852669
ACH-000232,-0.4598463828113844
ACH-000233,-0.4026711980095083
ACH-000234,-0.3333092955773363
ACH-000235,-0.4266797720132383
ACH-000237,-0.4476359313254335
ACH-000238,-0.7150095938939874
ACH-000242,-0.5607536927557959
ACH-000243,-0.5860042420266154
ACH-000244,-0.5666366130814842
ACH-000246,-0.4602421481796005
ACH-000248,-0.529779140430791
ACH-000250,-0.3471425824657094
ACH-000251,-0.4153272731387894
ACH-000252,-0.3938249304368538
ACH-000253,-0.6558355046307252
ACH-000255,-0.5041243216776442
ACH-000256,-0.5676686393335261
ACH-000257,-0.4599817408935739
ACH-000258,-0.4773476290357181
ACH-000259,-0.4061485429669368
ACH-000260,-0.527355572164191
ACH-000261,-0.3647427129851297
ACH-000262,-0.4252302432984785
ACH-000263,-0.3143076642969693
ACH-000264,-0.5793495708886521
ACH-000265,-0.40005308777365145
ACH-000266,-0.5697563644756796
