,CACNA1A (773)
ACH-000756,-0.1321304179908336
ACH-000757,-0.1924517778102481
ACH-000758,-0.06232165992299439
ACH-000760,-0.11351017494483948
ACH-000762,-0.03418196809476607
ACH-000763,-0.08273699247245432
ACH-000764,-0.3327927110451981
ACH-000765,-0.12706659529183612
ACH-000766,-0.13084775078530245
ACH-000767,-0.2617767307659181
ACH-000768,-0.3764862317781633
ACH-000769,-0.2125948168707728
ACH-000770,-0.04053868209877681
ACH-000771,-0.066530346333077
ACH-000773,0.061603728504242415
ACH-000776,-0.24375532390794305
ACH-000777,-0.1509574596487477
ACH-000778,-0.3616584263869547
ACH-000781,-0.14656733836345492
ACH-000782,-0.08801672487426113
ACH-000783,-0.07830518572205812
ACH-000784,-0.16402914951620565
ACH-000785,-0.17525710457858307
ACH-000787,-0.10070041927058808
ACH-000788,-0.19607570607324748
ACH-000791,-0.11373644047669468
ACH-000792,-0.11867651265976775
ACH-000794,-0.5062869907274803
ACH-000796,-0.06512937462306999
ACH-000798,-0.2536490227503944
ACH-000799,-0.17945669691444374
ACH-000800,-0.24130280374646704
ACH-000802,-0.2705820661233908
ACH-000804,-0.06740103780802789
ACH-000805,-0.04710720330611661
ACH-000809,-0.1280096664021539
ACH-000810,-0.04021868589264877
ACH-000811,-0.23736314066671
ACH-000817,-0.017603845068502256
ACH-000819,-0.1841588994300444
ACH-000820,-0.2672773375436052
ACH-000821,-0.2523091373715292
ACH-000822,-0.17342447458756538
ACH-000823,-0.2189843921409774
ACH-000824,-0.17967989522144728
ACH-000827,-0.045780823975184334
ACH-000829,-0.13815767306431714
ACH-000831,-0.29793680715349835
ACH-000832,-0.17786021322525286
ACH-000833,-0.17133555933821568
ACH-000834,-0.20828036939648156
ACH-000835,-0.2257307893470253
ACH-000836,-0.25379450643979984
ACH-000837,-0.25333892637184563
ACH-000838,-0.2368151825233309
ACH-000839,-0.28003323384400786
ACH-000840,0.00030585405512991966
ACH-000841,-0.1793998784754498
ACH-000843,-0.3087442396283442
ACH-000846,-0.13443681118465026
ACH-000847,-0.1761530050343451
ACH-000848,-0.3128871152213943
ACH-000849,-0.13381168291262974
ACH-000851,-0.1445927972731528
ACH-000855,0.048140912913251295
ACH-000856,-0.12177494350654053
ACH-000858,-0.21825297993998946
ACH-000859,-0.4496174094541027
ACH-000861,-0.3052892220299889
ACH-000862,-0.20320865637023144
ACH-000865,-0.1529942415941361
ACH-000866,-0.18168156952873935
ACH-000867,-0.05648015357514185
ACH-000869,-0.10432516512044496
ACH-000872,-0.1746280272397217
ACH-000873,-0.22792322758906156
ACH-000876,-0.2039967892304679
ACH-000878,-0.05858947903229235
ACH-000880,-0.198624776630836
ACH-000881,-0.09262381726666252
ACH-000882,-0.3201785175825222
ACH-000884,-0.028508516465359467
ACH-000885,-0.2450847823709067
ACH-000887,-0.22839090010404756
ACH-000889,-0.16025330953379527
ACH-000896,-0.09725277427334206
ACH-000898,-0.21467389504723267
ACH-000900,-0.1506828239955067
ACH-000901,-0.12546603582320798
ACH-000905,-0.20949526896841647
ACH-000906,-0.1909603346834948
ACH-000907,-0.22069900530001196
ACH-000910,-0.07900190041119462
ACH-000911,-0.24545609838475196
ACH-000912,-0.1686901399454284
ACH-000913,-0.1573512706651255
ACH-000915,-0.23873943904524655
ACH-000916,-0.08584260299743224
ACH-000917,-0.15521856734259298
ACH-000920,-0.2646847937121849
ACH-000921,-0.09596679156656704
ACH-000924,-0.1846974464239014
ACH-000926,-0.11204819188228506
ACH-000928,-0.32702284722144803
ACH-000929,-0.3611492061439634
ACH-000932,-0.2283925126733215
ACH-000935,-0.1788488378934444
ACH-000936,-0.11527847969093973
ACH-000937,-0.2119121071069109
ACH-000938,-0.2662323717294348
ACH-000939,-0.13871162626793748
ACH-000941,-0.32712369409678405
ACH-000943,-0.1606694974601925
ACH-000946,-0.16808105031533765
ACH-000947,-0.19038125140968407
ACH-000948,-0.21473362753562944
ACH-000950,-0.2212586478284572
ACH-000953,-0.11391788625077265
ACH-000954,-0.1983299443427563
ACH-000957,-0.06966994758063473
ACH-000958,-0.17443112794552973
ACH-000960,-0.04219245626465405
ACH-000963,-0.03926612449119712
ACH-000968,-0.11449150180303665
ACH-000969,-0.18656683203677707
ACH-000972,-0.2570024497940157
ACH-000973,-0.09953665272164752
ACH-000974,-0.1437447291295907
ACH-000978,-0.3320434749138204
ACH-000984,-0.2515141321157568
ACH-000986,-0.038004725738660886
ACH-000988,-0.11897487046487915
ACH-000993,-0.19044701168829248
ACH-000994,-0.17743138171016082
ACH-000996,-0.2759950481743496
ACH-001001,-0.11571516890907545
ACH-001020,-0.4759934262591615
ACH-001028,-0.1862017274489044
ACH-001031,-0.2338667236169492
ACH-001038,-0.11802305103391915
ACH-001048,-0.25344804989911196
ACH-001050,-0.1592443830054098
ACH-001053,-0.14140309953098204
ACH-001054,-0.011882468743994215
ACH-001061,-0.04715818896111335
ACH-001067,-0.24059036476394804
ACH-001075,-0.18014799462752606
ACH-001096,-0.1854078140047732
ACH-001111,-0.2312710246157563
ACH-001119,-0.2534934654515957
ACH-001128,-0.05030551305427753
ACH-001134,-0.05167049013939815
ACH-001151,-0.07281257118163686
ACH-001163,-0.07972219855866368
ACH-001164,-0.15790855629531586
ACH-001183,-0.07506460449327816
ACH-001192,-0.2292301810289035
ACH-001193,-0.08741257285854417
ACH-001196,-0.2726844491271033
ACH-001197,-0.13850837478818515
ACH-001205,-0.2758021123638584
ACH-001211,-0.2049209480884364
ACH-001212,0.013383631692020882
ACH-001228,-0.19222146560036693
ACH-001232,-0.1712851268088657
ACH-001239,-0.199565459227495
ACH-001270,-0.097686444650327
ACH-001274,-0.22415191049436387
ACH-001275,-0.0730891938161766
ACH-001277,-0.1669830094584226
ACH-001278,-0.2602503547768428
ACH-001280,-0.07139523229727643
ACH-001283,-0.15470456138274194
ACH-001289,0.003941747547446684
ACH-001300,-0.1752100448113973
ACH-001301,-0.07763021453547925
ACH-001302,-0.20050333307072815
ACH-001306,-0.29194285868351305
ACH-001318,-0.025829858179116868
ACH-001322,-0.23455780241628066
ACH-001328,-0.12795014888240985
ACH-001332,-0.053012082054852805
ACH-001336,-0.22000862150482084
ACH-001346,-0.2839453027842256
ACH-001353,-0.1551546876793878
ACH-001354,-0.2552778512126205
ACH-001367,-0.2080521999361145
ACH-001368,-0.14288704714807804
ACH-001374,0.04259225609734521
ACH-001377,-0.11979319082671445
ACH-001380,-0.17112005617283774
ACH-001391,-0.17870484288074162
ACH-001408,-0.17085165830744622
ACH-001430,0.03655576991511147
ACH-001431,-0.1837171939503654
ACH-001450,-0.19818633243263628
ACH-001496,-0.19153845859049465
ACH-001500,-0.2375091077111809
ACH-001523,-0.12059040094448667
ACH-001532,-0.08840641250690733
ACH-001550,0.0022539432998872925
ACH-001552,-0.2862866457063301
ACH-001554,-0.13029996810224076
ACH-001654,-0.2562093402297154
ACH-001735,-0.2247656850044744
ACH-001736,-0.2954141017811293
ACH-001737,-0.13452514552911984
ACH-001740,-0.20563986967000966
ACH-001745,-0.17040424377676594
ACH-001765,-0.1879029312542676
