,HDGF (3068)
ACH-000227,0.04978960504248785
ACH-000228,-0.2022443040688624
ACH-000231,-0.08429931654254673
ACH-000232,-0.12697092289988005
ACH-000233,-0.2615863245495616
ACH-000234,-0.0010609567683306422
ACH-000235,-0.15834556085822524
ACH-000237,0.0013467430131413568
ACH-000238,-0.0007981330829611949
ACH-000242,-0.670521732892994
ACH-000243,-0.061302212724269875
ACH-000244,0.09847731440796252
ACH-000246,-0.10779115821688734
ACH-000248,-0.039396591220985634
ACH-000250,-0.14426292589390605
ACH-000251,-0.08860203512522269
ACH-000252,-0.3377482862491913
ACH-000253,-0.05043873625119874
ACH-000255,-0.0811713356487247
ACH-000256,-0.3056958109118645
ACH-000257,0.20592524103359894
ACH-000258,-0.03831685469823635
ACH-000259,-0.06421879482795538
ACH-000260,-0.17889606403799496
ACH-000261,-0.06326640761372214
ACH-000262,-0.04226430169666669
ACH-000263,-0.08009675422066863
ACH-000264,-0.21547194242260528
ACH-000265,-0.003468981963570591
ACH-000266,-0.15612779049181386
ACH-000272,-0.12586172638186016
ACH-000274,0.0023960739156844504
ACH-000277,-0.1035076421077491
ACH-000278,-0.03051079134746042
ACH-000279,-0.07936572842629022
ACH-000280,-0.17390413541276584
ACH-000281,-0.21423159438443545
ACH-000288,-0.07830509045502912
ACH-000291,-0.08796559048072254
ACH-000293,0.07974039382957396
ACH-000294,-0.08906214339739077
ACH-000295,-0.17460037311117976
ACH-000296,-0.2368781090860471
ACH-000302,-0.1950623372986863
ACH-000304,0.06360254368214033
ACH-000307,-0.19968307036907965
ACH-000308,-0.08276025152834875
ACH-000310,-0.3119170074752569
ACH-000311,-0.1973408252026176
ACH-000312,-0.12827789639524764
ACH-000315,-0.15319485071343789
ACH-000316,0.011119895946555072
ACH-000317,-0.18603815343822205
ACH-000318,-0.2515641283773651
ACH-000319,-0.004126610339093435
ACH-000320,-0.0853359890969472
ACH-000322,-0.08848807097447932
ACH-000323,0.017686091847576284
ACH-000324,-0.21645272468635687
ACH-000329,-0.07521758085936718
ACH-000330,0.013708973090185969
ACH-000331,-0.20255961523301555
ACH-000332,-0.12184040245886202
ACH-000334,-0.002359972224363651
ACH-000335,-0.2388795624786061
ACH-000336,-0.38217981809106666
ACH-000337,-0.17543900100034626
ACH-000338,-0.3109146126201702
ACH-000339,-0.11639379894437035
ACH-000341,-0.2132162414921544
ACH-000348,-0.13765159388759615
ACH-000350,-0.1467635092055205
ACH-000352,-0.1337565838444501
ACH-000356,-0.22359483681219766
ACH-000361,0.08070982031005755
ACH-000362,0.012792044505597582
ACH-000363,-0.10875697837177488
ACH-000364,-0.03834303441131292
ACH-000365,-0.10148739896746092
ACH-000366,-0.1747646075912292
ACH-000368,0.0645376579550828
ACH-000374,-0.07822816709886153
ACH-000375,-0.0392231371687916
ACH-000376,-0.11667725538715044
ACH-000381,-0.06855975376676017
ACH-000383,-0.09109124989046846
ACH-000387,-0.13189205492086226
ACH-000389,-0.2124052811437735
ACH-000390,-0.17433949935948306
ACH-000393,-0.09385341656652653
ACH-000395,-0.2919366864014225
ACH-000396,-0.19924441733193296
ACH-000397,-0.044182860881651714
ACH-000401,-0.18038637368737445
ACH-000402,-0.08512857194254221
ACH-000403,-0.12055351087397845
ACH-000404,-0.422724556376218
ACH-000406,0.01935909521826929
ACH-000407,0.06484697209673049
ACH-000408,0.0948154409806882
ACH-000410,-0.07632316415992292
ACH-000411,-0.10900911565341093
ACH-000414,-0.04114368367773728
ACH-000415,-0.018011924436294784
ACH-000416,-0.19389639223967128
ACH-000420,-0.1137610194500513
ACH-000421,-0.06115008778588956
ACH-000424,0.1015354303903991
ACH-000425,-0.0023240577466049238
ACH-000426,-0.30206961636231044
ACH-000427,0.03013515291485442
ACH-000433,-0.2349568909992373
ACH-000435,0.07232479626213384
ACH-000436,-0.14353188902857894
ACH-000444,-0.07672923773365402
ACH-000445,-0.022769026129569037
ACH-000448,-0.18658305950861329
ACH-000450,0.067999987488669
ACH-000452,0.02043303801883306
ACH-000454,-0.045392619478970817
ACH-000458,0.03507697824139355
ACH-000459,0.13559265089123632
ACH-000460,-0.13631023947910048
ACH-000461,-0.06801424730416057
ACH-000463,-0.08017316354889882
ACH-000464,-0.09583416444598114
ACH-000466,-0.1493590386007955
ACH-000467,-0.1443492109618801
ACH-000468,-0.1390356498513439
ACH-000469,0.07837322884609565
ACH-000470,-0.16655199716496186
ACH-000471,-0.0405667509548512
ACH-000472,-0.025317805530874243
ACH-000473,-0.12154428724526566
ACH-000475,-0.14731774488158034
ACH-000476,0.14180140927376772
ACH-000477,0.00749628299753568
ACH-000479,-0.14886122013527348
ACH-000480,-0.16669211175069454
ACH-000481,-0.06244803669584665
ACH-000483,-0.1674394077701224
ACH-000484,-0.2745294071547317
ACH-000485,-0.017860810578009808
ACH-000486,-0.15762201417391453
ACH-000487,-0.19116331807661294
ACH-000488,-0.10197818873883192
ACH-000490,0.05491832812571472
ACH-000491,-0.3194816384314842
ACH-000495,0.103762806677099
ACH-000496,0.06780091259202667
ACH-000499,0.0824574166090643
ACH-000500,-0.6251961905209149
ACH-000502,-0.0854532888091558
ACH-000503,0.007300390636356611
ACH-000505,-0.2562205625593293
ACH-000507,-0.1562686924554147
ACH-000510,-0.2339807625083174
ACH-000511,-0.13539616553424194
ACH-000512,-0.034824430030999755
ACH-000516,-0.09340420825033292
ACH-000517,-0.2264907971859017
ACH-000518,-0.09935912796823228
ACH-000520,-0.18328153099863226
ACH-000521,-0.2828221400674896
ACH-000522,-0.17955471847913074
ACH-000524,-0.12147746799742462
ACH-000527,-0.04104656699187633
ACH-000528,-0.09461023623144847
ACH-000537,-0.05462046110645167
ACH-000541,-0.22436559584153826
ACH-000542,-0.07682361346549675
ACH-000544,-0.1316619204813273
ACH-000545,-0.1618040430019742
ACH-000547,-0.4112147815898695
ACH-000548,-0.3014671364401541
ACH-000549,-0.1562603486143846
ACH-000550,-0.07079454165976977
ACH-000552,-0.32713747804761817
ACH-000556,-0.06606413297404086
ACH-000557,-0.11210496466579342
ACH-000569,0.04394567572281372
ACH-000570,-0.09470046866745106
ACH-000571,-0.12915049111318516
ACH-000573,0.02084100692191933
ACH-000576,-0.4431019593339669
ACH-000579,-0.013298022770910816
ACH-000580,0.09693556563270854
ACH-000584,-0.09104757330105558
ACH-000585,0.047497604029631116
ACH-000588,-0.12692737985632346
ACH-000589,0.004647485753150677
ACH-000591,0.1805937387275756
ACH-000593,-0.09355211322418172
ACH-000600,-0.08157226565295478
ACH-000601,-0.1686101531506363
ACH-000605,-0.21249494113925488
ACH-000606,-0.03529965697520995
ACH-000608,-0.06113294588554709
ACH-000614,-0.037873480747299626
ACH-000616,-0.15908008341945698
ACH-000618,-0.1114456049459631
ACH-000619,-0.04531150726114374
ACH-000620,-0.11999578847196568
ACH-000621,-0.027860243694942704
ACH-000622,-0.05246714077907332
ACH-000623,-0.060675501323466274
ACH-000624,-0.024051133644830025
ACH-000627,-0.028153018024922958
ACH-000630,-0.03373003913849562
ACH-000631,-0.12473683182915092
ACH-000632,-0.017796396934798286
ACH-000633,-0.08346115038031814
ACH-000637,-0.02461361555427459
ACH-000638,-0.2007397676077214
ACH-000646,-0.0921932957965008
ACH-000647,-0.18043686142249085
ACH-000648,-0.03324712121167532
ACH-000649,-0.028058893489305525
ACH-000651,-0.12194362278428235
ACH-000652,-0.2163994713757724
ACH-000653,-0.12884644221158248
ACH-000657,-0.11847370331492628
ACH-000658,-0.3102682328854706
ACH-000661,-0.044260047107508194
ACH-000662,-0.023754668324143254
ACH-000663,-0.08733868403729299
ACH-000665,-0.05978131148529594
ACH-000671,0.029305622573077037
ACH-000672,-0.4607389163934634
ACH-000673,-0.05588460929557942
ACH-000676,-0.16325047924791578
ACH-000677,-0.1932294900014052
ACH-000681,-0.09612237157407127
ACH-000683,-0.270311225893738
ACH-000684,0.039675268072805386
ACH-000688,0.14156375640307184
ACH-000693,-0.09264917408129797
ACH-000694,-0.10163650971167223
ACH-000695,-0.3271299517733377
ACH-000696,-0.04165602443029488
ACH-000697,-0.17557985335903892
ACH-000699,-0.06912088250397926
ACH-000701,-0.062476591937276525
ACH-000706,-0.18498120080728025
ACH-000711,-0.08801951635130527
ACH-000713,-0.2207199006423181
ACH-000714,-0.16581554313231567
ACH-000718,-0.0919890428447742
ACH-000720,-0.006756372985584304
ACH-000721,0.01586462507310029
ACH-000724,-0.13980339377173978
ACH-000725,-0.1285063634018182
ACH-000732,-0.12801821686739207
ACH-000734,-0.02024850789838229
ACH-000735,0.02503369758945921
ACH-000736,0.032831568523326894
ACH-000738,-0.05787919054642536
ACH-000746,-0.047383724015472535
ACH-000747,0.02221706371436213
ACH-000748,-0.2011739192379752
ACH-000753,-0.2362444686829581
ACH-000756,-0.19862327762969964
ACH-000757,0.005347160876847425
ACH-000758,-0.25067039607112224
ACH-000760,-0.1358424738840003
ACH-000762,-0.21734001135543127
ACH-000763,-0.0817350470838292
ACH-000764,-0.15879829242205054
ACH-000765,-0.1844742550170852
ACH-000766,-0.10756087054187312
ACH-000767,-0.30608237757928203
ACH-000768,-0.16159816206688274
ACH-000769,-0.1493511553492181
ACH-000770,-0.20388329346326287
ACH-000771,-0.08224278673433727
ACH-000773,0.03157472463824881
ACH-000776,-0.006957234159961232
ACH-000777,-0.050809142774306766
ACH-000778,-0.09161771327430797
ACH-000781,-0.07342778298323194
ACH-000782,-0.06408284933783487
ACH-000783,-0.15161547318499574
ACH-000784,0.047737563960806
ACH-000785,-0.25643927961044755
ACH-000787,-0.10403602498097224
ACH-000788,-0.21588822779501252
ACH-000791,-0.0896719382812845
ACH-000792,-0.15352434084822772
ACH-000794,0.032203772307489484
ACH-000796,-0.1404672987610655
ACH-000798,-0.2065980065301083
ACH-000799,-0.1185644433397837
ACH-000800,-0.1471710494323154
ACH-000802,0.024565649975807232
ACH-000804,-0.12548801151078184
ACH-000805,-0.189251541435882
ACH-000809,-0.11109319178590986
ACH-000810,-0.058665532326290036
ACH-000811,-0.11133041391827063
ACH-000817,-0.30700730508729906
ACH-000819,-0.0432216685866352
ACH-000820,-0.10539970071352542
ACH-000821,-0.3854374814698963
ACH-000822,-0.11017077092566263
ACH-000823,-0.16865114229055522
ACH-000824,-0.1483179578345328
ACH-000827,-0.14377744840201026
ACH-000829,-0.02583206468635721
ACH-000831,-0.07024291088255853
ACH-000832,-0.20479679371038767
ACH-000833,-0.11569324440560785
ACH-000834,-0.23058513738444145
ACH-000835,-0.19328293289161436
ACH-000836,0.0391902539474448
ACH-000837,0.06871906669697801
ACH-000838,-0.13543308262017462
ACH-000839,-0.06634114393849773
ACH-000840,-0.2434925601412529
ACH-000841,-0.01615373287076431
ACH-000843,-0.1945321644952528
ACH-000846,-0.07830986714607248
ACH-000847,0.12361931870495882
ACH-000848,-0.09004847043366418
ACH-000849,-0.05495318238702675
ACH-000851,-0.20929057870659926
ACH-000855,-0.2443220223599755
ACH-000856,-0.07938026249505803
ACH-000858,0.043248055864081335
ACH-000859,-0.0160250354794413
ACH-000861,-0.12818695138036132
ACH-000862,-0.0009292840278823678
ACH-000865,-0.12133600816260212
ACH-000866,-0.18807032283883815
ACH-000867,-0.030396773849468636
ACH-000869,-0.08423612354902066
ACH-000872,0.06460897685082709
ACH-000873,-0.20521752154362605
ACH-000876,-0.1603624971328533
ACH-000878,-0.08823285425570092
ACH-000880,-0.037919339938783866
ACH-000881,0.02489415022027408
ACH-000882,-0.15627750419803305
ACH-000884,-0.12727315290975694
ACH-000885,-0.06745754219193233
ACH-000887,-0.1791640091567202
ACH-000889,-0.22858476982246115
ACH-000896,-0.06581608890752898
ACH-000898,-0.15886730125428286
ACH-000900,-0.1938345525652216
ACH-000901,0.023466642386463076
ACH-000905,-0.25899676054736603
ACH-000906,-0.062338418372330964
ACH-000907,-0.1231254064175492
ACH-000910,-0.12311785219399582
ACH-000911,0.0440018044971924
ACH-000912,-0.07318514811339898
ACH-000913,-0.15349827268381286
ACH-000915,-0.0076637173069862155
ACH-000916,-0.30595594990012553
ACH-000917,-0.20339185218276865
ACH-000920,0.010066824836093013
ACH-000921,-0.02064540722150661
ACH-000924,-0.32080495136867465
ACH-000926,-0.11385207360354442
ACH-000928,0.00531556099804393
ACH-000929,-0.42353679056015403
ACH-000932,-0.032727192338296414
ACH-000935,-0.07691963679689487
ACH-000936,-0.1349553048940101
ACH-000937,-0.03830423197178622
ACH-000938,-0.0290681323941972
ACH-000939,0.2507975616097569
ACH-000941,-0.24589121917601306
ACH-000943,-0.0070612482667359155
ACH-000946,-0.2464978430202316
ACH-000947,-0.06850900712076463
ACH-000948,-0.2422373047203034
ACH-000950,-0.009200746308771974
ACH-000953,-0.07653745614620343
ACH-000954,0.015124779596760075
ACH-000957,-0.14521541284513115
ACH-000958,-0.10703656509453163
ACH-000960,-0.12637216991811673
ACH-000963,0.07566677495193437
ACH-000968,-0.1127021045751524
ACH-000969,-0.1276973734704366
ACH-000972,0.025795970120398408
ACH-000973,-0.02285534149338049
ACH-000974,-0.20338306220701965
ACH-000978,-0.17266052728390308
ACH-000984,-0.2935861240233233
ACH-000986,-0.03553312483683707
ACH-000988,0.056803681453742365
ACH-000993,-0.06527497868080652
ACH-000994,-0.04232260175314646
ACH-000996,-0.3391161876477747
ACH-001001,-0.10617854082711296
ACH-001020,0.14630738399544346
ACH-001028,-0.031575061415578386
ACH-001031,-0.1862137268944131
ACH-001038,-0.0032151798647604307
ACH-001048,-0.06142604797314995
ACH-001050,-0.036821662100804585
ACH-001053,-0.054563902357603264
ACH-001054,-0.08599045164859602
ACH-001061,-0.02009802014431077
ACH-001067,0.01213936251370862
ACH-001075,-0.17275073577562874
ACH-001096,-0.1837175296951332
ACH-001111,0.08048013198509095
ACH-001119,-0.058484238060585524
ACH-001128,0.7191045065833575
ACH-001134,-0.20620695375402545
ACH-001151,-0.18566751371853304
ACH-001163,-0.3642599846846324
ACH-001164,-0.06930340395609293
ACH-001183,-0.13106477808155206
ACH-001192,-0.16926131497441926
ACH-001193,-0.3814688198237956
ACH-001196,-0.022794005382215432
ACH-001197,-0.3925618145862896
ACH-001205,-0.006665968814747774
ACH-001211,0.060800509231956026
ACH-001212,0.2136128739711221
ACH-001228,-0.23655548846982555
ACH-001232,-0.18729871533427025
ACH-001239,-0.1288466582118171
ACH-001270,-0.11790739845203192
ACH-001274,-0.1269400380750821
ACH-001275,-0.16171095999090934
ACH-001277,-0.10543481561942622
ACH-001278,-0.1050664779457614
ACH-001280,-0.09387678154586468
ACH-001283,-0.03450351764456785
ACH-001289,-0.07044959952446211
ACH-001300,-0.1418689819460513
ACH-001301,-0.16469442299934295
ACH-001302,0.10792727999163394
ACH-001306,0.030294023336818326
ACH-001318,-0.19435939368418031
ACH-001322,-0.017131618727642663
ACH-001328,-0.11170324100698698
ACH-001332,-0.3767703937803454
ACH-001336,-0.23147427886973626
ACH-001346,-0.11897608513860496
ACH-001353,-0.26751448007168743
ACH-001354,-0.04347504975427893
ACH-001367,0.0800910064417905
ACH-001368,-0.024353112983096097
ACH-001374,-0.3482601394044843
ACH-001377,-0.15404131996261525
ACH-001380,-0.005397066106556208
ACH-001391,-0.09356100721162644
ACH-001408,0.030351046550963313
ACH-001430,-0.21087527731160088
ACH-001431,-0.06283265962285997
ACH-001450,-0.11129928163065053
ACH-001496,-0.05496029441293413
ACH-001500,-0.00028270300542223615
ACH-001523,-0.06323235080621835
ACH-001532,-0.13785970876393813
ACH-001550,0.1626583602449042
ACH-001552,-0.20992555654884884
ACH-001554,-0.0371264806184934
ACH-001654,-0.1021125460061005
ACH-001735,-0.13883215624081824
ACH-001736,-0.03457241630557352
ACH-001737,-0.1609062648261705
ACH-001740,0.07271861412591925
ACH-001745,-0.1018213931719818
ACH-001765,-0.13425438415348442
