,OR7G1 (125962)
ACH-000004,-0.09718947891196864
ACH-000005,-0.05556681473322545
ACH-000007,-0.16204993466809373
ACH-000009,-0.08589685971766417
ACH-000011,-0.3652427842302206
ACH-000012,-0.3367220264110227
ACH-000013,-0.3153787204872362
ACH-000014,-0.07685609331254034
ACH-000015,-0.3922163500310656
ACH-000017,-0.18552612993559975
ACH-000018,-0.2345611294175436
ACH-000019,-0.4800792157762938
ACH-000021,-0.3028247312907608
ACH-000022,-0.2946012452572129
ACH-000025,-0.14311342095476726
ACH-000028,-0.22667601012301966
ACH-000030,-0.2843972735370664
ACH-000035,-0.1711450374726259
ACH-000036,-0.25898099857234635
ACH-000037,-0.11796405109607687
ACH-000039,-0.2958113683035933
ACH-000040,-0.2595921588104331
ACH-000041,-0.3764897286678018
ACH-000042,-0.17935986613718544
ACH-000045,-0.13003561219950938
ACH-000047,-0.05977769508778275
ACH-000052,-0.029157428289334
ACH-000053,-0.2508543483953469
ACH-000054,-0.3056470571700675
ACH-000055,-0.33902085614639954
ACH-000060,-0.1857906706642677
ACH-000067,-0.2852177244518496
ACH-000070,-0.09922347774010884
ACH-000075,-0.2908065083821476
ACH-000078,-0.1748592629615366
ACH-000082,-0.1905482419935992
ACH-000085,-0.10804395230108242
ACH-000086,-0.3329658080411312
ACH-000087,-0.09159152391217812
ACH-000092,-0.25938224767366946
ACH-000095,-0.31299999302901965
ACH-000097,-0.08542047219901873
ACH-000098,-0.3477305396480008
ACH-000099,-0.25653124241370584
ACH-000108,-0.16278382558866028
ACH-000113,-0.09391374602854904
ACH-000116,-0.3161848777049108
ACH-000118,-0.2866365304468346
ACH-000120,-0.2351186240134285
ACH-000123,-0.18415216808281687
ACH-000127,-0.2771014602729005
ACH-000128,-0.3874279057614548
ACH-000132,-0.214718299356964
ACH-000133,-0.13577381315461814
ACH-000137,-0.22674997492733884
ACH-000138,-0.2054556449601805
ACH-000142,-0.2866092662593046
ACH-000143,-0.3904752638792404
ACH-000146,-0.2334409863354481
ACH-000148,-0.14878497062268448
ACH-000150,-0.4194354961238114
ACH-000152,-0.13010745970497803
ACH-000153,-0.3454053708151198
ACH-000159,-0.2022297552723128
