,PCNT (5116)
ACH-000004,-0.3038412102040562
ACH-000005,-0.2738156844250422
ACH-000007,-0.22058716643172616
ACH-000009,-0.22226793718959853
ACH-000011,-0.11422697713943658
ACH-000012,-0.2812640390904211
ACH-000013,-0.14416630603626124
ACH-000014,-0.004795626639003804
ACH-000015,-0.4480365795105299
ACH-000017,-0.19376545776667647
ACH-000018,-0.5051609249272696
ACH-000019,-0.4645859710428612
ACH-000021,-0.18716192887443664
ACH-000022,-0.12730128133373045
ACH-000025,-0.19365095973549848
ACH-000028,-0.4841664984267057
ACH-000030,-0.3106758995927142
ACH-000035,-0.2600215579629333
ACH-000036,-0.303376249846463
ACH-000037,-0.3551454286842459
ACH-000039,-0.34669074739056643
ACH-000040,-0.17563862656639434
ACH-000041,-0.2441627486848376
ACH-000042,-0.4775413893553033
ACH-000045,-0.07011126878952363
ACH-000047,0.06827286832441927
ACH-000052,-0.4228631870368741
ACH-000053,-0.4556367810829274
ACH-000054,-0.09545645890005572
ACH-000055,-0.4081883290506808
ACH-000060,-0.5156195183976499
ACH-000067,-0.1931303352808028
ACH-000070,-0.1944029501755213
ACH-000075,-0.3042647863806673
ACH-000078,-0.3898083874518823
ACH-000082,-0.3428371142898686
ACH-000085,-0.25242444941432474
ACH-000086,-0.2291593170521165
ACH-000087,-0.31745738794612666
ACH-000092,-0.15064254787958833
ACH-000095,-0.26780329202567577
ACH-000097,-0.3949673122731637
ACH-000098,-0.21564595278813725
ACH-000099,-0.1442896835972678
ACH-000108,-0.3013789353859496
ACH-000113,-0.08387841389672045
ACH-000116,-0.4188756621846447
ACH-000118,0.051048425156541184
ACH-000120,-0.4236818764567859
ACH-000123,-0.5023232821064818
ACH-000127,-0.4055685001706488
ACH-000128,-0.3172940136632353
ACH-000132,-0.2662290746529947
ACH-000133,-0.27038376519647306
ACH-000137,-0.14922623176723507
ACH-000138,-0.08067032483980642
ACH-000142,-0.2239908210670128
ACH-000143,-0.06588689465722111
ACH-000146,-0.07000073818070618
ACH-000148,-0.26583555443946416
ACH-000150,-0.3937699198864457
ACH-000152,-0.4324442597763496
ACH-000153,-0.34015762064629845
ACH-000159,-0.2177863274455234
ACH-000160,-0.3314181975311319
ACH-000163,-0.29893731207200336
ACH-000167,-0.3640468767543405
ACH-000168,0.042075246745235786
ACH-000169,-0.21408005906912006
ACH-000178,-0.19577153127365748
ACH-000183,-0.24797128938359306
ACH-000188,-0.4292794273305104
ACH-000189,0.008884704310474755
ACH-000190,-0.07709479056333986
ACH-000198,-0.07260749431412578
ACH-000203,-0.5970891241056966
ACH-000204,-0.4121428290753924
ACH-000206,0.05627640363369407
ACH-000207,-0.20810521094942247
ACH-000208,-0.08542107306618238
ACH-000210,-0.058785775781313665
ACH-000211,-0.21442524318447448
ACH-000215,-0.13295264030180848
ACH-000221,-0.4123155668388436
ACH-000222,-0.17128916635577635
ACH-000223,-0.2429148427465049
ACH-000226,-0.4425948366612549
ACH-000227,-0.22307310885995849
ACH-000228,-0.12645790737706775
ACH-000231,-0.2726006467269763
ACH-000232,-0.038278026843794825
ACH-000233,-0.28134817421347225
ACH-000234,-0.4380299173584412
ACH-000235,-0.4036872392369996
ACH-000237,-0.5637522320859167
ACH-000238,-0.48836701847338604
ACH-000242,-0.12917856332391264
ACH-000243,-0.2553020966371244
ACH-000244,-0.4726089739958515
ACH-000246,-0.2735511145927693
ACH-000248,-0.3966955139599442
ACH-000250,-0.4464251474600799
ACH-000251,-0.3554470642174705
ACH-000252,-0.5019144072745882
ACH-000253,-0.2522710504730144
ACH-000255,-0.14884663879938306
ACH-000256,-0.24737312805762204
ACH-000257,0.07683934294219462
ACH-000258,-0.2896768098589616
ACH-000259,-0.12752389429317298
ACH-000260,-0.5087320900103693
ACH-000261,-0.3935566338671748
ACH-000262,-0.16606594174769085
ACH-000263,-0.04335574232173474
ACH-000264,-0.4711170417046195
ACH-000265,-0.2213227113233735
ACH-000266,-0.2834364784519026
ACH-000272,-0.1316332818868946
ACH-000274,-0.3199581123752845
ACH-000277,-0.12467864960916583
ACH-000278,-0.37431770224436506
ACH-000279,-0.15718153014101344
ACH-000280,-0.17822025531278474
ACH-000281,-0.10346812891471202
ACH-000288,-0.3148446525501032
ACH-000291,-0.23179574485434495
ACH-000293,0.09932261167760592
ACH-000294,-0.2982329526962307
ACH-000295,-0.11656890319028865
ACH-000296,-0.23869820099748024
ACH-000302,-0.2008076281579208
ACH-000304,-0.2743398796070793
ACH-000307,-0.4733706927463076
ACH-000308,-0.23657989588157102
ACH-000310,-0.3474927892591924
ACH-000311,-0.14349732664747994
ACH-000312,-0.5959885732359688
ACH-000315,-0.3616488789613807
ACH-000316,-0.14147645875057138
ACH-000317,0.001520615797399991
ACH-000318,-0.4503024815460403
ACH-000319,-0.35138300953875906
ACH-000320,-0.19098089048754888
ACH-000322,-0.11912063851061075
ACH-000323,-0.18182970660586506
ACH-000324,-0.03380918843171959
ACH-000329,-0.2602846982301495
ACH-000330,-0.29182448149427875
ACH-000331,-0.3990288636522326
ACH-000332,-0.5249472495996849
ACH-000334,0.08505134917272454
ACH-000335,-0.2382746516268635
ACH-000336,-0.136206106485688
ACH-000337,-0.03528606577499965
ACH-000338,-0.2904599849466166
ACH-000339,-0.19040594096886332
ACH-000341,-0.2957452218934539
ACH-000348,-0.0597344381936321
ACH-000350,-0.5531443506668994
ACH-000352,-0.3129627359725639
ACH-000356,-0.08684801365694153
ACH-000361,-0.17827144911542542
ACH-000362,0.03635398963737218
ACH-000363,-0.14044871661900193
ACH-000364,-0.4940991028857156
ACH-000365,-0.5199003622721313
ACH-000366,-0.10906550080121227
ACH-000368,-0.4278346704918836
ACH-000374,-0.3284400956812519
ACH-000375,-0.2093080007230804
ACH-000376,-0.1018341752841824
ACH-000381,-0.2696182737922023
ACH-000383,-0.3381971196531943
ACH-000387,-0.17491578518424758
ACH-000389,-0.3734324491928714
ACH-000390,-0.21631147652097896
ACH-000393,-0.10331897135862253
ACH-000395,-0.2472196658726185
ACH-000396,-0.2078528977618284
ACH-000397,-0.5343448407752003
ACH-000401,-0.17117936167255038
ACH-000402,-0.02406019609895041
ACH-000403,-0.233799536177147
ACH-000404,-0.4475008918323068
ACH-000406,-0.16549489622069016
ACH-000407,-0.3691252525304404
ACH-000408,-0.054172914252679095
ACH-000410,-0.31451286657535443
ACH-000411,-0.11826748800602865
ACH-000414,-0.041645377119789655
ACH-000415,-0.4175568107651835
ACH-000416,-0.3024239723937125
ACH-000420,-0.2533644641700785
ACH-000421,-0.4697129259752548
ACH-000424,-0.1985530052906332
ACH-000425,-0.1551603016865206
ACH-000426,-0.3400734122121868
ACH-000427,-0.4569209791277556
ACH-000433,-0.1996519382767194
ACH-000435,-0.15031011847321207
ACH-000436,-0.1843503750191829
ACH-000444,-0.3510009051119537
ACH-000445,-0.0570238457221082
ACH-000448,-0.18980049616925526
ACH-000450,0.031933901588605415
ACH-000452,-0.2991416118885107
ACH-000454,-0.32965670429818056
ACH-000458,-0.46418588219424
ACH-000459,-0.2422079611954576
ACH-000460,-0.4253629464407933
ACH-000461,-0.2260750639589372
ACH-000463,-0.41433140400525703
ACH-000464,-0.2791265252499657
ACH-000466,-0.2099485412518973
ACH-000467,-0.22242961839445927
ACH-000468,-0.2650445613683471
ACH-000469,-0.4369176173060235
ACH-000470,-0.21365136243520286
ACH-000471,-0.20660002152264226
ACH-000472,-0.22146229577111706
ACH-000473,-0.35092144076347226
ACH-000475,-0.2743212365151409
ACH-000476,-0.06247867024095286
ACH-000477,-0.21921980246613496
ACH-000479,-0.18172709124923567
ACH-000480,-0.3979568109727595
ACH-000481,-0.3476423420451285
ACH-000483,-0.3746313244579888
ACH-000484,-0.2868789931556533
ACH-000485,-0.2877475207701298
ACH-000486,-0.235319591101154
ACH-000487,-0.06028722943417843
ACH-000488,-0.4083238008998963
ACH-000490,-0.32543811673732026
ACH-000491,-0.3327329999888549
ACH-000495,-0.1970723662310176
ACH-000496,-0.17472329037232215
ACH-000499,-0.2149158553224863
ACH-000500,-0.09994041552619937
ACH-000502,-0.3674556776220844
ACH-000503,-0.5657511403849482
ACH-000505,-0.3198193079810149
ACH-000507,-0.5372108960146824
ACH-000510,-0.2563477715692585
ACH-000511,-0.21761727071504688
ACH-000512,-0.4639610133038543
ACH-000516,-0.309581888036472
ACH-000517,-0.17970024440593613
ACH-000518,-0.4213222017763485
ACH-000520,-0.40431206650000906
ACH-000521,-0.26875058256792483
ACH-000522,-0.3599100497461946
ACH-000524,-0.16737219115006985
ACH-000527,-0.27037607353332704
ACH-000528,-0.39562057140582174
ACH-000537,-0.28420264462812894
ACH-000541,-0.13798393691335809
ACH-000542,-0.3650331618302846
ACH-000544,-0.3458764419857055
ACH-000545,-0.4029825391739853
ACH-000547,-0.32543062388011923
ACH-000548,-0.14797946729447864
ACH-000549,-0.4331220374608464
ACH-000550,-0.3410171718079835
ACH-000552,-0.4096785593992056
ACH-000556,-0.13968264080233747
ACH-000557,-0.16750016247992894
ACH-000569,-0.060871705674802476
ACH-000570,-0.17867116312322534
ACH-000571,-0.12571368132426985
ACH-000573,-0.150933407228571
ACH-000576,-0.2395838670843297
ACH-000579,-0.1678414708728186
ACH-000580,-0.39208325111276815
ACH-000584,-0.2472141298676716
ACH-000585,-0.4533978352010711
ACH-000588,-0.2427080811103213
ACH-000589,-0.4771394956596308
ACH-000591,-0.25701201389012496
ACH-000593,-0.19235081142220756
ACH-000600,-0.2705238170026644
ACH-000601,-0.16493868163661904
ACH-000605,-0.3430940828857459
ACH-000606,-0.7230744172578091
ACH-000608,-0.3048477395622021
ACH-000614,-0.3344540004629029
ACH-000616,-0.42558694947324577
ACH-000618,-0.3840657959768033
ACH-000619,-0.3663309142844731
ACH-000620,-0.30190944616563953
ACH-000621,-0.20323814046006786
ACH-000622,-0.15659839560847374
ACH-000623,-0.3102845805335861
ACH-000624,-0.2938801786040661
ACH-000627,-0.3693379956820251
ACH-000630,-0.3060615432026293
ACH-000631,-0.5061457846632667
ACH-000632,-0.3132184046236698
ACH-000633,-0.09608948202294648
ACH-000637,-0.9705390718609379
ACH-000638,-0.10482936638390157
ACH-000646,-0.14061047872361604
ACH-000647,-0.2954698393870356
ACH-000648,-0.17865238163560854
ACH-000649,-0.12937051579280948
ACH-000651,-0.20272201651982916
ACH-000652,0.03915591636304317
ACH-000653,-0.04642012156254865
ACH-000657,-0.2896066693165828
ACH-000658,-0.10597771821435367
ACH-000661,-0.3223155495881858
ACH-000662,0.03222440402088278
ACH-000663,-0.4254337681328885
ACH-000665,-0.17039001949385935
ACH-000671,-0.1851576296229055
ACH-000672,-0.03926350946461981
ACH-000673,-0.1466991923195436
ACH-000676,-0.2527989324083886
ACH-000677,-0.3652858917327251
ACH-000681,-0.2469633782931656
ACH-000683,-0.25530626602163803
ACH-000684,-0.3777264409253029
ACH-000688,-0.3311608519398359
ACH-000693,-0.4676765098415282
ACH-000694,-0.2829150978515792
ACH-000695,-0.23942670535112
ACH-000696,-0.2728988019347993
ACH-000697,-0.2669241963182807
ACH-000699,-0.2936907329596309
ACH-000701,-0.3543400048944829
ACH-000706,-0.24677439954496716
ACH-000711,-0.1324748595938551
ACH-000713,-0.4948890675498118
ACH-000714,-0.09130700763038226
ACH-000718,-0.3419506492636245
ACH-000720,-0.1759337702654542
ACH-000721,-0.09873060766199593
ACH-000724,-0.17351662934061438
