,CCND1 (595)
ACH-000004,-0.2790405668187786
ACH-000005,-0.19186063306465295
ACH-000007,-1.0360766344218162
ACH-000009,-0.6259891196686747
ACH-000011,-0.4697465033956844
ACH-000012,-1.165953425314851
ACH-000013,-0.2974692697125909
ACH-000014,-0.9169003819218092
ACH-000015,-0.3140302068260405
ACH-000017,-0.33522063440439337
ACH-000018,-0.8862141103137234
ACH-000019,-1.3293866934543277
ACH-000021,-0.8483668734250899
ACH-000022,-0.9377956380135172
ACH-000025,-1.1960091545091496
ACH-000028,-1.1100215102334567
ACH-000030,-1.0754333693298743
ACH-000035,-0.2646598685215745
ACH-000036,-0.8174028264747744
ACH-000037,-0.5212344422689789
ACH-000039,-0.2891637457212895
ACH-000040,-1.1661251146393194
ACH-000041,-1.2409546190465834
ACH-000042,-1.0566349955312628
ACH-000045,-0.3880196682975006
ACH-000047,-0.3781277540450157
ACH-000052,-1.1224759240910884
ACH-000053,-0.2666568749467879
ACH-000054,-0.9763076612612908
ACH-000055,-0.4828992518399594
ACH-000060,-1.1836046445474873
ACH-000067,-1.1745699186724798
ACH-000070,-0.4715457515808501
ACH-000075,-1.028113016436384
ACH-000078,-1.139207515076314
ACH-000082,-1.402475239997064
ACH-000085,-0.8013692662170667
ACH-000086,-0.8880803833492605
ACH-000087,-1.3602473019719588
ACH-000092,-0.9910159664428212
ACH-000095,-0.4109303872291879
ACH-000097,-1.1638599882904956
ACH-000098,-0.7849798710987635
ACH-000099,-1.254212836149754
ACH-000108,-0.9838949041009232
ACH-000113,-0.5864963938344306
ACH-000116,-0.44278466020103824
ACH-000118,-1.152293793044206
ACH-000120,-1.204152496111213
ACH-000123,-0.41333752715091177
ACH-000127,-1.1106523931065322
ACH-000128,-0.1705454070213515
ACH-000132,-1.0372893183029213
ACH-000133,-0.3899182217620393
ACH-000137,-0.3357146280319766
ACH-000138,-0.8752232790303078
ACH-000142,-0.7288870447629578
ACH-000143,-1.501190779935554
ACH-000146,-0.23580321778534985
ACH-000148,-1.2037870481224182
ACH-000150,-1.167418800273471
ACH-000152,-0.23228516942287866
ACH-000153,-1.4933369627605817
ACH-000159,-1.2697984108207936
ACH-000160,-0.4985400111499053
ACH-000163,-1.2823628954573592
ACH-000167,-0.0024788145020227807
ACH-000168,-0.3398389051806358
ACH-000169,-0.30180905740605296
ACH-000178,-0.8776373553449934
ACH-000183,-0.4478823582819589
ACH-000188,-0.9787907608626344
ACH-000189,-1.4576548485665028
ACH-000190,-0.1214264356031894
ACH-000198,-0.5112268082462398
ACH-000203,-0.7089966039765236
ACH-000204,-0.4866321438236153
ACH-000206,-0.4349618581735653
ACH-000207,-1.1065021999794526
ACH-000208,-0.43256078937230175
ACH-000210,-0.9558756509940659
ACH-000211,-0.5905945589886954
ACH-000215,-0.6436620369004338
ACH-000221,-0.689507262853809
ACH-000222,-0.9335031042627562
ACH-000223,-0.3620120445359912
ACH-000226,-0.37368403363796376
ACH-000227,-1.315737461431557
ACH-000228,-1.1698598079477802
ACH-000231,-0.2244289084478364
ACH-000232,-0.4262462756386606
ACH-000233,-0.3689121033833095
ACH-000234,-0.6699821780871195
ACH-000235,-0.8011931448613485
ACH-000237,-1.0590299883779155
ACH-000238,-0.5253256368089171
ACH-000242,-1.154310905587988
ACH-000243,-0.336405443003342
ACH-000244,-1.1633366231536235
ACH-000246,-0.9055709095460742
ACH-000248,-0.5201239677181522
ACH-000250,-1.0050291874979849
ACH-000251,-1.5819278586487246
ACH-000252,-0.5893016638976071
ACH-000253,-0.3988551066537812
ACH-000255,-0.9551541200083664
ACH-000256,-0.6107949827874266
ACH-000257,-0.2894463647900716
ACH-000258,-0.26456613816109337
ACH-000259,-1.257856765263469
ACH-000260,-1.3011642796381644
ACH-000261,-0.5610937427778254
ACH-000262,-1.1272455177391911
ACH-000263,-0.2893318397808324
ACH-000264,-0.8154000901240178
ACH-000265,-0.9000602399655544
ACH-000266,-0.9840270756106461
ACH-000272,-0.7575403917290662
ACH-000274,-0.37041779831723903
ACH-000277,-1.7051419228733051
ACH-000278,-0.32135998365007945
ACH-000279,-1.2979465367597005
ACH-000280,-0.9512296651111304
ACH-000281,-0.7984394653767926
ACH-000288,-0.3390351132088437
ACH-000291,-0.4709770825021158
ACH-000293,-0.3977577525195197
ACH-000294,-0.2211586259808019
ACH-000295,-0.4353834615941565
ACH-000296,-0.3581576190144417
ACH-000302,-0.18376673733522728
ACH-000304,-1.5631131441097068
ACH-000307,-0.7158680596428771
ACH-000308,-0.30213413862523764
ACH-000310,-0.9029294507191606
ACH-000311,-1.0471900867095691
ACH-000312,-0.9489364665763668
ACH-000315,-0.1729974641003315
ACH-000316,-0.8778595662734389
ACH-000317,-0.7681408580973549
ACH-000318,-1.4148760654967494
ACH-000319,-0.3049295031842523
ACH-000320,-0.6805805527671658
ACH-000322,-0.7741479297459191
ACH-000323,-0.4278965921808166
ACH-000324,-0.9288529130041816
ACH-000329,-0.166879759623273
ACH-000330,-1.1881106742393015
ACH-000331,-1.2024087283207006
ACH-000332,-0.4915392770879782
ACH-000334,-0.1968059186121371
ACH-000335,-0.9353595298951984
ACH-000336,-0.6478937687759437
ACH-000337,-1.2582281815286571
ACH-000338,-0.8071899318187195
ACH-000339,-1.106273762245705
ACH-000341,-1.787595011730355
ACH-000348,-0.6622067284230719
ACH-000350,-0.9118590781670826
ACH-000352,-1.4373660723554098
ACH-000356,-1.6338529173712713
ACH-000361,-1.3770454148187452
ACH-000362,-0.4825721186574268
ACH-000363,-1.3775517058335591
ACH-000364,-0.676941570678799
ACH-000365,-0.4027368398924221
ACH-000366,-1.3902730527258915
ACH-000368,-0.9169823854365932
ACH-000374,-0.8872805416024298
ACH-000375,-1.0621589527495463
ACH-000376,-0.9734542298116547
ACH-000381,-0.578739569167077
ACH-000383,-0.9881424348734548
ACH-000387,-0.2233696244147648
ACH-000389,-0.9252025100134808
ACH-000390,-0.4975402997419737
ACH-000393,-0.6397291332494827
ACH-000395,-0.9474112122322452
ACH-000396,-0.7982503676526306
ACH-000397,-0.4885439141619394
ACH-000401,-1.454011158399402
ACH-000402,-0.4004615269615862
ACH-000403,-1.2713428942799574
ACH-000404,-1.4513561298238178
ACH-000406,-0.16486245637553734
ACH-000407,-1.1675484913650067
ACH-000408,-0.8360019445080101
ACH-000410,-0.22867061982982734
ACH-000411,-1.1778017234178186
ACH-000414,-0.3225508723058993
ACH-000415,-0.7736489970585458
ACH-000416,-0.5555606742687191
ACH-000420,-0.915767217194828
ACH-000421,-0.6467968143046456
ACH-000424,-1.4692265400317968
ACH-000425,-0.7503020949106675
ACH-000426,-0.19877195168897333
ACH-000427,-0.6617252491396501
ACH-000433,-0.9106639721459459
ACH-000435,-0.28946671225572923
ACH-000436,-1.2462800453780225
ACH-000444,-0.4815807240892563
ACH-000445,-0.6249431647124882
ACH-000448,-0.7207244262400725
ACH-000450,-1.7416638014675063
ACH-000452,-1.0544378817049556
ACH-000454,-0.9638789134062892
ACH-000458,-0.580100312519326
ACH-000459,-0.6288810453927088
ACH-000460,-0.3677946653887851
ACH-000461,-0.6179105309016608
ACH-000463,-0.7621738433609827
ACH-000464,-0.7150178804857856
ACH-000466,-1.79295285338903
ACH-000467,-0.4816156243306925
ACH-000468,-1.1336045601086184
ACH-000469,-1.1903189373654184
ACH-000470,-0.5255130131006822
ACH-000471,-0.8881559649296414
ACH-000472,-0.3902122538043309
ACH-000473,-1.5392853988569075
ACH-000475,-1.2914713547927463
ACH-000476,-1.1257952461130514
ACH-000477,-1.8832060367621943
ACH-000479,-0.5790075880623629
ACH-000480,-1.2468298755305902
ACH-000481,-1.3808523283745366
ACH-000483,-0.23727307931465835
ACH-000484,-0.5061980783841167
ACH-000485,-0.827056724523315
ACH-000486,-0.9922489040247818
ACH-000487,-0.4604540326084568
ACH-000488,-0.9719306463973456
ACH-000490,-0.287400276724079
ACH-000491,-1.0778362990555606
ACH-000495,-0.9627783566218876
ACH-000496,-1.1168021208506418
ACH-000499,-1.5644749558328634
ACH-000500,-1.352978288179017
ACH-000502,-0.7593780896360438
ACH-000503,-1.1237909803700616
ACH-000505,-1.0866664364694258
ACH-000507,-1.1528861404525166
ACH-000510,-0.7432635794333609
ACH-000511,-1.235704489010612
ACH-000512,-1.1676951877945296
ACH-000516,-0.2272093950915133
ACH-000517,-0.7722855386002772
ACH-000518,-1.312506808327278
ACH-000520,-0.862342943364686
ACH-000521,-0.367271665244122
ACH-000522,-1.1195340980389954
ACH-000524,-0.22016546220641173
ACH-000527,-0.2712367455020766
ACH-000528,-0.7799428655940817
ACH-000537,-0.8800619967883268
ACH-000541,-0.6054084761605669
ACH-000542,-1.291392387148082
ACH-000544,-1.0567957161614001
ACH-000545,-1.0749597201456758
ACH-000547,-0.6922867417530817
ACH-000548,-0.4735136417388585
ACH-000549,-0.943488152752888
ACH-000550,-0.6695240935722022
ACH-000552,-1.2173328130069652
ACH-000556,-0.3447055147877228
ACH-000557,-0.27864952945775456
ACH-000569,-1.0127270346954969
ACH-000570,-0.929442045951048
ACH-000571,-1.0394709931502426
ACH-000573,-0.3254782995342197
ACH-000576,-1.211510151236882
ACH-000579,-1.490315675767631
ACH-000580,-1.5734442458331541
ACH-000584,-1.1643584774916818
ACH-000585,-0.944519626095232
ACH-000588,-0.42640697773007336
ACH-000589,-0.6921653907387383
ACH-000591,-0.22027065375984112
