,LINGO1 (84894)
ACH-000004,0.02698437276021013
ACH-000005,0.17132269153957222
ACH-000007,0.13007314953553945
ACH-000009,-0.2403809651034603
ACH-000011,-0.04584907069104354
ACH-000012,-0.06361832793345451
ACH-000013,-0.06989008890136245
ACH-000014,-0.07489242189660561
ACH-000015,-0.008488646336928215
ACH-000017,-0.04799309908367573
ACH-000018,-0.00038129818833277024
ACH-000019,0.013038726584664413
ACH-000021,-0.002325601857754379
ACH-000022,-0.12523715434481975
ACH-000025,-0.027190394514798526
ACH-000028,0.025260065638245437
ACH-000030,-0.03914444895193599
ACH-000035,-0.095473677384599
ACH-000036,-0.021521285152982426
ACH-000037,0.014117001942277637
ACH-000039,0.07677998830258888
ACH-000040,0.009853002757240308
ACH-000041,0.11790838364916753
ACH-000042,-0.09813253757814376
ACH-000045,-0.0020967454333601435
ACH-000047,0.05529786532113317
ACH-000052,-0.15254126051851966
ACH-000053,-0.13572316233150006
ACH-000054,-0.03914351167778174
ACH-000055,-0.01629669471117199
ACH-000060,0.16419920975001154
ACH-000067,-0.00895182357359641
ACH-000070,-0.024535358269665745
ACH-000075,-0.1089673004238421
ACH-000078,0.0340585966833323
ACH-000082,0.08614048574478568
ACH-000085,-0.02776444405546273
ACH-000086,-0.10968198704344732
ACH-000087,0.005824529701992781
ACH-000092,-0.11866003467151545
ACH-000095,-0.0985880377901343
ACH-000097,-0.006948992493963647
ACH-000098,0.020663449401664053
ACH-000099,-0.10192855869318726
ACH-000108,-0.07765203743145814
ACH-000113,-0.06622900149327808
ACH-000116,-0.03611833265802435
ACH-000118,-0.008518315327316806
ACH-000120,-0.18668359014147407
ACH-000123,-0.11149118610655318
ACH-000127,-0.038713398612380975
ACH-000128,-0.05284564965311007
ACH-000132,-0.17351998298032145
ACH-000133,0.09226460697961172
ACH-000137,-0.15122985496685534
ACH-000138,0.06372573350807621
ACH-000142,-0.07704993599718749
ACH-000143,-0.08733165519835807
ACH-000146,-0.1407936871854427
ACH-000148,-0.056179918104029836
ACH-000150,-0.11167719498511527
