,TADA3 (10474)
ACH-000004,-0.4536928754299033
ACH-000005,-0.4320927933904535
ACH-000007,-0.39544116261738976
ACH-000009,-0.5148670695173428
ACH-000011,-0.5987348855041081
ACH-000012,-0.35708707393211914
ACH-000013,-0.5396860309214041
ACH-000014,-0.4864387516419853
ACH-000015,-0.5292863461643473
ACH-000017,-0.9777800595476462
ACH-000018,-0.6493207607987704
ACH-000019,-0.3474378996375732
ACH-000021,-0.3899721585174823
ACH-000022,-0.5137391661450883
ACH-000025,-0.4186390262505442
ACH-000028,-0.3539271060988321
ACH-000030,-0.4193057559972035
ACH-000035,-0.7038908870123748
ACH-000036,-0.4996537818759846
ACH-000037,-0.1615090056403941
ACH-000039,-0.25530270954798817
ACH-000040,-0.3663441429913373
ACH-000041,-0.8278635448602759
ACH-000042,-0.7660474138517949
ACH-000045,-0.3871732046851293
ACH-000047,-0.6462451124130776
ACH-000052,-0.8619887308023533
ACH-000053,-0.5521436784003739
ACH-000054,-0.09353129869260696
ACH-000055,-0.4576215438874692
ACH-000060,-0.4912860943349229
ACH-000067,-0.31787405279525305
ACH-000070,-0.2712570733341753
ACH-000075,-0.44010545841425214
ACH-000078,-0.3925865285925605
ACH-000082,-0.3872745392650975
ACH-000085,-0.6311890340110179
ACH-000086,-0.4415492867113364
ACH-000087,-0.5944008385950661
ACH-000092,-0.4460646492711455
ACH-000095,-0.6097175447770194
ACH-000097,-0.7307735219158609
ACH-000098,-0.4756198114470717
ACH-000099,-0.2436976348433436
ACH-000108,-0.5936332995207261
ACH-000113,-0.3978914463499182
ACH-000116,-0.6230910969557196
ACH-000118,-0.4947132729867155
ACH-000120,-0.5045380667067769
ACH-000123,-0.4650121323802142
ACH-000127,-0.4245414938806307
ACH-000128,-0.6261961003500673
ACH-000132,-0.5455046673197224
ACH-000133,-0.3972104977350768
ACH-000137,-0.41375775634920375
ACH-000138,-0.5524327067822105
ACH-000142,-0.4323679252269692
ACH-000143,-0.6536526491240804
ACH-000146,-0.4858558947484821
ACH-000148,-0.5180975347184111
ACH-000150,-0.2862962298154628
ACH-000152,-0.6441769118252566
ACH-000153,-0.4747939473468633
ACH-000159,-0.452232008756484
ACH-000160,-0.2778143721434475
ACH-000163,-0.7196532201859778
ACH-000167,0.5071269470186165
ACH-000168,-0.5773592366278255
ACH-000169,-0.6026698727912169
ACH-000178,-0.722136803961642
ACH-000183,-0.7601053100872197
ACH-000188,-0.5821387418046329
ACH-000189,0.1908337809771079
ACH-000190,-0.2859922320722338
ACH-000198,-0.6029844541305163
ACH-000203,-0.4867744871187237
ACH-000204,-0.6254516232308966
ACH-000206,-0.6730553989506184
ACH-000207,-0.7524852698138447
ACH-000208,-0.5462384798328347
ACH-000210,-0.4235867605995529
ACH-000211,-0.448357034010524
ACH-000215,-0.4574410615559362
ACH-000221,-0.4960378474470226
ACH-000222,-0.597312603594116
ACH-000223,-0.5100870065388243
ACH-000226,-0.3989071119554515
ACH-000227,-0.6087824021176818
ACH-000228,-0.5741243929438128
ACH-000231,-0.4585952049408856
ACH-000232,-0.7144651610206952
ACH-000233,-0.6658776249124791
ACH-000234,0.040690215013855065
ACH-000235,-0.626143262410796
ACH-000237,-0.4686469376794362
ACH-000238,-0.5601985260199392
ACH-000242,-0.4767434858642641
ACH-000243,-0.620420827019735
ACH-000244,0.10566143245648564
ACH-000246,-0.04486934225922925
ACH-000248,-0.6116826917757108
ACH-000250,-0.4694731945744589
ACH-000251,-0.4177850903577937
ACH-000252,-0.6754667881637579
