,CLDN6 (9074)
ACH-000004,-0.1352892298248958
ACH-000005,-0.0399185558398498
ACH-000007,-0.2787803927495885
ACH-000009,-0.11476194513586445
ACH-000011,-0.41437727248380574
ACH-000012,-0.12948465662404685
ACH-000013,-0.2013676076596512
ACH-000014,-0.21849588411731266
ACH-000015,-0.2620600379343999
ACH-000017,-0.05347937641537076
ACH-000018,-0.1958843556270232
ACH-000019,-0.3446076378016954
ACH-000021,-0.20024016064041195
ACH-000022,-0.21466868360489208
ACH-000025,-0.2896650862797657
ACH-000028,-0.12708015020185345
ACH-000030,-0.07577043611478669
ACH-000035,-0.226252863041976
ACH-000036,-0.4299320339697441
ACH-000037,-0.3178118127725663
ACH-000039,-0.3105897527249054
ACH-000040,-0.2520107146446036
ACH-000041,-0.1873377453410284
ACH-000042,-0.08972651710117853
ACH-000045,-0.29156888162709305
ACH-000047,-0.3547055063093644
ACH-000052,-0.11353123669677764
ACH-000053,-0.3646077689596613
ACH-000054,-0.18157084150368946
ACH-000055,-0.2763654674492448
ACH-000060,-0.3597065568740063
ACH-000067,-0.2093205796801324
ACH-000070,-0.19697854319342076
ACH-000075,-0.25774696421595744
ACH-000078,-0.28987795377209635
ACH-000082,-0.1990575920746579
ACH-000085,-0.16017895318401246
ACH-000086,-0.2895070381110146
ACH-000087,-0.21091046326547772
ACH-000092,-0.3204478659652094
ACH-000095,-0.2257317189819658
ACH-000097,-0.3095515443638673
ACH-000098,-0.2922313088053218
ACH-000099,-0.17522066226246738
ACH-000108,-0.25927602782866616
ACH-000113,-0.0946161938626554
ACH-000116,-0.12632985903822824
ACH-000118,-0.2432664778111965
ACH-000120,-0.3037564799170275
ACH-000123,-0.2706100259985592
ACH-000127,-0.17545183837525832
ACH-000128,-0.15966109850795068
ACH-000132,-0.2625348006942244
ACH-000133,-0.3089337902346445
ACH-000137,-0.4390882320737381
ACH-000138,-0.2500485837543298
ACH-000142,-0.3436812517461761
ACH-000143,-0.1264566505887797
ACH-000146,-0.19623060383035806
ACH-000148,-0.2985448484393896
ACH-000150,-0.3166874923005734
ACH-000152,-0.2592704744289933
ACH-000153,-0.050666867812351864
ACH-000159,-0.07423049668043266
ACH-000160,0.021579519195916684
ACH-000163,-0.1525671764593502
ACH-000167,-0.04486156325371668
ACH-000168,-0.023763695635098284
ACH-000169,-0.20623923089492385
ACH-000178,-0.0731954634910652
ACH-000183,-0.33775173593849545
ACH-000188,-0.26452230182738296
ACH-000189,-0.2323822207974486
ACH-000190,-0.10155459726552844
ACH-000198,-0.14192180084324127
ACH-000203,-0.4516408338648175
ACH-000204,-0.4275611659371303
ACH-000206,-0.20463561487061366
ACH-000207,-0.13531658594283433
ACH-000208,-0.042112191559778835
ACH-000210,0.15020874724884326
ACH-000211,-0.2318439321687022
ACH-000215,-0.2649241602096139
ACH-000221,-0.12944679604808845
ACH-000222,-0.3898628334601637
ACH-000223,-0.09873880310748513
ACH-000226,-0.29975859397578963
ACH-000227,-0.16420827623919218
ACH-000228,-0.15988235936358755
ACH-000231,-0.18413326246176928
ACH-000232,-0.1890600826832284
ACH-000233,-0.17505315575257202
ACH-000234,-0.16121481831155535
ACH-000235,-0.13898982410483288
ACH-000237,-0.2759859107004312
ACH-000238,-0.19846803008463748
ACH-000242,-0.029743471437947037
ACH-000243,-0.15912890617471714
ACH-000244,-0.27037551828636025
ACH-000246,-0.2368417578076932
ACH-000248,-0.2503004378347513
ACH-000250,-0.2456001785952927
ACH-000251,0.10194283548732497
ACH-000252,-0.3149163335492462
ACH-000253,-0.11397528469517625
ACH-000255,-0.08841116142697354
ACH-000256,-0.16863352850486688
ACH-000257,-0.24691058959444045
ACH-000258,-0.4348187703314859
ACH-000259,-0.2296378824441211
ACH-000260,-0.2734595153613156
ACH-000261,-0.07936053697377518
ACH-000262,-0.13630615106023158
ACH-000263,-0.2928062927908192
ACH-000264,-0.30631712487519563
ACH-000265,-0.2347908237532308
ACH-000266,-0.1787834810873796
ACH-000272,-0.10262206339746106
ACH-000274,-0.1595677160088687
ACH-000277,-0.2759857700983713
ACH-000278,-0.15943772538062392
ACH-000279,-0.07661699100476319
ACH-000280,-0.4145768298334204
ACH-000281,-0.20559731205651927
ACH-000288,-0.3840506167257953
ACH-000291,-0.15212497381107498
ACH-000293,-0.1705216653883007
ACH-000294,-0.13657735716409894
