,TPRG1L (127262)
ACH-000445,-0.19911115212563946
ACH-000448,-0.24023797601673744
ACH-000450,0.017176368766133262
ACH-000452,-0.057329873216547325
ACH-000454,-0.10919804129371456
ACH-000458,0.08716112741465408
ACH-000459,0.12168083387364388
ACH-000460,-0.009884904200097234
ACH-000461,-0.13640497595935847
ACH-000463,-0.18165068489263456
ACH-000464,-0.24285947092975504
ACH-000466,-0.03704071477823776
ACH-000467,-0.09344949994936418
ACH-000468,-0.08686447169625182
ACH-000469,-0.2983840149084578
ACH-000470,0.04696032892305972
ACH-000471,-0.0961381734970891
ACH-000472,-0.08671191522319525
ACH-000473,-0.1239107418838602
ACH-000475,-0.14077164319673555
ACH-000476,-0.23791963381500805
ACH-000477,-0.19454546837211031
ACH-000479,-0.4176464476612513
ACH-000480,-0.26973519080314684
ACH-000481,-0.0013632174172619573
ACH-000483,-0.17684451665794199
ACH-000484,-0.09252781140628642
ACH-000485,-0.19463023431869936
ACH-000486,-0.03585498420873021
ACH-000487,-0.1916086387500815
ACH-000488,-0.07670606557198575
ACH-000490,-0.13397908118895094
ACH-000491,-0.09003176805078801
ACH-000495,-0.20272932548052755
ACH-000496,-0.20937593060886847
ACH-000499,-0.11703315702709285
ACH-000500,-0.07492961382660193
ACH-000502,-0.14008993303964426
ACH-000503,0.031241754227203437
ACH-000505,0.0013666966346111233
ACH-000507,-0.12990673691727267
ACH-000510,-0.09979816958458272
ACH-000511,-0.2440232371805645
ACH-000512,0.010620597072312
ACH-000516,0.08249127183907236
ACH-000517,-0.11703964710485285
ACH-000518,-0.19149169926640444
ACH-000520,-0.05093816927659893
ACH-000521,-0.361232080803551
ACH-000522,-0.18579087373435
ACH-000524,-0.06312331000754025
ACH-000527,-0.12584526684127026
ACH-000528,-0.014083596340047484
ACH-000537,-0.3280654504223659
ACH-000541,0.07545132200078936
ACH-000542,-0.16341733468555225
ACH-000544,0.0653564229272115
ACH-000545,-0.059598469160313076
ACH-000547,-0.04415612966566744
ACH-000548,-0.1552457426523077
ACH-000549,-0.06945915851325017
ACH-000550,-0.18184160900646607
ACH-000552,-0.09124162278437642
ACH-000556,0.017466115033029708
ACH-000557,-0.10570989637137544
ACH-000569,-0.16071698044500266
ACH-000570,-0.0033934872373824264
ACH-000571,-0.16356117439334664
ACH-000573,-0.12996838569057287
ACH-000576,-0.04906958637126761
ACH-000579,0.03371119929107213
ACH-000580,0.052018883667815145
ACH-000584,0.057905383405072626
ACH-000585,-0.01562226325307591
ACH-000588,-0.023824485281746327
ACH-000589,-0.14710714223727034
ACH-000591,-0.15555788520654126
ACH-000593,-0.15157621258264606
ACH-000600,-0.12578892184011636
ACH-000601,-0.1681878132021931
ACH-000605,-0.08434154690021431
ACH-000606,-0.12203852241405592
ACH-000608,-0.09421989097233588
ACH-000614,-0.1556663282836616
ACH-000616,-0.01906072511342193
ACH-000618,0.01951382129183643
ACH-000619,-0.06427796652751712
ACH-000620,-0.10926139654942872
ACH-000621,-0.07832216613949823
ACH-000622,-0.20307302142678352
ACH-000623,-0.11697683173682953
ACH-000624,-0.08972156780471928
ACH-000627,-0.3224513644054755
ACH-000630,-0.12066872690047235
ACH-000631,-0.21559161545695896
ACH-000632,-0.10961201339760697
ACH-000633,-0.19344374577004864
ACH-000637,-0.2124762548363137
ACH-000638,-0.03266658699445028
ACH-000646,0.04831550040689668
ACH-000647,-0.07633834886796034
ACH-000648,-0.008045140356428691
ACH-000649,-0.1816803040173991
ACH-000651,0.01609140876576345
ACH-000652,-0.16938827051478142
ACH-000653,-0.1191767870503725
ACH-000657,-0.08931787483431769
ACH-000658,-0.048918782855283637
ACH-000661,-0.010686315531638351
ACH-000662,-0.0913474419670215
ACH-000663,-0.04134131367813537
ACH-000665,-0.010801573395345864
ACH-000671,-0.056074431981424616
ACH-000672,0.18412748587453032
ACH-000673,-0.030423951780400856
ACH-000676,-0.19202533731764312
ACH-000677,-0.05715072891478745
ACH-000681,-0.18231383600691348
ACH-000683,-0.12326493282037397
ACH-000684,-0.20832390880630647
ACH-000688,-0.11831075179273165
ACH-000693,-0.019465365033259862
ACH-000694,-0.010357663311211705
ACH-000695,-0.17089294463371724
ACH-000696,-0.1822689029046281
ACH-000697,-0.16807602789602433
ACH-000699,-0.08942792344559661
ACH-000701,-0.3355844396339884
ACH-000706,-0.01393480090447092
ACH-000711,-0.09565350851919674
ACH-000713,0.051431750351075285
ACH-000714,-0.15379646406106556
ACH-000718,-0.11469176586842687
ACH-000720,-0.08848571260190254
ACH-000721,-0.16103486513264234
ACH-000724,0.13807686258060034
ACH-000725,-0.22632019563690475
ACH-000732,-0.18842472099486846
ACH-000734,-0.11187866390743598
ACH-000735,-0.1880130148977809
ACH-000736,-0.07788149118224566
ACH-000738,0.05814961672679465
ACH-000746,-0.02551226681681816
ACH-000747,-0.045470234521435365
ACH-000748,-0.23911358992522225
ACH-000753,-0.1988356559808369
ACH-000756,-0.1327685066241078
ACH-000757,-0.12279332296663124
ACH-000758,-0.12228152997629532
ACH-000760,-0.18514444924845752
ACH-000762,-0.2950249701375447
ACH-000763,0.14095746213749266
ACH-000764,-0.05017252727414731
ACH-000765,-0.15201062566703638
ACH-000766,-0.12965222792927336
ACH-000767,-0.014460396604837215
ACH-000768,0.027514741924649918
ACH-000769,-0.07046305087783168
ACH-000770,-0.13303440904333685
ACH-000771,-0.172890420280487
ACH-000773,-0.13142815183461168
ACH-000776,-0.015249551024481087
ACH-000777,-0.1803033699529128
ACH-000778,0.039386013451638384
ACH-000781,-0.08887634322534048
ACH-000782,-0.2392278183616584
ACH-000783,-0.2390345736661249
ACH-000784,-0.02832066666903701
ACH-000785,-0.12538950995544093
ACH-000787,-0.02946601013373697
ACH-000788,-0.07135040389085844
ACH-000791,0.040437374667693836
ACH-000792,0.018964760367624102
ACH-000794,-0.03733132489485085
ACH-000796,-0.06257489268410472
ACH-000798,-0.1534306790997446
ACH-000799,-0.0552640429021894
ACH-000800,-0.3368745924951473
ACH-000802,0.0717067972302909
ACH-000804,-0.0343519931878643
ACH-000805,-0.08308324331282907
ACH-000809,-0.16011533808932635
ACH-000810,-0.18211465887573489
ACH-000811,-0.004048073847915443
ACH-000817,-0.06858090848967484
ACH-000819,-0.16026495680241684
ACH-000820,0.040428171542560426
ACH-000821,0.14805713580791086
ACH-000822,-0.11277055206992136
ACH-000823,-0.17330005344634902
ACH-000824,-0.17725151701482833
ACH-000827,-0.1064162500927777
ACH-000829,0.1202033752182688
ACH-000831,-0.06962538931074058
ACH-000832,-0.1553249067336603
ACH-000833,-0.17643943022825045
ACH-000834,-0.056588646205047215
ACH-000835,-0.09979301031863523
ACH-000836,-0.06619718615897363
ACH-000837,-0.06007427344886361
ACH-000838,-0.3158060542811789
ACH-000839,-0.17556221977084605
ACH-000840,-0.002180773724574799
ACH-000841,0.01933586930013761
ACH-000843,-0.32553900562828475
ACH-000846,-0.21076393517097164
ACH-000847,-0.2363368423356964
ACH-000848,-0.0912268554997424
ACH-000849,-0.2377376878419822
ACH-000851,-0.2216932250145205
ACH-000855,-0.0988138546779436
ACH-000856,-0.019018827876304958
ACH-000858,-0.21149462044836867
ACH-000859,-0.06507861507268625
ACH-000861,-0.16638233855874004
ACH-000862,-0.04293319091010736
ACH-000865,-0.043779292286851935
ACH-000866,-0.06661563719016385
ACH-000867,-0.07625697068225762
ACH-000869,-0.05571039113686565
ACH-000872,-0.15618276478829946
ACH-000873,-0.1946770664519168
ACH-000876,-0.01575024675327923
ACH-000878,0.0924116044886877
ACH-000880,-0.16746186940190044
ACH-000881,-0.047379478581144635
ACH-000882,-0.12393332973907785
ACH-000884,-0.12933745154215354
ACH-000885,-0.14246463275244828
ACH-000887,-0.19774936799355766
ACH-000889,-0.08513745100084845
ACH-000896,-0.03290074206041334
ACH-000898,-0.04520780344534917
ACH-000900,-0.13824024685308708
ACH-000901,-0.08527548853122585
ACH-000905,-0.20049782735991933
ACH-000906,-0.15627268287053292
ACH-000907,-0.14580379245714714
ACH-000910,-0.19111300887963825
ACH-000911,-0.2590780450708849
ACH-000912,-0.14008272718654954
ACH-000913,-0.08121336533263714
ACH-000915,-0.17600387930803651
ACH-000916,-0.013073749184538887
ACH-000917,0.1099898855915803
ACH-000920,-0.2598201787534551
ACH-000921,-0.22285721113262927
ACH-000924,-0.23720020329292654
ACH-000926,-0.2905605453919102
ACH-000928,-0.057825305389944674
ACH-000929,-0.1955282331159539
ACH-000932,-0.08987153874541615
ACH-000935,-0.19090947032067385
ACH-000936,-0.13725307612622545
ACH-000937,-0.08067168128298703
ACH-000938,-0.2308805669195869
ACH-000939,-0.05863813783271558
ACH-000941,-0.06622720215340594
ACH-000943,-0.038537455561650134
ACH-000946,-0.14215219879637714
ACH-000947,-0.0940813920644889
ACH-000948,0.09180337286507614
ACH-000950,-0.1951550808137816
ACH-000953,-0.03788009805987827
ACH-000954,-0.4915010109061543
ACH-000957,-0.2408404717795653
ACH-000958,-0.13687750173371552
ACH-000960,-0.04284490988730545
ACH-000963,-0.017446660216939584
ACH-000968,-0.3519799962687586
ACH-000969,-0.024453570899848
ACH-000972,-0.1809231503524358
ACH-000973,0.00889125292452591
ACH-000974,-0.01698432301724256
ACH-000978,0.03453214038467713
ACH-000984,-0.17603438044298295
ACH-000986,-0.2173574703626334
ACH-000988,-0.10916586533425
ACH-000993,-0.08050356690845653
ACH-000994,-0.12915505028408425
ACH-000996,-0.2381803181640584
ACH-001001,-0.15257586373078738
ACH-001020,-0.27722022258941875
ACH-001028,-0.05353676653202325
ACH-001031,-0.12807321420569096
ACH-001038,-0.16375111787481647
ACH-001048,-0.14690462580169772
ACH-001050,-0.1630142348290166
ACH-001053,0.03987997577527663
ACH-001054,-0.06783225650660052
ACH-001061,-0.0573033179539489
ACH-001067,-0.2522584151069205
ACH-001075,-0.14320718351141093
ACH-001096,0.0995228823032824
ACH-001111,-0.15102996818956296
ACH-001119,0.0485757516169022
ACH-001128,-0.0612946435419221
ACH-001134,-0.1319877789054299
ACH-001151,-0.0611097718290044
ACH-001163,-0.018258063833277247
ACH-001164,-0.08070294356859772
ACH-001183,0.06902944853156391
ACH-001192,-0.024784870120374815
ACH-001193,-0.2247754157710179
ACH-001196,-0.3089864990827733
ACH-001197,-0.0931074157111352
ACH-001205,-0.0003324934863493359
ACH-001211,-0.16150644776228454
ACH-001212,0.01957171178422293
ACH-001228,-0.04149583906344216
ACH-001232,-0.09969780067020734
ACH-001239,-0.042147928879834005
ACH-001270,0.029033431440442688
ACH-001274,-0.18356173255924974
ACH-001275,-0.024086506535298542
ACH-001277,-0.11544492467170045
ACH-001278,-0.15571667737845035
ACH-001280,-0.033861602115454414
ACH-001283,-0.056208728267994536
ACH-001289,-0.17719012130665668
ACH-001300,-0.172984825471004
ACH-001301,-0.06685122707463202
ACH-001302,-0.3862902408067032
ACH-001306,-0.23202872416466724
ACH-001318,-0.14459671410024327
ACH-001322,-0.4396481845631625
ACH-001328,-0.2930823929001066
ACH-001332,-0.06714880181728856
ACH-001336,-0.10962387986964316
ACH-001346,-0.12955982130501967
ACH-001353,-0.12625640739696742
ACH-001354,0.1464621554461649
ACH-001367,-0.2823497767610104
ACH-001368,-0.11189810331648344
ACH-001374,0.14057813385204065
ACH-001377,-0.1371985852877628
ACH-001380,-0.16943026652395232
ACH-001391,-0.05104695161845908
ACH-001408,-0.1639796101182021
ACH-001430,-0.13758313970484434
ACH-001431,-0.12107510551388992
ACH-001450,0.01468021776220804
ACH-001496,-0.09968285149634733
ACH-001500,-0.15197570311253267
ACH-001523,-0.14202446041290198
ACH-001532,-0.2259075983878032
ACH-001550,-0.03773378193185753
ACH-001552,-0.10817903790675228
ACH-001554,-0.023191923013476414
ACH-001654,-0.017380070399767345
ACH-001735,-0.017907719708260668
ACH-001736,-0.03685032895316595
ACH-001737,-0.14055303744005515
ACH-001740,0.0391078491479177
ACH-001745,0.05749888100814385
ACH-001765,-0.02930654241333345
