,ATG16L2 (89849)
ACH-000004,-0.3722894967627233
ACH-000005,-0.05403325811328
ACH-000007,-0.024016096469574644
ACH-000009,-0.2064505637408736
ACH-000011,-0.04878759296176495
ACH-000012,-0.4007044571398888
ACH-000013,-0.11036047346885446
ACH-000014,0.06369660005965465
ACH-000015,-0.08824080983479722
ACH-000017,-0.24254954607939602
ACH-000018,0.0049326086206480865
ACH-000019,-0.1948815437793795
ACH-000021,-0.15240507163875364
ACH-000022,-0.10592948347886708
ACH-000025,-0.08718825509952753
ACH-000028,-0.1827537080455168
ACH-000030,-0.1826010177616931
ACH-000035,-0.021182471212393698
ACH-000036,-0.10803893717320802
ACH-000037,-0.2948305131263809
ACH-000039,-0.2871997138996171
ACH-000040,-0.16788876060128502
ACH-000041,-0.05038143366087943
ACH-000042,-0.16531093734462776
ACH-000045,-0.09356651382051444
ACH-000047,-0.17159458972656322
ACH-000052,-0.11932399732914667
ACH-000053,-0.06886861406373151
ACH-000054,-0.13978878570210307
ACH-000055,-0.12415717698081576
ACH-000060,-0.19500090281061155
ACH-000067,-0.12265527125455244
ACH-000070,-0.2520601634193516
ACH-000075,-0.11823993604459293
ACH-000078,-0.17753004098315067
ACH-000082,-0.20223064455806286
ACH-000085,-0.2837285153910171
ACH-000086,-0.28812257202601577
ACH-000087,0.22370675298766468
ACH-000092,-0.11834379292803965
ACH-000095,-0.2988146910367379
ACH-000097,-0.2427608438643019
ACH-000098,-0.19299664655986914
ACH-000099,-0.31438240244681703
ACH-000108,-0.18876184076659744
ACH-000113,-0.1092701341949472
ACH-000116,-0.25846071868486586
ACH-000118,-0.006439212954374565
ACH-000120,0.022493663346297484
ACH-000123,-0.012998605135184277
ACH-000127,-0.10829516648333384
ACH-000128,-0.1557542791796014
ACH-000132,-0.14339210103046499
ACH-000133,-0.05775609933538401
ACH-000137,-0.13026912153908246
ACH-000138,-0.18006598943538227
ACH-000142,-0.16852909150621426
ACH-000143,-0.09729453125754887
ACH-000146,-0.17232898751761466
ACH-000148,-0.025041932706013258
ACH-000150,-0.20770155420534106
ACH-000152,-0.13869397472989115
ACH-000153,-0.10496956258748344
ACH-000159,-0.09484688375464298
ACH-000160,-0.2900759598611572
ACH-000163,0.01406044896458234
ACH-000167,-0.5283256565681311
ACH-000168,-0.2560924854497606
ACH-000169,-0.16435806957466867
ACH-000178,-0.159432758519296
ACH-000183,-0.049035141864650286
ACH-000188,-0.0920443132110604
ACH-000189,-0.3975252584776491
ACH-000190,-0.05432321914805063
ACH-000198,-0.2557978602948773
ACH-000203,-0.6466616085390224
ACH-000204,-0.1817591645977032
ACH-000206,-0.0819069251707674
ACH-000207,-0.38747734387619387
ACH-000208,-0.0405474194911396
ACH-000210,-0.06931311129047023
ACH-000211,-0.057761185521147236
ACH-000215,-0.15487079125281605
ACH-000221,-0.2255333749871665
ACH-000222,0.029580723649136
ACH-000223,-0.3047766137873629
ACH-000226,-0.3439208909112114
ACH-000227,-0.07711783585978788
ACH-000228,-0.2758299159020768
ACH-000231,-0.09224622729380157
ACH-000232,-0.14076142132568922
ACH-000233,-0.08243429390874732
ACH-000234,-0.17229764086750005
ACH-000235,-0.1417810800361878
ACH-000237,-0.1582888868077591
ACH-000238,-0.13198644487199687
ACH-000242,0.2816086142580023
ACH-000243,-0.10757439971797818
ACH-000244,-0.24893332485289066
ACH-000246,-0.2526667206849589
ACH-000248,-0.19605840243077008
ACH-000250,-0.20476263067854425
ACH-000251,-0.279759316102147
ACH-000252,-0.15727321538422284
ACH-000253,-0.26659044979225555
ACH-000255,-0.28915757700040434
ACH-000256,-0.10961987679881474
ACH-000257,0.01313045981600605
ACH-000258,0.047071940849053716
ACH-000259,-0.2443708110774493
ACH-000260,-0.30402762472067224
ACH-000261,-0.0750771470739429
ACH-000262,-0.16102978995039072
ACH-000263,0.1157929975545032
ACH-000264,-0.2824797718169049
ACH-000265,-0.23163220970014975
ACH-000266,-0.17529500306171938
ACH-000272,-0.18461965645371486
ACH-000274,-0.19769236226800527
ACH-000277,-0.09323574430239424
ACH-000278,-0.20852554881363625
ACH-000279,-0.10790726348422093
ACH-000280,-0.2128022462880137
ACH-000281,-0.15124662449591314
ACH-000288,-0.17050042517889372
ACH-000291,0.06385638686690337
ACH-000293,-0.1970673892623976
ACH-000294,-0.2182817633561257
ACH-000295,0.1665177873759329
ACH-000296,-0.2016714062832985
ACH-000302,-0.1829164253297033
ACH-000304,-0.3218522694140321
ACH-000307,-0.09529022744832376
ACH-000308,-0.14968160656231413
ACH-000310,-0.33133535488025523
ACH-000311,-0.3744951376754621
ACH-000312,-0.2376596166387444
ACH-000315,-0.2024756541940212
ACH-000316,-0.05417896323999584
ACH-000317,-0.018793008585588702
ACH-000318,-0.19129643778743335
ACH-000319,-0.21057641279176176
ACH-000320,-0.2509238763133219
ACH-000322,-0.2298754511159372
ACH-000323,-0.16538023769952326
ACH-000324,-0.16181832159007384
ACH-000329,-0.13234799946826725
ACH-000330,-0.17021502507826028
ACH-000331,-0.19265700933618526
ACH-000332,-0.20640725593180373
ACH-000334,-0.3085414614040937
ACH-000335,0.01789049494151242
ACH-000336,-0.012637615680994871
ACH-000337,-0.284873574534002
ACH-000338,0.09821258710957877
ACH-000339,-0.1077703214194261
ACH-000341,-0.21082610170856225
ACH-000348,-0.16923582258610936
ACH-000350,-0.11515706164863328
ACH-000352,-0.14366444605879167
ACH-000356,-0.1536269399372462
ACH-000361,0.06694155250966881
ACH-000362,-0.17585414997519608
ACH-000363,-0.13951578194955566
ACH-000364,-0.16217572101840805
ACH-000365,-0.1678152675501457
ACH-000366,-0.27628135660563097
ACH-000368,-0.07789417460322967
ACH-000374,-0.424799587851992
ACH-000375,-0.21521149458204186
