,HPN (3249)
ACH-000004,0.19324559690140675
ACH-000005,0.05308617905539007
ACH-000007,0.22205369795938126
ACH-000009,0.07998341053228364
ACH-000011,-0.014650110575542804
ACH-000012,-0.006658467172611025
ACH-000013,-0.11495614448245554
ACH-000014,0.006242548684527784
ACH-000015,-0.10826668027533433
ACH-000017,0.1151898123444875
ACH-000018,-0.016554912407047855
ACH-000019,0.20377440232771402
ACH-000021,-0.08710441300102126
ACH-000022,-0.04792788176563127
ACH-000025,0.1122125416765448
ACH-000028,0.05433393070814599
ACH-000030,-0.03422230299543527
ACH-000035,-0.013987467861470131
ACH-000036,0.15064189992780666
ACH-000037,0.08089357489400753
ACH-000039,0.07504408129329418
ACH-000040,0.11215340418435976
ACH-000041,0.05823218234417061
ACH-000042,0.10651480529566884
ACH-000045,0.020123921618342443
ACH-000047,0.018132252531242732
ACH-000052,0.21223609579192745
ACH-000053,0.0035828281587009475
ACH-000054,0.022994497948349117
ACH-000055,-0.02690211270703685
ACH-000060,0.0577841484512856
ACH-000067,0.014643985556117053
ACH-000070,-0.10357736994928393
ACH-000075,0.08426316680563238
ACH-000078,0.0984164074750437
ACH-000082,0.10884051725752558
ACH-000085,0.054167113879104174
ACH-000086,-0.0017534753670491244
ACH-000087,0.0589970947896786
ACH-000092,-0.1343624989511217
ACH-000095,0.03382502172383218
ACH-000097,-0.04117703338780783
ACH-000098,-0.04714262778282116
ACH-000099,0.06345341118379104
ACH-000108,-0.020905356577734967
ACH-000113,-0.020419144250978682
ACH-000116,0.1917969819259005
ACH-000118,-0.06464341634838784
ACH-000120,-0.09716264589753801
ACH-000123,-0.13892463447201012
ACH-000127,-0.05411057268762075
ACH-000128,0.11594353678827075
ACH-000132,0.21764234891641093
ACH-000133,-0.038253719777689085
ACH-000137,0.023346971993556436
ACH-000138,-0.005982865162577867
ACH-000142,-0.11608667346372788
ACH-000143,-0.10513773271929808
ACH-000146,-0.0016446802349875148
ACH-000148,0.0458425218358134
ACH-000150,-0.14023726077213358
ACH-000152,-0.13916588535855026
ACH-000153,0.09446038465918884
ACH-000159,0.08239126449220531
ACH-000160,-0.0679474358740102
ACH-000163,0.06842999458176062
ACH-000167,0.28756462027642
ACH-000168,-0.07557179082115699
ACH-000169,0.1264710576397268
ACH-000178,0.02373562429641413
ACH-000183,0.05117807621668676
ACH-000188,0.04984837519595477
ACH-000189,0.045894511747278925
ACH-000190,-0.06684468223135485
ACH-000198,0.16772368537487148
ACH-000203,-0.018937414340270055
ACH-000204,0.07567946434248808
ACH-000206,0.018649558673801882
ACH-000207,0.04526878569701282
ACH-000208,0.19653687557192107
ACH-000210,0.05942554709057307
ACH-000211,0.07647886288650403
ACH-000215,0.035400674724808436
ACH-000221,0.10957310672381844
ACH-000222,-0.10199510623215677
ACH-000223,0.11613173222646213
ACH-000226,-0.0750902761591263
ACH-000227,-0.015097530905428374
