,ASH1L (55870)
ACH-000004,-0.21756618109698986
ACH-000005,-0.012679061287271762
ACH-000007,-0.4625310590036483
ACH-000009,-0.17349714729614082
ACH-000011,0.5292558326497235
ACH-000012,-0.030312977816415777
ACH-000013,-0.12919278049940458
ACH-000014,-0.2308857852125737
ACH-000015,-0.0523663640066918
ACH-000017,-0.4214953504136109
ACH-000018,-0.4099723080592623
ACH-000019,-0.44515018067887707
ACH-000021,-0.1404146912389155
ACH-000022,-0.13353503883045878
ACH-000025,-0.2700372676508713
ACH-000028,-0.27648642805530826
ACH-000030,-0.1090586857918176
ACH-000035,-0.3236686022283471
ACH-000036,-0.16447565761422073
ACH-000037,-0.038468916290415975
ACH-000039,-0.10438070637955864
ACH-000040,-0.21548187705621627
ACH-000041,-0.6307368500362139
ACH-000042,-0.2838836534629089
ACH-000045,-0.014630463678481887
ACH-000047,-0.34380898167124313
ACH-000052,-0.12596482022548314
ACH-000053,-0.006928523027886734
ACH-000054,-0.10922065756052853
ACH-000055,-0.6459901593886976
ACH-000060,-0.02004632245594813
ACH-000067,0.0817213239160847
ACH-000070,-0.265417953046924
ACH-000075,-0.3811732289182286
ACH-000078,-0.2041421534271144
ACH-000082,-0.2792967493966115
ACH-000085,0.005252011688507633
ACH-000086,-0.27834467999362705
ACH-000087,0.043087995872939225
ACH-000092,-0.10021203652111026
ACH-000095,-0.2424796929440726
ACH-000097,-1.0753750883635818
ACH-000098,-0.16541531522116398
ACH-000099,-0.3761123169879225
ACH-000108,-0.061572628516347136
ACH-000113,-0.1687913406472186
ACH-000116,-0.7641473238127072
ACH-000118,-0.09738668385715772
ACH-000120,-0.4264490103550734
ACH-000123,-0.2596341999126134
ACH-000127,-0.1405453986254375
ACH-000128,-0.2782029011905002
ACH-000132,-0.042139887919895286
ACH-000133,-0.1759981515447066
ACH-000137,-0.01407185543258282
ACH-000138,-0.34732312868617893
ACH-000142,-0.04586529431330357
ACH-000143,-0.3582913525734998
ACH-000146,-0.12474014097424875
ACH-000148,-0.1294160629795824
ACH-000150,-0.1577573181203617
ACH-000152,-0.18288504795404745
ACH-000153,-0.33958801510032977
ACH-000159,-0.21865216270507934
ACH-000160,0.2552253062169246
ACH-000163,-0.24019337757085146
ACH-000167,0.7852327779433338
ACH-000168,-0.132206617857105
ACH-000169,-0.3460144969248264
ACH-000178,-0.07084407168684527
ACH-000183,-0.29117590451748
ACH-000188,-0.18203284100114012
ACH-000189,-0.11370426188632987
ACH-000190,0.0811218466120698
ACH-000198,-0.2758617872453216
ACH-000203,-0.2433635778726204
ACH-000204,-0.4096177837946989
ACH-000206,-0.2016150754467744
ACH-000207,-0.2500951252536669
ACH-000208,-0.1447531487817744
ACH-000210,-0.17702514099446787
ACH-000211,-0.11886179576108034
ACH-000215,-0.19281048556115865
ACH-000221,-0.3779658952476688
ACH-000222,-0.12269992058322478
ACH-000223,-0.06198038043034844
ACH-000226,-0.2272887552813992
ACH-000227,-0.14147379257697634
ACH-000228,-0.31660493869753026
ACH-000231,-0.06834414989795133
ACH-000232,-0.5065800010659219
ACH-000233,-0.12196491236507485
ACH-000234,-0.10983185523110732
ACH-000235,-0.5332173670638675
ACH-000237,-0.12612451559172266
ACH-000238,-0.03752918111764835
ACH-000242,0.17047908922268926
ACH-000243,-0.0933631791525658
ACH-000244,-0.18415101269275808
ACH-000246,-0.26900644664694456
ACH-000248,0.09940094003719686
ACH-000250,-0.13496430765741782
ACH-000251,-0.15156998724266044
ACH-000252,-0.3753338183329762
ACH-000253,-0.1408813163728691
ACH-000255,-0.16543997132698454
ACH-000256,-0.4651418271142862
ACH-000257,-0.41990569447601056
ACH-000258,-0.2566167335997954
ACH-000259,-0.3518625701998233
ACH-000260,-0.5375984226124951
ACH-000261,-0.03597297833000124
ACH-000262,0.2290084316602833
ACH-000263,0.016252290764614534
ACH-000264,-0.281416346088563
ACH-000265,-0.08287508192872058
ACH-000266,-0.12945803626702196
ACH-000272,-0.04771502539896957
ACH-000274,-0.06040988524605869
ACH-000277,-0.2722690120752396
ACH-000278,-0.28360815135031314
ACH-000279,-0.12251856139133133
ACH-000280,0.04409864366359298
ACH-000281,-0.11012941665450393
ACH-000288,-0.15380123619564642
ACH-000291,-0.3423339221679799
ACH-000293,-0.1977945116193546
ACH-000294,-0.0693440936789795
ACH-000295,-0.1707214728049144
ACH-000296,-0.15663938289274698
ACH-000302,-0.2533555650711894
ACH-000304,-0.19647628589552468
ACH-000307,-0.07672301714301613
ACH-000308,-0.3981678404133208
ACH-000310,-0.12684089588288608
ACH-000311,-0.16863490493416075
ACH-000312,-0.15456677045215528
ACH-000315,-0.3168576040521317
ACH-000316,-0.05656286941283989
ACH-000317,-0.22698715815195294
ACH-000318,-0.30531731302790355
ACH-000319,-0.1826667700485994
ACH-000320,-0.04944941479552512
ACH-000322,-0.07750798362234038
ACH-000323,-0.18973760777098586
ACH-000324,-0.1037443603884674
ACH-000329,-0.20476697926081044
ACH-000330,-0.3453955797631413
ACH-000331,-0.07941474300519365
ACH-000332,-0.32168586255652976
ACH-000334,-0.2826933616380379
ACH-000335,-0.2062854597659036
ACH-000336,-0.4132245801268421
ACH-000337,-0.42805024996914376
ACH-000338,-0.3417349308118782
ACH-000339,-0.06966653688189063
ACH-000341,0.036850461860676406
ACH-000348,-0.18258474541894815
ACH-000350,-0.02543566058541432
ACH-000352,-0.4323412398116535
ACH-000356,-0.1670523704497629
ACH-000361,-0.34454103264974045
ACH-000362,-0.272315859673321
ACH-000363,-0.16965506022590007
ACH-000364,-0.34270260778495354
ACH-000365,-0.15539224795782616
ACH-000366,-0.0008116130765751218
ACH-000368,0.008283357650605052
ACH-000374,-0.21551484094716986
ACH-000375,-0.142882056882013
ACH-000376,-0.11740491909328925
ACH-000381,-0.1218379679631923
ACH-000383,-0.14576135560195805
ACH-000387,-0.061445309683944564
ACH-000389,-0.0669926179270886
ACH-000390,-0.14760147801327042
ACH-000393,-0.09578494316076852
ACH-000395,-0.025038906460245116
ACH-000396,-0.20380109922158796
ACH-000397,-0.8597596420873576
ACH-000401,-0.42047674538252705
ACH-000402,0.21905701026716656
ACH-000403,-0.07397276535498434
ACH-000404,0.2302883463387093
ACH-000406,-0.11000550330164273
ACH-000407,-0.2934695874891589
ACH-000408,-0.02713042362829886
ACH-000410,-0.2484925227530317
ACH-000411,0.061193685369205275
ACH-000414,-0.09062015770288456
ACH-000415,-0.09358993287286284
ACH-000416,-0.006458742708213497
ACH-000420,-0.12221289223070335
ACH-000421,-0.34966624567515125
ACH-000424,-0.33925514233977955
ACH-000425,-0.195358010479728
ACH-000426,-0.3102553294649054
ACH-000427,-0.2838753996272978
ACH-000433,-0.13771487155004947
ACH-000435,-0.3360783323731352
ACH-000436,-0.28243082694987554
ACH-000444,-0.08834612134092082
ACH-000445,0.005456936690792161
ACH-000448,-0.1474546042859693
ACH-000450,-0.023869275516264915
ACH-000452,-0.08971714131682322
ACH-000454,-0.19390629431579887
ACH-000458,-0.21920858327385898
ACH-000459,-0.07036168812295006
ACH-000460,-0.8504027916559629
ACH-000461,-0.2444812304068921
ACH-000463,-0.10177927440697852
ACH-000464,-0.16821247340493126
ACH-000466,-0.2499869953403317
ACH-000467,-0.4820861566921982
ACH-000468,-0.11655761682931287
ACH-000469,-0.11084403245563096
ACH-000470,-0.08219575871743323
ACH-000471,-0.1656487853707439
ACH-000472,-0.06278424054872837
ACH-000473,-0.06210485483951603
ACH-000475,-0.10991810852712408
ACH-000476,-0.5513582163579711
ACH-000477,0.040509397227470115
ACH-000479,-0.5338423148272402
ACH-000480,-0.037869894670371
ACH-000481,-0.2218776891172574
ACH-000483,-0.06038664090732384
ACH-000484,-0.4024108811969782
ACH-000485,-0.07671097588443539
ACH-000486,-0.10130278818613064
ACH-000487,-0.10396096205739626
ACH-000488,-0.21224781302829893
ACH-000490,-0.39344157123047496
ACH-000491,-0.4737278892805136
ACH-000495,-0.1448005642457061
ACH-000496,-0.12462696985842113
ACH-000499,-0.09023000092591686
ACH-000500,-0.10529828983333786
ACH-000502,-0.4559886466957202
ACH-000503,0.042705802601672664
ACH-000505,-0.1814905419664749
ACH-000507,-0.2383428121051909
ACH-000510,-0.17692169811564235
ACH-000511,-0.15313505922368745
ACH-000512,-0.42579437400807424
ACH-000516,-0.2106427274685092
ACH-000517,-0.1610744975506735
ACH-000518,-0.18496019983509096
ACH-000520,-0.219528321083846
ACH-000521,-0.014307550538047272
ACH-000522,-0.1945375058209156
ACH-000524,-0.5996657392097273
ACH-000527,-0.18789042857443172
ACH-000528,-0.2574737345950349
ACH-000537,-0.10435601943161453
ACH-000541,-0.2775118673470852
ACH-000542,-0.18994352381035792
ACH-000544,-0.103410270279848
ACH-000545,0.032215798050220616
ACH-000547,0.10317110660364556
