,NTHL1 (4913)
ACH-000408,-0.12537945938441927
ACH-000410,-0.17560593432958851
ACH-000411,-0.15857209435718678
ACH-000414,-0.11733117891623525
ACH-000415,-0.1460154322417648
ACH-000416,-0.1363464484365805
ACH-000420,0.05057802019125107
ACH-000421,-0.21572119221967187
ACH-000424,-0.2275396912040141
ACH-000425,-0.21277166328528507
ACH-000426,-0.10993857062609047
ACH-000427,-0.3430778368971167
ACH-000433,-0.21254469074884988
ACH-000435,0.3897067480314605
ACH-000436,-0.11781405637344615
ACH-000444,-0.0948667564840856
ACH-000445,-0.14290434938779925
ACH-000448,-0.17441999627128107
ACH-000450,-0.2600897697368193
ACH-000452,-0.16300382849561454
ACH-000454,-0.11058010037631756
ACH-000458,-0.0636060457777225
ACH-000459,0.00032988237619955386
ACH-000460,-0.1053704358760466
ACH-000461,-0.17069251975300098
ACH-000463,-0.1494859286230018
ACH-000464,-0.08661934354173965
ACH-000466,-0.18517761523002876
ACH-000467,-0.0011429014009110038
ACH-000468,0.0109946642278019
ACH-000469,-0.15816903413187225
ACH-000470,0.18287729930062865
ACH-000471,-0.09693595262610824
ACH-000472,-0.12530297298677662
ACH-000473,-0.06313596624170864
ACH-000475,-0.17617543246616987
ACH-000476,-0.22988739322580565
ACH-000477,-0.02429222746829844
ACH-000479,0.1385211528350814
ACH-000480,-0.0967715060634324
ACH-000481,-0.02774471652715482
ACH-000483,-0.11629997846536252
ACH-000484,-0.1908756203230577
ACH-000485,-0.06374947713669007
ACH-000486,-0.11272324215542442
ACH-000487,0.0592273589601213
ACH-000488,-0.17720435077623395
ACH-000490,-0.17283782939137907
ACH-000491,-0.01720104788771865
ACH-000495,-0.18981550056745206
ACH-000496,-0.12336138421076535
ACH-000499,-0.2790597893955849
ACH-000500,-0.16510532198006986
ACH-000502,-0.21507963749588987
ACH-000503,0.2071589010835564
ACH-000505,-0.039691684126012886
ACH-000507,-0.0215451235653518
ACH-000510,-0.10388759186803057
ACH-000511,-0.16588560437425018
ACH-000512,0.16900092180346635
ACH-000516,-0.13523934579930022
ACH-000517,-0.1839120141094982
ACH-000518,-0.024415747199073176
ACH-000520,0.028432710383022513
ACH-000521,-0.16087955974473447
ACH-000522,-0.061030239748280514
ACH-000524,-0.066587747213971
ACH-000527,-0.11696181997875603
ACH-000528,-0.20952144247297466
ACH-000537,-0.10850137091184843
ACH-000541,0.20722042544431168
ACH-000542,-0.16765800582710008
ACH-000544,0.1425236324091929
ACH-000545,-0.0544952846166916
ACH-000547,-0.10772110942935352
ACH-000548,-0.10451737699670907
ACH-000549,0.039149500005265236
ACH-000550,-0.23724437613318866
ACH-000552,-0.05827881437790927
ACH-000556,-0.3378616589764392
ACH-000557,-0.11465044744417367
ACH-000569,-0.5984395400081028
ACH-000570,-0.058821407457230024
ACH-000571,0.010224691181705185
ACH-000573,0.041301166846371085
ACH-000576,-0.11883167875111965
ACH-000579,-0.07751013506166111
ACH-000580,-0.19325026703937428
ACH-000584,-0.07024033109203799
ACH-000585,-0.1430078435024041
ACH-000588,0.09800548871061328
ACH-000589,-0.16819316296675468
ACH-000591,-0.1385778059806877
ACH-000593,-0.08614349324964725
ACH-000600,-0.16331461256408752
ACH-000601,-0.1566520544384463
ACH-000605,-0.06743098761726844
ACH-000606,-0.08617713220186747
ACH-000608,-0.08531602856969454
ACH-000614,-0.08506984744771362
ACH-000616,-0.16361124271172325
ACH-000618,0.04589577891848908
ACH-000619,0.01191633851953837
ACH-000620,-0.2814348582728669
ACH-000621,-0.2553633120933708
ACH-000622,-0.2362648816050142
ACH-000623,0.004843554404650628
ACH-000624,-0.3327805932153564
ACH-000627,0.0477970445221593
ACH-000630,-0.12629218253666713
ACH-000631,-0.3675420188693204
ACH-000632,-0.040221317101790464
ACH-000633,-0.18093222865063666
ACH-000637,0.025717653155057703
ACH-000638,0.026872235427290208
ACH-000646,-0.2582115046924343
ACH-000647,-0.051262785959312
ACH-000648,-0.046901924753400034
ACH-000649,0.00032402374681655364
ACH-000651,0.08103655347813409
ACH-000652,-0.02172554454158721
ACH-000653,-0.1699861634375268
ACH-000657,-0.11895800923689225
ACH-000658,-0.062485870042775615
ACH-000661,-0.03513900395364791
ACH-000662,0.01821440023219704
ACH-000663,-0.12394026784585516
ACH-000665,-0.10658682846710812
ACH-000671,0.0456072860891223
ACH-000672,-0.40205149609621865
ACH-000673,-0.2628748778120165
ACH-000676,-0.1380891569488323
ACH-000677,-0.06062129609918145
ACH-000681,0.0039938629895078384
ACH-000683,-0.16496915344237909
ACH-000684,-0.04640002056491056
ACH-000688,-0.031169665513745486
ACH-000693,-0.11648417069562975
ACH-000694,-0.2238653441442004
ACH-000695,-0.3097985805433666
ACH-000696,-0.20961793561819125
ACH-000697,-0.19698318219672115
ACH-000699,-0.17603781401356286
ACH-000701,-0.2396865229854634
ACH-000706,-0.018203122936449715
ACH-000711,-0.2215147216279614
ACH-000713,-0.059070399969197065
ACH-000714,-0.06681270254605233
ACH-000718,-0.1884063142436291
ACH-000720,-0.05436478030560042
ACH-000721,-0.12790357626436144
ACH-000724,-0.1665648104547946
ACH-000725,-0.1180548998072676
ACH-000732,-0.11580233725999202
ACH-000734,-0.06283324260215381
ACH-000735,-0.18306699205233395
ACH-000736,-0.1397685893033131
ACH-000738,-0.10713159903195718
ACH-000746,-0.11452232850957322
ACH-000747,-0.15735011477767796
ACH-000748,-0.0011020218507201314
ACH-000753,-0.06671480766985105
ACH-000756,-0.09104361748089036
ACH-000757,-0.05115881473187887
ACH-000758,-0.01771322439254008
ACH-000760,-0.078415533846884
ACH-000762,-0.21896665446965466
ACH-000763,-0.25194576025456583
ACH-000764,-0.0928598729081878
ACH-000765,-0.12594050751218472
ACH-000766,-0.05564153022903398
ACH-000767,-0.2603242380032804
ACH-000768,-0.23146527729591015
ACH-000769,-0.15645162440454916
ACH-000770,-0.16090963454305
ACH-000771,-0.14722145188601846
ACH-000773,0.006903978676010792
ACH-000776,-0.11648940815902592
ACH-000777,0.020750381574843525
ACH-000778,0.08298227078392234
ACH-000781,-0.12360668224267235
ACH-000782,-0.02883440978062607
ACH-000783,-0.287813284353725
ACH-000784,0.04227808284303218
ACH-000785,-0.17318601579463264
ACH-000787,0.06762408700088245
ACH-000788,-0.2355382459764625
ACH-000791,-0.16276342984272704
ACH-000792,-0.09419252843343867
ACH-000794,-0.1343727888972102
ACH-000796,-0.12526036852027705
ACH-000798,-0.02829542562361591
ACH-000799,-0.12287982945193268
ACH-000800,-0.226512058239012
ACH-000802,-0.0625073920427821
ACH-000804,0.0476893706952743
ACH-000805,-0.18538778842260928
ACH-000809,-0.17659757508560678
ACH-000810,-0.24609610327854106
ACH-000811,-0.07713328807512496
ACH-000817,-0.06563205231020748
ACH-000819,-0.05716683354026996
ACH-000820,0.044294228995491895
ACH-000821,-0.3194282201200681
ACH-000822,-0.1199967294720154
ACH-000823,-0.055919642627129264
ACH-000824,-0.06894753513077001
ACH-000827,-0.207856698638536
ACH-000829,-0.17307838322430374
ACH-000831,-0.2584175028616397
ACH-000832,-0.1714636429268345
ACH-000833,-0.15016892328508047
ACH-000834,-0.08968002433428562
ACH-000835,-0.22387732392999926
ACH-000836,-0.10226344291228537
ACH-000837,0.01681457118114681
ACH-000838,-0.0517203050087532
ACH-000839,0.06661538313701926
ACH-000840,0.02304197286178717
ACH-000841,-0.08218279795411601
ACH-000843,-0.0023706680830442297
ACH-000846,-0.2147884625184746
ACH-000847,0.04332670298432345
ACH-000848,-0.1404258601530748
ACH-000849,-0.13967061168952874
ACH-000851,-0.14865805624771114
ACH-000855,0.10746014497854574
ACH-000856,0.009103611140498685
ACH-000858,-0.033324202201727104
ACH-000859,0.15858908007990646
ACH-000861,-0.0026389837281315365
ACH-000862,-0.12321187247499656
ACH-000865,0.04357846033257222
ACH-000866,0.008498788051768928
ACH-000867,-0.1604143030964565
ACH-000869,0.006665036373904368
ACH-000872,-0.12214075181866932
ACH-000873,-0.060922788144660886
ACH-000876,-0.0756514190111679
ACH-000878,0.14173690949413925
ACH-000880,-0.13913668544953273
ACH-000881,-0.16019138176740147
ACH-000882,-0.15522533758301482
ACH-000884,-0.03360839664537136
ACH-000885,-0.13879481982627034
ACH-000887,-0.0674913357670553
ACH-000889,-0.043592734004122925
ACH-000896,0.041843894805396166
ACH-000898,-0.2571703052393038
ACH-000900,-0.2215230780131336
ACH-000901,-0.15275018972623122
ACH-000905,-0.14211830116833646
ACH-000906,0.0025794454753113364
ACH-000907,-0.1937712449944196
ACH-000910,-0.097788503032204
ACH-000911,-0.08409593299911149
ACH-000912,-0.1861386403330144
ACH-000913,-0.09402275346514233
ACH-000915,-0.024370055885052984
ACH-000916,0.08851677743862166
ACH-000917,-0.016748998894179367
ACH-000920,-0.19160096247563715
ACH-000921,-0.2154665004367886
ACH-000924,-0.08241322884745066
ACH-000926,0.0014702750108476971
ACH-000928,0.03916095938773974
ACH-000929,0.13386058179234805
ACH-000932,-0.003343733894531453
ACH-000935,0.11582569680481747
ACH-000936,0.031592511517892705
ACH-000937,-0.146530802643249
ACH-000938,-0.10085633000687826
ACH-000939,-0.15428822494294694
ACH-000941,-0.2703892622846941
ACH-000943,-0.010801425205854066
ACH-000946,-0.11584638906253555
ACH-000947,-0.1306673717848435
ACH-000948,-0.1174058308144974
ACH-000950,-0.2165777848668909
ACH-000953,-0.11343899331633148
ACH-000954,0.0355769754677556
ACH-000957,-0.292122153415949
ACH-000958,-0.019335341889897918
ACH-000960,-0.14165797047898035
ACH-000963,0.06283726629072789
ACH-000968,-0.20706989516329974
ACH-000969,0.03673442843326925
ACH-000972,-0.1801096937853103
ACH-000973,-0.11673986190473025
ACH-000974,0.0320054998467057
ACH-000978,-0.23578839424046624
ACH-000984,-0.1770656984521321
ACH-000986,-0.02728041920854381
ACH-000988,-0.21574049538699008
ACH-000993,0.03688147060224439
ACH-000994,-0.1984810913106161
ACH-000996,-0.15533102863247453
ACH-001001,-0.14153207414993266
ACH-001020,-0.07006964451502083
ACH-001028,-0.10848214719800876
ACH-001031,-0.09567103775081638
ACH-001038,-0.17179461306858965
ACH-001048,-0.025856476161551237
ACH-001050,-0.1347180665837813
ACH-001053,0.006296144391672909
ACH-001054,-0.0790169999854173
ACH-001061,-0.18338473457470164
ACH-001067,-0.20427693111150025
ACH-001075,0.1362697758770936
ACH-001096,-0.005178411252758297
ACH-001111,-0.4032423349264797
ACH-001119,-0.1437074517414276
ACH-001128,-0.11140015638933808
ACH-001134,-0.13868240118203
ACH-001151,-0.2293059302908749
ACH-001163,-0.06579909528176626
ACH-001164,-0.23337671346856706
ACH-001183,-0.12862346776689518
ACH-001192,-0.12529844723371875
ACH-001193,0.12035670838781155
ACH-001196,0.027111612024209118
ACH-001197,-0.10579198611590733
ACH-001205,-0.12442244299603444
ACH-001211,-0.022228834658794574
ACH-001212,-0.3081685151596448
ACH-001228,-0.04259754582326234
ACH-001232,-0.27257633216678423
ACH-001239,-0.17131096741824095
ACH-001270,-0.15376788664513938
ACH-001274,-0.08667248038799462
ACH-001275,-0.12390327006350745
ACH-001277,-0.29387968581616314
ACH-001278,-0.03875446778560105
ACH-001280,-0.05228376924633836
ACH-001283,-0.03699076888930858
ACH-001289,0.035859547021141185
ACH-001300,-0.02100721580792661
ACH-001301,-0.06708752492523483
ACH-001302,0.009742886369107657
ACH-001306,-0.0010275636462200753
ACH-001318,-0.09420669014894532
ACH-001322,-0.1369103064244446
ACH-001328,-0.07327666195420436
ACH-001332,-0.14510606066503495
ACH-001336,-0.3004111979211037
ACH-001346,0.0053915389074790186
ACH-001353,-0.16342393460898386
ACH-001354,-0.18290055057913954
ACH-001367,-0.271831687392533
ACH-001368,-0.2318953115544045
ACH-001374,-0.2030761968251375
ACH-001377,-0.1520418229985995
ACH-001380,-0.25984468334683525
ACH-001391,-0.16554600964168875
ACH-001408,-0.19117859833197146
ACH-001430,-0.3131130869136202
ACH-001431,-0.10875216340396132
ACH-001450,0.0681038120334381
ACH-001496,-0.11796599023567145
ACH-001500,-0.09576290409922783
ACH-001523,-0.14660568073680855
ACH-001532,-0.1519929611193594
ACH-001550,-0.16948508367258058
ACH-001552,-0.1447844913734603
ACH-001554,-0.15458542354310045
ACH-001654,-0.07620429563897323
ACH-001735,-0.0033326027640989825
ACH-001736,0.005825936207288533
ACH-001737,-0.559501560144644
ACH-001740,-0.25792570480729665
ACH-001745,-0.05477897626178173
ACH-001765,-0.1138796012276258
