,PTPRK (5796)
ACH-000004,0.27343913211553805
ACH-000005,0.22487615662944316
ACH-000007,0.3394776609430797
ACH-000009,0.07063321343248949
ACH-000011,0.3187285795334345
ACH-000012,0.19497125218339176
ACH-000013,0.19141564316590565
ACH-000014,0.2021002185739022
ACH-000015,0.24779454197169976
ACH-000017,0.239861087834063
ACH-000018,0.16529167608939493
ACH-000019,0.2441431711862384
ACH-000021,0.15549583005435272
ACH-000022,0.3892266574658205
ACH-000025,0.2875806259356727
ACH-000028,0.2850285178713867
ACH-000030,0.3426026458484097
ACH-000035,0.2845569141072423
ACH-000036,0.170926211008114
ACH-000037,0.23156443743744445
ACH-000039,0.11166842049840836
ACH-000040,0.0949247217986196
ACH-000041,0.24534467635603185
ACH-000042,0.42515263003869774
ACH-000045,0.2319529845134473
ACH-000047,0.11826778775861968
ACH-000052,0.04772231160546676
ACH-000053,0.22335609181299626
ACH-000054,0.1422960621973045
ACH-000055,0.25378773474081784
ACH-000060,0.005324766945241987
ACH-000067,0.2384383824253997
ACH-000070,0.2848912223440102
ACH-000075,0.3321925421255594
ACH-000078,0.14497652065969782
ACH-000082,0.2402562384111689
ACH-000085,0.3040957189407765
ACH-000086,0.2017075245277044
ACH-000087,0.24103672657357506
ACH-000092,0.2764189397393024
ACH-000095,0.19235029331705575
ACH-000097,0.2229227529199964
ACH-000098,0.1530237866609959
ACH-000099,0.2875112181884841
ACH-000108,0.16399263520401022
ACH-000113,0.20961223186521485
ACH-000116,0.27099592425533764
ACH-000118,0.04270042412462944
ACH-000120,0.16123051728499813
ACH-000123,0.25416411343118256
ACH-000127,0.20731818958014106
ACH-000128,0.1426617054622141
ACH-000132,0.07652925900458121
ACH-000133,0.148078750411505
ACH-000137,0.22283918942655595
ACH-000138,0.20222495205170452
ACH-000142,0.25300528730623273
ACH-000143,0.269381112218742
ACH-000146,0.19877215378744606
ACH-000148,0.25285699281931323
ACH-000150,0.15733967570557372
ACH-000152,0.17513559995225295
ACH-000153,0.2581540413032249
ACH-000159,0.2958052867736842
ACH-000160,0.20903315396774888
ACH-000163,0.3896522760851113
ACH-000167,0.11227617859429116
ACH-000168,0.14503687349291067
ACH-000169,0.16751305275270065
ACH-000178,0.3054613154361163
ACH-000183,0.21236325845589826
ACH-000188,0.2326619682385235
ACH-000189,0.394782970091036
ACH-000190,0.2473163368327736
ACH-000198,0.28370560339442097
ACH-000203,0.27809095603621153
ACH-000204,0.3021077918716607
ACH-000206,0.3834755805334391
ACH-000207,0.19590938682605336
ACH-000208,0.0655841057672505
ACH-000210,0.2058059161164392
ACH-000211,0.19958260661071864
ACH-000215,0.2218491835949656
ACH-000221,0.15858005418340362
ACH-000222,0.3972424260081624
ACH-000223,0.1827104126943035
ACH-000226,0.16932304003454807
ACH-000227,0.14238579093218545
ACH-000228,0.2673037244039344
ACH-000231,0.25638300488143995
ACH-000232,0.2215119158285956
ACH-000233,0.2712750635230773
ACH-000234,0.31047961199313195
ACH-000235,0.2413310823243968
ACH-000237,0.2788372982638157
ACH-000238,0.16765504718501667
ACH-000242,0.3749113723513852
ACH-000243,0.2437682001238455
ACH-000244,0.3151292606701469
ACH-000246,0.2490138927356551
ACH-000248,0.2706509993595164
ACH-000250,0.24769188892340904
ACH-000251,0.12982626144354736
ACH-000252,0.4192883362397227
ACH-000253,0.3010323466308007
ACH-000255,0.2419028169146536
ACH-000256,0.21751784425589266
ACH-000257,0.06368650944638238
ACH-000258,0.35350948260191606
ACH-000259,0.2099182419804776
ACH-000260,0.22665178817020526
ACH-000261,0.1644502940506013
ACH-000262,0.1627494417578609
ACH-000263,0.04417322475359372
ACH-000264,0.3012328909375053
ACH-000265,0.16488672832170778
ACH-000266,0.16783612351199031
ACH-000272,0.14571866963260854
ACH-000274,0.178603404841619
ACH-000277,0.17957290835037512
ACH-000278,0.23591917318507424
ACH-000279,0.2153573111065393
ACH-000280,0.2487142434917904
ACH-000281,0.17759692142912814
ACH-000288,0.153700623711095
ACH-000291,0.2135494814042055
ACH-000293,0.3257575900570335
ACH-000294,0.2775358717558938
ACH-000295,0.2878064816177618
ACH-000296,0.18776208192085408
ACH-000302,0.3407538679167451
ACH-000304,0.20573057751728732
ACH-000307,0.38287757388197263
ACH-000308,0.1956652114180195
ACH-000310,0.23939886864525356
ACH-000311,0.33327385811203986
ACH-000312,0.18778440425869766
ACH-000315,0.20585385352636376
ACH-000316,0.192524536816794
ACH-000317,0.3464114144595463
ACH-000318,0.18740337578913094
ACH-000319,0.3055218782697616
ACH-000320,0.021323680995604825
