,GAD2 (2572)
ACH-000004,0.03816951145149483
ACH-000005,-0.04924933570482638
ACH-000007,0.05575995701787457
ACH-000009,0.21164033164900609
ACH-000011,0.10676451678873704
ACH-000012,0.15426419250368098
ACH-000013,0.10900234566121113
ACH-000014,0.15467774039716187
ACH-000015,0.21671782974656734
ACH-000017,0.1982293399571622
ACH-000018,0.1533292351746297
ACH-000019,0.21470000423164712
ACH-000021,0.11540530387585045
ACH-000022,0.18920369134534173
ACH-000025,0.2070923614291722
ACH-000028,0.2256808344267437
ACH-000030,0.13844160545308054
ACH-000035,0.14590841940460625
ACH-000036,0.1890811379828443
ACH-000037,0.17043036213420718
ACH-000039,0.2600386132902222
ACH-000040,0.2785837293773233
ACH-000041,0.2715060763316789
ACH-000042,0.20911573279519294
ACH-000045,0.2207919053137601
ACH-000047,0.15275853130594394
ACH-000052,0.047349763686356315
ACH-000053,0.11567835532513515
ACH-000054,0.06338424088725278
ACH-000055,0.2893302502451295
ACH-000060,0.17772307246455302
ACH-000067,0.204311312272508
ACH-000070,0.2540043248256953
ACH-000075,0.2728801436482177
ACH-000078,0.1950463682789286
ACH-000082,0.09383840460870582
ACH-000085,0.23639932902946065
ACH-000086,0.13353248087869654
ACH-000087,0.07272303861710602
ACH-000092,0.21929340338291092
ACH-000095,0.09448593177526232
ACH-000097,0.17156371623762712
ACH-000098,0.14900309808220558
ACH-000099,0.11475458636039527
ACH-000108,0.26019903030214897
ACH-000113,0.2104162105945152
ACH-000116,0.140675203733232
ACH-000118,0.21161550610231405
ACH-000120,-0.006776392094431663
ACH-000123,0.23839330912122814
ACH-000127,0.18248818518665894
ACH-000128,0.16936518819432808
ACH-000132,0.0966899256994164
ACH-000133,0.2408710473361949
ACH-000137,0.13444269287263638
ACH-000138,0.2099799280077597
ACH-000142,0.1833898980269327
ACH-000143,0.1050552788324938
ACH-000146,0.14967025763435315
ACH-000148,0.15415698777252826
ACH-000150,0.10722054872804196
ACH-000152,0.2327539223671949
ACH-000153,0.11771662914684825
ACH-000159,0.15083792856881298
ACH-000160,0.13555416828933212
ACH-000163,0.2727162991431479
ACH-000167,0.24267647366253464
ACH-000168,0.1913442194020723
ACH-000169,0.1910559288440296
ACH-000178,0.2039837124275556
ACH-000183,0.3295076067972613
ACH-000188,0.17034474106992875
ACH-000189,0.35075139306166275
ACH-000190,0.30290874773119303
ACH-000198,0.2801358616995627
ACH-000203,0.38019491433045594
ACH-000204,0.032632739959353035
ACH-000206,0.2715197603733877
ACH-000207,0.26939432795631857
ACH-000208,0.23275659040833965
ACH-000210,0.0400599227050192
ACH-000211,0.19669019262998305
ACH-000215,0.18916691870691946
ACH-000221,0.19417107886721435
ACH-000222,0.12395499567580966
ACH-000223,0.17847097296943046
ACH-000226,0.14271827653953592
ACH-000227,0.2117042784016648
ACH-000228,0.12315472297519545
ACH-000231,0.17388045847642425
ACH-000232,0.2436694245327526
ACH-000233,0.2359816158368266
ACH-000234,0.20768863529348128
