,RABGEF1 (27342)
ACH-000004,0.0041909757245360175
ACH-000005,-0.13476274254642692
ACH-000007,0.18256508765930954
ACH-000009,0.1844549975720122
ACH-000011,-0.11825218305654593
ACH-000012,-0.12254655640990758
ACH-000013,-0.038033095177112834
ACH-000014,0.023082443024183868
ACH-000015,0.1499032685553165
ACH-000017,0.2798509215452611
ACH-000018,-0.3775849977691276
ACH-000019,-0.021180111943918927
ACH-000021,-0.33584409206593396
ACH-000022,0.1018596881928479
ACH-000025,-0.1874340493603162
ACH-000028,0.04662332014526427
ACH-000030,0.08725610924989441
ACH-000035,0.003539644691614165
ACH-000036,-0.060892945855417824
ACH-000037,-0.14944081207539392
ACH-000039,-0.11762436661455924
ACH-000040,-0.08891393987714884
ACH-000041,0.12738981837612826
ACH-000042,0.017872795687129614
ACH-000045,-0.3134805602053876
ACH-000047,0.09391445523447632
ACH-000052,-0.211261121801054
ACH-000053,-0.07025275586972983
ACH-000054,-0.15899535049291064
ACH-000055,-0.220796229973076
ACH-000060,0.10938778136058973
ACH-000067,-0.2024852982218916
ACH-000070,-0.19584013926952165
ACH-000075,-0.01150899245717528
ACH-000078,-0.1680578221068839
ACH-000082,0.07163864290577833
ACH-000085,-0.201601626966124
ACH-000086,-0.023590864347592798
ACH-000087,-0.08206748445381441
ACH-000092,-0.007174891273484116
ACH-000095,-0.19260409995191866
ACH-000097,-0.04975904742985627
ACH-000098,-0.06312231012326452
ACH-000099,0.13165979268962916
ACH-000108,-0.2596799748467831
ACH-000113,-0.1399519875393393
ACH-000116,-0.16173106225952194
ACH-000118,0.029401965244194937
ACH-000120,-0.09243034812019504
ACH-000123,-0.19447909628472412
ACH-000127,-0.06110149644934194
ACH-000128,-0.05047777195943096
ACH-000132,0.08897554147001026
ACH-000133,-0.34512633648360186
ACH-000137,-0.07682938870382985
ACH-000138,0.09704019846841004
ACH-000142,-0.20786847429475552
ACH-000143,-0.0378503276703495
ACH-000146,-0.30436639340151045
ACH-000148,-0.1148220091090538
ACH-000150,-0.12457446863549534
ACH-000152,-0.12635904913804413
ACH-000153,-0.3272400544432366
ACH-000159,0.00620015196741357
ACH-000160,-0.007124967375014986
ACH-000163,0.04494201961951992
ACH-000167,-0.13646303750033872
ACH-000168,-0.14810939500655465
