,MITD1 (129531)
ACH-000004,0.099626585687149
ACH-000005,0.3266786841848421
ACH-000007,0.06589555059695834
ACH-000009,-0.12031274546511285
ACH-000011,-0.005571022452302574
ACH-000012,-0.14798452425730102
ACH-000013,-0.07027370764494173
ACH-000014,-0.21635005084318853
ACH-000015,-0.19659460689262015
ACH-000017,-0.122052639417419
ACH-000018,-0.20184442550294895
ACH-000019,-0.2604571357370953
ACH-000021,-0.02484759829076956
ACH-000022,-0.15753739362203092
ACH-000025,-0.054275359036061635
ACH-000028,-0.04899297262344952
ACH-000030,-0.18357505814661115
ACH-000035,-0.23258845956592744
ACH-000036,-0.05979409178954785
ACH-000037,-0.17972209645696044
ACH-000039,0.052660065981112
ACH-000040,-0.19408371733619195
ACH-000041,-0.19095876363529135
ACH-000042,-0.05291832603821763
ACH-000045,-0.02125534220932056
ACH-000047,0.004072727384346694
ACH-000052,0.0400765968773652
ACH-000053,-0.14671965393882064
ACH-000054,0.013720135946939063
ACH-000055,-0.01528147094109425
ACH-000060,-0.13845411969682622
ACH-000067,-0.020616154317826967
ACH-000070,-0.09319230359175833
ACH-000075,-0.08182069981722515
ACH-000078,-0.10678613450000468
ACH-000082,-0.043390675824906286
ACH-000085,-0.045199119022258885
ACH-000086,-0.11979552375545847
ACH-000087,-0.16304962111841215
ACH-000092,-0.13418909343691812
ACH-000095,-0.05514792691786628
ACH-000097,-0.1387900582469054
ACH-000098,-0.31981403758180915
ACH-000099,-0.10942568476865652
ACH-000108,-0.02738198742042177
ACH-000113,-0.08142400343540718
ACH-000116,-0.139456770970266
ACH-000118,-0.14195046800875502
ACH-000120,-0.18973482431435604
ACH-000123,-0.16358193766340984
ACH-000127,-0.07854157026016485
ACH-000128,-0.11218275420965924
ACH-000132,-0.08111494552577897
ACH-000133,-0.1445065803069371
ACH-000137,-0.10160324401853917
ACH-000138,-0.09538650783770043
ACH-000142,-0.03815705716617069
ACH-000143,-0.17201228502547752
ACH-000146,-0.09549445290215901
ACH-000148,-0.058404964701905725
ACH-000150,-0.02910355118892868
ACH-000152,-0.0006554918471088231
ACH-000153,-0.06363701800473494
ACH-000159,-0.13493239095307374
ACH-000160,-0.0183912629072277
ACH-000163,-0.05805959623297001
ACH-000167,-0.5179207992894399
ACH-000168,-0.2353149794404623
ACH-000169,-0.05004381161197632
ACH-000178,-0.09258808616953576
ACH-000183,-0.24309931420520636
ACH-000188,-0.006724938859820779
ACH-000189,-0.2062580224401309
ACH-000190,-0.07810612225110765
ACH-000198,-0.15302718189980827
ACH-000203,-0.10734644274597237
ACH-000204,-0.24385800653295395
ACH-000206,0.08033391644929022
ACH-000207,-0.13884832567399316
ACH-000208,0.016152033047973892
ACH-000210,0.2549498678834376
ACH-000211,-0.15002738110306016
ACH-000215,-0.12656383694800244
ACH-000221,-0.1889816658658363
ACH-000222,0.033943637172584834
ACH-000223,-0.2317233320901898
ACH-000226,-0.2628894835108314
ACH-000227,0.0883951394194503
ACH-000228,-0.1391464968232502
ACH-000231,-0.17956448598652752
ACH-000232,-0.1658606691970178
ACH-000233,-0.08560806612138655
ACH-000234,-0.21092682289667186
ACH-000235,-0.13542160833928593
ACH-000237,-0.08120473735467518
ACH-000238,0.06203081396150883
ACH-000242,-0.3311632228280313
ACH-000243,-0.2256405133706525
ACH-000244,-0.1219594939603394
ACH-000246,-0.10831011437830868
ACH-000248,-0.0705250950155286
ACH-000250,-0.0780956018176009
ACH-000251,-0.1516149409862628
ACH-000252,0.03905655482665777
ACH-000253,-0.13864248954211653
ACH-000255,-0.1659477903995267
ACH-000256,-0.052961423869794896
ACH-000257,-0.14631275044126135
ACH-000258,-0.011280093125544698
ACH-000259,-0.1851284712810074
ACH-000260,-0.12290650052861485
ACH-000261,-0.19019557005849164
ACH-000262,-0.011458350883949756
ACH-000263,-0.07972097011052708
ACH-000264,-0.2138397957354641
ACH-000265,-0.1660636853198907
ACH-000266,-0.14151939535547794
ACH-000272,-0.18959117655366425
ACH-000274,-0.10365884978619634
ACH-000277,-0.14199033642693148
ACH-000278,0.008466511896722427
ACH-000279,-0.16471316681204248
ACH-000280,-0.06066913713319569
ACH-000281,-0.013394803702066072
ACH-000288,-0.028738518263629838
ACH-000291,-0.2987126136744249
ACH-000293,-0.2940442081621894
ACH-000294,-0.10222846235315476
ACH-000295,-0.003330093734357649
ACH-000296,-0.1522240637875697
ACH-000302,-0.15548538377568136
ACH-000304,-0.15448147342140714
ACH-000307,-0.09666811645850104
ACH-000308,-0.2386022250942293
ACH-000310,-0.027216907772430254
ACH-000311,0.0909339372895855
ACH-000312,-0.03581740778267902
ACH-000315,-0.16433054828112173
ACH-000316,-0.1865557823986707
ACH-000317,-0.24822936740663126
ACH-000318,-0.19530599032046145
ACH-000319,-0.2748768430846085
ACH-000320,-0.1642923199224136
ACH-000322,-0.18708173239838435
ACH-000323,-0.16956710661193344
ACH-000324,-0.1422519760619128
ACH-000329,-0.20530831991465304
ACH-000330,-0.1230939100950704
ACH-000331,-0.145461717360443
ACH-000332,-0.07799360972791088
ACH-000334,-0.030036823395581086
ACH-000335,-0.15949745364600568
ACH-000336,-0.25092793470705105
ACH-000337,-0.1549091035791386
ACH-000338,-0.15780911304656525
ACH-000339,-0.07058472548351
ACH-000341,-0.06149985699754736
ACH-000348,-0.06296909573891628
ACH-000350,0.0424217860725809
ACH-000352,-0.10287155471269817
ACH-000356,-0.0643211489495318
ACH-000361,-0.2310568206984471
ACH-000362,-0.17006568704328945
ACH-000363,-0.043231958614484416
ACH-000364,-0.2707849941468036
ACH-000365,-0.2117254161640062
ACH-000366,-0.13530212368298994
ACH-000368,-0.24939511142622894
ACH-000374,-0.20261219303317868
ACH-000375,-0.06737247124545223
ACH-000376,-0.13198524415796306
ACH-000381,-0.15873265854696586
ACH-000383,-0.11028938171473984
ACH-000387,-0.12822894995700174
ACH-000389,-0.07140100388712266
ACH-000390,-0.2613708048862305
ACH-000393,-0.21499782256439007
ACH-000395,-0.17946573117402995
ACH-000396,-0.017878380919518527
ACH-000397,-0.08685633457297005
ACH-000401,-0.19104176960898306
ACH-000402,0.15803598388543158
ACH-000403,-0.00877515703766512
ACH-000404,0.1004212003549986
ACH-000406,-0.07960301497824879
ACH-000407,-0.1750893096204698
ACH-000408,-0.05946399511615439
ACH-000410,-0.17065819481082595
ACH-000411,-0.13107517468695984
ACH-000414,-0.053981652622709216
ACH-000415,-0.13333920829309734
ACH-000416,-0.05477750063520494
ACH-000420,0.009085741304920642
ACH-000421,-0.08433251566413015
ACH-000424,-0.1919142831456828
ACH-000425,-0.1268363839700091
ACH-000426,-0.15550073095872272
ACH-000427,-0.2663904329959704
ACH-000433,-0.14365014785743166
ACH-000435,-0.15970636710925126
ACH-000436,0.0010486898036772936
ACH-000444,-0.14269953008878042
ACH-000445,-0.2968411714540364
ACH-000448,-0.06760519079126362
ACH-000450,-0.2070225908082681
ACH-000452,-0.03988191083573952
ACH-000454,-0.08689471548019083
ACH-000458,-0.13594480374389062
ACH-000459,-0.059721997655159564
ACH-000460,-0.11536959109672199
ACH-000461,0.007407246540371423
ACH-000463,-0.16660838004296344
ACH-000464,-0.14547643225616205
ACH-000466,-0.1475823642874382
ACH-000467,0.03929824938337525
ACH-000468,-0.07160410464668879
ACH-000469,-0.035584053468254016
ACH-000470,-0.07216227563355082
ACH-000471,-0.14196466256857604
ACH-000472,-0.08189215428301969
ACH-000473,-0.1773344930097636
ACH-000475,-0.18433907666491128
ACH-000476,0.027660851256040585
ACH-000477,-0.16634934073565558
ACH-000479,-0.2784042346065068
ACH-000480,-0.1389711998070048
ACH-000481,-0.057101052506819
ACH-000483,-0.0007022491315141579
ACH-000484,-0.30182221127933595
ACH-000485,-0.10606049714895673
ACH-000486,-0.09779348034424648
ACH-000487,-0.09213655609835134
ACH-000488,0.000624956101448589
ACH-000490,-0.011418766859812059
ACH-000491,-0.09295857737322333
ACH-000495,-0.24896553460146345
ACH-000496,-0.3584602612380807
ACH-000499,-0.28747514231889715
ACH-000500,-0.72905912173584
ACH-000502,-0.056779823504304376
ACH-000503,-0.07537743115875359
ACH-000505,-0.117509792738738
ACH-000507,-0.1853497646786691
ACH-000510,-0.15960390134096386
ACH-000511,-0.08600280346763678
ACH-000512,0.08977138084802877
ACH-000516,-0.040115418049487504
ACH-000517,-0.12532359130747914
ACH-000518,0.011626083914027871
ACH-000520,0.0485077536513137
ACH-000521,-0.12140380256536976
ACH-000522,-0.06831811636988228
ACH-000524,-0.11005834558713316
ACH-000527,-0.07808066459093692
ACH-000528,-0.1534675928358266
ACH-000537,-0.13936475731037065
ACH-000541,-0.061667955212792336
ACH-000542,-0.07682707086640543
ACH-000544,-0.12258494753218525
ACH-000545,-0.2079777865845087
ACH-000547,-0.2381108794990417
ACH-000548,-0.028744950622836895
ACH-000549,-0.4251785458330248
ACH-000550,-0.05225092235776509
ACH-000552,-0.1532770167709343
ACH-000556,-0.02223249519429921
ACH-000557,-0.06027008630036083
ACH-000569,-0.09240358623188
ACH-000570,-0.11155040480006936
ACH-000571,-0.1669987362191405
ACH-000573,-0.10958326231645407
ACH-000576,0.11693462239150475
ACH-000579,-0.18920653583317146
ACH-000580,0.01640663650705763
ACH-000584,-0.4108889085616539
ACH-000585,-0.13310959054503116
ACH-000588,-0.04337517502216425
ACH-000589,-0.16978341160137927
ACH-000591,-0.07022388931883641
ACH-000593,-0.09863118573520033
ACH-000600,-0.03749114687346144
ACH-000601,-0.16200026982179572
ACH-000605,-0.08311210316794712
ACH-000606,-0.14369498176366555
ACH-000608,-0.01309360220490307
ACH-000614,-0.2782464097329472
ACH-000616,-0.11645500836811352
ACH-000618,-0.11961224334551088
ACH-000619,-0.09898878511895624
ACH-000620,-0.1951565105321516
ACH-000621,-0.008140277021630348
ACH-000622,-0.16162221882430045
ACH-000623,-0.12632184897949614
