,N6AMT1 (29104)
ACH-000266,-0.23918246821433606
ACH-000272,-0.5379994159787074
ACH-000274,-0.3812577466694445
ACH-000277,-0.31220773810819274
ACH-000278,-0.4619034857794053
ACH-000279,-0.7220041335181245
ACH-000280,-0.4589612098343742
ACH-000281,-0.6598593013092803
ACH-000288,-0.43945161836394303
ACH-000291,-0.6272797331694432
ACH-000293,-0.293398302352652
ACH-000294,-1.0586641308959246
ACH-000295,-0.5362949462505282
ACH-000296,-0.5126381690491668
ACH-000302,-0.5158317691855914
ACH-000304,-0.4826805708771684
ACH-000307,-0.8531061225759993
ACH-000308,-0.5188028238530698
ACH-000310,-0.3465242794023052
ACH-000311,-0.5851220323554142
ACH-000312,-0.4574191254341404
ACH-000315,-0.5835311917144794
ACH-000316,-0.6622697834357687
ACH-000317,-0.7027769787003139
ACH-000318,-0.5176527295032755
ACH-000319,-0.5541098917979643
ACH-000320,-0.6950485493626662
ACH-000322,-0.4512021914304562
ACH-000323,-0.2980931191404965
ACH-000324,-0.6768593360317421
ACH-000329,-0.2474942769159373
ACH-000330,-0.4024092043127714
ACH-000331,-0.4508114544687197
ACH-000332,-0.4765018626508496
ACH-000334,-0.4986640430135786
ACH-000335,-0.7276663847924838
ACH-000336,-0.6903023398013457
ACH-000337,-0.9363103565526693
ACH-000338,-0.6702714519171059
ACH-000339,-0.5539910393888229
ACH-000341,-0.451341041878195
ACH-000348,-0.5515071741671387
ACH-000350,-0.5991568245888673
ACH-000352,-0.33054208167117155
ACH-000356,-0.5171148006965898
ACH-000361,-0.5308953308664761
ACH-000362,-0.656770223282272
ACH-000363,-0.5787157974916992
ACH-000364,-0.5314886241455952
ACH-000365,-0.8195843895326701
ACH-000366,-0.5179083041316144
ACH-000368,-0.2373408215715285
ACH-000374,-0.8305649393699258
ACH-000375,-0.648399407371094
ACH-000376,-0.6292716854527909
ACH-000381,-0.7401544477290484
ACH-000383,-0.4849878112281811
ACH-000387,-0.4280026659039363
ACH-000389,-0.2888987470187648
ACH-000390,-0.6461159482925249
ACH-000393,-0.2909932204045174
ACH-000395,-0.3972999001932328
ACH-000396,-0.5025720654258062
ACH-000397,-0.6878281198722208
ACH-000401,-0.9305480180952406
ACH-000402,-0.5730132396106337
ACH-000403,-0.3480452764644482
ACH-000404,-1.0210463334007895
ACH-000406,-0.6762074958502307
ACH-000407,-0.6287757071024103
ACH-000408,-0.7912827023471969
ACH-000410,-0.3872789705182297
ACH-000411,-0.5398987649545646
ACH-000414,-0.3752561247684377
ACH-000415,-0.6781862096057949
ACH-000416,-0.4815801373707127
ACH-000420,-0.438083551769394
ACH-000421,-0.4438312509940505
ACH-000424,-0.6472635895292244
ACH-000425,-0.513942180652026
ACH-000426,-0.9228664881615742
ACH-000427,-0.4554342185835664
ACH-000433,-0.4963871565748724
ACH-000435,-0.8235634338828244
ACH-000436,-0.7034202983643805
ACH-000444,-1.053034843431238
ACH-000445,-0.7890628242705813
ACH-000448,-0.6378672996506092
ACH-000450,-0.6470019561335777
ACH-000452,-0.4872675114644805
ACH-000454,-0.975654894872697
ACH-000458,-0.4805411709016016
ACH-000459,-0.9744714641301558
ACH-000460,-0.7461216500074928
ACH-000461,-0.3944107186762284
ACH-000463,-0.8686911296967775
ACH-000464,-0.6708749224888211
ACH-000466,-0.5328300738114907
ACH-000467,-0.6217424497901628
ACH-000468,-0.7719580474956937
ACH-000469,-0.14175971368676468
ACH-000470,-0.4399775976338012
ACH-000471,-0.8430929410319445
ACH-000472,-0.5780437659039833
ACH-000473,-0.6469059996116319
ACH-000475,-0.9003450150979434
ACH-000476,-0.3808436650513273
ACH-000477,-0.782046887175578
ACH-000479,-0.402934254845253
ACH-000480,-0.7885725365426929
ACH-000481,-0.6278247207147704
ACH-000483,-0.5468627894289738
ACH-000484,-0.4277141240892482
ACH-000485,-0.6991064155437331
ACH-000486,-0.7340881509337068
ACH-000487,-0.4769867507222288
ACH-000488,-0.5922115162810611
ACH-000490,-0.6221135757564055
ACH-000491,-0.3581461322399351
ACH-000495,-0.8962377648471493
ACH-000496,-0.5268883049656297
ACH-000499,-0.9529169821750596
ACH-000500,-0.7014695795064474
ACH-000502,-0.5650943999955504
ACH-000503,-0.7900280289825808
ACH-000505,-0.6968351714375306
ACH-000507,-0.3131146844342126
ACH-000510,-0.6123094518399792
ACH-000511,-0.5858620653638366
ACH-000512,-0.6363503293139844
ACH-000516,-0.3850837726270344
ACH-000517,-0.3998278855213602
ACH-000518,-0.6175730134951453
ACH-000520,-0.4936269869215653
ACH-000521,-0.6492094427773326
ACH-000522,-0.7193370937761663
ACH-000524,-0.3177668217380555
ACH-000527,-0.414955654449336
ACH-000528,-0.27221420868912816
ACH-000537,-0.7485877641072665
ACH-000541,-0.7354788939274519
ACH-000542,-0.9259673012829828
ACH-000544,-0.7359261328314153
ACH-000545,-0.8698121136890832
ACH-000547,-0.5228325229487192
ACH-000548,-0.7255082810883136
ACH-000549,-1.0044304741570538
ACH-000550,-0.4571809440308679
ACH-000552,-0.8273056758455039
ACH-000556,-0.29229003918398744
ACH-000557,-0.3607033375669664
ACH-000569,-0.3092241812021829
ACH-000570,-0.8714949445700407
ACH-000571,-0.4605513709513445
ACH-000573,-0.6559494926528321
ACH-000576,-0.4873727028768574
ACH-000579,-0.4212063064296673
ACH-000580,-0.4718287561676738
ACH-000584,-0.6613997155853465
ACH-000585,-0.2898481583662902
ACH-000588,-0.827865937112538
ACH-000589,-0.3659663631581271
ACH-000591,-0.7000124750907508
ACH-000593,-0.7591141478008484
ACH-000600,-0.4810656109295902
ACH-000601,-0.7577049012339234
ACH-000605,-0.6292553740403689
ACH-000606,-0.5788300724864461
ACH-000608,-0.4511025399431413
ACH-000614,-0.3122036820169947
ACH-000616,-0.7003653890076054
ACH-000618,-0.8538128823683953
ACH-000619,-0.8575072136701171
ACH-000620,-0.3928858528219888
ACH-000621,-0.3847381458013103
ACH-000622,-0.5420359337880323
ACH-000623,-0.4716799159389468
ACH-000624,-0.4289223175894669
ACH-000627,-0.512927255172694
ACH-000630,-0.6481612960964862
ACH-000631,-0.5227610547823043
ACH-000632,-0.7518675490581241
ACH-000633,-0.4916899774246347
ACH-000637,-0.7005477308240099
ACH-000638,-0.6262217105068052
ACH-000646,-0.4314451225989264
ACH-000647,-0.5321829640242499
ACH-000648,-0.583884135919854
ACH-000649,-0.5543740033803097
ACH-000651,-0.652348459410879
ACH-000652,-0.8829837845655778
ACH-000653,-0.40422922917741627
ACH-000657,-0.5006710831683574
ACH-000658,-0.4230183060921677
ACH-000661,-0.6415820384256647
ACH-000662,-0.4937749189991648
ACH-000663,-0.42841238425572986
ACH-000665,-0.6501388311317512
ACH-000671,-0.5839125218794855
ACH-000672,-0.7539921334231725
ACH-000673,-0.2671921917955543
ACH-000676,-0.541714486220057
ACH-000677,-0.6497075018448792
ACH-000681,-0.873431817169293
ACH-000683,-0.4457002897871266
ACH-000684,-0.7894997058795981
ACH-000688,-0.5475129708624379
ACH-000693,-0.6963411330988669
ACH-000694,-0.7280261900038036
ACH-000695,-0.10769805635330312
ACH-000696,-0.5462104034270232
ACH-000697,-0.6469527217713579
ACH-000699,-0.4967673181609954
ACH-000701,-0.5146304009110892
ACH-000706,-0.6029004920970704
ACH-000711,-0.6672770517267738
ACH-000713,-0.6290367886062165
ACH-000714,-0.5496383501771044
ACH-000718,-0.4271223912040691
ACH-000720,-0.5479167881375503
ACH-000721,-0.6754661517511515
ACH-000724,-0.4400873017223573
ACH-000725,-0.5527050036605189
ACH-000732,-0.9297504799830744
ACH-000734,-0.6576230140416199
ACH-000735,-0.7622967672068769
ACH-000736,-0.5407176041389072
ACH-000738,-0.4045282625737997
ACH-000746,-0.6310092206461798
ACH-000747,-0.6975794611852142
ACH-000748,-0.3571056386835793
ACH-000753,-0.4682418267868153
ACH-000756,-0.8199883024117374
ACH-000757,-0.5351369484702669
ACH-000758,-0.3733200313010709
ACH-000760,-0.4573472623879215
ACH-000762,-0.8484850660221965
ACH-000763,-0.4985813260067174
ACH-000764,-0.7139544682604614
ACH-000765,-0.7595908620877213
ACH-000766,-0.3745668370655276
ACH-000767,-0.3652228565931183
ACH-000768,-0.7191505196575282
ACH-000769,-0.7617972299208221
ACH-000770,-0.3366673290324138
ACH-000771,-0.7728204923451207
ACH-000773,-0.24467722506632145
ACH-000776,-0.4852864797922136
ACH-000777,-0.8421703124953314
ACH-000778,-0.3781892004474982
ACH-000781,-0.5907095231093896
ACH-000782,-0.4937443380516317
ACH-000783,-0.4339882385347881
ACH-000784,-0.4409154138033031
ACH-000785,-0.568978227288138
ACH-000787,-0.7562844671106008
ACH-000788,-0.831747539039751
ACH-000791,-0.4249369176239519
ACH-000792,-0.8186364181330649
ACH-000794,-0.5381454916737766
ACH-000796,-0.5008318563506031
ACH-000798,-0.6432542298895731
ACH-000799,-0.1855381218654218
ACH-000800,-0.5610694593264925
ACH-000802,-0.8832191067815677
ACH-000804,-0.5648594446661609
ACH-000805,-0.47976048398807203
ACH-000809,-0.4085581863563731
ACH-000810,-1.0444681369352973
ACH-000811,-0.3012674142092153
ACH-000817,-0.7033758343631478
ACH-000819,-0.5935343513312129
ACH-000820,-0.6158265331520804
ACH-000821,-0.5373720523890034
ACH-000822,-0.5555752665696002
ACH-000823,-0.7001104181552176
ACH-000824,-0.5632204294650318
ACH-000827,-0.6077904158790518
ACH-000829,-0.711711750906854
ACH-000831,-0.496141928428376
ACH-000832,-0.5503053659233375
ACH-000833,-0.8836132222801466
ACH-000834,-0.3611678906146065
ACH-000835,-1.0696761446008414
ACH-000836,-0.4640957279143338
ACH-000837,-0.4511541126422913
ACH-000838,-0.9978027561370468
ACH-000839,-0.7037382733151379
ACH-000840,-0.5698116446775899
ACH-000841,-0.6212663218579334
ACH-000843,-1.066648871997413
ACH-000846,-0.24521101596254025
ACH-000847,-0.7779357771747701
ACH-000848,-0.6213775388957362
ACH-000849,-0.2955862525237796
ACH-000851,-0.7205385768123748
ACH-000855,-0.8240102926514385
ACH-000856,-0.3644081447777932
ACH-000858,-0.4237843363869715
ACH-000859,-0.6116157085095635
ACH-000861,-0.5213487823469221
ACH-000862,-0.3532957811394232
ACH-000865,-0.6723598967115882
ACH-000866,-0.5284656589242425
ACH-000867,-0.2559015731113324
ACH-000869,-0.5625697151288446
ACH-000872,-0.4766025633907838
ACH-000873,-0.6884664029515761
ACH-000876,-0.3715577347101361
ACH-000878,-0.9694847575711556
ACH-000880,-0.8077999777139496
ACH-000881,-0.9389544351265036
ACH-000882,-0.7754091602365834
ACH-000884,-0.5401684729971753
ACH-000885,-0.5515185322002999
ACH-000887,-0.6283546580221216
ACH-000889,-0.7607621385352712
ACH-000896,-0.7468997578222453
ACH-000898,-0.24983556712836655
ACH-000900,-0.4203108702248925
ACH-000901,-0.4816246117876343
ACH-000905,-0.6649239247585883
ACH-000906,-0.6203078313727561
ACH-000907,-0.577793659356421
ACH-000910,-0.3862267547993968
ACH-000911,-0.4718394562470547
ACH-000912,-0.8196051353961342
ACH-000913,-0.6253350804110445
ACH-000915,-0.4170146661943368
ACH-000916,-0.3114282425942178
ACH-000917,-0.3713055933597521
ACH-000920,-0.8207973828664615
ACH-000921,-0.6374726200822651
ACH-000924,-0.6144605907038664
ACH-000926,-0.5809617586629079
ACH-000928,-0.5349528790491709
ACH-000929,-0.6202282612595126
ACH-000932,-0.5091642437366686
ACH-000935,-0.4979079327888338
ACH-000936,-0.3181174762167365
ACH-000937,-0.6799024858942594
ACH-000938,-0.7488990717631899
ACH-000939,-0.6563863662052591
ACH-000941,-0.5002090470516791
ACH-000943,-0.8585430427868255
ACH-000946,-0.1778723986327857
ACH-000947,-0.5121297073182107
ACH-000948,-0.6365641758194024
ACH-000950,-0.8421490040964937
ACH-000953,-0.413675978701982
ACH-000954,-0.6546365896480133
ACH-000957,-0.9740358235565016
ACH-000958,-0.4662839883303571
ACH-000960,-0.2326743548570352
ACH-000963,-0.6366565273521609
ACH-000968,-0.32230981165295497
ACH-000969,-0.5130878280241353
ACH-000972,-0.16384354598004
ACH-000973,-0.9078346185504592
ACH-000974,-0.3652627631157627
ACH-000978,-0.2890426416703472
ACH-000984,-0.4992188200777257
ACH-000986,-0.7105152681891472
ACH-000988,-0.6254764134175806
ACH-000993,-0.14304955663468466
ACH-000994,-0.2698523174086113
ACH-000996,-0.4283316324756551
ACH-001001,-0.4651657078223537
ACH-001020,-0.4712134660218653
ACH-001028,-0.6557662966332274
ACH-001031,-0.4340492786075231
ACH-001038,-0.2606496447560097
ACH-001048,-0.6116394346843008
ACH-001050,-0.7488732755451625
ACH-001053,-0.7428002408035009
ACH-001054,-0.909656309399852
ACH-001061,-0.7432659780755362
ACH-001067,-0.4616826436326248
ACH-001075,-0.6897881190659716
ACH-001096,-0.7745350876080846
ACH-001111,-0.8139841942451561
ACH-001119,-0.5778685390087738
ACH-001128,-0.680244767612236
ACH-001134,-0.453671762286049
ACH-001151,-0.6813549168059422
ACH-001163,-0.5813961949752611
ACH-001164,-0.26533578584355005
ACH-001183,-0.4482261897246563
ACH-001192,-0.652161077462298
ACH-001193,-0.6639194061285055
ACH-001196,-0.6736519617023266
ACH-001197,-0.3137126802498127
ACH-001205,-0.4143603766749556
ACH-001211,-0.5784455035068921
ACH-001212,-0.6170006587517055
ACH-001228,-0.4105909917351403
ACH-001232,-0.4569594640496965
ACH-001239,-0.6666724892157877
ACH-001270,-0.7901846805241111
ACH-001274,-0.5059474644015385
ACH-001275,-0.4755549723761986
ACH-001277,-0.7454310001077282
ACH-001278,-0.4095983390214339
ACH-001280,-0.5840960280163454
ACH-001283,-0.9066420505681054
ACH-001289,-0.19534969206243466
ACH-001300,-0.2413891408062633
ACH-001301,-0.4698302169573461
ACH-001302,-0.2613727876840257
ACH-001306,-0.5254673451646928
ACH-001318,-0.5077570895752395
ACH-001322,-0.6257190196965412
ACH-001328,-0.5175491298711636
ACH-001332,-0.8736877562617746
ACH-001336,-0.461235795769609
ACH-001346,-0.8494050563408952
ACH-001353,-0.5361339405074174
ACH-001354,-0.7158678485723972
ACH-001367,-0.7094174267139692
ACH-001368,-0.35117444832404043
ACH-001374,-0.5673676681626729
ACH-001377,-0.3080528113490999
ACH-001380,-0.7874712648328341
ACH-001391,-0.7344218227551741
ACH-001408,-0.6864543078576797
ACH-001430,-0.31551116656615513
ACH-001431,-0.2644756413220301
ACH-001450,-0.7446384728990237
ACH-001496,-0.7342963701747085
ACH-001500,-0.4911955998093485
ACH-001523,-0.7654307293788183
ACH-001532,-0.5930791646825898
ACH-001550,-0.6210972118733634
ACH-001552,-0.7196539614744503
ACH-001554,-0.6284260168136132
ACH-001654,-0.5300896080245818
ACH-001735,-0.394437714279126
ACH-001736,-0.7052918721140362
ACH-001737,-0.5616234867174746
ACH-001740,-0.4975698390621494
ACH-001745,-0.3956589009459396
ACH-001765,-0.8044088969814148
