,TMIGD2 (126259)
ACH-000004,-0.2285157517998257
ACH-000005,0.11698362730027224
ACH-000007,0.08899942262978784
ACH-000009,-0.06063002594217155
ACH-000011,0.05519097830013275
ACH-000012,-0.08086667148177687
ACH-000013,-0.07833910486712033
ACH-000014,-0.08109905855535869
ACH-000015,-0.06152277666653611
ACH-000017,-0.04314610679541163
ACH-000018,-0.17540737821707708
ACH-000019,-0.3149629013468265
ACH-000021,-0.0601590836921953
ACH-000022,0.003436652088124071
ACH-000025,-0.17254819773607372
ACH-000028,-0.11338310852986512
ACH-000030,-0.0839153295166984
ACH-000035,-0.24515846721789397
ACH-000036,-0.06290143946677583
ACH-000037,0.08787877622907042
ACH-000039,-0.20572213648424595
ACH-000040,-0.035877275627109136
ACH-000041,-0.10980075403668994
ACH-000042,-0.05487448081033765
ACH-000045,-0.14881070291160162
ACH-000047,-0.053368010203753286
ACH-000052,-0.13826682178066638
ACH-000053,-0.08924528088337699
ACH-000054,0.022857803933424792
ACH-000055,0.19605959989430166
ACH-000060,0.1211506943950126
ACH-000067,-0.0967521840299194
ACH-000070,0.0504708447937701
ACH-000075,-0.038871382291750994
ACH-000078,-0.13706291423980438
ACH-000082,-0.13442910543911546
ACH-000085,-0.0762225844722443
ACH-000086,-0.01929357704642187
ACH-000087,-0.021355751890839297
ACH-000092,-0.13328184021267647
ACH-000095,-0.16070194776823327
ACH-000097,-0.07248602322563044
ACH-000098,-0.12695646069343264
ACH-000099,-0.029441243131530962
ACH-000108,-0.10715493842240684
ACH-000113,0.004229356210719877
ACH-000116,0.04018766601789839
ACH-000118,-0.018344126441609883
ACH-000120,-0.002164489135282568
ACH-000123,-0.0054149728886709395
ACH-000127,-0.18851124453926216
ACH-000128,-0.046333293467760085
ACH-000132,-0.0436244445448262
ACH-000133,-0.05208956833539316
ACH-000137,-0.16538420847273735
ACH-000138,-0.05769621241940024
ACH-000142,0.007213852282684889
ACH-000143,0.10442826907917792
ACH-000146,-0.12367063071976388
ACH-000148,-0.0581040014120929
ACH-000150,-0.3204616222987122
ACH-000152,0.07099690226552963
ACH-000153,-0.15825280801439412
ACH-000159,-0.029189366391422906
ACH-000160,0.1483324979322548
ACH-000163,-0.011986402255130191
ACH-000167,-0.17285004781976696
ACH-000168,-0.2356367691239762
ACH-000169,0.09986315335028953
ACH-000178,-0.03600062735248585
