,ITPR1 (3708)
ACH-000004,-0.2484453467233625
ACH-000005,-0.10403734052957203
ACH-000007,0.02621433472076385
ACH-000009,-0.22938388423015565
ACH-000011,-0.08420774823094868
ACH-000012,-0.06873669038252246
ACH-000013,-0.08507082364226831
ACH-000014,-0.005460560127196134
ACH-000015,-0.17089964821072193
ACH-000017,-0.35379573829589944
ACH-000018,0.000713616459985045
ACH-000019,-0.012171165719997852
ACH-000021,-0.1406218651506424
ACH-000022,0.038761643635344456
ACH-000025,-0.06911690013210997
ACH-000028,-0.011737549322073677
ACH-000030,-0.13190708877028715
ACH-000035,0.04321939364109802
ACH-000036,-0.15451473413280825
ACH-000037,-0.14008818344576604
ACH-000039,-0.31193873465402444
ACH-000040,-0.2231107422204764
ACH-000041,-0.07087500525707714
ACH-000042,-0.2304955202253437
ACH-000045,-0.02193908794202745
ACH-000047,-0.0715010564944369
ACH-000052,-0.1717855739757401
ACH-000053,-0.213726850895966
ACH-000054,-0.09783045420757183
ACH-000055,-0.15021398433769034
ACH-000060,-0.1760076741985347
ACH-000067,-0.02964954144837175
ACH-000070,-0.2537538304469717
ACH-000075,-0.1296069239425123
ACH-000078,0.04394577027386207
ACH-000082,-0.15817824715086384
ACH-000085,-0.026772688984262487
ACH-000086,-0.1505556777683121
ACH-000087,-0.04673167574895218
ACH-000092,-0.20662484701568729
ACH-000095,-0.2782498976780982
ACH-000097,-0.18197120553906235
ACH-000098,-0.1245590587651234
ACH-000099,-0.08363025629091635
ACH-000108,-0.15698474574485996
ACH-000113,-0.006044372098552472
ACH-000116,-0.12983086777891914
ACH-000118,-0.04700532116415036
ACH-000120,0.0430545938659518
ACH-000123,-0.2517712805155001
ACH-000127,-0.16112448801264825
ACH-000128,-0.02096350114528437
ACH-000132,-0.1698011002599402
ACH-000133,-0.15999289485518225
ACH-000137,-0.13269005898775535
ACH-000138,-0.1702874242155738
ACH-000142,-0.10071900236811313
ACH-000143,-0.3880711492397565
ACH-000146,-0.0839972218463223
ACH-000148,-0.12599198312519375
ACH-000150,-0.1401820819253755
ACH-000152,-0.1856733577443176
ACH-000153,-0.21948560268368605
ACH-000159,-0.11594557224490545
ACH-000160,-0.0187711710317325
ACH-000163,-0.11613741074482645
ACH-000167,-0.2437063510864477
ACH-000168,-0.22381590441596785
ACH-000169,-0.11044850341829304
ACH-000178,-0.09134469680301532
ACH-000183,-0.07897066792862424
ACH-000188,-0.2192167050792557
ACH-000189,-0.175058366037558
ACH-000190,-0.14175349614197005
ACH-000198,-0.028554536403070076
ACH-000203,-0.10778726628412544
ACH-000204,-0.30802649436562884
ACH-000206,-0.3101025902889527
ACH-000207,-0.052324017366289007
ACH-000208,-0.3580593535236745
ACH-000210,-0.07582749794580343
ACH-000211,-0.13519236506915644
ACH-000215,-0.15588683829985045
ACH-000221,0.14361801558776088
ACH-000222,-0.034547570999737584
ACH-000223,-0.28098733258971337
ACH-000226,-0.16139603608366135
ACH-000227,-0.11521930818150974
ACH-000228,-0.08251501762345151
ACH-000231,-0.12452363678939582
ACH-000232,-0.1621249918088126
ACH-000233,-0.27717176545130634
ACH-000234,-0.24377050070352435
ACH-000235,-0.1400805000982708
ACH-000237,-0.18621016537541774
ACH-000238,-0.2852422081933836
ACH-000242,-0.05488843163181484
ACH-000243,-0.033847304148081236
ACH-000244,-0.04116534707822129
ACH-000246,-0.1639490957737042
ACH-000248,-0.19640970964077312
ACH-000250,-0.08758162761625983
ACH-000251,0.22465672107866716
ACH-000252,-0.10570098867789966
ACH-000253,-0.06251084504864586
ACH-000255,-0.09089374956116192
ACH-000256,-0.1697537915098579
ACH-000257,-0.09011424554841707
ACH-000258,-0.1581174406788988
ACH-000259,-0.1154726274451942
ACH-000260,-0.16280530708141985
ACH-000261,-0.07943365296591715
ACH-000262,-0.2860424798608137
ACH-000263,-0.17082773866021075
ACH-000264,-0.12300509405588925
ACH-000265,0.039046503048022915
ACH-000266,-0.09850588282088453
ACH-000272,-0.1612814067006379
ACH-000274,-0.1952266880521423
ACH-000277,-0.04712504891381231
ACH-000278,-0.04647499922842477
ACH-000279,-0.2233518463490453
ACH-000280,-0.18700620145327573
ACH-000281,-0.12714059954941662
ACH-000288,-0.15811991526771144
ACH-000291,-0.13211824802215846
ACH-000293,-0.08852608459935561
ACH-000294,-0.03690410584786316
ACH-000295,-0.29831707979331873
ACH-000296,-0.41379592592742176
ACH-000302,-0.13927518012074933
ACH-000304,-0.1215703682091436
ACH-000307,-0.2702030723218943
ACH-000308,-0.15097119553354746
ACH-000310,-0.3790228449863328
ACH-000311,-0.08698732948822406
ACH-000312,-0.13714074694814968
ACH-000315,0.055194207889016585
ACH-000316,-0.14752602342353582
ACH-000317,-0.19088645736806611
ACH-000318,0.07168865714092773
ACH-000319,-0.09552964024200383
ACH-000320,-0.1501700629900198
ACH-000322,-0.02577547306699605
ACH-000323,-0.29591300743904164
ACH-000324,-0.2795918167147723
ACH-000329,-0.16019223901429785
ACH-000330,0.022245153104363383
ACH-000331,-0.1535246160580358
ACH-000332,-0.07741386565171524
ACH-000334,-0.04704443319606884
ACH-000335,-0.0407287557647779
ACH-000336,-0.11643257766883755
ACH-000337,-0.1133433819045736
ACH-000338,-0.11633549019206142
ACH-000339,-0.08507133564512129
ACH-000341,-0.10131050918860307
ACH-000348,-0.11225337681022443
ACH-000350,-0.23984380552949905
ACH-000352,-0.04027702985169903
ACH-000356,0.12526719095253327
ACH-000361,-0.1231351218703333
ACH-000362,-0.1508018474061634
ACH-000363,-0.211297830975356
ACH-000364,0.25636537704647955
ACH-000365,-0.14765869376719912
ACH-000366,-0.2389267252374033
ACH-000368,-0.19588002549599184
ACH-000374,-0.2045191755358612
ACH-000375,-0.2143127294021108
ACH-000376,-0.004836240949980614
ACH-000381,-0.13681532373451902
ACH-000383,-0.1062914449253118
ACH-000387,-0.2043354213334974
ACH-000389,-0.14062354458467732
ACH-000390,-0.23015251275410695
ACH-000393,-0.2346635336093161
ACH-000395,-0.3161120963074025
ACH-000396,-0.3603775598292983
ACH-000397,-0.06366552310000421
ACH-000401,-0.09791996154659427
ACH-000402,-0.19592868821415366
ACH-000403,-0.06410224472041462
ACH-000404,-0.125752859528914
ACH-000406,-0.1828956409611907
ACH-000407,-0.17318877636276214
ACH-000408,-0.19343969964117505
ACH-000410,-0.252144038231599
ACH-000411,-0.11498693693530365
ACH-000414,-0.1831249145422388
ACH-000415,-0.243976152093774
ACH-000416,0.04197272034297325
ACH-000420,-0.18993753405452665
ACH-000421,-0.13603625011909248
ACH-000424,0.0018755617209987047
ACH-000425,-0.17097333840717754
ACH-000426,-0.3685154396445627
ACH-000427,-0.09091877229242902
ACH-000433,-0.019424343640783468
ACH-000435,0.07268782113393267
ACH-000436,-0.25154782431302514
ACH-000444,-0.2486955890258624
ACH-000445,-0.05106837033567466
ACH-000448,-0.09498562052929044
ACH-000450,-0.007728424241740834
ACH-000452,-0.041134674563863216
ACH-000454,-0.15889780317567362
ACH-000458,-0.08811497148901015
ACH-000459,-0.20630187385474716
ACH-000460,-0.19504134190985506
ACH-000461,-0.003200606376831707
ACH-000463,-0.05862119888135595
ACH-000464,-0.20958266553831845
ACH-000466,-0.04633308312732681
ACH-000467,-0.1697361261616561
ACH-000468,-0.12307971293374703
ACH-000469,-0.09694532340757832
ACH-000470,-0.24452861170661666
ACH-000471,-0.10992751491358403
ACH-000472,-0.08130311757020331
ACH-000473,-0.18537897060535824
ACH-000475,-0.01722150505115515
ACH-000476,0.0364194435566412
ACH-000477,-0.08528429153986501
ACH-000479,-0.3711335119988184
ACH-000480,-0.006903593590889704
ACH-000481,-0.13358979342566185
ACH-000483,-0.198424549693764
ACH-000484,-0.2996951272780489
ACH-000485,-0.23024792841229136
ACH-000486,0.022988932082411626
ACH-000487,-0.165115290791209
ACH-000488,-0.1154966387469122
ACH-000490,-0.12946789291110186
ACH-000491,-0.190104821660266
ACH-000495,-0.1537286333461085
ACH-000496,-0.05331322279297738
ACH-000499,0.05579769928297075
ACH-000500,-0.16458500896480802
ACH-000502,-0.13603702654776728
ACH-000503,-0.05558016265251826
ACH-000505,-0.20849541612322534
ACH-000507,-0.2077981691224036
ACH-000510,-0.030049696681559875
ACH-000511,-0.16579465484529085
ACH-000512,-0.13446329708335308
ACH-000516,-0.02541560754411291
ACH-000517,-0.14282421896698452
ACH-000518,0.04864383777333564
ACH-000520,-0.1430141097726962
ACH-000521,-0.10009100281093536
ACH-000522,-0.02334010619000143
ACH-000524,-0.17768961121340246
ACH-000527,-0.03964010470762083
ACH-000528,-0.1297607590115174
ACH-000537,-0.11966842701526972
ACH-000541,-0.2863600639097723
ACH-000542,-0.10884552720580198
ACH-000544,-0.07613724068463107
ACH-000545,-0.20368272900109574
ACH-000547,0.09006104084536333
ACH-000548,-0.2615007178279941
ACH-000549,-0.2810580122447806
ACH-000550,-0.13503607304373358
ACH-000552,-0.10625119596319288
ACH-000556,-0.14093446823356784
ACH-000557,-0.11624552576735928
ACH-000569,-0.1785860020058402
ACH-000570,-0.17179975592355373
ACH-000571,-0.23600610924806906
ACH-000573,-0.3384865750609346
ACH-000576,-0.11854978810312705
ACH-000579,-0.08435684891152123
ACH-000580,-0.10421936398011078
ACH-000584,-0.13540636045898746
ACH-000585,-0.0835072837713003
ACH-000588,-0.011921908388224808
ACH-000589,-0.2492805664878789
ACH-000591,-0.09453479507292356
ACH-000593,-0.17835170470318595
ACH-000600,-0.01905434915822356
ACH-000601,-0.06412291219251963
ACH-000605,-0.11557045101502406
ACH-000606,-0.0938870235067614
ACH-000608,-0.11722644643116965
ACH-000614,-0.23376038181854825
ACH-000616,-0.0006983099253303562
ACH-000618,-0.08312853641578723
ACH-000619,-0.12007422704367778
ACH-000620,-0.12970074592857714
ACH-000621,-0.07987015555321779
ACH-000622,-0.05198630136231793
ACH-000623,-0.08221491949086644
ACH-000624,-0.1781310012725167
ACH-000627,-0.2261253461845414
ACH-000630,-0.05604223508713513
ACH-000631,-0.4010297425186565
ACH-000632,-0.17733187092661046
ACH-000633,-0.0783909406026536
ACH-000637,-0.12161463130577872
ACH-000638,-0.045948366981142484
ACH-000646,-0.16878528585565758
ACH-000647,-0.14528845592018028
ACH-000648,-0.17608790590843712
ACH-000649,-0.16311034507632322
ACH-000651,-0.06333840253359525
ACH-000652,-0.11585331272898786
ACH-000653,-0.14413892541794807
ACH-000657,-0.054468219065404735
ACH-000658,-0.27864701565401645
ACH-000661,-0.18807241569483746
ACH-000662,-0.228662894420588
ACH-000663,-0.2192335832405457
ACH-000665,-0.14280796932200138
ACH-000671,-0.1944482648988119
ACH-000672,0.07832251437573046
ACH-000673,-0.20411471460847547
ACH-000676,-0.01976384269705491
ACH-000677,-0.09958548636578232
ACH-000681,-0.18472960163999225
ACH-000683,-0.07960293221566297
ACH-000684,-0.05530367514902571
ACH-000688,-0.1279314470102128
ACH-000693,-0.07140394086456495
ACH-000694,-0.02252572479900859
ACH-000695,-0.29684773803299064
ACH-000696,0.08705843874374808
ACH-000697,-0.3022274315053728
ACH-000699,-0.21427110818071507
ACH-000701,0.002021403348275143
ACH-000706,-0.24854420260875776
ACH-000711,-0.0796200500293377
ACH-000713,-0.21320133065742214
ACH-000714,-0.13145907874101045
ACH-000718,-0.2711450514482805
ACH-000720,-0.19552931316565011
ACH-000721,-0.12824017139307586
ACH-000724,0.016383156557998175
ACH-000725,-0.2541260333226068
ACH-000732,-0.20832279208717708
ACH-000734,-0.04788073354855885
ACH-000735,-0.22793174010470085
ACH-000736,-0.2542652947277411
ACH-000738,-0.21408681233831708
ACH-000746,-0.11310733919913167
ACH-000747,-0.11645008321510307
ACH-000748,-0.21889352918521734
ACH-000753,-0.10827363257702607
ACH-000756,-0.09480576730866716
ACH-000757,-0.1807951588801787
ACH-000758,-0.10008444322410576
ACH-000760,-0.19131823013726976
ACH-000762,0.1825886577191597
ACH-000763,-0.2356074787115197
ACH-000764,-0.20869040836261316
ACH-000765,-0.1981701299609047
ACH-000766,-0.03670904113972004
ACH-000767,-0.2231405871131672
ACH-000768,-0.13190377169683332
ACH-000769,-0.2336498545385704
ACH-000770,-0.05753664908317545
ACH-000771,-0.0611694596905513
ACH-000773,-0.02513045649520191
ACH-000776,0.08245132242553066
ACH-000777,-0.16400441636946486
ACH-000778,-0.10035877978362964
ACH-000781,-0.006710007758598482
ACH-000782,-0.23058020879060406
ACH-000783,-0.026606613855706774
ACH-000784,-0.09139820769534172
ACH-000785,-0.034468558007246484
ACH-000787,-0.17385655355466278
ACH-000788,-0.07212174079607063
ACH-000791,-0.14987650954767212
ACH-000792,-0.23084509064069664
ACH-000794,-0.10960700013583934
ACH-000796,-0.220874952132848
ACH-000798,-0.17126329106755078
ACH-000799,-0.2004865847631938
ACH-000800,-0.05165307829594843
ACH-000802,-0.032394731420914286
ACH-000804,-0.08893116374197034
ACH-000805,0.03175055997719428
ACH-000809,-0.12656383490914888
ACH-000810,0.08416733833895594
ACH-000811,-0.10253016512598552
ACH-000817,0.15502847322939825
ACH-000819,-0.12969280759976748
ACH-000820,-0.3872673825309847
ACH-000821,0.028929399126465364
ACH-000822,-0.08840557337781026
ACH-000823,0.053215266849898635
ACH-000824,-0.04747489652765825
ACH-000827,-0.061416853647215414
ACH-000829,-0.07648745503158129
ACH-000831,-0.14788628013557872
ACH-000832,-0.043415969822125484
ACH-000833,-0.16852027816287168
ACH-000834,-0.15706331134024293
ACH-000835,0.036490241882789286
ACH-000836,-0.24860327561910275
ACH-000837,-0.07905422312663192
ACH-000838,-0.12150147444849844
ACH-000839,-0.41789050908547015
