,CCNI (10983)
ACH-000004,0.0585893074099458
ACH-000005,-0.0002367113392776416
ACH-000007,0.007959595650219455
ACH-000009,-0.12558005431280894
ACH-000011,-0.2119727875237644
ACH-000012,-0.10598647930013257
ACH-000013,0.12497311102177998
ACH-000014,-0.017183154160171417
ACH-000015,0.15719399330441747
ACH-000017,-0.12510386338764407
ACH-000018,-0.05022850055231837
ACH-000019,0.15155079693207565
ACH-000021,-0.011363166296161872
ACH-000022,-0.11364415017377565
ACH-000025,0.1729652257673647
ACH-000028,0.016969489300212238
ACH-000030,0.022106055341189708
ACH-000035,0.1970342900962213
ACH-000036,0.03734414084081015
ACH-000037,-0.016512656732565516
ACH-000039,-0.04531879099421898
ACH-000040,-0.14531044308478686
ACH-000041,0.06284035585572051
ACH-000042,-0.06691423644942397
ACH-000045,0.08244476306429219
ACH-000047,-0.009728233254686502
ACH-000052,0.0012299469968442614
ACH-000053,-0.045281621606791916
ACH-000054,0.05432519504558932
ACH-000055,0.07143691153623143
ACH-000060,-0.1254968527398457
ACH-000067,-0.1569700956562366
ACH-000070,-0.2786463178579756
ACH-000075,-0.21006128318178294
ACH-000078,0.15083341286489246
ACH-000082,0.07654758467370118
ACH-000085,0.08923549391822302
ACH-000086,0.11795500672741654
ACH-000087,0.036487658437879364
ACH-000092,-0.04618348994244535
ACH-000095,-0.08439184445989803
ACH-000097,-0.2568924818572332
ACH-000098,0.02582939290809509
ACH-000099,0.07376757155477895
ACH-000108,0.09100915585605776
ACH-000113,0.19047113679628133
ACH-000116,-0.10527834941440332
ACH-000118,0.04919142393703343
ACH-000120,0.20988306073786356
ACH-000123,-0.06135099477583919
ACH-000127,-0.027849148354587544
ACH-000128,-0.02490099154440649
ACH-000132,0.05371141272723568
ACH-000133,0.07133128861487108
ACH-000137,0.1022889500425021
ACH-000138,0.18130804596594066
ACH-000142,-0.0048497379128672035
ACH-000143,0.3297102775973208
ACH-000146,-0.08464932972491221
ACH-000148,-0.053684240774588034
ACH-000150,-0.057543792875412676
ACH-000152,-0.12588754794637722
ACH-000153,-0.31725878210320196
ACH-000159,-0.05626328520517083
ACH-000160,-0.04919367664682468
ACH-000163,-0.08719701115151965
ACH-000167,0.05168755108381543
ACH-000168,0.028223010371561906
ACH-000169,-0.15115966615789886
ACH-000178,-0.10469930528482056
ACH-000183,0.10143651878719574
ACH-000188,-0.017300952758101548
ACH-000189,0.08849969856588087
ACH-000190,0.038898313323420364
ACH-000198,-0.1244119152715714
ACH-000203,0.5774829369864302
ACH-000204,0.13912856945469862
ACH-000206,0.008383015279810951
ACH-000207,0.016173358328786892
ACH-000208,-0.464719021678331
ACH-000210,0.048917103655525165
ACH-000211,-0.04715738238429893
ACH-000215,-0.06487529415773463
ACH-000221,0.04677437496452265
ACH-000222,-0.09809398005592547
ACH-000223,0.06667345979689797
ACH-000226,-0.2062978095645224
ACH-000227,-0.04901556056277953
ACH-000228,-0.1079186709320876
ACH-000231,-0.16716881670430406
ACH-000232,0.08946304338606352
ACH-000233,-0.019392100677228238
ACH-000234,0.019952632909079213
ACH-000235,0.0205814037137732
ACH-000237,0.027481543543717048
ACH-000238,0.05602780011367068
ACH-000242,0.0489799750104772
ACH-000243,-0.02425165575434057
ACH-000244,-0.35431540393667105
ACH-000246,-0.2008488540828962
ACH-000248,-0.05848925754726615
ACH-000250,-0.08893275871518534
ACH-000251,-0.0014387973312036714
ACH-000252,-0.16685819476154765
ACH-000253,0.10642194234169768
ACH-000255,0.09061529534473213
