,SPATS2 (65244)
ACH-000004,0.0037020318982263923
ACH-000005,0.055466916044950534
ACH-000007,0.2196168077399594
ACH-000009,0.3023177166493549
ACH-000011,0.2159471349496868
ACH-000012,0.26334173710818265
ACH-000013,0.1913510191398571
ACH-000014,0.2553333603663981
ACH-000015,0.26364698132014186
ACH-000017,0.01148392019225983
ACH-000018,0.13833631745588665
ACH-000019,0.2890364717302422
ACH-000021,0.2387762175056878
ACH-000022,0.30874725417077103
ACH-000025,0.15480721489512195
ACH-000028,0.22178223240210246
ACH-000030,0.2288147884016884
ACH-000035,0.09741669501057093
ACH-000036,0.18270270445562006
ACH-000037,0.32036787342094164
ACH-000039,0.3761936531079533
ACH-000040,0.22744764139139906
ACH-000041,0.04377656498632273
ACH-000042,0.32081778482515555
ACH-000045,0.3069654800297782
ACH-000047,0.221739209589448
ACH-000052,0.06173413498050355
ACH-000053,0.2212878959278292
ACH-000054,0.22161893545796849
ACH-000055,0.16127562357629902
ACH-000060,0.2062328687247696
ACH-000067,0.2421801172998056
ACH-000070,0.3215875202520824
ACH-000075,0.40333552082214624
ACH-000078,0.22020973420811213
ACH-000082,0.2351452091346455
ACH-000085,0.3143487485072164
ACH-000086,0.14414594380305942
ACH-000087,0.1616233843031181
ACH-000092,0.23936420195470226
ACH-000095,0.2088520907470101
ACH-000097,0.3144273524475257
ACH-000098,0.1662238326330761
ACH-000099,0.27793798855217816
ACH-000108,0.2587020818748386
ACH-000113,0.2036427741026848
ACH-000116,0.1640132829644884
ACH-000118,0.2154974106754244
ACH-000120,0.4066534860499637
ACH-000123,0.29257672790474354
ACH-000127,0.2196204050124454
ACH-000128,0.29283876428937755
ACH-000132,0.4663825581365586
ACH-000133,0.1665144128073137
ACH-000137,0.1678152431676402
ACH-000138,0.20770351576777787
ACH-000142,0.2449522384770791
ACH-000143,0.09113723033683464
ACH-000146,0.2308880066860854
ACH-000148,0.19119501955104004
ACH-000150,0.3731806477210576
ACH-000152,0.08601673428887263
ACH-000153,0.2726381996820589
ACH-000159,0.2957752924912115
ACH-000160,0.2222709479629066
ACH-000163,0.1887988780525288
ACH-000167,0.21699433732268172
ACH-000168,0.24823976142611764
ACH-000169,0.3431444041445361
ACH-000178,0.3002465962881835
ACH-000183,0.1508833862981896
ACH-000188,0.3355980147766751
ACH-000189,0.3242091562812318
ACH-000190,0.2791593513316155
ACH-000198,0.2351881395174653
ACH-000203,0.018794659523566726
ACH-000204,0.2853212065328176
ACH-000206,0.13593563180993434
ACH-000207,0.12346656108228535
ACH-000208,0.0017591483346172832
ACH-000210,0.3287250380499219
ACH-000211,0.3212578021905006
ACH-000215,0.13006825056264978
ACH-000221,0.360837329321901
