,WSB2 (55884)
ACH-000004,-0.2075483621710999
ACH-000005,0.018740892143942804
ACH-000007,0.11674236565690466
ACH-000009,-0.10911718256954404
ACH-000011,-0.19886088321611275
ACH-000012,-0.19761116215681304
ACH-000013,-0.11442396600142712
ACH-000014,-0.13802760219987978
ACH-000015,-0.2832058331147647
ACH-000017,-0.13516467148515598
ACH-000018,0.05701128886347138
ACH-000019,-0.22029122452763145
ACH-000021,-0.20872490590551188
ACH-000022,-0.2408847155222658
ACH-000025,-0.16455457584005453
ACH-000028,-0.11454667643508197
ACH-000030,-0.06963624568493362
ACH-000035,-0.17167087391195146
ACH-000036,-0.15207872491971322
ACH-000037,-0.20330154134928
ACH-000039,-0.5507357896348786
ACH-000040,-0.18914011435110856
ACH-000041,-0.15078874656655408
ACH-000042,-0.16192768617222522
ACH-000045,-0.27932440779185497
ACH-000047,-0.10188240034358784
ACH-000052,-0.4619940452274193
ACH-000053,-0.0968177938122881
ACH-000054,-0.2332006352494796
ACH-000055,-0.10993591935673708
ACH-000060,-0.2376723008158804
ACH-000067,-0.2610058558839323
ACH-000070,-0.37585042840548855
ACH-000075,-0.0530958301853132
ACH-000078,-0.4814133906705119
ACH-000082,-0.1744202830782027
ACH-000085,0.07358942160306453
ACH-000086,-0.19817193029852026
ACH-000087,-0.6862402524257006
ACH-000092,-0.21379667618530987
ACH-000095,-0.2273006767896928
ACH-000097,-0.11378905830563248
ACH-000098,-0.2230430059579312
ACH-000099,-0.31089239790624906
ACH-000108,0.04567184575889729
ACH-000113,-0.22899570555167886
ACH-000116,-0.1599043810665204
ACH-000118,0.005237145774937064
ACH-000120,-0.32186575111372184
ACH-000123,-0.22721459071405925
ACH-000127,-0.21511087770944776
ACH-000128,-0.10601211543029616
ACH-000132,-0.15965893898836206
ACH-000133,-0.2857233015717616
ACH-000137,-0.11857466925791885
ACH-000138,-0.024977825993608517
ACH-000142,-0.1656754830540873
ACH-000143,-0.07145080926962054
ACH-000146,-0.2616077976885049
ACH-000148,-0.11022208367666053
ACH-000150,-0.16950531311161268
ACH-000152,-0.30743394438610466
ACH-000153,-0.16324714568991916
ACH-000159,-0.09075994237972447
ACH-000160,-0.10936989761846656
ACH-000163,-0.2550893393012643
