,TOP3B (8940)
ACH-000004,-0.1651761704905805
ACH-000005,-0.21711825145213426
ACH-000007,-0.0319846530859671
ACH-000009,-0.05116554200712331
ACH-000011,-0.08186297448313616
ACH-000012,-0.11098911341037572
ACH-000013,-0.10182584845694154
ACH-000014,-0.3191899957913333
ACH-000015,-0.12624958686023802
ACH-000017,-0.1833007854214663
ACH-000018,-0.10583473269739402
ACH-000019,-0.22047021731528524
ACH-000021,-0.09188051646055947
ACH-000022,-0.17998169563841554
ACH-000025,-0.3134680925278657
ACH-000028,-0.010836895390410715
ACH-000030,-0.16727703052017226
ACH-000035,-0.2635921203728687
ACH-000036,0.0067188367932475785
ACH-000037,-0.1085393243772636
ACH-000039,-0.1807996412620392
ACH-000040,-0.15300493707492588
ACH-000041,-0.21299231677621716
ACH-000042,-0.2065586386802226
ACH-000045,-0.14260089539905366
ACH-000047,-0.09701058871594558
ACH-000052,0.05965186691295221
ACH-000053,-0.2798909486025628
ACH-000054,-0.15977675768819508
ACH-000055,-0.32749607267921305
ACH-000060,-0.2710198356853362
ACH-000067,-0.18802223861127185
ACH-000070,0.01859933973279824
ACH-000075,-0.15049871529578587
ACH-000078,-0.2516561099545769
ACH-000082,-0.0560207546143519
ACH-000085,-0.2924556221557499
ACH-000086,0.005444313856704395
ACH-000087,-0.01962530270667361
ACH-000092,-0.229409346448586
ACH-000095,-0.032515463575930964
ACH-000097,0.016347678025914438
ACH-000098,-0.2128966115259049
ACH-000099,-0.156842221949117
ACH-000108,-0.3146603853074675
ACH-000113,-0.1931007230305782
ACH-000116,-0.12046298776803865
ACH-000118,-0.21091213159647373
ACH-000120,-0.1319863934601417
ACH-000123,-0.14903449558243126
ACH-000127,-0.04495244165278791
ACH-000128,0.04290672897189365
ACH-000132,-0.03723658730312377
ACH-000133,-0.2626776053078665
ACH-000137,0.06013360990970714
ACH-000138,-0.01310679424313783
ACH-000142,0.06955317019220203
ACH-000143,-0.23149975407345166
ACH-000146,-0.07687080224171637
ACH-000148,-0.027534847128891638
ACH-000150,-0.1307635765153241
ACH-000152,0.05424641330744652
ACH-000153,0.11040461355678473
ACH-000159,0.04149978688842903
ACH-000160,-0.09370463525133306
ACH-000163,0.04555170998054845
ACH-000167,-0.2132798369133368
ACH-000168,-0.06160737491118691
ACH-000169,-0.1030583698871373
ACH-000178,-0.036826100066183184
ACH-000183,-0.2144475578550974
ACH-000188,-0.11078512157709892
ACH-000189,0.05465865440838237
ACH-000190,-0.27155062341632163
ACH-000198,0.07412969632912722
ACH-000203,-0.4060429145145343
ACH-000204,0.15589422308220965
ACH-000206,-0.030550431662607118
ACH-000207,-0.023611599180510038
ACH-000208,0.10577495989325372
ACH-000210,-0.0475779226925907
ACH-000211,-0.29356970968100515
ACH-000215,-0.08361632021630598
ACH-000221,-0.10975547744158087
ACH-000222,-0.2562224714020422
ACH-000223,-0.12866009697336758
ACH-000226,-0.09116668763077683
ACH-000227,-0.07379847759468762
ACH-000228,0.04913345851894858
ACH-000231,-0.2831365828072864
ACH-000232,-0.16410134052388198
ACH-000233,-0.2917036522309761
ACH-000234,-0.03073720660561638
ACH-000235,-0.03688847624212682
ACH-000237,-0.16225725925467607
ACH-000238,-0.19681988629816047
ACH-000242,0.28432885366813754
ACH-000243,-0.17819797903689155
ACH-000244,-0.1725443821735141
ACH-000246,-0.0916579801500087
ACH-000248,0.02368728363671788
ACH-000250,-0.08133531383251437
ACH-000251,-0.0848202683815933
ACH-000252,-0.2592811085545261
ACH-000253,-0.06795499757647087
ACH-000255,-0.21058629354309352
ACH-000256,-0.12237147184543942
ACH-000257,-0.012706577954858052
ACH-000258,0.08088302103994928
ACH-000259,-0.1952583665144408
ACH-000260,-0.11359342522713375
ACH-000261,-0.09129991561026336
ACH-000262,-0.0268271967125366
ACH-000263,0.07089075639279553
ACH-000264,-0.11821212346012053
ACH-000265,-0.28386523912759265
ACH-000266,-0.14648546398064602
ACH-000272,-0.15271178343490374
ACH-000274,-0.16875195450555627
ACH-000277,-0.0990797991973877
ACH-000278,-0.19345977484392696
ACH-000279,-0.17385924087731353
ACH-000280,-0.12539120809695367
ACH-000281,0.028872879805508976
ACH-000288,-0.10280783786857033
ACH-000291,-0.2357504310879432
ACH-000293,-0.12188684500947715
ACH-000294,0.08851035208178436
ACH-000295,-0.4711676091718943
ACH-000296,-0.13061481858880394
ACH-000302,-0.21491016219407386
ACH-000304,-0.19997018763267396
ACH-000307,-0.1856429155323803
ACH-000308,-0.0979682267538999
ACH-000310,-0.08009216661918263
ACH-000311,-0.2245724698034019
ACH-000312,-0.01887281591246771
ACH-000315,0.17319807014618271
ACH-000316,-0.07275282174659513
ACH-000317,-0.1761212370604179
ACH-000318,-0.15904207631400405
ACH-000319,-0.08652448874998822
ACH-000320,-0.12135184649542853
ACH-000322,-0.2495271188860048
ACH-000323,-0.3895637905715398
ACH-000324,-0.07232061995249807
ACH-000329,-0.17849523506929368
ACH-000330,-0.1370616903864869
ACH-000331,-0.027376861547531862
ACH-000332,-0.17203586446821925
ACH-000334,-0.05622535679641104
ACH-000335,-0.2450043962376715
ACH-000336,-0.27189345064585146
ACH-000337,-0.2094234768247444
ACH-000338,-0.4324441197526093
ACH-000339,-0.15090939827523156
ACH-000341,-0.28459252419152514
ACH-000348,-0.06496661148837148
ACH-000350,-0.15530830585449024
ACH-000352,-0.10946963986440048
ACH-000356,0.10140662259193596
ACH-000361,-0.10901808345885776
ACH-000362,0.036508879203938256
ACH-000363,-0.1258660336297053
ACH-000364,-0.18969217191011872
ACH-000365,-0.14727221835241736
ACH-000366,-0.13397005651366128
ACH-000368,-0.2255830578583235
ACH-000374,-0.009887216068344813
ACH-000375,0.004501805201740125
ACH-000376,-0.05415022143181651
ACH-000381,-0.1037826940633019
ACH-000383,-0.16773103068242698
ACH-000387,-0.12176052015281065
ACH-000389,-0.014706366735889704
ACH-000390,-0.16667451250814722
ACH-000393,-0.19846579653425048
ACH-000395,-0.1292966901351349
ACH-000396,-0.00808610151258715
ACH-000397,-0.024968077543842976
ACH-000401,-0.4273351988023553
ACH-000402,-0.22358129939919505
ACH-000403,-0.1755011542212147
ACH-000404,-0.1924055810480904
ACH-000406,-0.15950617199882738
ACH-000407,-0.008048049715009664
ACH-000408,-0.13507743269457334
ACH-000410,-0.024543292809960843
ACH-000411,-0.22165809845272005
ACH-000414,-0.1674516135462355
ACH-000415,-0.017694753986813538
ACH-000416,-0.22425842899562232
ACH-000420,-0.08200208513561291
ACH-000421,-0.400359551192042
ACH-000424,-0.4201289026638224
ACH-000425,-0.3986850413773212
ACH-000426,0.07647528353179091
ACH-000427,-0.22113726905863773
ACH-000433,-0.08358753535890433
ACH-000435,-0.2365169943514696
ACH-000436,-0.11198275369618046
ACH-000444,-0.16357789111007073
ACH-000445,-0.16918604981009114
ACH-000448,-0.14094108375932915
ACH-000450,0.11163757358901437
ACH-000452,-0.0738935465123828
ACH-000454,-0.04066439003292096
ACH-000458,-0.3278398231485064
ACH-000459,0.05629439987493995
ACH-000460,-0.07371268128586514
ACH-000461,-0.22388996270092595
ACH-000463,-0.1445057631210788
ACH-000464,-0.026141340672065645
ACH-000466,-0.2125406696104067
ACH-000467,0.06416957486865395
ACH-000468,-0.09565433758573604
ACH-000469,-0.10748283305001574
ACH-000470,-0.2711571710497991
ACH-000471,-0.15771051712923784
ACH-000472,-0.1875150210578022
ACH-000473,-0.15481617002604486
ACH-000475,-0.0551329932575397
ACH-000476,0.10699166027064347
ACH-000477,-0.28389979003906035
ACH-000479,-0.275620045327884
ACH-000480,-0.19816337770098447
ACH-000481,-0.20910074160240896
ACH-000483,-0.60618877615386
ACH-000484,-0.2231336892668072
ACH-000485,-0.07083783399362925
ACH-000486,-0.30368802950277113
ACH-000487,-0.0788768853420381
ACH-000488,-0.10091403435409707
ACH-000490,-0.11022237847869217
ACH-000491,-0.15538883144297588
ACH-000495,-0.1853150407612621
ACH-000496,0.06117233991155356
ACH-000499,-0.0128669934911407
ACH-000500,0.0941648372128631
ACH-000502,-0.12029208407186802
ACH-000503,-0.06500443116517754
ACH-000505,-0.1102169655734479
ACH-000507,-0.13599264711985565
ACH-000510,-0.1847400830730128
ACH-000511,-0.30664483041251045
ACH-000512,0.0879896762352985
ACH-000516,-0.33152023432555777
ACH-000517,-0.16311873161737567
ACH-000518,-0.1275439456984449
ACH-000520,0.12598978917306453
ACH-000521,-0.08465097092370748
ACH-000522,-0.05949380558238876
ACH-000524,-0.11414449367395113
ACH-000527,-0.178474780259467
ACH-000528,-0.25095209726318146
ACH-000537,-0.046333382396225815
ACH-000541,-0.16847480897124598
ACH-000542,-0.1971472921352832
ACH-000544,-0.101236677634408
ACH-000545,-0.18431214731015472
ACH-000547,-0.1148139343534916
ACH-000548,-0.14334328520373468
ACH-000549,0.06710662876201531
ACH-000550,-0.11481599152168305
ACH-000552,-0.1983875814969758
ACH-000556,-0.00788911702594359
ACH-000557,-0.2015025791752056
ACH-000569,0.2790720892418975
ACH-000570,-0.20008080726817315
ACH-000571,-0.1176062190317917
ACH-000573,-0.1596908117469258
ACH-000576,-0.09698415218533403
ACH-000579,0.011878964957818143
ACH-000580,-0.2066739286714574
ACH-000584,-0.008057237307679403
ACH-000585,0.018798610395016357
ACH-000588,0.025754654477971976
ACH-000589,-0.3200100261992673
ACH-000591,0.10899926329837037
ACH-000593,0.010207353941628972
ACH-000600,-0.1034025517478994
ACH-000601,-0.19356547741790472
ACH-000605,0.015073706098771887
ACH-000606,0.022803449064604117
ACH-000608,-0.1658763658214414
ACH-000614,-0.036762441094247617
ACH-000616,-0.21032739417048016
ACH-000618,-0.1732974561251663
ACH-000619,-0.12408483021202706
ACH-000620,-0.09466558259675084
