,PPP1R13L (10848)
ACH-000190,0.022559139460074904
ACH-000198,-0.17991018091772845
ACH-000203,-0.19910780860679275
ACH-000204,-0.04818105205847812
ACH-000206,-0.29673347142018586
ACH-000207,-0.3020713133707565
ACH-000208,0.07427599647385025
ACH-000210,0.1040336049003228
ACH-000211,-0.13329580664576055
ACH-000215,-0.05272381809819812
ACH-000221,-0.10271051351694042
ACH-000222,-0.2272367939979029
ACH-000223,-0.15124862394865812
ACH-000226,-0.15160450779519402
ACH-000227,-0.1602255005071308
ACH-000228,-0.307491906886709
ACH-000231,-0.015970495230867753
ACH-000232,-0.15758107151399967
ACH-000233,-0.2556702365014483
ACH-000234,-0.2338384103369696
ACH-000235,-0.22032977033654952
ACH-000237,-0.16571532974542902
ACH-000238,0.008038769179587959
ACH-000242,-0.06820478296794026
ACH-000243,-0.16409420113048356
ACH-000244,-0.14574096759521202
ACH-000246,-0.11730813053673805
ACH-000248,-0.04743969348449551
ACH-000250,-0.2642124938678337
ACH-000251,-0.20694220586627352
ACH-000252,-0.09490817002860144
ACH-000253,-0.2078295030561168
ACH-000255,-0.1737769308714836
ACH-000256,-0.1330519367458632
ACH-000257,-0.12034348550708375
ACH-000258,-0.06634618487110415
ACH-000259,-0.18259742766044326
ACH-000260,-0.2296494014648603
ACH-000261,-0.16336151679861285
ACH-000262,-0.049812340097453785
ACH-000263,-0.2045821466211177
ACH-000264,-0.09320602588708367
ACH-000265,-0.19764239127959407
ACH-000266,-0.18297235274627505
ACH-000272,-0.17844140001991926
ACH-000274,-0.19885871931973875
ACH-000277,-0.11235110796439206
ACH-000278,-0.2311562285656241
ACH-000279,-0.17578872159124495
ACH-000280,-0.24102003611825415
ACH-000281,-0.003577272930857282
ACH-000288,-0.11772332446051832
ACH-000291,-0.2429668433124645
ACH-000293,0.021957232208875813
ACH-000294,-0.10334213024039916
ACH-000295,-0.13602668859181982
ACH-000296,-0.2206003573584422
ACH-000302,-0.2651407572772989
ACH-000304,-0.12752844437767905
ACH-000307,-0.03887172606096339
ACH-000308,-0.11784233232234925
ACH-000310,-0.1964865123189935
ACH-000311,-0.034728635583308395
ACH-000312,-0.009122832145479213
ACH-000315,-0.21305949515159375
ACH-000316,-0.1176208573917164
ACH-000317,-0.06884688704610341
ACH-000318,-0.0982478936062256
ACH-000319,-0.15506265926490634
ACH-000320,-0.010085748641446578
ACH-000322,-0.31831991178985497
ACH-000323,-0.06458998546806696
ACH-000324,-0.10094073731328776
ACH-000329,-0.11511754967292705
ACH-000330,-0.2244670734652574
ACH-000331,-0.20172265358883404
ACH-000332,-0.1775835757845194
ACH-000334,-0.052698069821132135
ACH-000335,-0.2485235599214344
ACH-000336,-0.45887338885908396
ACH-000337,-0.092226594607934
ACH-000338,0.21470093020987668
ACH-000339,-0.16862377721675847
ACH-000341,-0.12085406861629795
ACH-000348,-0.09459301336289792
ACH-000350,-0.12596316323404044
ACH-000352,-0.05024517698550048
ACH-000356,-0.20394056091707502
ACH-000361,-0.1320051854646722
ACH-000362,-0.20447786759588488
ACH-000363,-0.15215257028459744
ACH-000364,-0.15754803004565165
ACH-000365,-0.29810691081827256
ACH-000366,-0.19790570215104586
ACH-000368,-0.14250443680105998
ACH-000374,-0.22270503048604806
ACH-000375,-0.2706473389244237
ACH-000376,-0.2002608120783607
ACH-000381,-0.11076695651159547
ACH-000383,-0.1888363307312515
ACH-000387,-0.1373727798728443
ACH-000389,-0.1669785656075746
ACH-000390,-0.017973954622786434
ACH-000393,-0.16083350412258207
ACH-000395,-0.1499810545519068
ACH-000396,-0.15176919924438625
ACH-000397,-0.1526287638511394
ACH-000401,-0.2210702215984567
ACH-000402,-0.03583690054131325
ACH-000403,-0.14066389476868893
ACH-000404,0.012572912215563184
ACH-000406,-0.11119752391713564
ACH-000407,-0.1427290428078932
ACH-000408,-0.30479066447304193
ACH-000410,-0.14296698545034764
ACH-000411,-0.1332594011459241
ACH-000414,-0.14398364350386206
ACH-000415,-0.1882343643718716
ACH-000416,-0.20211633488047373
ACH-000420,0.11750013458406786
ACH-000421,-0.1143042617350854
ACH-000424,-0.17522991003326338
ACH-000425,-0.1365479864340735
ACH-000426,-0.25791147371788176
ACH-000427,-0.40764088890009337
ACH-000433,-0.08549526155783485
ACH-000435,-0.15458152148544654
ACH-000436,-0.05696592503980957
ACH-000444,-0.20200263639907434
ACH-000445,-0.154331246192883
ACH-000448,-0.17846978453176815
ACH-000450,-0.34897783140277266
ACH-000452,-0.06525951756594506
ACH-000454,-0.10827984067980044
ACH-000458,-0.2876524975975767
ACH-000459,-0.0048849953910256524
ACH-000460,-0.17442358759878013
ACH-000461,-0.21843816144428227
ACH-000463,-0.3078848654252496
ACH-000464,-0.04541482173302139
ACH-000466,-0.132798293033489
ACH-000467,-0.029301195946167737
ACH-000468,-0.17541041718708286
ACH-000469,-0.18129021537602708
ACH-000470,-0.14026532796874847
ACH-000471,0.07133811258581095
ACH-000472,-0.1624605979035248
ACH-000473,-0.11137749791070477
ACH-000475,-0.1840528473262072
ACH-000476,-0.156940473847497
ACH-000477,-0.16865740190009765
ACH-000479,-0.1722527306816861
ACH-000480,-0.11384953171026613
ACH-000481,-0.2634176138141058
ACH-000483,-0.08062995116965728
ACH-000484,-0.3066689093539261
ACH-000485,-0.12295949987787537
ACH-000486,-0.21445948490597944
ACH-000487,-0.056554036927559524
ACH-000488,-0.07326326006561346
ACH-000490,-0.17190366576965116
ACH-000491,-0.17526186414853814
ACH-000495,-0.1374458506509292
ACH-000496,-0.18105260415813135
ACH-000499,-0.2602937465221726
ACH-000500,-0.17782411581851984
ACH-000502,-0.21993918220986802
ACH-000503,-0.2929006330153043
ACH-000505,-0.0573293826517081
ACH-000507,-0.15628291683123385
ACH-000510,-0.2286358666305364
ACH-000511,-0.14484922012502768
ACH-000512,-0.021264020008037003
ACH-000516,-0.05583829803966982
ACH-000517,-0.18868440529620054
ACH-000518,-0.20110426121145947
ACH-000520,-0.2536460644429564
ACH-000521,-0.09425136843605762
ACH-000522,-0.1718824772803598
ACH-000524,-0.21778960019400992
ACH-000527,-0.09759317427638046
ACH-000528,-0.04218832616529666
ACH-000537,-0.059966646802864995
ACH-000541,-0.07029940040573172
ACH-000542,-0.2382122327397652
ACH-000544,-0.1431047113859122
ACH-000545,-0.1559068460003307
ACH-000547,-0.11001198989149012
ACH-000548,-0.2523983679225245
ACH-000549,-0.36414781336740415
ACH-000550,-0.03288493312445072
ACH-000552,-0.2944862289276046
ACH-000556,-0.13451078180973336
ACH-000557,-0.17521805853137756
ACH-000569,-0.031178233570301358
ACH-000570,-0.120064514472078
ACH-000571,-0.21729482956192325
ACH-000573,-0.031836029006644576
ACH-000576,-0.03035683719245702
ACH-000579,0.11911544056073205
ACH-000580,-0.07481613896585848
ACH-000584,-0.11270814034952052
ACH-000585,-0.14432785209119509
ACH-000588,-0.1990762724166539
ACH-000589,-0.14745435872288762
ACH-000591,-0.1839125942994876
ACH-000593,-0.14653692294726325
ACH-000600,-0.1673514025689986
ACH-000601,-0.11350824011499415
ACH-000605,-0.12910730603942094
ACH-000606,-0.1005236915810742
ACH-000608,-0.29764544457454084
ACH-000614,-0.1987513573952437
ACH-000616,-0.1696421383851111
ACH-000618,-0.1392552015782964
ACH-000619,-0.24308542370418898
ACH-000620,0.01848418027359092
ACH-000621,-0.12803057245610186
ACH-000622,-0.19654879030167166
ACH-000623,-0.17573638879136233
ACH-000624,-0.2367951603803314
ACH-000627,-0.16456606338267188
ACH-000630,-0.22313576462048298
ACH-000631,-0.5430820787662464
ACH-000632,-0.16581007511648216
ACH-000633,-0.23826311991153984
ACH-000637,-0.09114344989812227
ACH-000638,-0.1637874866365071
ACH-000646,0.0029142389059328326
ACH-000647,-0.0959736664504785
ACH-000648,-0.239170606809464
ACH-000649,-0.2398784167805881
ACH-000651,-0.11293921568894752
ACH-000652,-0.08353245117906792
ACH-000653,-0.24858102427460235
ACH-000657,-0.1716426464839625
ACH-000658,-0.042620526897156716
ACH-000661,-0.19825362990354506
ACH-000662,0.08038901005936891
ACH-000663,-0.2068251118274186
ACH-000665,-0.16682804333027765
ACH-000671,-0.07034825492755542
ACH-000672,-0.5499263619805526
ACH-000673,-0.1570070960120006
ACH-000676,-0.13856428197836895
ACH-000677,-0.11784845215241815
ACH-000681,-0.19840585118548745
ACH-000683,-0.07884297712325182
ACH-000684,-0.333459734874339
ACH-000688,-0.4038178807433688
ACH-000693,-0.12329864825450655
ACH-000694,-0.2887615013526086
ACH-000695,-0.09471889551666136
ACH-000696,-0.2124184632707636
ACH-000697,-0.1082467161455646
ACH-000699,-0.1666486306463307
ACH-000701,-0.14593674595005132
ACH-000706,-0.14033325663355534
ACH-000711,-0.1630586533506425
ACH-000713,-0.26986813388437203
ACH-000714,-0.22897892893259944
ACH-000718,-0.10985755510331184
ACH-000720,-0.11831795455310345
ACH-000721,-0.15288873722565074
ACH-000724,-0.09759282437965557
ACH-000725,-0.06597971290927436
ACH-000732,-0.1829193378207533
ACH-000734,-0.14029442938644238
ACH-000735,-0.10108304409255284
ACH-000736,-0.19788399693181147
ACH-000738,-0.13790287696630793
ACH-000746,-0.11522418173455475
ACH-000747,-0.2089871090498012
ACH-000748,-0.0750790130087745
ACH-000753,-0.10759321517387814
ACH-000756,-0.30445559248151804
ACH-000757,-0.2565851847007522
ACH-000758,-0.03649043402958183
ACH-000760,-0.18953608263079247
ACH-000762,-0.1071835597336236
ACH-000763,-0.2130528769939004
ACH-000764,-0.3420356161755883
ACH-000765,-0.10718770040591533
ACH-000766,-0.21096478394021306
ACH-000767,-0.21895056819854114
ACH-000768,-0.028066889805605903
ACH-000769,-0.03326951191006375
ACH-000770,-0.14160926816439567
ACH-000771,-0.20252032696896252
ACH-000773,-0.22428557788384607
ACH-000776,-0.2502762240585213
ACH-000777,-0.11238038351615796
ACH-000778,-0.2161148150574328
ACH-000781,-0.18331926199703147
ACH-000782,0.026318243901203308
ACH-000783,-0.1961295619493355
ACH-000784,-0.16813988769299726
ACH-000785,-0.19981703702363954
ACH-000787,-0.19008492741684055
ACH-000788,-0.12450340164795848
ACH-000791,-0.17292702483710662
ACH-000792,-0.27081832559956004
ACH-000794,-0.15667142432403255
ACH-000796,-0.16788467755271352
ACH-000798,-0.13192692687363033
ACH-000799,-0.1555014350490331
ACH-000800,-0.3212094230688266
ACH-000802,-0.07304215068846864
ACH-000804,-0.014854800040526391
ACH-000805,-0.07063239920841091
ACH-000809,-0.17695230194974298
ACH-000810,-0.31159465361242256
ACH-000811,-0.14297059301494405
ACH-000817,-0.014095313895120441
ACH-000819,-0.1903977879650628
ACH-000820,-0.05968633491490012
ACH-000821,-0.1878545802416768
ACH-000822,-0.2141446675972462
ACH-000823,-0.12057371082440005
ACH-000824,-0.32054826942612297
ACH-000827,-0.07966873610034875
ACH-000829,-0.2846880745589957
ACH-000831,-0.11435700622854357
ACH-000832,-0.2343179981791033
ACH-000833,0.011825919560084693
ACH-000834,-0.07352443912820883
ACH-000835,-0.25087501162089604
ACH-000836,0.055472865679012905
ACH-000837,-0.06389510778339128
ACH-000838,-0.011280084345480805
ACH-000839,0.05167989726893362
ACH-000840,-0.2260459946050072
ACH-000841,-0.26071459753030723
ACH-000843,-0.02948818619541747
ACH-000846,-0.354308827183839
ACH-000847,-0.3903475707305815
ACH-000848,-0.2208601965153233
ACH-000849,-0.12228069636239068
ACH-000851,0.06609994934723587
ACH-000855,-0.06517146651978423
ACH-000856,-0.15888174617899165
ACH-000858,-0.11469854425948812
ACH-000859,-0.05869720285191553
ACH-000861,-0.3432303253876136
ACH-000862,-0.07336593853447748
ACH-000865,-0.14582987278415294
ACH-000866,-0.1491946787366451
ACH-000867,-0.19316654147883172
ACH-000869,0.010458986409982622
ACH-000872,-0.21868937751805004
ACH-000873,-0.5053139498168363
ACH-000876,-0.247264605849658
ACH-000878,-0.19300069975508144
ACH-000880,0.03603159776715637
ACH-000881,-0.15249570443720953
ACH-000882,-0.20037613421470574
ACH-000884,-0.12103720744221655
ACH-000885,-0.17312482327308434
ACH-000887,-0.0910059928728825
ACH-000889,-0.2503672080644735
ACH-000896,-0.14478575908931282
ACH-000898,-0.1781021403233035
ACH-000900,-0.3990455879717152
ACH-000901,-0.1741653308519467
ACH-000905,-0.1479750307962426
ACH-000906,-0.09265385272946282
ACH-000907,0.048024490249579235
ACH-000910,-0.11322167054451487
ACH-000911,-0.2158203356068017
ACH-000912,-0.2587547522890819
ACH-000913,-0.2030616681083462
ACH-000915,-0.11215650803692287
ACH-000916,-0.12342816609241827
ACH-000917,-0.3777477158705332
ACH-000920,-0.4940871068132371
ACH-000921,-0.1981215449313041
ACH-000924,-0.047921500073370114
ACH-000926,-0.2473593448810295
ACH-000928,-0.2544481556473477
ACH-000929,-0.1198255817879176
ACH-000932,-0.2488219991548633
ACH-000935,0.05657070548242087
ACH-000936,0.016715820477357892
ACH-000937,-0.255628295281152
ACH-000938,0.01584903805242872
ACH-000939,0.04978896304586635
ACH-000941,-0.274357528606972
ACH-000943,-0.12804096667424694
ACH-000946,-0.278959974351094
ACH-000947,-0.11976092497090494
ACH-000948,-0.29058931259681064
ACH-000950,-0.21519007386851566
ACH-000953,-0.3080928738107634
ACH-000954,-0.482814842670315
ACH-000957,-0.14780517748795693
ACH-000958,-0.2599717730178922
ACH-000960,-0.10187149259913976
ACH-000963,-0.14264934134593965
ACH-000968,-0.02804545225396361
ACH-000969,-0.4648010205434388
ACH-000972,-0.3887370306555423
ACH-000973,-0.13390287345367266
ACH-000974,-0.3089692046189698
ACH-000978,-0.11895288003470415
ACH-000984,-0.10762083265437113
ACH-000986,-0.09840454104837544
ACH-000988,-0.2442037049609057
ACH-000993,-0.2550135198183699
ACH-000994,-0.17403975719589132
ACH-000996,-0.2190762426255842
ACH-001001,-0.2400408544657528
ACH-001020,0.1489619409399299
ACH-001028,-0.20535567960277892
ACH-001031,-0.2615358181326388
ACH-001038,-0.1990672177008881
ACH-001048,-0.28103319063083765
ACH-001050,-0.1546714451462072
ACH-001053,-0.2180349734936911
ACH-001054,-0.032049691791364264
ACH-001061,-0.0793715321059928
ACH-001067,-0.19271787551392186
ACH-001075,-0.2482095368094608
ACH-001096,-0.2972201347076088
ACH-001111,-0.3074067442818621
ACH-001119,-0.14120420826985214
ACH-001128,0.39017467387402105
ACH-001134,-0.39677946511498413
ACH-001151,-0.07857024452658516
ACH-001163,-0.19563977882327194
ACH-001164,-0.4944587643703697
ACH-001183,-0.10643990580233016
ACH-001192,-0.2190909173775909
ACH-001193,-0.051102036128392585
ACH-001196,-0.08665821934189652
ACH-001197,-0.1848364720092308
ACH-001205,-0.17011090090790934
ACH-001211,0.0657262744969191
ACH-001212,-0.06773538094824318
ACH-001228,-0.1433336548775858
ACH-001232,-0.015921814409906837
ACH-001239,-0.18295540710959451
ACH-001270,0.07673919727533418
ACH-001274,-0.2740343869110093
ACH-001275,-0.09352598169365237
ACH-001277,-0.04173621018289343
ACH-001278,-0.13481843650540415
ACH-001280,-0.10492890239050903
ACH-001283,-0.2405675005800089
ACH-001289,-0.0012526719264160475
ACH-001300,-0.11910286885096046
ACH-001301,-0.024450947373153644
ACH-001302,-0.4665084366671886
ACH-001306,-0.028412280516092545
ACH-001318,-0.13394956807522532
ACH-001322,-0.10327378313802556
ACH-001328,-0.10529485094859067
ACH-001332,-0.07469430698377566
ACH-001336,-0.03729056890123948
ACH-001346,-0.27019114151388
ACH-001353,-0.12297800178724752
ACH-001354,-0.04467937102812023
ACH-001367,-0.0433356096961564
ACH-001368,-0.22019404606318088
ACH-001374,-0.33860314685129594
ACH-001377,-0.1876517215401208
ACH-001380,-0.08800639168716347
ACH-001391,-0.09200445909600892
ACH-001408,-0.1874498815103682
ACH-001430,0.06343398036270681
ACH-001431,-0.28372094975617995
ACH-001450,-0.11269962452585487
ACH-001496,0.02433066711691148
ACH-001500,-0.13454332765746552
ACH-001523,-0.07765809659102113
ACH-001532,-0.2109376342777248
ACH-001550,0.009624827546314564
ACH-001552,-0.08132158609803747
ACH-001554,-0.1683095954637687
ACH-001654,-0.2520219952857631
ACH-001735,-0.2721059612749515
ACH-001736,-0.2233512894452101
ACH-001737,0.09372623660528803
ACH-001740,-0.13340680906089453
ACH-001745,-0.15263005647906247
ACH-001765,-0.188738788106174
