,EIF3M (10480)
ACH-000486,-1.082800344724694
ACH-000487,-0.972626919059158
ACH-000488,-0.6199974728554309
ACH-000490,-1.0003536194615783
ACH-000491,-0.9526253870638952
ACH-000495,-0.8409451037734631
ACH-000496,-0.9082701480615484
ACH-000499,-1.122098445020559
ACH-000500,-0.6086481297029089
ACH-000502,-0.9697300794749608
ACH-000503,-0.4943313422662563
ACH-000505,-1.0891592328820534
ACH-000507,-0.6412630367168848
ACH-000510,-0.9021127380131196
ACH-000511,-0.8385017714915967
ACH-000512,-0.8633740128117562
ACH-000516,-0.6883074009838371
ACH-000517,-0.8080021537781722
ACH-000518,-0.8237042680426511
ACH-000520,-1.020573381305392
ACH-000521,-1.1011672092295983
ACH-000522,-0.9215998821833502
ACH-000524,-0.9246848693591024
ACH-000527,-0.7940983388393202
ACH-000528,-1.0392019538264476
ACH-000537,-0.7883250765187543
ACH-000541,-0.7359352493660635
ACH-000542,-0.7712324324053638
ACH-000544,-1.1897526176605655
ACH-000545,-1.033842264612555
ACH-000547,-0.7883060425028503
ACH-000548,-0.4691739168125336
ACH-000549,-0.5286819119343706
ACH-000550,-1.1648569219876992
ACH-000552,-0.8365691569268655
ACH-000556,-1.0613245035528889
ACH-000557,-0.7910709791982123
ACH-000569,-0.8485884179062834
ACH-000570,-1.2183627091000229
ACH-000571,-0.8414167702912146
ACH-000573,-0.7003329642891564
ACH-000576,-0.7278344163107077
ACH-000579,-0.9684388903575212
ACH-000580,-1.005167059989141
ACH-000584,-0.5622491693615822
ACH-000585,-0.7548674010649341
ACH-000588,-1.0948369286453283
ACH-000589,-0.989355203087396
ACH-000591,-1.1522301039140883
ACH-000593,-0.8116432671887005
ACH-000600,-1.0143910519269528
ACH-000601,-0.9878353217668652
ACH-000605,-0.9577326310644996
ACH-000606,-0.7866690984082095
ACH-000608,-1.1696220229862009
ACH-000614,-1.0138577802068227
ACH-000616,-0.9583658587350044
ACH-000618,-0.6108239070376582
ACH-000619,-0.8236433041356671
ACH-000620,-0.9764275003182076
ACH-000621,-0.7306659908574489
ACH-000622,-1.4428882962266454
ACH-000623,-1.0746289184607534
ACH-000624,-1.0230409965217764
ACH-000627,-0.8079936142071783
ACH-000630,-0.8349122859347817
ACH-000631,-1.0427988844985303
ACH-000632,-1.0734390224906245
ACH-000633,-0.7668647019993584
ACH-000637,-0.7469009912166954
ACH-000638,-0.7655166400401794
ACH-000646,-0.8418653835032366
ACH-000647,-0.8499350256739002
ACH-000648,-0.986141805580042
ACH-000649,-1.0571972599464343
ACH-000651,-0.7586772447555399
ACH-000652,-1.011394942123792
ACH-000653,-1.059894386224557
ACH-000657,-0.8379438863502854
ACH-000658,-0.7932760898364541
ACH-000661,-0.880767867170559
ACH-000662,-0.5652488070611402
ACH-000663,-0.7869000025541898
ACH-000665,-1.0751869455624647
ACH-000671,-1.0277237592190875
ACH-000672,-0.7005837844900494
ACH-000673,-0.6864219633713857
ACH-000676,-1.0397186795823972
ACH-000677,-1.0266409610754983
ACH-000681,-0.9174382219748426
ACH-000683,-0.8782543408393233
ACH-000684,-1.163892153675098
ACH-000688,-0.8922179685348025
ACH-000693,-0.877042584405453
ACH-000694,-0.6076266798699975
ACH-000695,-1.1886208010508723
ACH-000696,-0.945028709460838
ACH-000697,-0.8183740824048136
ACH-000699,-0.9015629929903785
ACH-000701,-0.8486353447427704
ACH-000706,-0.9774596668554548
ACH-000711,-0.8993349033849102
ACH-000713,-0.8975508280929733
ACH-000714,-0.8124998109424875
ACH-000718,-0.8431203199019099
ACH-000720,-0.9025286875239036
ACH-000721,-0.6343520655511311
ACH-000724,-0.7913300542659744
ACH-000725,-0.8038667028521272
ACH-000732,-0.7414822403706579
ACH-000734,-0.8938304412992687
ACH-000735,-0.4513498112182279
ACH-000736,-0.6957276397534174
ACH-000738,-0.6488418115416101
ACH-000746,-0.7102590578392564
ACH-000747,-1.2259197512247109
ACH-000748,-1.459218836186462
ACH-000753,-0.8346076003970612
ACH-000756,-1.1655564991495877
ACH-000757,-0.9078584329114072
ACH-000758,-0.8831973969447054
ACH-000760,-0.983382399981522
ACH-000762,-0.9647844535621354
ACH-000763,-0.8593458307809188
ACH-000764,-1.037386310865401
ACH-000765,-1.015372938140908
ACH-000766,-0.8304452798416398
ACH-000767,-0.9356814277692884
ACH-000768,-0.5856465418480548
ACH-000769,-1.2018904854417818
ACH-000770,-0.8472356948479077
ACH-000771,-0.7711349248289638
ACH-000773,-0.9035069635787336
ACH-000776,-0.4983839187109666
ACH-000777,-0.99023349746462
ACH-000778,-0.5914309822610611
ACH-000781,-0.965503243582756
ACH-000782,-1.046078993505785
ACH-000783,-1.1223709462066596
ACH-000784,-0.8844673915878155
ACH-000785,-0.9480562316318012
ACH-000787,-1.0506721643446302
ACH-000788,-0.8736733201557682
ACH-000791,-0.9621151380778435
ACH-000792,-1.182399822083912
ACH-000794,-0.8293885319936952
ACH-000796,-0.5782534487842744
ACH-000798,-1.0351186931473042
ACH-000799,-0.9410970035823644
ACH-000800,-0.7291520454830442
ACH-000802,-0.7913314991954276
ACH-000804,-0.7346543873620506
ACH-000805,-1.016084432508776
ACH-000809,-0.9387910742277814
ACH-000810,-1.1427694580613608
ACH-000811,-0.8239576419777775
ACH-000817,-0.98946901055095
ACH-000819,-0.7651308619751622
ACH-000820,-0.6629556501917363
ACH-000821,-1.0568300614603798
ACH-000822,-0.97925515152829
ACH-000823,-0.9895047418089554
ACH-000824,-0.8587157363453575
ACH-000827,-0.9459331244370514
ACH-000829,-0.9409856002410312
ACH-000831,-0.6259636955373368
ACH-000832,-0.6586137424344068
ACH-000833,-0.9922555832461496
ACH-000834,-0.75431345368532
ACH-000835,-0.8500166822529873
ACH-000836,-0.742845518438942
ACH-000837,-0.8319716406302873
ACH-000838,-0.8899946359302996
ACH-000839,-0.970497252788326
ACH-000840,-0.9202862055423529
ACH-000841,-0.9895700372083658
ACH-000843,-1.049645907166367
ACH-000846,-0.7979350964889698
ACH-000847,-0.9403419297178836
ACH-000848,-0.8824627088117128
ACH-000849,-0.6818334601627374
ACH-000851,-0.6506402478876645
ACH-000855,-0.8173486037097009
ACH-000856,-1.0253835621610987
ACH-000858,-0.8254271849676782
ACH-000859,-0.8699868035192801
ACH-000861,-0.939629998055382
ACH-000862,-0.9866802975092621
ACH-000865,-0.7168619546368116
ACH-000866,-0.913872575556558
ACH-000867,-1.1687081929719514
ACH-000869,-0.6609513271491141
ACH-000872,-1.1550641759311884
ACH-000873,-1.0382872661373357
ACH-000876,-0.9118439891583404
ACH-000878,-0.7269498446496692
ACH-000880,-0.7775804015481019
ACH-000881,-1.0046220827778725
ACH-000882,-0.8524458973646726
ACH-000884,-0.785466805763928
ACH-000885,-0.918180560348693
ACH-000887,-0.8134010832864068
ACH-000889,-0.4895758396504182
ACH-000896,-0.9337260911888068
ACH-000898,-0.8409631109060322
ACH-000900,-0.9681021656877852
ACH-000901,-0.8413735149269695
ACH-000905,-0.8356370679718086
ACH-000906,-0.8885459642119979
ACH-000907,-0.9943817036854318
ACH-000910,-0.9434545736196636
ACH-000911,-0.6319121678022835
ACH-000912,-0.7705917379229932
ACH-000913,-1.1037999826339029
ACH-000915,-0.8659571912032108
ACH-000916,-1.4181329775812306
ACH-000917,-0.8742112907910377
ACH-000920,-0.7395257210783025
ACH-000921,-0.9086634584455929
ACH-000924,-1.0956518801320831
ACH-000926,-1.1292418390089003
ACH-000928,-0.6165526575807248
ACH-000929,-0.9479328567238126
ACH-000932,-0.991557971297534
ACH-000935,-0.81843382811063
ACH-000936,-0.7703651045642893
ACH-000937,-0.8521801357106348
ACH-000938,-0.7832207248420499
ACH-000939,-0.9704717031627194
ACH-000941,-0.9751286454022996
ACH-000943,-0.9235592133120522
ACH-000946,-1.1398321206057604
ACH-000947,-0.7756770957579843
ACH-000948,-0.9303453630342724
ACH-000950,-1.094641554912932
ACH-000953,-0.573084211324917
ACH-000954,-1.1147616298484075
ACH-000957,-0.9546466522924499
ACH-000958,-0.8583373068373191
ACH-000960,-0.8206401767892909
ACH-000963,-0.7155353029960377
ACH-000968,-0.7910910917614059
ACH-000969,-1.0030340064963008
ACH-000972,-0.8615809459148218
ACH-000973,-0.8647607030825967
ACH-000974,-1.1483813764715118
ACH-000978,-0.8503265656197512
ACH-000984,-1.0157988299799467
ACH-000986,-0.8324721198690851
ACH-000988,-1.078349204521792
ACH-000993,-0.8310078599140588
ACH-000994,-0.8193054386453774
ACH-000996,-0.939875039313138
ACH-001001,-0.9097380126679316
ACH-001020,-0.8952195241641079
ACH-001028,-0.9678715328437896
ACH-001031,-0.9123655105745389
ACH-001038,-0.8878400956907471
ACH-001048,-1.1262835829705486
ACH-001050,-0.9924754393079372
ACH-001053,-0.9554896880055838
ACH-001054,-0.8129963722754525
ACH-001061,-0.8376010607563705
ACH-001067,-0.7106990919131564
ACH-001075,-0.8025697775177332
ACH-001096,-0.8172122156538273
ACH-001111,-0.8639029300506298
ACH-001119,-1.3224579382220891
ACH-001128,-1.064853622215405
ACH-001134,-0.8307313231558366
ACH-001151,-0.7966190370115013
ACH-001163,-0.6745337452457009
ACH-001164,-0.9253596349655536
ACH-001183,-0.8548544187483587
ACH-001192,-0.7450206217459684
ACH-001193,-0.9543919948581234
ACH-001196,-0.7722651146123274
ACH-001197,-0.8447293162974499
ACH-001205,-0.90387531774775
ACH-001211,-0.8621855180967462
ACH-001212,-0.7307554085974602
ACH-001228,-0.8595619991021098
ACH-001232,-1.1437859675187112
ACH-001239,-1.0415812067035246
ACH-001270,-0.9958747507535738
ACH-001274,-0.8499157127098547
ACH-001275,-1.1691943544802426
ACH-001277,-1.0100354511092278
ACH-001278,-0.961515011699976
ACH-001280,-0.8425530054311671
ACH-001283,-0.7694301928805346
ACH-001289,-1.0542482235820596
ACH-001300,-1.0798719329334543
ACH-001301,-0.8476608324949262
ACH-001302,-0.9823038278657936
ACH-001306,-0.8237193957532059
ACH-001318,-0.9217436201952128
ACH-001322,-1.0224866579734544
ACH-001328,-0.7382748406177839
ACH-001332,-0.9586302601567954
ACH-001336,-0.569786129759249
ACH-001346,-0.7967063303012071
ACH-001353,-0.7648397224820427
ACH-001354,-0.8011959614479932
ACH-001367,-1.0187189285296496
ACH-001368,-0.8877976234420816
ACH-001374,-0.9772161143272464
ACH-001377,-0.892893459076184
ACH-001380,-0.7417406987601288
ACH-001391,-0.8498832898750315
ACH-001408,-1.1470836062547765
ACH-001430,-0.7662658397112441
ACH-001431,-0.9507212130451368
ACH-001450,-0.5736622499289697
ACH-001496,-0.9079951750299876
ACH-001500,-0.9547107811182992
ACH-001523,-0.9336785176260072
ACH-001532,-0.8886104651304186
ACH-001550,-0.5669312771560644
ACH-001552,-0.92750096956878
ACH-001554,-0.9295524119563664
ACH-001654,-0.8251662907983244
ACH-001735,-0.8993689511174555
ACH-001736,-0.6668350617407589
ACH-001737,-0.8715530259945694
ACH-001740,-0.888831555167791
ACH-001745,-0.9813724577808064
ACH-001765,-0.846890213919404
