,GMPPB (29925)
ACH-000517,-0.9517496784638114
ACH-000518,-1.0668584230048137
ACH-000520,-0.7463501856041382
ACH-000521,-0.7357139360991287
ACH-000522,-0.8963804405935593
ACH-000524,-0.6529431606587053
ACH-000527,-0.7647998987375308
ACH-000528,-0.8392753301285069
ACH-000537,-0.8391865651082396
ACH-000541,-0.6836184406914557
ACH-000542,-0.7142092414524225
ACH-000544,-0.8175397509531319
ACH-000545,-0.7035097957087179
ACH-000547,-0.5946584817546925
ACH-000548,-0.8272124633031765
ACH-000549,-0.7451160604421392
ACH-000550,-0.9324550459008792
ACH-000552,-0.8132697654927858
ACH-000556,-0.6888761492519296
ACH-000557,-0.3499397026986187
ACH-000569,-0.909080409281916
ACH-000570,-0.6782520466406865
ACH-000571,-0.7227707461205012
ACH-000573,-0.8079178156371596
ACH-000576,-0.5829673149265107
ACH-000579,-0.9503491535552536
ACH-000580,-0.5512878006791508
ACH-000584,-0.8883746199227742
ACH-000585,-0.9139870402917544
ACH-000588,-0.7489760592808373
ACH-000589,-0.5572367940143271
ACH-000591,-0.481839502201765
ACH-000593,-0.8697607902402161
ACH-000600,-0.877830494217556
ACH-000601,-0.6962651117073472
ACH-000605,-0.5692194420070028
ACH-000606,-0.7571847289374799
ACH-000608,-0.6750188192243339
ACH-000614,-0.8892191399717213
ACH-000616,-0.7802589499889337
ACH-000618,-0.8576801508593729
ACH-000619,-0.8408176416711821
ACH-000620,-0.8490181179440711
ACH-000621,-0.7799032733947115
ACH-000622,-0.7648160726146691
ACH-000623,-0.3910185734018095
ACH-000624,-0.7908824833594951
ACH-000627,-0.8984257563328695
ACH-000630,-0.7675361279192048
ACH-000631,-0.51721353922838
ACH-000632,-0.8525915742780208
ACH-000633,-0.8726073344735629
ACH-000637,-0.6227369350934819
ACH-000638,-0.5620687185221129
ACH-000646,-0.6637617999841359
ACH-000647,-0.7996128741052476
ACH-000648,-0.5236455475164894
ACH-000649,-0.8685735125532178
ACH-000651,-0.6363613983747348
ACH-000652,-0.8888448128472844
ACH-000653,-0.819509593316295
ACH-000657,-0.39090068327980776
ACH-000658,-0.6191831729122381
ACH-000661,-0.8022213005749683
ACH-000662,-1.0406369172718493
ACH-000663,-0.7024546187821644
ACH-000665,-0.771929493445638
ACH-000671,-0.7365490174912621
ACH-000672,-0.7972265471433968
ACH-000673,-0.6882411323449897
ACH-000676,-0.8255633395945372
ACH-000677,-0.7109356531724387
ACH-000681,-0.7065873422486713
ACH-000683,-0.4655375970270037
ACH-000684,-0.7300149560175705
ACH-000688,-0.8108838726001973
ACH-000693,-0.37917416179149344
ACH-000694,-0.7797812363624664
ACH-000695,-0.7579796412465417
ACH-000696,-0.7436004183125343
ACH-000697,-0.2984282941575035
ACH-000699,-0.7301814103233717
ACH-000701,-0.836753894039257
ACH-000706,-0.7160283334577889
ACH-000711,-0.6909150987342342
ACH-000713,-0.7861657516472138
ACH-000714,-0.7914990936814229
ACH-000718,-0.8128737164540627
ACH-000720,-0.44115401616682337
ACH-000721,-0.8698824295943409
ACH-000724,-0.6051469240203643
ACH-000725,-0.4311011533103197
ACH-000732,-1.0434338183930096
ACH-000734,-0.682543724743283
ACH-000735,-0.8386752364618115
ACH-000736,-0.8110417483129981
ACH-000738,-0.4992252829746349
ACH-000746,-1.0242010200128118
ACH-000747,-0.6410185984836972
ACH-000748,-0.6138561941383264
ACH-000753,-0.731193253500102
ACH-000756,-0.14888851528359348
ACH-000757,-0.6612458140935362
ACH-000758,-0.9100541458292828
ACH-000760,-0.4493697328876509
ACH-000762,-0.92364949940604
ACH-000763,-0.7569133939913993
ACH-000764,-1.2854078643663116
ACH-000765,-1.0103990254393933
ACH-000766,-0.7927216386948689
ACH-000767,-0.44427436198936665
ACH-000768,-0.7044995090252837
ACH-000769,-0.8752847379124252
ACH-000770,-0.735102407067218
ACH-000771,-0.7691384500308553
ACH-000773,-0.78089506390717
ACH-000776,-0.7340358001114945
ACH-000777,-0.8974687634456044
ACH-000778,-0.697496861336592
ACH-000781,-0.8370202207413542
ACH-000782,-0.619051575520421
ACH-000783,-0.6213344005439195
ACH-000784,-0.6118242021069424
ACH-000785,-0.4178558325692183
ACH-000787,-0.7379719031845831
ACH-000788,-0.8984892826117145
ACH-000791,-0.7823106828993359
ACH-000792,-0.8588886051489101
ACH-000794,-0.9420836208084141
ACH-000796,-0.6923909363680351
ACH-000798,-0.7597322591162561
ACH-000799,-0.8019719063751463
ACH-000800,-0.7961931194180889
ACH-000802,-0.6861891359604766
ACH-000804,-0.7804982537696197
ACH-000805,-0.8454402513279162
ACH-000809,-0.7608131397510691
ACH-000810,-1.0537736044848824
ACH-000811,-0.7668567883632461
ACH-000817,-0.69961154360578
ACH-000819,-0.5702195712797747
ACH-000820,-1.1773074377662525
ACH-000821,-0.8249714530565918
ACH-000822,-0.9033679494874698
ACH-000823,-0.5109019067730389
ACH-000824,-0.4202383400604882
ACH-000827,-0.7258352729138893
ACH-000829,-0.6465499075502258
ACH-000831,-0.7899667076359184
ACH-000832,-1.0152425558946157
ACH-000833,-0.9805865142084652
ACH-000834,-0.6104180515494431
ACH-000835,-0.8879243497377312
ACH-000836,-0.9068910426485692
ACH-000837,-0.678386521474158
ACH-000838,-1.0335126076669692
ACH-000839,-0.7724928989001052
ACH-000840,-0.6052529087950678
ACH-000841,-0.7331262463888585
ACH-000843,-0.7884788999511959
ACH-000846,-0.6909071335412242
ACH-000847,-0.8913316094796048
ACH-000848,-0.8389658492254337
ACH-000849,-0.7561315686591257
ACH-000851,-0.8553329050615539
ACH-000855,-0.6803266160891731
ACH-000856,-0.9426617148924518
ACH-000858,-0.7632479718490369
ACH-000859,-0.8061468121498743
ACH-000861,-0.7370289016539731
ACH-000862,-0.9198099109962646
ACH-000865,-0.27798582982226583
ACH-000866,-0.6781130037512688
ACH-000867,-0.7349533831597688
ACH-000869,-0.7146720308492321
ACH-000872,-0.6491581265463392
ACH-000873,-0.7770649029933595
ACH-000876,-0.8200836804435092
ACH-000878,-0.9422315475845942
ACH-000880,-0.9117866917214966
ACH-000881,-0.7254565490344695
ACH-000882,-0.7747613983078573
ACH-000884,-0.7887083968714538
ACH-000885,-0.7947606336617851
ACH-000887,-0.7498726476810591
ACH-000889,-0.6981799937253791
ACH-000896,-0.9773291885316427
ACH-000898,-0.6309881985570229
ACH-000900,-0.8299364626366237
ACH-000901,-0.5208433427415886
ACH-000905,-0.7074006890172015
ACH-000906,-0.8174320125149973
ACH-000907,-0.4636178156229877
ACH-000910,-0.6024067062658606
ACH-000911,-0.91041837932237
ACH-000912,-0.8762793529399441
ACH-000913,-0.7961450071427318
ACH-000915,-0.9534774327834068
ACH-000916,-0.8531630787015893
ACH-000917,-0.9703658884293996
ACH-000920,-0.9177016010377688
ACH-000921,-0.6954406959686463
ACH-000924,-0.7631167532254026
ACH-000926,-0.7615953072930459
ACH-000928,-0.967396456216213
ACH-000929,-0.5288024574558481
ACH-000932,-0.6869444145917518
ACH-000935,-0.8287389085847235
ACH-000936,-0.8143221210662414
ACH-000937,-0.6505822064468932
ACH-000938,-0.8513861849305135
ACH-000939,-0.4862233738408461
ACH-000941,-0.8158540067801613
ACH-000943,-0.8877813426218499
ACH-000946,-0.5595834320508892
ACH-000947,-0.5844376050485196
ACH-000948,-0.7111687973293102
ACH-000950,-0.7997984161747168
ACH-000953,-0.4052678632765912
ACH-000954,-0.6263281510295609
ACH-000957,-0.6407519215965235
ACH-000958,-0.6187269247307966
ACH-000960,-0.9992802467216636
ACH-000963,-0.8456060393221546
ACH-000968,-0.7775222120834376
ACH-000969,-0.5350349437309591
ACH-000972,-0.700879528311133
ACH-000973,-0.8131618915541979
ACH-000974,-0.6193083269300117
ACH-000978,-0.8233903264903272
ACH-000984,-0.7212239292006938
ACH-000986,-0.6560482920886067
ACH-000988,-0.9219819465644492
ACH-000993,-0.8168396584957309
ACH-000994,-1.064403407491343
ACH-000996,-0.7686551100085451
ACH-001001,-0.2633127841846852
ACH-001020,-0.9269247562061299
ACH-001028,-0.7469178185821074
ACH-001031,-0.548005299804733
ACH-001038,-0.4477648525155005
ACH-001048,-0.7284194978613745
ACH-001050,-0.7577142501016064
ACH-001053,-0.9348341673987621
ACH-001054,-0.5368395271867369
ACH-001061,-0.7066304541647394
ACH-001067,-0.6583932333694114
ACH-001075,-0.5271716114107202
ACH-001096,-0.4386987828451823
ACH-001111,-0.7995467368408531
ACH-001119,-0.5363371934786357
ACH-001128,-0.7924017565300254
ACH-001134,-0.6467820716708372
ACH-001151,-0.790322791658664
ACH-001163,-0.8575083575185932
ACH-001164,-0.2944408849680866
ACH-001183,-0.4072776508425258
ACH-001192,-0.3976524980887825
ACH-001193,-0.6237379778033743
ACH-001196,-0.8155913360483705
ACH-001197,-0.6458840140472231
ACH-001205,-0.6312400119835335
ACH-001211,-0.5621563318662062
ACH-001212,-0.38524193700893816
ACH-001228,-0.5061870371611923
ACH-001232,-0.4845795323754463
ACH-001239,-0.5960419344604
ACH-001270,-1.039527336184054
ACH-001274,-0.7231674230704063
ACH-001275,-0.8104716415265253
ACH-001277,-0.3459157270990759
ACH-001278,-0.6377763001961413
ACH-001280,-0.4745076015901686
ACH-001283,-0.6726040601367601
ACH-001289,-0.4414721359849071
ACH-001300,-0.65098361699968
ACH-001301,-0.6458774436361365
ACH-001302,-0.5951700671479423
ACH-001306,-0.7441473827990344
ACH-001318,-0.9250062923343116
ACH-001322,-0.7507597175260339
ACH-001328,-0.8447990900455076
ACH-001332,-0.7994627478975587
ACH-001336,-0.6524822871955254
ACH-001346,-0.7194544974601034
ACH-001353,-0.6491516943772927
ACH-001354,-0.7808955582578148
ACH-001367,-0.7305035027526093
ACH-001368,-0.6747928611318657
ACH-001374,-0.9698888095771654
ACH-001377,-0.5955197744821388
ACH-001380,-0.7299610477226287
ACH-001391,-0.7559355237616576
ACH-001408,-0.8508743876586081
ACH-001430,-0.7777075496826996
ACH-001431,-0.6707313583753005
ACH-001450,-0.997924298799755
ACH-001496,-0.8554356765546287
ACH-001500,-0.7158087452835666
ACH-001523,-0.8938597380026152
ACH-001532,-0.5977084741156453
ACH-001550,-0.7316057736468793
ACH-001552,-0.4367026411758165
ACH-001554,-0.6433664081644838
ACH-001654,-0.6553076103978013
ACH-001735,-0.7035732503755817
ACH-001736,-0.7683588403573655
ACH-001737,-0.5922173353303783
ACH-001740,-0.6050392599709333
ACH-001745,-0.7807907674253479
ACH-001765,-0.7090344682827854
