,GSX2 (170825)
ACH-000004,0.07646514849351824
ACH-000005,-0.17829522544735646
ACH-000007,0.03044497458680064
ACH-000009,-0.04993628210788886
ACH-000011,-0.3182524401252678
ACH-000012,-0.060263967611777214
ACH-000013,0.06528380416600023
ACH-000014,-0.06959755811520424
ACH-000015,-0.2107502876789368
ACH-000017,-0.05711209136956076
ACH-000018,-0.2411215128529053
ACH-000019,-0.2860553117082277
ACH-000021,-0.14033006510755133
ACH-000022,-0.2641310282677089
ACH-000025,-0.20012139922652786
ACH-000028,-0.09056368057630587
ACH-000030,-0.11641012765635755
ACH-000035,-0.14834482784514094
ACH-000036,-0.08941935620749646
ACH-000037,-0.21465203005782527
ACH-000039,-0.0652746623284961
ACH-000040,-0.13388284090571062
ACH-000041,-0.12330752570185127
ACH-000042,-0.05686796255363163
ACH-000045,-0.019300568206562903
ACH-000047,0.03600685481485225
ACH-000052,-0.023362971549385245
ACH-000053,-0.034347285651641114
ACH-000054,-0.04714734100805969
ACH-000055,0.03541385317532005
ACH-000060,-0.19252045196256376
ACH-000067,-0.21967399663756812
ACH-000070,-0.5024074613960473
ACH-000075,-0.13211788624449924
ACH-000078,-0.07490626477196183
ACH-000082,-0.010879617739272394
ACH-000085,0.18994498825276132
ACH-000086,-0.05764147330011369
ACH-000087,-0.01520821742570532
ACH-000092,-0.047059512246013006
ACH-000095,-0.09740367311476507
ACH-000097,-0.1231437871956894
ACH-000098,-0.060277520519514564
ACH-000099,-0.0473965463139675
ACH-000108,-0.09176893747931764
ACH-000113,0.08014855294595903
ACH-000116,-0.12180360120331407
ACH-000118,0.023369041067423282
ACH-000120,-0.17642911157400176
ACH-000123,-0.10212025400843662
ACH-000127,-0.22036232802483385
ACH-000128,-0.7041172796516291
ACH-000132,-0.14883103819476048
ACH-000133,-0.14156593461592065
ACH-000137,-0.0390839324173308
ACH-000138,-0.033488076579646586
ACH-000142,0.09165445731760936
ACH-000143,-0.0721902202473072
ACH-000146,-0.02550972225623693
ACH-000148,-0.08207570050065514
ACH-000150,-0.08538759448278897
ACH-000152,-0.2831783977088883
ACH-000153,-0.12004898412809865
ACH-000159,-0.08556762608199142
ACH-000160,-0.17374327840222126
ACH-000163,-0.6267439200048455
ACH-000167,-0.08012098539969041
ACH-000168,-0.06903281914753358
ACH-000169,-0.18437542820088984
ACH-000178,-0.07110747203060118
ACH-000183,-0.1596793637687882
ACH-000188,-0.124706525307952
ACH-000189,0.18812856233976
ACH-000190,-0.1057786787644578
ACH-000198,-0.18249427078483205
ACH-000203,0.11585719895030415
ACH-000204,-0.17489162688516705
ACH-000206,-0.1844213527481375
ACH-000207,0.17880276317635693
ACH-000208,0.3633630280503658
ACH-000210,-0.3232129098251804
ACH-000211,-0.11142388437547214
ACH-000215,-0.061711005161805436
ACH-000221,-0.10698105215603232
ACH-000222,-0.10994374899854947
ACH-000223,-0.12652574355490384
ACH-000226,-0.08747110741386949
ACH-000227,0.02879369513592877
ACH-000228,-0.2426172628211656
ACH-000231,-0.04364127750219802
ACH-000232,0.07375101109881105
ACH-000233,-0.003235666585977447
ACH-000234,-0.12629083751123554
ACH-000235,-0.08016098045027809
ACH-000237,-0.09153541995903484
ACH-000238,-0.031977433829641154
ACH-000242,0.0484669731201892
ACH-000243,-0.17487055384186412
ACH-000244,-0.13085034360350722
ACH-000246,0.04452848666520248
ACH-000248,-0.15449502004090915
ACH-000250,0.0397431038072354
ACH-000251,-0.12496231052539293
ACH-000252,-0.14748098035021778
ACH-000253,0.026267173156600338
ACH-000255,-0.27961855091497306
ACH-000256,0.04440332311713389
ACH-000257,-0.07636917487150788
ACH-000258,0.34763525525608835
ACH-000259,-0.1501670997670179
ACH-000260,-0.06389106004980219
ACH-000261,-0.11458847964781778
ACH-000262,-0.07420083971509385
ACH-000263,-0.548265948477534
ACH-000264,-0.035143032757000064
ACH-000265,-0.1997910898505709
ACH-000266,-0.01935556419004148
ACH-000272,-0.131662713995269
ACH-000274,0.0256930035043682
ACH-000277,0.0049876142643126035
ACH-000278,-0.09293939348874193
ACH-000279,-0.14005820819296882
ACH-000280,-0.04498542031511457
ACH-000281,-0.1054983764570699
ACH-000288,0.035790505759063306
ACH-000291,-0.08142977040069545
ACH-000293,-0.1432636370396824
ACH-000294,0.05188506464385007
ACH-000295,0.045132529930574775
ACH-000296,0.1436529148784418
ACH-000302,-0.11145237749113912
ACH-000304,0.023828096458936646
