,CGGBP1 (8545)
ACH-000004,-0.02065912519589931
ACH-000005,-0.20166051292360204
ACH-000007,-0.11374445050376528
ACH-000009,-0.07085383081955808
ACH-000011,-0.09535674777718696
ACH-000012,-0.09825531169150807
ACH-000013,0.020129064135754958
ACH-000014,-0.06393909206485388
ACH-000015,-0.41347669340566573
ACH-000017,-0.02144616259362236
ACH-000018,-0.4009980695468897
ACH-000019,-0.12189336003948252
ACH-000021,-0.11243269475572333
ACH-000022,-0.04015484277670566
ACH-000025,-0.16917474160969995
ACH-000028,-0.257981767036817
ACH-000030,-0.08202905581544387
ACH-000035,-0.0625126952172138
ACH-000036,-0.157641214058625
ACH-000037,-0.13232577455528494
ACH-000039,-0.21814128220276452
ACH-000040,-0.2660839897897754
ACH-000041,0.009889623441314324
ACH-000042,-0.06422344833466008
ACH-000045,-0.2583584759154313
ACH-000047,0.018067585392309776
ACH-000052,-0.049403669747556916
ACH-000053,-0.06115523281305636
ACH-000054,-0.13571740430748866
ACH-000055,-0.1972791065993717
ACH-000060,-0.12872626327465164
ACH-000067,-0.4623739500259648
ACH-000070,-0.3894106597040104
ACH-000075,-0.1323548740775377
ACH-000078,0.03835940684875353
ACH-000082,-0.11203698970472001
ACH-000085,0.02243285720915468
ACH-000086,-0.043401931551454574
ACH-000087,-0.2333322166747144
ACH-000092,-0.36868002373965225
ACH-000095,-0.013740778606684404
ACH-000097,-0.09060653423703904
ACH-000098,-0.15655809599618792
ACH-000099,0.056399996944146574
ACH-000108,-0.16867229171915674
ACH-000113,-0.10122540868239316
ACH-000116,-0.08315379186471962
ACH-000118,-0.18275917179015166
ACH-000120,-0.050136136611790984
ACH-000123,-0.1820479652806417
ACH-000127,-0.0848077088903795
ACH-000128,-0.198812601141958
ACH-000132,0.04959484979968372
ACH-000133,-0.15918676836956952
ACH-000137,-0.23480949892541575
ACH-000138,-0.01036059319533221
ACH-000142,0.003184325328431177
ACH-000143,-0.011649560500766772
ACH-000146,-0.12300613581764185
ACH-000148,0.006063023451158538
ACH-000150,-0.1348650543729879
ACH-000152,-0.07179896677401773
ACH-000153,-0.2536284807793856
ACH-000159,-0.17872673737660394
ACH-000160,0.06537766288197787
ACH-000163,-0.06886833810761568
ACH-000167,-0.03377402501288048
ACH-000168,-0.0015803977760675849
ACH-000169,-0.13176144160798406
ACH-000178,-0.02548630048705441
ACH-000183,-0.16714729324572344
ACH-000188,-0.15687582254103866
ACH-000189,-0.08544375109121731
ACH-000190,-0.10981942599776877
ACH-000198,-0.045546253451683776
ACH-000203,-0.2361406789545197
ACH-000204,-0.14317637662110053
ACH-000206,-0.15599940513854213
ACH-000207,-0.20192456663867167
ACH-000208,-0.5079339353798216
ACH-000210,0.036883130527483085
ACH-000211,-0.17744413501308032
ACH-000215,-0.11819049851718393
ACH-000221,-0.2520027706924625
ACH-000222,0.09465232837818537
ACH-000223,-0.16836030566915272
ACH-000226,-0.09892050625298177
ACH-000227,0.09505751906501828
ACH-000228,-0.1602480910400388
ACH-000231,-0.12967504095442506
ACH-000232,-0.05691340749376254
ACH-000233,0.026959815200665947
ACH-000234,-0.06303350765607517
ACH-000235,-0.11445932876361704
ACH-000237,-0.02341957401181576
ACH-000238,-0.2747875153374371
ACH-000242,-0.23370776487108344
ACH-000243,-0.10538142105046333
ACH-000244,-0.2954315766086769
ACH-000246,-0.1485960792182697
ACH-000248,-0.2060961785952105
ACH-000250,0.005585683423094047
ACH-000251,-0.1774830576081098
ACH-000252,-0.16105983405920204
