,LRTOMT (220074)
ACH-000004,0.1083991588205099
ACH-000005,-0.030905968887028658
ACH-000007,0.05166157101536722
ACH-000009,0.08058876602737369
ACH-000011,-0.0144002372627986
ACH-000012,0.10885987686318452
ACH-000013,0.12004716102232385
ACH-000014,0.2458349856341132
ACH-000015,0.13300350722329482
ACH-000017,0.03411030644568565
ACH-000018,0.16628907460016293
ACH-000019,-0.0695472246329722
ACH-000021,0.07264721054905299
ACH-000022,0.112879346287668
ACH-000025,0.14509008651108465
ACH-000028,0.056532877966866166
ACH-000030,0.09378702512298788
ACH-000035,0.22003996716689853
ACH-000036,0.15062193515023453
ACH-000037,-0.12127836272136253
ACH-000039,-0.014561575068489657
ACH-000040,0.1572682682121846
ACH-000041,0.11222978015099667
ACH-000042,-0.019056404832990162
ACH-000045,-0.02221965900814263
ACH-000047,0.005730365884152574
ACH-000052,-0.025493961672621527
ACH-000053,0.0842915897267656
ACH-000054,0.1422809323364538
ACH-000055,-0.0529684846302648
ACH-000060,0.05071943156319878
ACH-000067,0.28247750484982903
ACH-000070,0.19173581157649952
ACH-000075,0.07339519181120373
ACH-000078,0.1062712414000648
ACH-000082,0.0355890142513269
ACH-000085,0.06875639978786711
ACH-000086,0.02240063688239893
ACH-000087,0.07125203460556882
ACH-000092,0.15414976520367715
ACH-000095,0.08542064011607015
ACH-000097,0.06714878962169134
ACH-000098,0.1169425385410324
ACH-000099,0.13029123350214214
ACH-000108,0.05156216970886679
ACH-000113,0.09571840638279036
ACH-000116,-0.047165322375663836
ACH-000118,-0.06937226998902102
ACH-000120,0.04888861534289038
ACH-000123,0.10106701682183114
ACH-000127,0.1633129429638056
ACH-000128,-0.015547198839303068
ACH-000132,0.06904006318056355
ACH-000133,0.016689633834430992
ACH-000137,0.01928051531980089
ACH-000138,0.034352284257728814
ACH-000142,-0.029239044926192913
ACH-000143,0.10005889545567033
ACH-000146,0.0517305180650788
ACH-000148,0.15837946748261958
ACH-000150,0.13020722202306645
ACH-000152,0.06477853704429827
ACH-000153,-0.034496422299589574
ACH-000159,0.09020451565957198
ACH-000160,0.025336823848353226
ACH-000163,0.09880382699185417
ACH-000167,0.046907389887185486
ACH-000168,0.07511824369047118
ACH-000169,0.016045128813683696
ACH-000178,0.14574414417594345
ACH-000183,0.18624938411393954
ACH-000188,-0.07775039677994096
ACH-000189,0.06657440241128552
ACH-000190,-0.12784133521892369
ACH-000198,0.09187303864064264
ACH-000203,0.010770698779056741
ACH-000204,0.028297603650316038
ACH-000206,0.08285706704870374
ACH-000207,-0.03293004277725633
ACH-000208,0.29216078885502805
ACH-000210,0.18059016963188745
ACH-000211,0.1551490501749702
ACH-000215,0.09781387448333577
ACH-000221,0.051439686539367466
ACH-000222,0.15376944423471325
ACH-000223,0.1102116209339522
ACH-000226,-0.008838644834925444
ACH-000227,0.2118134788101977
ACH-000228,0.006484717310800903
