,PRKCSH (5589)
ACH-000488,-0.09203956501933314
ACH-000490,-0.4246100549471113
ACH-000491,-0.3021674502080523
ACH-000495,-0.3406960795236802
ACH-000496,-0.4028385222333916
ACH-000499,-0.2207365613748691
ACH-000500,-0.19632168148940626
ACH-000502,-0.2575779860711477
ACH-000503,-0.2281588740802437
ACH-000505,-0.3176000115814249
ACH-000507,-0.2998467755614909
ACH-000510,-0.16086529513542802
ACH-000511,-0.13899201965835015
ACH-000512,-0.2495368497909417
ACH-000516,-0.1852084665242771
ACH-000517,-0.18729111820709374
ACH-000518,-0.4414450208771713
ACH-000520,-0.5522051453221538
ACH-000521,-0.2655364401535073
ACH-000522,-0.18976058611339666
ACH-000524,-0.2226188284364713
ACH-000527,-0.2827292686176756
ACH-000528,-0.203133137818072
ACH-000537,-0.4069439832510103
ACH-000541,-0.4544982222878554
ACH-000542,-0.12509062883274805
ACH-000544,-0.12162245612127875
ACH-000545,-0.2673908685590192
ACH-000547,-0.16462064174076585
ACH-000548,-0.3639274607598152
ACH-000549,-0.2589184356042441
ACH-000550,-0.24207244679662246
ACH-000552,-0.3955257344421731
ACH-000556,-0.29647130614604744
ACH-000557,-0.1646090672208338
ACH-000569,-0.20146154927074444
ACH-000570,-0.31492834176022283
ACH-000571,-0.2857068172436287
ACH-000573,-0.38263777411626
ACH-000576,-0.2922902114502603
ACH-000579,-0.2255527205858168
ACH-000580,-0.04567825078830178
ACH-000584,-0.21318582133338973
ACH-000585,-0.1476798772440484
ACH-000588,-0.33703059591299744
ACH-000589,-0.2673621167839001
ACH-000591,-0.18740804930647287
ACH-000593,-0.3498985937994191
ACH-000600,-0.2647573744295336
ACH-000601,-0.3573038838688001
ACH-000605,-0.13459921464898592
ACH-000606,-0.3573534539804793
ACH-000608,-0.2674486508532123
ACH-000614,-0.162540849838526
ACH-000616,-0.06904618168974745
ACH-000618,-0.2050800735391203
ACH-000619,-0.3598199035844337
ACH-000620,-0.35541752103126883
ACH-000621,-0.2845546698694873
ACH-000622,-0.1129518139580794
ACH-000623,-0.3260380968224079
ACH-000624,-0.2296973696001843
ACH-000627,-0.2767786096699808
ACH-000630,-0.5773926150498273
ACH-000631,-0.5013860432038341
ACH-000632,-0.263800548156437
ACH-000633,-0.3071563695462933
ACH-000637,-0.29423258568853783
ACH-000638,-0.22715567173849005
ACH-000646,-0.24856420051218925
ACH-000647,-0.24815159192660616
ACH-000648,-0.3089159667517255
ACH-000649,-0.2295737031657516
ACH-000651,-0.24831197942857144
ACH-000652,-0.295927120801342
ACH-000653,-0.31693922481255543
ACH-000657,-0.2742666203929129
ACH-000658,-0.12868684857794666
ACH-000661,-0.23267426696725385
ACH-000662,-0.18832558370797
ACH-000663,-0.2831056428111829
ACH-000665,-0.30012339637705715
ACH-000671,-0.4525735794523042
ACH-000672,-0.16864357264570246
ACH-000673,-0.3005507935855072
ACH-000676,-0.32032750279483874
ACH-000677,-0.18776454065954756
ACH-000681,-0.4123123483332224
ACH-000683,-0.3400874883954779
ACH-000684,-0.1274156135042883
ACH-000688,-0.18097002200831305
ACH-000693,-0.2948691801689789
ACH-000694,-0.2061969920272774
ACH-000695,-0.14173789415016438
ACH-000696,-0.2558784091647653
ACH-000697,-0.12293363411854738
ACH-000699,-0.3857729910980369
ACH-000701,-0.4461243412735428
ACH-000706,-0.3808657668018239
ACH-000711,-0.2540320834240657
ACH-000713,-0.5224350339902961
ACH-000714,-0.22563886654367
ACH-000718,-0.1517061181031811
ACH-000720,-0.3477979955200334
ACH-000721,-0.2346013643927518
ACH-000724,-0.2569995855324117
ACH-000725,-0.2702908949026633
ACH-000732,-0.3478448891507126
ACH-000734,-0.31053454043975265
ACH-000735,-0.22938927184956806
ACH-000736,-0.0906117513116739
ACH-000738,-0.2374816919816983
ACH-000746,-0.2948197869711489
ACH-000747,-0.3578977474000347
ACH-000748,-0.20129265639892804
ACH-000753,-0.2184110018827203
ACH-000756,-0.32470680811550323
ACH-000757,-0.05648773865063055
ACH-000758,-0.0009606191215656412
ACH-000760,-0.3184377745639408
ACH-000762,-0.3558723723940745
ACH-000763,-0.13968593581741476
ACH-000764,-0.520279666491123
ACH-000765,-0.3236844968065971
ACH-000766,-0.17173816202097522
ACH-000767,-0.29375012981731674
ACH-000768,-0.2232106089477698
ACH-000769,-0.14254685797835834
ACH-000770,-0.2358682290650005
ACH-000771,-0.3196184373098295
ACH-000773,-0.13721371977962454
ACH-000776,-0.4210054512765243
ACH-000777,-0.2901330394103433
ACH-000778,-0.3685065767707851
ACH-000781,-0.1914092237599158
ACH-000782,-0.2943074877676987
ACH-000783,-0.17391687271605488
ACH-000784,-0.2308399354751912
ACH-000785,-0.423594340450458
ACH-000787,-0.3561327693999771
ACH-000788,-0.2572325010876084
ACH-000791,-0.22843143703000066
ACH-000792,-0.5361482862663538
ACH-000794,-0.5127026508478069
ACH-000796,-0.22182976993103226
ACH-000798,-0.34268497551137
ACH-000799,-0.31840099369176245
ACH-000800,-0.3840399757331684
ACH-000802,-0.17244945352771004
ACH-000804,-0.3132367460896633
ACH-000805,-0.12940784612682132
ACH-000809,-0.1502404865656662
ACH-000810,-0.16544492279914638
ACH-000811,-0.28667392383511
ACH-000817,-0.4019039467100581
ACH-000819,-0.21807195667321794
ACH-000820,-0.13971441345469293
ACH-000821,-0.3545810978641765
ACH-000822,-0.18097621249164256
ACH-000823,-0.30285650318192464
ACH-000824,-0.12214928627142035
ACH-000827,-0.2402867430412393
ACH-000829,-0.28554789379977386
ACH-000831,-0.1982914768661801
ACH-000832,-0.5418084010748373
ACH-000833,-0.3538424665757088
ACH-000834,-0.026302003435847682
ACH-000835,-0.07140723193381987
ACH-000836,-0.4443564560547618
ACH-000837,-0.2445481400903985
ACH-000838,-0.15446638566163606
ACH-000839,-0.3761598715485487
ACH-000840,-0.23868758891605665
ACH-000841,-0.18268300693544065
ACH-000843,-0.2273447264322067
ACH-000846,-0.3737926555721692
ACH-000847,-0.16602260287751128
ACH-000848,-0.16735032281177895
ACH-000849,-0.4785469364387721
ACH-000851,-0.3061901991157134
ACH-000855,-0.13409397842558307
ACH-000856,-0.3212672543358751
ACH-000858,-0.053373865146585285
ACH-000859,-0.15126608306416425
ACH-000861,-0.35930528529140465
ACH-000862,-0.18077984024982732
ACH-000865,-0.241141400143614
ACH-000866,-0.2064753109227245
ACH-000867,-0.33788853795031465
ACH-000869,-0.36417829242022143
ACH-000872,-0.30322954299234856
ACH-000873,-0.17055008982332534
ACH-000876,-0.2895215699497965
ACH-000878,-0.2157903493407385
ACH-000880,-0.26939234198199113
ACH-000881,-0.07933863076321256
ACH-000882,-0.3436858928681012
ACH-000884,-0.3277798495994253
ACH-000885,-0.28291570847377273
ACH-000887,-0.43590533795216013
ACH-000889,-0.1341436071255898
ACH-000896,-0.1467016637280278
ACH-000898,-0.1952054258543618
ACH-000900,-0.15978680280414626
ACH-000901,-0.2767876441288502
ACH-000905,-0.165764653105499
ACH-000906,-0.16885150521261372
ACH-000907,0.012778823820085298
ACH-000910,-0.20889926721272384
ACH-000911,-0.2019854224601383
ACH-000912,-0.2946408307710608
ACH-000913,-0.21449407978217888
ACH-000915,-0.31765693124973016
ACH-000916,-0.2361009469207151
ACH-000917,-0.3480702024029939
ACH-000920,-0.233209052050124
ACH-000921,-0.13435980952085505
ACH-000924,-0.3514384159113646
ACH-000926,-0.09645419944760247
ACH-000928,-0.3586640575380836
ACH-000929,-0.16685953996707786
ACH-000932,-0.2830083304856255
ACH-000935,-0.041017231399984186
ACH-000936,-0.2142609353741408
ACH-000937,-0.3548704582269634
ACH-000938,-0.327415573073208
ACH-000939,-0.3316586618649601
ACH-000941,-0.36133871972398107
ACH-000943,-0.2260680855399476
ACH-000946,-0.25847133916425025
ACH-000947,-0.1288268146890942
ACH-000948,-0.3021391744939196
ACH-000950,-0.40043298593411625
ACH-000953,-0.2554017328104826
ACH-000954,-0.3229033588890595
ACH-000957,-0.23817436411498305
ACH-000958,-0.2417889851119505
ACH-000960,-0.17418480633125022
ACH-000963,-0.373403836425225
ACH-000968,-0.07550641895907044
ACH-000969,-0.15433073380783613
ACH-000972,-0.1990302747049988
ACH-000973,-0.2510776391118564
ACH-000974,-0.30107563205196763
ACH-000978,-0.5815680965901473
ACH-000984,-0.2546114120750211
ACH-000986,-0.11738985021862924
ACH-000988,-0.4175457568072374
ACH-000993,-0.16349940499597534
ACH-000994,-0.2088070161483866
ACH-000996,-0.22808055028868646
ACH-001001,-0.22660953945065224
ACH-001020,-0.3954712726028897
ACH-001028,-0.19045098184710674
ACH-001031,-0.12686950225410307
ACH-001038,-0.1945201380255726
ACH-001048,-0.2470559238189889
ACH-001050,-0.4177219732322723
ACH-001053,-0.2986006367314332
ACH-001054,0.017723655703990156
ACH-001061,-0.2472206471345215
ACH-001067,-0.39095538711546696
ACH-001075,-0.1113411057244508
ACH-001096,-0.3216093284639916
ACH-001111,-0.15888505782144866
ACH-001119,-0.5030863578030045
ACH-001128,-0.14111708956767716
ACH-001134,-0.2881619599242349
ACH-001151,-0.16592979287392196
ACH-001163,-0.12668419734896375
ACH-001164,-0.28664629691533794
ACH-001183,-0.14485360161109595
ACH-001192,-0.13458471971006067
ACH-001193,-0.09928309579937693
ACH-001196,-0.1918070363852208
ACH-001197,-0.5070275840013515
ACH-001205,-0.2991599453519015
ACH-001211,-0.2034912319062296
ACH-001212,-0.31091951032443205
ACH-001228,-0.3037153101194756
ACH-001232,-0.3341993522531205
ACH-001239,-0.1748851431391012
ACH-001270,-0.36859466257142137
ACH-001274,-0.16248275633235754
ACH-001275,-0.13382665240085168
ACH-001277,-0.07387471110744352
ACH-001278,-0.4795351916887364
ACH-001280,-0.24804509459498186
ACH-001283,-0.2378926366790354
ACH-001289,-0.1455377961813976
ACH-001300,-0.3130170804832906
ACH-001301,-0.4122686600117407
ACH-001302,-0.3659809654448229
ACH-001306,-0.4060925967924368
ACH-001318,-0.24118535797919816
ACH-001322,-0.20875406437183644
ACH-001328,-0.5310926678036426
ACH-001332,-0.2046312438162434
ACH-001336,-0.2312029651004189
ACH-001346,-0.29619389821583864
ACH-001353,-0.21342391925032128
ACH-001354,-0.4465769394472549
ACH-001367,-0.3528653156977652
ACH-001368,-0.2649177799214197
ACH-001374,0.20437321388808632
ACH-001377,-0.18016861809142484
ACH-001380,-0.15379123052817625
ACH-001391,-0.18226838312086605
ACH-001408,-0.2703973925844229
ACH-001430,-0.3569481340918885
ACH-001431,-0.19728179192685855
ACH-001450,-0.6856538128804249
ACH-001496,-0.2129655259568091
ACH-001500,-0.2019794869120179
ACH-001523,-0.27135013160729465
ACH-001532,-0.4595264562564286
ACH-001550,-0.2160977658168374
ACH-001552,-0.3362205805880913
ACH-001554,-0.2156984750163909
ACH-001654,-0.17423227306394573
ACH-001735,-0.1868588789128796
ACH-001736,-0.15208667100571313
ACH-001737,-0.3765204749026653
ACH-001740,-0.26822325236355
ACH-001745,-0.20603298331057907
ACH-001765,-0.2961738773298637
