,TSPYL4 (23270)
ACH-000004,0.037482772392199916
ACH-000005,0.6057956081141149
ACH-000007,0.2327184165688277
ACH-000009,0.3192285259802774
ACH-000011,0.1082521424485713
ACH-000012,0.18518062133161906
ACH-000013,0.11090834417383846
ACH-000014,0.18138206630698395
ACH-000015,0.1141873468279548
ACH-000017,0.05083427634678269
ACH-000018,0.2448139588219481
ACH-000019,-0.00758442300593661
ACH-000021,0.09038994123796036
ACH-000022,0.1692474467425684
ACH-000025,0.2060412569417068
ACH-000028,0.14895877645693886
ACH-000030,0.045219284411917686
ACH-000035,0.16566974454525152
ACH-000036,-0.037956651870991016
ACH-000037,0.22154528018477965
ACH-000039,0.11435115367094005
ACH-000040,0.13956722084933107
ACH-000041,0.012863777402633343
ACH-000042,-0.0032761224918414745
ACH-000045,0.07423354040729023
ACH-000047,0.1328598140210564
ACH-000052,0.16078205783110333
ACH-000053,0.2016325343218268
ACH-000054,0.16524244008601954
ACH-000055,0.331565943472295
ACH-000060,-0.12696977934025688
ACH-000067,0.10118595138463626
ACH-000070,0.11875239622700502
ACH-000075,0.11904177197492713
ACH-000078,0.07848701187057741
ACH-000082,-0.026716500281189628
ACH-000085,-0.06288333605653114
ACH-000086,0.15922754785541982
ACH-000087,0.07073922782631342
ACH-000092,0.12704785798678547
ACH-000095,0.13567684906899838
ACH-000097,0.11604477321226253
ACH-000098,0.011902634655383788
ACH-000099,0.10142540244649807
ACH-000108,0.008386134951310263
ACH-000113,0.21351235156335674
ACH-000116,0.06591509257894697
ACH-000118,0.022501834789273863
ACH-000120,-0.03059200444996764
ACH-000123,0.053124927682549984
ACH-000127,0.03672412172287536
ACH-000128,0.08195642754008943
ACH-000132,0.11137745368916244
ACH-000133,0.0490156554452036
ACH-000137,0.15628032970844585
ACH-000138,0.16032327077202313
ACH-000142,0.18669009030230235
ACH-000143,0.2446160966161609
ACH-000146,0.07813965653387712
ACH-000148,0.0801506095656008
ACH-000150,0.13823942337352935
ACH-000152,0.08641028204920531
ACH-000153,0.15976683228273447
ACH-000159,0.05570804178713636
ACH-000160,0.0876662586435733
ACH-000163,-0.03414329061817175
ACH-000167,0.08517362934942523
ACH-000168,0.057536505197138085
ACH-000169,0.08669740816530527
ACH-000178,0.1164276809333354
ACH-000183,0.22447237381445126
ACH-000188,0.24406072031100384
ACH-000189,-0.08491442035476995
ACH-000190,0.04194279300480192
ACH-000198,0.02696380176362253
ACH-000203,0.017790590314165022
ACH-000204,0.21179545988649745
ACH-000206,-0.2934856946382763
ACH-000207,0.09084103100256877
ACH-000208,-0.16053951405209027
ACH-000210,-0.1288419601366308
ACH-000211,0.1229355203788609
ACH-000215,0.09963096885764444
ACH-000221,0.1814184291368515
ACH-000222,0.02922676166067052
ACH-000223,0.04018170210278038
ACH-000226,0.04077697172933757
ACH-000227,0.17782919788189003
ACH-000228,0.1590070715597753
ACH-000231,-0.03412534966206916
ACH-000232,0.14858066981609516
ACH-000233,0.08926392725934981
ACH-000234,0.1304332412594267
ACH-000235,0.045807765757588416
ACH-000237,0.11777003794190435
ACH-000238,0.1466334896215497
ACH-000242,0.3573179851426801
ACH-000243,0.09417231579548174
ACH-000244,0.21207215903259224
ACH-000246,0.1313999249587001
ACH-000248,0.2874906586717306
ACH-000250,0.08162909645932598
ACH-000251,-0.08770719906863858
ACH-000252,0.12849129200336334
ACH-000253,0.02180409597664716
ACH-000255,0.01899843733102764
ACH-000256,0.3218302436462229
ACH-000257,0.07902220085725177
ACH-000258,0.3629898217890236
ACH-000259,0.057318295262398525
ACH-000260,0.07463206366354269
ACH-000261,0.08691014370071981
ACH-000262,-0.003746881033040011
ACH-000263,0.06084678853032385
ACH-000264,0.14149427044773966
ACH-000265,0.14286163155639808
ACH-000266,0.014273331143247763
ACH-000272,0.0828701373666767
ACH-000274,0.052016156664012415
ACH-000277,0.2374563624835732
ACH-000278,0.1006744643362136
ACH-000279,0.006892228370988087
ACH-000280,0.12072524265140827
ACH-000281,0.12050644936148995
ACH-000288,0.1117401827282076
ACH-000291,0.2513329911263088
ACH-000293,-0.003635264174987711
ACH-000294,0.1519864569907966
ACH-000295,0.09027111682145107
ACH-000296,0.049480072599722785
ACH-000302,-0.0111452273177731
ACH-000304,0.2841317671296483
ACH-000307,0.1362161588447941
ACH-000308,0.07661411746044378
ACH-000310,0.08619099356347723
ACH-000311,0.16999670615122778
ACH-000312,0.07255760169118491
ACH-000315,-0.05768462839694505
ACH-000316,-0.02258556574642101
ACH-000317,0.12316917316995488
ACH-000318,0.17281685030044136
ACH-000319,-0.014256993429211676
ACH-000320,-0.03869085240388807
ACH-000322,0.1765828892753857
ACH-000323,-0.037206473838899856
ACH-000324,0.14352072431766436
ACH-000329,0.1860210806698547
ACH-000330,-0.044350463724463454
ACH-000331,0.191172514720558
ACH-000332,0.11889405037300595
ACH-000334,0.11421659271489115
ACH-000335,-0.005801203293484421
ACH-000336,0.09175239657329444
ACH-000337,0.1273830011461377
ACH-000338,0.5815828697776009
ACH-000339,0.05328593366418557
ACH-000341,0.1264895117054198
ACH-000348,0.07645005577075828
ACH-000350,0.0503043588435897
ACH-000352,0.1436316239668625
ACH-000356,0.1018160239673366
ACH-000361,0.22015453334475935
ACH-000362,0.12173826312891535
ACH-000363,0.15267884819633246
ACH-000364,0.20771265550450108
ACH-000365,0.1977668765005557
ACH-000366,0.10111490862622964
ACH-000368,0.10555579654872828
ACH-000374,0.15985214578171092
ACH-000375,0.009380707630651408
ACH-000376,0.1287630594604435
ACH-000381,0.03163496866432014
ACH-000383,0.05469743870068478
ACH-000387,-0.020057306909576952
ACH-000389,-0.07746669443981102
ACH-000390,0.06331851171875698
ACH-000393,0.05062423340128254
ACH-000395,-0.1167007979419278
