,NREP (9315)
ACH-000004,0.25431042836347456
ACH-000005,0.1456345663821583
ACH-000007,0.024469715261140057
ACH-000009,0.2656176271927425
ACH-000011,0.09177967271933904
ACH-000012,0.1288732560065149
ACH-000013,0.24592354796853974
ACH-000014,0.17315570396474286
ACH-000015,0.08638061717589697
ACH-000017,0.2825436099237764
ACH-000018,0.09016664772704182
ACH-000019,0.07242784480153926
ACH-000021,0.2609218855278171
ACH-000022,0.242425713326166
ACH-000025,0.1710906361044256
ACH-000028,0.10088153586524043
ACH-000030,0.19043653519382772
ACH-000035,0.2206151191433568
ACH-000036,0.14207196573976866
ACH-000037,0.19283814575761785
ACH-000039,0.1334235571801992
ACH-000040,0.22427705395684447
ACH-000041,0.2262842781074749
ACH-000042,0.2538938709454249
ACH-000045,0.22133908266567687
ACH-000047,0.19032751358693145
ACH-000052,0.06546688303068547
ACH-000053,0.18302676005848928
ACH-000054,0.15632766704378484
ACH-000055,0.026204042263633057
ACH-000060,0.20010549058201405
ACH-000067,0.2974442778086464
ACH-000070,0.17795647358875005
ACH-000075,-0.03308435640790548
ACH-000078,0.11580712560856267
ACH-000082,0.06963153871560178
ACH-000085,0.11203184074646504
ACH-000086,0.2579857982579663
ACH-000087,0.223044599306808
ACH-000092,0.2684190981658275
ACH-000095,0.2104976759848196
ACH-000097,0.21938286123761871
ACH-000098,0.12935845267297486
ACH-000099,0.13329814945179227
ACH-000108,0.27453334110177624
ACH-000113,0.19170468201678534
ACH-000116,0.2683814821729816
ACH-000118,0.29233755342059714
ACH-000120,0.08598955708748256
ACH-000123,0.13039697272701614
ACH-000127,0.2465031404498364
ACH-000128,0.19413901356814628
ACH-000132,0.3185240990835151
ACH-000133,0.2082095401140811
ACH-000137,0.15940265681882998
ACH-000138,0.25925407406134576
ACH-000142,0.1332243693098306
ACH-000143,0.24427812800830956
ACH-000146,0.20021237932336367
ACH-000148,0.24636436273649115
ACH-000150,0.17154344228406646
ACH-000152,0.29233067237615856
ACH-000153,0.2673904445882653
ACH-000159,0.11270597434996565
ACH-000160,0.2164408908540998
ACH-000163,0.1909756936366624
ACH-000167,0.10832997618917664
ACH-000168,0.1883784069869799
ACH-000169,0.1034227480071948
ACH-000178,0.17525694383989068
ACH-000183,0.22371242826134852
ACH-000188,0.26255149149181595
ACH-000189,-0.009123635290120558
ACH-000190,0.22703478517151765
ACH-000198,0.23019621801890205
