,FCGBP (8857)
ACH-000238,-0.10143292419623312
ACH-000242,-0.014484423449555556
ACH-000243,-0.11051553179995982
ACH-000244,-0.05383344091125947
ACH-000246,-0.21835784124736898
ACH-000248,0.032659148089631745
ACH-000250,-0.15262336232639145
ACH-000251,-0.07508843861010515
ACH-000252,-0.221574710546315
ACH-000253,-0.08266304223187201
ACH-000255,-0.2251534634258912
ACH-000256,-0.1278896522610603
ACH-000257,-0.1928041862386106
ACH-000258,-0.2123260860622508
ACH-000259,-0.14056923479478864
ACH-000260,-0.16323886468365145
ACH-000261,-0.2273327645780303
ACH-000262,-0.21151344094384256
ACH-000263,-0.09988334237398114
ACH-000264,-0.03871420723363128
ACH-000265,-0.2729652720080929
ACH-000266,-0.1423164555307675
ACH-000272,-0.08501395707501558
ACH-000274,-0.0648454978882379
ACH-000277,0.07045661603083081
ACH-000278,-0.2642935892407762
ACH-000279,-0.04467213988951728
ACH-000280,-0.3447916777939474
ACH-000281,-0.0063223428625736895
ACH-000288,-0.01075529188437056
ACH-000291,-0.1827533375424467
ACH-000293,-0.2895213664347823
ACH-000294,-0.22433340075164773
ACH-000295,0.0380979237397204
ACH-000296,-0.061851087643247926
ACH-000302,-0.2825163218183389
ACH-000304,-0.06388352024974105
ACH-000307,-0.0483316593207524
ACH-000308,-0.2171375021483046
ACH-000310,-0.08201662403231942
ACH-000311,-0.23126476475239935
ACH-000312,-0.08959125477585188
ACH-000315,-0.2882581487836107
ACH-000316,0.1700130317699463
ACH-000317,-0.021324665169298904
ACH-000318,-0.030581049026913363
ACH-000319,-0.21222616602253672
ACH-000320,-0.09296955951289244
ACH-000322,0.04971569906143625
ACH-000323,-0.14816368252121742
ACH-000324,-0.17719758584462122
ACH-000329,-0.15486006413439934
ACH-000330,-0.2068053551629799
ACH-000331,0.04876452369605073
ACH-000332,-0.09468529545837284
ACH-000334,-0.017348277369875497
ACH-000335,-0.16258879523331876
ACH-000336,-0.5246215876382829
ACH-000337,-0.09433216523207752
ACH-000338,-0.486960502093781
ACH-000339,-0.2118806919554564
ACH-000341,-0.27607367436297536
ACH-000348,-0.0607638540762393
ACH-000350,-0.19895512196285506
ACH-000352,-0.03997544445884358
ACH-000356,-0.0993414034812179
ACH-000361,-0.21897261562453368
ACH-000362,-0.22038909801989234
ACH-000363,-0.074411381973474
ACH-000364,-0.07247993384561431
ACH-000365,-0.15939210238397433
ACH-000366,-0.16522766730526686
ACH-000368,0.15092392467923132
ACH-000374,-0.011721447767387259
ACH-000375,-0.2804486801463778
ACH-000376,0.0032790985269883248
ACH-000381,-0.07403343049909117
ACH-000383,-0.15545217270825515
ACH-000387,-0.07949007001348347
ACH-000389,-0.16868940358339604
ACH-000390,-0.2476582843244985
ACH-000393,-0.15927827240166298
ACH-000395,-0.0924994207084116
ACH-000396,-0.12541932473359782
ACH-000397,-0.1639254590600983
ACH-000401,-0.2073078130467472
ACH-000402,-0.4160317360700913
ACH-000403,-0.10063153999622663
ACH-000404,-0.1602263546720643
ACH-000406,-0.12274182898156932
ACH-000407,-0.16869093414863467
ACH-000408,-0.07989358976090535
ACH-000410,-0.03912476789339615
ACH-000411,0.05967023003199767
ACH-000414,-0.18188007755185734
ACH-000415,-0.1986154786228856
ACH-000416,-0.08136928822945583
ACH-000420,-0.2311671522303413
ACH-000421,-0.15064521363217573
ACH-000424,0.09275912560509796
ACH-000425,-0.12408002254443368
ACH-000426,-0.1820746132743632
ACH-000427,-0.32983039352750865
ACH-000433,-0.09559003031555108
ACH-000435,-0.030599882042681218
ACH-000436,-0.06616516245234204
ACH-000444,-0.1024411066777242
ACH-000445,-0.29200946501416203
ACH-000448,-0.1873666796439134
ACH-000450,-0.002297824297137853
ACH-000452,-0.12816508790389886
ACH-000454,-0.20195603159733586
ACH-000458,0.05610596270767137
ACH-000459,-0.00884166827178668
ACH-000460,-0.1885142540047444
ACH-000461,0.0072493776266610984
ACH-000463,-0.0811986591262477
ACH-000464,0.009690294260556972
ACH-000466,-0.163043334808834
ACH-000467,-0.015453628854179675
ACH-000468,-0.16919605233455534
ACH-000469,-0.1065603268787204
ACH-000470,-0.2499682530351467
ACH-000471,-0.13448113071437562
ACH-000472,-0.12862196006849305
ACH-000473,-0.14947012642085988
ACH-000475,-0.07364709599429382
ACH-000476,-0.1129499862187531
ACH-000477,0.06538820986451871
ACH-000479,0.04965485760804425
ACH-000480,-0.05939635370336166
ACH-000481,-0.10404015045131966
ACH-000483,-0.05611518770826945
ACH-000484,-0.1952150522648366
ACH-000485,-0.10548733155947487
ACH-000486,-0.21953320753850566
ACH-000487,-0.13893260597687218
ACH-000488,-0.1120747641335001
ACH-000490,-0.10508241125726496
ACH-000491,-0.036423078884801854
ACH-000495,-0.04105364987652063
ACH-000496,0.10874194537277693
ACH-000499,-0.21736537564284208
ACH-000500,-0.0481909976579572
ACH-000502,-0.2395189859013843
ACH-000503,-0.10573406093343367
ACH-000505,-0.09996971925412487
ACH-000507,0.033870502538623705
ACH-000510,-0.2451911466422459
ACH-000511,-0.017187132200913776
ACH-000512,-0.278894607590216
ACH-000516,-0.029684943772168463
ACH-000517,-0.2170512166520878
ACH-000518,-0.16245842957346435
ACH-000520,-0.099136440449644
ACH-000521,-0.12335101962015173
ACH-000522,-0.1844275862802892
ACH-000524,-0.31208015589106497
ACH-000527,-0.08019736356148811
ACH-000528,-0.10408725990084547
ACH-000537,-0.008420380180444192
ACH-000541,-0.28547866214984996
ACH-000542,-0.06042875866445495
ACH-000544,-0.2216538356695428
ACH-000545,-0.0378731247190056
ACH-000547,-0.14782074681716453
ACH-000548,-0.18934767802731955
ACH-000549,0.040946335094685316
ACH-000550,-0.10875613859127137
ACH-000552,-0.07904106307942461
ACH-000556,-0.16437542955479606
ACH-000557,-0.1401502869060825
ACH-000569,0.054363324336139364
ACH-000570,-0.1883605365213603
ACH-000571,-0.09449165828004057
ACH-000573,-0.1057694845298872
ACH-000576,-0.10735734570083384
ACH-000579,0.13849821346294708
ACH-000580,-0.3073465671976791
ACH-000584,-0.25958906291370804
ACH-000585,-0.23540904144942815
ACH-000588,-0.2751697498483433
ACH-000589,-0.008608757005565692
ACH-000591,0.13010417911268007
ACH-000593,-0.037940267201512
ACH-000600,-0.06361522977965373
ACH-000601,-0.07806433489438565
ACH-000605,-0.2806569369118245
ACH-000606,-0.1082706270575903
ACH-000608,-0.17999676233617778
ACH-000614,0.0032403410916438963
ACH-000616,-0.1031685256105012
ACH-000618,-0.07318468662783092
ACH-000619,0.0839008548587176
ACH-000620,-0.18727415589887111
ACH-000621,-0.12308287129293435
ACH-000622,-0.10858787163517038
ACH-000623,-0.2203670663405881
ACH-000624,-0.1893387529167745
ACH-000627,-0.19755316228938735
ACH-000630,-0.043639902650280935
ACH-000631,-0.12329115509309058
ACH-000632,-0.03611233493003607
ACH-000633,-0.07455554341690306
ACH-000637,-0.15737022026999442
ACH-000638,-0.06283692902103731
ACH-000646,-0.16895797288196865
ACH-000647,-0.10028239678418514
ACH-000648,-0.0757029688926228
ACH-000649,-0.13442271846330586
ACH-000651,-0.11503634914896255
ACH-000652,-0.14926820737081548
ACH-000653,-0.2787464674794836
ACH-000657,-0.2553770674436385
ACH-000658,-0.16775375284077876
ACH-000661,-0.19969493822958684
ACH-000662,-0.11965157052886508
ACH-000663,-0.0764531743724061
ACH-000665,-0.0166650244440588
ACH-000671,-0.1239547032251113
ACH-000672,0.08538348590173442
ACH-000673,-0.1532838867521657
ACH-000676,-0.040005296357553725
ACH-000677,-0.201853837270774
ACH-000681,-0.1455701444893155
ACH-000683,-0.06622831477718047
ACH-000684,0.12030657233916404
ACH-000688,-0.2104945180873108
ACH-000693,-0.10354318826547447
ACH-000694,-0.15647404757058692
ACH-000695,-0.051449863575337575
ACH-000696,-0.1217761080505368
ACH-000697,-0.266784825322313
ACH-000699,-0.06250660664026153
ACH-000701,-0.1693415894844634
ACH-000706,-0.15165046005979815
ACH-000711,-0.10999873266866242
ACH-000713,-0.2086281865875086
ACH-000714,-0.166714431118764
ACH-000718,-0.15441527001616276
ACH-000720,-0.09145594706716437
ACH-000721,-0.16599849987912985
ACH-000724,-0.3244423466813489
ACH-000725,-0.3510523044943797
ACH-000732,-0.14056370060140178
ACH-000734,-0.19040659800367976
ACH-000735,-0.23123428620732306
ACH-000736,-0.20220552017911306
ACH-000738,-0.06916100244503758
ACH-000746,-0.4180402084477538
ACH-000747,-0.09767166621998832
ACH-000748,-0.08566859172363207
ACH-000753,-0.04028650922128598
ACH-000756,-0.1597746827984021
ACH-000757,-0.2944381123546625
ACH-000758,-0.2435768971999093
ACH-000760,-0.10728112991422804
ACH-000762,-0.12178301732689953
ACH-000763,-0.11581290030107892
ACH-000764,-0.3447927947245733
ACH-000765,-0.21912817247274494
ACH-000766,-0.1295615164818286
ACH-000767,-0.2463871819242916
ACH-000768,-0.0578075312066525
ACH-000769,-0.2695806168561328
ACH-000770,-0.1525922431183434
ACH-000771,-0.0959284561263422
ACH-000773,-0.22075263750246368
ACH-000776,-0.1578735345260859
ACH-000777,-0.2411059968708467
ACH-000778,-0.19295234868703684
ACH-000781,-0.09445914210884804
ACH-000782,-0.16915541824184835
ACH-000783,-0.06873110846131318
ACH-000784,-0.17821186953311907
ACH-000785,-0.10966160461883316
ACH-000787,-0.1078273488172394
ACH-000788,-0.11155682123661376
ACH-000791,-0.09845909830227742
ACH-000792,-0.06318692847489588
ACH-000794,-0.13363130091396766
ACH-000796,-0.08228884345404312
ACH-000798,-0.04681504214043826
ACH-000799,0.22128088842095373
ACH-000800,0.014969624850730322
ACH-000802,-0.12925787439491254
ACH-000804,-0.15083296502748594
ACH-000805,-0.10959098824765527
ACH-000809,-0.09346949090360393
ACH-000810,-0.03155480825005555
ACH-000811,-0.18528499559052072
ACH-000817,0.10560476432424687
ACH-000819,-0.209275944583252
ACH-000820,-0.07944318601324674
ACH-000821,-0.3284313669367645
ACH-000822,-0.1391944924479311
ACH-000823,-0.20529050558956044
ACH-000824,-0.3301390665007945
ACH-000827,-0.1364130240169359
ACH-000829,-0.04747672930625791
ACH-000831,-0.1650150693148288
ACH-000832,0.026557691195456142
ACH-000833,-0.21026964165600434
ACH-000834,0.033023370488568383
ACH-000835,-0.225157410356106
ACH-000836,-0.06420466446972488
ACH-000837,-0.1487900618106549
ACH-000838,-0.3074762787005042
ACH-000839,-0.060214868576188914
ACH-000840,-0.21683387253355554
ACH-000841,-0.14763459384064184
ACH-000843,-0.053805435151717367
ACH-000846,-0.0144015747538813
ACH-000847,-0.10335384763579207
ACH-000848,-0.1336683434615641
ACH-000849,-0.13283471033620378
ACH-000851,-0.13119202493391366
ACH-000855,-0.1396942346201321
ACH-000856,-0.1563690334045783
ACH-000858,-0.2440039678344449
ACH-000859,-0.02057542642532693
ACH-000861,-0.3610396565447823
ACH-000862,-0.16478513072094952
ACH-000865,-0.15509745873095682
ACH-000866,-0.21208722250244114
ACH-000867,-0.06819059886788159
ACH-000869,-0.16681337594303364
ACH-000872,-0.241262960374618
ACH-000873,-0.12185807430957732
ACH-000876,-0.15739281043196507
ACH-000878,-0.11137461777913037
ACH-000880,-0.12629388549415813
ACH-000881,-0.12029636806456692
ACH-000882,-0.08528381233332329
ACH-000884,0.001928977548206548
ACH-000885,-0.008927324668994353
ACH-000887,-0.09121011802679482
ACH-000889,-0.10809544074118818
ACH-000896,-0.14128418020718453
ACH-000898,-0.08033965211343143
ACH-000900,-0.12999910304719636
ACH-000901,-0.1887164700689994
ACH-000905,-0.0843918190786279
ACH-000906,-0.32125938295962364
ACH-000907,-0.22002835370392565
ACH-000910,-0.0669502537782158
ACH-000911,-0.09047196596384892
ACH-000912,-0.2935298736545815
ACH-000913,0.018273237542997284
ACH-000915,-0.19900800028578502
ACH-000916,-0.17978388198835465
ACH-000917,-0.2864011850334113
ACH-000920,0.21755148348324296
ACH-000921,-0.2372850234803986
ACH-000924,-0.09565508313782607
ACH-000926,-0.08138743521060347
ACH-000928,-0.06856730436085891
ACH-000929,-0.13160105171296935
ACH-000932,-0.15952079515636491
ACH-000935,-0.09503693747855008
ACH-000936,-0.20800818068617613
ACH-000937,-0.019070923052684104
ACH-000938,-0.10378248154494624
ACH-000939,-0.21535485617640499
ACH-000941,-0.3037488260739038
ACH-000943,-0.15387815144369368
ACH-000946,-0.11557709676763755
ACH-000947,-0.10587116549490506
ACH-000948,-0.08968595072766668
ACH-000950,-0.15549236592811225
ACH-000953,-0.17480255742733794
ACH-000954,-0.20732400905097487
ACH-000957,0.07626921465888545
ACH-000958,-0.02591450977692261
ACH-000960,-0.08965353612952995
ACH-000963,-0.1222290937870894
ACH-000968,-0.11476569177607288
ACH-000969,-0.2263873271905503
ACH-000972,-0.054124382005506
ACH-000973,-0.20392701184672
ACH-000974,-0.18462700808957944
ACH-000978,-0.24621990223972146
ACH-000984,-0.08309010242432242
ACH-000986,-0.1580097908274488
ACH-000988,-0.2325265800681685
ACH-000993,-0.08122574798658788
ACH-000994,0.08898204504628231
ACH-000996,-0.18609427475802454
ACH-001001,-0.04201024689628375
ACH-001020,-0.0962810277793281
ACH-001028,-0.2417585419341047
ACH-001031,0.01890672475079984
ACH-001038,-0.07626454545398957
ACH-001048,-0.06370289440422212
ACH-001050,-0.1412365449731552
ACH-001053,-0.11462904081999785
ACH-001054,-0.062120111901028285
ACH-001061,0.0719586851785124
ACH-001067,-0.14558504852385762
ACH-001075,0.07198694431140171
ACH-001096,-0.06198594879553233
ACH-001111,0.102684015864962
ACH-001119,0.12942873785384235
ACH-001128,0.015418656755552497
ACH-001134,-0.01205113705648648
ACH-001151,-0.14625869053238405
ACH-001163,-0.07985061585834702
ACH-001164,-0.4150712305792186
ACH-001183,-0.04485202901748992
ACH-001192,-0.21770371741191324
ACH-001193,0.060299921473572486
ACH-001196,-0.05745243262630075
ACH-001197,-0.1214359057710215
ACH-001205,-0.012279844000119805
ACH-001211,-0.22484934454245145
ACH-001212,-0.3478351489682043
ACH-001228,-0.24056108277994898
ACH-001232,-0.07630317870891352
ACH-001239,0.048656550628169176
ACH-001270,0.05135360823165827
ACH-001274,-0.12074206743374673
ACH-001275,-0.12826368957889067
ACH-001277,-0.013803465929448231
ACH-001278,-0.1387688006242734
ACH-001280,0.19020185340014054
ACH-001283,-0.2552623525885302
ACH-001289,-0.07156318039805018
ACH-001300,-0.02472441334038207
ACH-001301,-0.039142859461303116
ACH-001302,-0.15072205204771996
ACH-001306,-0.0594225059101032
ACH-001318,-0.0953190652589169
ACH-001322,-0.03332592806583458
ACH-001328,-0.054431508811069625
ACH-001332,0.0511306638035845
ACH-001336,-0.1614711833146107
ACH-001346,-0.22030306824699564
ACH-001353,-0.11040498705525052
ACH-001354,-0.08506238907967842
ACH-001367,-0.1583158954760055
ACH-001368,-0.13556834894473133
ACH-001374,0.02371130399729301
ACH-001377,-0.14494101979619628
ACH-001380,-0.15471675119128028
ACH-001391,-0.17684661289598247
ACH-001408,-0.07846046527014844
ACH-001430,-0.09178769197736313
ACH-001431,-0.21515820493092885
ACH-001450,0.057077994942300335
ACH-001496,0.01599141593715165
ACH-001500,-0.23927926427958235
ACH-001523,-0.0947680908058602
ACH-001532,-0.023581509153814958
ACH-001550,-0.07327294833381941
ACH-001552,-0.31092075397245056
ACH-001554,-0.11611632923928845
ACH-001654,-0.1436581734509603
ACH-001735,-0.2410531275238713
ACH-001736,-0.059254579695986125
ACH-001737,-0.3530387360401586
ACH-001740,-0.0937979330177941
ACH-001745,-0.2391634636045055
ACH-001765,-0.09478337902598133
