,DTD1 (92675)
ACH-000004,0.014130236737033822
ACH-000005,-0.07169025137798737
ACH-000007,-0.17437224695646308
ACH-000009,-0.02946497285207766
ACH-000011,-0.13821903714911662
ACH-000012,-0.05917438271797449
ACH-000013,-0.1272298399435796
ACH-000014,0.0048188417276396
ACH-000015,0.04191443832980026
ACH-000017,-0.14179498779537952
ACH-000018,-0.026616747679455488
ACH-000019,-0.10145469326404208
ACH-000021,-0.12725720043005595
ACH-000022,-0.09527908256170113
ACH-000025,0.09984778012021203
ACH-000028,-0.12114475289363864
ACH-000030,-0.10793148524367538
ACH-000035,-0.06218433610162169
ACH-000036,0.010950832003881954
ACH-000037,-0.1278626037269454
ACH-000039,-0.00553558029866323
ACH-000040,-0.08541512943134189
ACH-000041,-0.03266851504222798
ACH-000042,-0.13390749695337373
ACH-000045,-0.0406872509302613
ACH-000047,-0.1460632307284356
ACH-000052,-0.02587056696573012
ACH-000053,-0.12343494725445099
ACH-000054,-0.12316242370427055
ACH-000055,0.03988707977044058
ACH-000060,-0.0438092964530824
ACH-000067,-0.21516482515546687
ACH-000070,-0.13931396660639542
ACH-000075,-0.09432069320409488
ACH-000078,0.055496238903132634
ACH-000082,-0.0669700473150838
ACH-000085,-0.4173035605838297
ACH-000086,0.06647183825653395
ACH-000087,-0.2039552460622184
ACH-000092,-0.059618250565296266
ACH-000095,-0.08242250868663807
ACH-000097,-0.1882432752142777
ACH-000098,-0.051052904573135514
ACH-000099,-0.05711053163071831
ACH-000108,-0.11923628974603367
ACH-000113,-0.1382486798966379
ACH-000116,-0.060198292442293175
ACH-000118,-0.07918098152474046
ACH-000120,-0.06507639391844564
ACH-000123,-0.12687971078840646
ACH-000127,-0.023991242544752732
ACH-000128,-0.08287662889659607
ACH-000132,0.04776230147797808
ACH-000133,-0.17595478070318332
ACH-000137,-0.061288118012954765
ACH-000138,0.008572417393203684
ACH-000142,0.036227348246177744
ACH-000143,-0.2818926681359392
ACH-000146,-0.07717050419579803
ACH-000148,-0.07883681657045685
ACH-000150,-0.11370392425702745
ACH-000152,-0.1259461541024152
ACH-000153,-0.3127123875719701
ACH-000159,0.08875149141928204
ACH-000160,-0.16267484154783032
ACH-000163,-0.09621631685245938
ACH-000167,-0.2373347810229997
ACH-000168,-0.0608139534688564
ACH-000169,-0.014306853615420763
