,GNRHR (2798)
ACH-000004,0.044341419050702116
ACH-000005,0.1940203545414897
ACH-000007,0.06062902743237995
ACH-000009,-0.0668682376497777
ACH-000011,-0.1053807938886868
ACH-000012,-0.0027313385424473373
ACH-000013,0.020453917113344263
ACH-000014,0.182536575291962
ACH-000015,0.015809131275178488
ACH-000017,0.07216909802635316
ACH-000018,-0.04945316891063488
ACH-000019,-0.10077517057247554
ACH-000021,-0.037205660469752745
ACH-000022,-0.03766800598387457
ACH-000025,-0.14631810315258306
ACH-000028,-0.10859812265715416
ACH-000030,0.03988963789310212
ACH-000035,-0.10053356432064647
ACH-000036,0.02148596733770705
ACH-000037,0.024217249149310904
ACH-000039,-0.014164277369880972
ACH-000040,-0.02456365847530096
ACH-000041,0.05093043457634347
ACH-000042,0.014211905264365063
ACH-000045,-0.07541678798080012
ACH-000047,-0.02640781783807006
ACH-000052,-0.20688724720477247
ACH-000053,-0.0393630463710883
ACH-000054,0.05087868253700485
ACH-000055,-0.1613862900095469
ACH-000060,-0.04972032407783356
ACH-000067,0.020241455470266324
ACH-000070,-0.2334659190676968
ACH-000075,-0.10720907507362136
ACH-000078,0.09443399487483194
ACH-000082,0.048403810429828366
ACH-000085,-0.30288533880407714
ACH-000086,-0.012965227389429287
ACH-000087,-0.2106168155607305
ACH-000092,0.010534960780825095
ACH-000095,0.003347803601522601
ACH-000097,-0.09639150461984074
ACH-000098,-0.047506981301607486
ACH-000099,0.11797100352826835
ACH-000108,0.0739967654726312
ACH-000113,0.026533913455025537
ACH-000116,-0.036629949912944715
ACH-000118,0.04340192795773865
ACH-000120,0.10361211048991492
ACH-000123,0.02764616775350559
ACH-000127,-0.03757672235969889
ACH-000128,-0.0019304692967723573
ACH-000132,0.02563214109622515
ACH-000133,0.06449425477656202
ACH-000137,-0.08021146980296705
ACH-000138,0.1368118741875883
ACH-000142,-0.09343542691329468
ACH-000143,-0.0007565442993513943
ACH-000146,0.04075516960052266
ACH-000148,0.04223173577262383
ACH-000150,0.10017735137450752
ACH-000152,-0.042869310405928236
ACH-000153,-0.25062578107062017
ACH-000159,0.022931569504617496
ACH-000160,0.004325351914369952
ACH-000163,-0.0008640627922565612
ACH-000167,0.1226120240346015
ACH-000168,-0.053079981538119415
ACH-000169,0.005421833861125661
ACH-000178,-0.021867468218285877
ACH-000183,0.014307238107413753
ACH-000188,-0.0749529105596877
ACH-000189,-0.1325753038365038
ACH-000190,-0.12507650443853138
ACH-000198,-0.1354280720998192
ACH-000203,-0.27176057985858515
ACH-000204,0.07287693342770693
ACH-000206,-0.022288108539799668
ACH-000207,-0.10309258330017024
ACH-000208,0.0018006382267587173
ACH-000210,-0.007643816553458989
ACH-000211,-0.10603796811874043
ACH-000215,-0.0531534783669222
ACH-000221,-0.029764588845364776
ACH-000222,-0.08232051128296225
ACH-000223,-0.08785924284118109
ACH-000226,-0.040064987364294716
ACH-000227,-0.024922431310662237
ACH-000228,-0.14223051314427854
ACH-000231,-0.01631340620741784
ACH-000232,-0.03865732475334716
ACH-000233,-0.014896672327783097
ACH-000234,-0.027320518806177817
ACH-000235,0.05157509188077699
ACH-000237,-0.056379470666487824
ACH-000238,0.008497567739558422
ACH-000242,0.17681688277783736
ACH-000243,0.0040981040259345965
ACH-000244,0.02906203791011118
ACH-000246,0.16101657192030808
ACH-000248,0.05280034094345471
ACH-000250,0.08994996489570795
ACH-000251,0.006599284505834068
ACH-000252,0.07047655471728807
ACH-000253,0.09652043517082594
ACH-000255,-0.05160139251963136
ACH-000256,-0.05103729949890586
ACH-000257,-0.05312910382949117
ACH-000258,0.1995322234177241
ACH-000259,-0.0001226119142962364
ACH-000260,-0.01794883778050369
ACH-000261,-0.04349823027137687
ACH-000262,0.012902345373617034
ACH-000263,-0.0728971378259998
ACH-000264,-0.01176463879761806
ACH-000265,-0.09388789265194862
ACH-000266,0.02111541152476203
ACH-000272,-0.006962621994812845
ACH-000274,0.002658934729258884
ACH-000277,-0.06795952118748758
ACH-000278,-0.06596720568768769
ACH-000279,-0.038535156572773684
ACH-000280,0.011791104167421742
ACH-000281,-0.024126565434848226
ACH-000288,0.02692570877890981
ACH-000291,0.14413215171816965
ACH-000293,-0.02221884416872277
ACH-000294,-0.0490429794341596
ACH-000295,-0.2378624943297443
ACH-000296,-0.09997416323112594
ACH-000302,0.045429620214905465
ACH-000304,0.15153933656738336
ACH-000307,0.09154107492561224
ACH-000308,0.012292322652492927
ACH-000310,0.05099457581740428
ACH-000311,-0.07534338326260258
ACH-000312,0.0945767337486961
