,S1PR4 (8698)
ACH-000004,-0.014813213235921652
ACH-000005,-0.20060455851403647
ACH-000007,-0.1922560704981756
ACH-000009,-0.08346211227172794
ACH-000011,-0.16445896741599172
ACH-000012,-0.142569740947721
ACH-000013,-0.22369496749349171
ACH-000014,-0.09621557093407372
ACH-000015,-0.18914954453564206
ACH-000017,-0.1867548590266097
ACH-000018,-0.17951132129991804
ACH-000019,-0.15592677421398193
ACH-000021,-0.2618305636483365
ACH-000022,-0.09221477031832533
ACH-000025,-0.1676299480008126
ACH-000028,-0.1719927461720698
ACH-000030,-0.18697494469493384
ACH-000035,-0.1871013441645181
ACH-000036,-0.2462782431613616
ACH-000037,-0.09583413099191433
ACH-000039,-0.166421610590613
ACH-000040,-0.17911077767137393
ACH-000041,-0.2410086024687429
ACH-000042,-0.09192634254564737
ACH-000045,-0.02325085338066708
ACH-000047,-0.1775220708263152
ACH-000052,-0.3471670418629456
ACH-000053,-0.1376569052791329
ACH-000054,-0.21685449701426715
ACH-000055,-0.2726327995286467
ACH-000060,-0.14866128783536214
ACH-000067,-0.2492050615493893
ACH-000070,-0.1451082522662973
ACH-000075,-0.25840764079482553
ACH-000078,-0.06066037545799805
ACH-000082,-0.16927467869668172
ACH-000085,0.040511816528234004
ACH-000086,-0.05459134698347731
ACH-000087,-0.14634570356697432
ACH-000092,-0.13457068882770398
ACH-000095,-0.19894688845668185
ACH-000097,-0.06448269426243113
ACH-000098,-0.3331085215015745
ACH-000099,-0.24538807602595994
ACH-000108,-0.2290264504060352
ACH-000113,-0.15208343839000285
ACH-000116,-0.11410750507395102
ACH-000118,-0.08730058395233264
ACH-000120,-0.049763011613504285
ACH-000123,-0.18077789640151454
ACH-000127,-0.2347241087955605
ACH-000128,-0.0952442226604361
ACH-000132,-0.19815133077037586
ACH-000133,-0.21831889169118907
ACH-000137,-0.22097773844204044
ACH-000138,-0.23934281087733925
ACH-000142,-0.11643448393626345
ACH-000143,-0.21601071988043052
ACH-000146,-0.04612031660456824
ACH-000148,-0.06774692687805109
ACH-000150,-0.1558268609922604
ACH-000152,-0.105897275034993
ACH-000153,-0.0665373210730374
ACH-000159,-0.19572450756503698
ACH-000160,-0.03535713732900018
ACH-000163,-0.2280607519355719
ACH-000167,-0.029244065723815882
ACH-000168,-0.20571712150043586
ACH-000169,-0.15761444092972787
ACH-000178,-0.1393421732379537
ACH-000183,-0.21880585515681225
ACH-000188,-0.11635993896699172
ACH-000189,-0.05389823709815241
ACH-000190,-0.039575322753504484
