,AAAS (8086)
ACH-000004,-0.3636329614758569
ACH-000005,-0.3399252798531921
ACH-000007,-0.35254147299958205
ACH-000009,-0.498860058807331
ACH-000011,-0.3173102097969005
ACH-000012,-0.3968092944031197
ACH-000013,-0.37539356050271216
ACH-000014,-0.37103349012461984
ACH-000015,-0.2854388402618797
ACH-000017,-0.3109659933390072
ACH-000018,-0.3732917783721735
ACH-000019,-0.4122980581537518
ACH-000021,-0.4236684257282315
ACH-000022,-0.21519753604883776
ACH-000025,-0.5516889492333579
ACH-000028,-0.4936681081045335
ACH-000030,-0.4750335800286122
ACH-000035,-0.5657140034976113
ACH-000036,-0.5910748305832397
ACH-000037,-0.5708685456930228
ACH-000039,-0.416113387439956
ACH-000040,-0.4159215625349018
ACH-000041,-0.3630116337334582
ACH-000042,-0.36365516286337546
ACH-000045,-0.395330464927484
ACH-000047,-0.425821193763965
ACH-000052,-0.4740427676858951
ACH-000053,-0.25155101796952645
ACH-000054,-0.059741157479621484
ACH-000055,-0.2823850897193428
ACH-000060,-0.25707822543706554
ACH-000067,-0.534094621465757
ACH-000070,-0.25701190923167955
ACH-000075,-0.3291878826611412
ACH-000078,-0.3271691090700811
ACH-000082,-0.4509462921419802
ACH-000085,-0.4569085953490085
ACH-000086,-0.5210466220396013
ACH-000087,-0.2599904965058659
ACH-000092,-0.33127835449721
ACH-000095,-0.3722401884878708
ACH-000097,-0.5639077696108713
ACH-000098,-0.4214467839674859
ACH-000099,-0.16132880411040834
ACH-000108,-0.5135758355130621
ACH-000113,-0.5502551462571876
ACH-000116,-0.4476605593250891
ACH-000118,-0.4439741585889399
ACH-000120,-0.6397512472833548
ACH-000123,-0.3439100141770851
ACH-000127,-0.4920721826624818
ACH-000128,-0.5582254043784548
ACH-000132,-0.2620251419120177
ACH-000133,-0.3621176857459289
ACH-000137,-0.6660827918213461
ACH-000138,-0.4857363178423494
ACH-000142,-0.4449744899223136
ACH-000143,-0.2670682446361614
ACH-000146,-0.3440712755969881
ACH-000148,-0.3152850518246678
ACH-000150,-0.3568658224980165
ACH-000152,-0.5722964806025106
ACH-000153,-0.2230578240922435
ACH-000159,-0.38852832962468303
ACH-000160,-0.3381655381265851
ACH-000163,-0.4085994236986642
ACH-000167,-0.6143019714601167
ACH-000168,-0.3635664445165224
ACH-000169,-0.32662744037822194
ACH-000178,-0.35315764906086666
ACH-000183,-0.3686365853329791
ACH-000188,-0.4814173457020169
ACH-000189,-0.6059787081124972
ACH-000190,-0.3280453366508759
ACH-000198,-0.7968049049045803
ACH-000203,-0.4739467592724343
ACH-000204,-0.4918954294939141
ACH-000206,-0.10893704389318233
ACH-000207,-0.3896284479983863
ACH-000208,-0.3918909411398631
ACH-000210,-0.1526221103159691
ACH-000211,-0.5366803217713145
ACH-000215,-0.5597667094333123
ACH-000221,-0.3653249922299655
ACH-000222,-0.4134716493980502
ACH-000223,-0.2936319272744755
ACH-000226,-0.3902538346174037
ACH-000227,-0.3709548191146947
ACH-000228,-0.5374910153095297
ACH-000231,-0.2910631926154298
ACH-000232,-0.2593882923579136
ACH-000233,-0.1917697369010986
ACH-000234,-0.5117576391394275
ACH-000235,-0.3548412252831952
ACH-000237,-0.59233891197283
ACH-000238,-0.24636691399590946
ACH-000242,-0.5903390122885402
ACH-000243,-0.4411141603383849
ACH-000244,-0.3777031047387436
ACH-000246,-0.30950344159109666
ACH-000248,-0.5007067571868794
ACH-000250,-0.400220963120588
ACH-000251,-0.5308371625178689
ACH-000252,-0.4532568716534946
ACH-000253,-0.485509720279189
ACH-000255,-0.3615565728819387
ACH-000256,-0.4853703350723164
ACH-000257,-0.28848809106354656
ACH-000258,-0.5687945953814052
ACH-000259,-0.3218114469034705
ACH-000260,-0.4209351444541667
ACH-000261,-0.380891494825728
ACH-000262,-0.5163340139617136
ACH-000263,-0.5917801157251031
ACH-000264,-0.4682943896345709
ACH-000265,-0.37314766818691386
ACH-000266,-0.3884564736260211
ACH-000272,-0.2164277999270829
ACH-000274,-0.4182868608200884
ACH-000277,-0.329738596763036
ACH-000278,-0.4419267096616907
ACH-000279,-0.2909859771260477
ACH-000280,-0.5274676354941438
ACH-000281,-0.6384427576179539
ACH-000288,-0.5007737701926256
ACH-000291,-0.7740594735736508
ACH-000293,-0.15188193893571947
ACH-000294,-0.3870966756808199
ACH-000295,-0.3748714452921639
ACH-000296,-0.4825263534467694
ACH-000302,-0.2828377502637016
ACH-000304,-0.1959257575796801
ACH-000307,-0.5242480482322022
ACH-000308,-0.7245371631298155
ACH-000310,-0.3680789790890009
ACH-000311,-0.5141340563884342
ACH-000312,-0.3936612593039086
ACH-000315,-0.2857833228248889
ACH-000316,-0.5396100064575274
ACH-000317,-0.2564443053282651
ACH-000318,-0.4128147837544492
ACH-000319,-0.3202058194025692
ACH-000320,-0.4328079050096829
ACH-000322,-0.28411957458322845
ACH-000323,-0.3510965956590454
ACH-000324,-0.4492990587083353
ACH-000329,-0.33897264444375524
ACH-000330,-0.7540212566357373
ACH-000331,-0.44422046907937135
ACH-000332,-0.4445564199511431
ACH-000334,-0.4051227115493516
ACH-000335,-0.3772104574652377
ACH-000336,-0.2907488330571907
ACH-000337,-0.5161387232845573
ACH-000338,-0.8083057626579494
ACH-000339,-0.5745831145742071
ACH-000341,-0.4836090659795021
ACH-000348,-0.3225231355087536
ACH-000350,-0.3952892013492789
ACH-000352,-0.5046483515415591
ACH-000356,-0.6667996262694434
ACH-000361,-0.5870579159850811
ACH-000362,-0.40954735463000796
ACH-000363,-0.3880782973878185
ACH-000364,-0.5054458811561282
ACH-000365,-0.467056892041267
ACH-000366,-0.4413269857556273
ACH-000368,-0.500225761275441
ACH-000374,-0.5887755631068746
ACH-000375,-0.3822680446186083
