,SYNPO2L (79933)
ACH-000167,-0.22798656675722165
ACH-000168,-0.17559957013284916
ACH-000169,-0.4446241176493155
ACH-000178,-0.2563410444412159
ACH-000183,-0.3167825348652373
ACH-000188,-0.4075598877178819
ACH-000189,-0.2819834911108051
ACH-000190,-0.4632624592406068
ACH-000198,-0.22908565612881335
ACH-000203,-0.042897891167619835
ACH-000204,-0.3789726604716384
ACH-000206,-0.4448495882733637
ACH-000207,-0.34210661835793715
ACH-000208,-0.2374707477424035
ACH-000210,-0.010839278794846748
ACH-000211,-0.26436912466033186
ACH-000215,-0.2641560000014325
ACH-000221,-0.26893056237636315
ACH-000222,-0.1321605631670453
ACH-000223,-0.2973014765063326
ACH-000226,-0.3168318365448295
ACH-000227,-0.3705189360016306
ACH-000228,-0.3822048109319346
ACH-000231,-0.37746377909720347
ACH-000232,-0.317371462219992
ACH-000233,-0.315455152358624
ACH-000234,-0.2998467244392789
ACH-000235,-0.3056269543092603
ACH-000237,-0.3359481134197896
ACH-000238,-0.2865819266890932
ACH-000242,-0.17192088180132095
ACH-000243,-0.3553245974595079
ACH-000244,-0.3557478113052596
ACH-000246,-0.2297088117737749
ACH-000248,-0.2670347469567104
ACH-000250,-0.2956240143072034
ACH-000251,-0.31653981576907225
ACH-000252,-0.2745940466006632
ACH-000253,-0.4122577822869328
ACH-000255,-0.2647276111181555
ACH-000256,-0.19903404221352575
ACH-000257,-0.23957839924929014
ACH-000258,-0.2933279834163515
ACH-000259,-0.2565217009720553
ACH-000260,-0.2156772832168732
ACH-000261,-0.24971457458178145
ACH-000262,-0.4616390938542244
ACH-000263,-0.3787909947088439
ACH-000264,-0.21774024175613926
ACH-000265,-0.2814519031955749
ACH-000266,-0.2372572285762557
ACH-000272,-0.23758387982806545
ACH-000274,-0.22298985321911088
ACH-000277,-0.1579192451071057
ACH-000278,-0.2018225088302658
ACH-000279,-0.4148414657586323
ACH-000280,-0.38489075066899797
ACH-000281,-0.4396085653895182
ACH-000288,-0.4227856430319629
ACH-000291,-0.1402201534262444
ACH-000293,-0.3809355274787073
ACH-000294,-0.4576872950163203
ACH-000295,-0.4456341280769605
ACH-000296,-0.43876290713590027
ACH-000302,-0.3676617566911285
ACH-000304,-0.1903265506802843
ACH-000307,-0.2424739307347593
ACH-000308,-0.3554281292391919
ACH-000310,-0.2993181989702149
ACH-000311,-0.26877486383212257
ACH-000312,-0.19738512730766544
ACH-000315,-0.2843758456259953
ACH-000316,-0.16877679858843525
ACH-000317,-0.2661256097213444
ACH-000318,-0.2163719455367388
ACH-000319,-0.2865010643468308
ACH-000320,-0.35846884368293336
ACH-000322,-0.3854602279593335
ACH-000323,-0.31697886995885194
ACH-000324,-0.2425325357118425
ACH-000329,-0.20672965127020695
ACH-000330,-0.03647891893338934
ACH-000331,-0.2534800393961797
ACH-000332,-0.2673635768352388
ACH-000334,-0.4219822124092058
ACH-000335,-0.2816370851476379
ACH-000336,-0.271402973033084
ACH-000337,-0.3137577855282153
ACH-000338,0.1708694451933355
ACH-000339,-0.2862982669846039
ACH-000341,-0.2720315734784239
ACH-000348,-0.2266667927700218
ACH-000350,-0.2265088949901164
ACH-000352,-0.2029702296208012
ACH-000356,-0.36029751800794985
ACH-000361,-0.3489138181293359
ACH-000362,-0.2887517079995953
ACH-000363,-0.1628159886215732
ACH-000364,-0.235512727125526
ACH-000365,-0.3806510955281219
ACH-000366,-0.32004075860301473
ACH-000368,-0.3960052896813954
ACH-000374,-0.3924769696292785
ACH-000375,-0.13857765014886778
ACH-000376,-0.2466052221449025
ACH-000381,-0.352589287471083
ACH-000383,-0.26947903207625296
ACH-000387,-0.28136093034342297
ACH-000389,-0.2516451730208221
ACH-000390,-0.2671101393824048
ACH-000393,-0.11892150364073595
ACH-000395,-0.06931467574985484
ACH-000396,-0.051341151362274115
ACH-000397,-0.1629749987246253
ACH-000401,0.02689334795779252
ACH-000402,-0.7070281635208834
ACH-000403,-0.2902494310574581
ACH-000404,-0.3273973694158159
ACH-000406,-0.2898367634249652
ACH-000407,-0.22507945974558086
ACH-000408,-0.5620145557700774
ACH-000410,-0.22261899424901693
ACH-000411,-0.19400130229422186
ACH-000414,-0.2919444650800657
ACH-000415,-0.4587423137700296
ACH-000416,-0.34317910128206186
ACH-000420,-0.3654249312461579
ACH-000421,-0.3265006661059692
ACH-000424,-0.22420848188502815
ACH-000425,-0.33634679669287143
ACH-000426,-0.15741513132092586
ACH-000427,-0.2319770182584079
ACH-000433,-0.3407708732805575
ACH-000435,-0.3366255311553121
ACH-000436,-0.3212849598947065
ACH-000444,-0.2854485675873406
ACH-000445,-0.4261166842572235
ACH-000448,-0.2233122327866967
ACH-000450,-0.29002855360804763
ACH-000452,-0.3977897558523872
ACH-000454,-0.318563603743906
ACH-000458,-0.33329921866920065
ACH-000459,-0.3202016554402567
ACH-000460,-0.2930966720466075
ACH-000461,-0.2670920032829151
ACH-000463,-0.2852947797869736
ACH-000464,-0.3432094975652574
ACH-000466,-0.3707273524733569
ACH-000467,-0.2905396861291915
ACH-000468,-0.4082889052918245
ACH-000469,-0.27189789859241825
ACH-000470,-0.2861400031409411
ACH-000471,-0.2391407575412861
ACH-000472,-0.3144931531824112
ACH-000473,-0.18194487199994544
ACH-000475,-0.2275831681248077
ACH-000476,-0.20564415851040335
ACH-000477,-0.3791246236733756
ACH-000479,-0.24698022738790776
ACH-000480,-0.15981834123212066
ACH-000481,-0.3614778665583947
ACH-000483,-0.2855873301464854
ACH-000484,-0.2479167646481555
ACH-000485,-0.361926680810467
ACH-000486,-0.4351700852871699
ACH-000487,-0.35350115773688423
ACH-000488,-0.3290487789380888
ACH-000490,-0.5578840506193474
ACH-000491,-0.39723897741790415
ACH-000495,-0.3071209810187275
ACH-000496,-0.3949369982451436
ACH-000499,-0.2411654278696982
ACH-000500,-0.2691592136330779
ACH-000502,-0.3794434092588921
ACH-000503,-0.3499133062894226
ACH-000505,-0.30784248767782
ACH-000507,-0.2304050383494045
ACH-000510,-0.3869201399944698
ACH-000511,-0.254889902837955
ACH-000512,-0.2725964113010797
ACH-000516,-0.19633518432247526
ACH-000517,-0.2632077494360266
ACH-000518,-0.24457556069838965
ACH-000520,-0.1755635755887562
ACH-000521,-0.18691008022164285
ACH-000522,-0.2046212854860792
ACH-000524,-0.25983736637828564
ACH-000527,-0.30765469602605794
ACH-000528,-0.2900645716976077
ACH-000537,-0.2904092601061121
ACH-000541,-0.3240428722213099
ACH-000542,-0.20908225620975224
ACH-000544,-0.4062335664126927
ACH-000545,-0.3093382114759312
ACH-000547,-0.15493114775659245
ACH-000548,-0.1989598376805878
ACH-000549,-0.3312472454444429
ACH-000550,-0.321140745465504
ACH-000552,-0.4603902732794862
ACH-000556,-0.33199106327343564
ACH-000557,-0.3252263287590323
ACH-000569,-0.055619889281183735
ACH-000570,-0.3799971546573919
ACH-000571,-0.2853353927188661
ACH-000573,-0.21896322755718128
ACH-000576,-0.3162453392094109
ACH-000579,-0.5196783425147976
ACH-000580,-0.11535454868623382
ACH-000584,-0.3050374114366549
ACH-000585,-0.4730780780360422
ACH-000588,-0.4699325924430604
ACH-000589,-0.3206771551954071
ACH-000591,-0.5276180463725817
ACH-000593,-0.4334662325317201
ACH-000600,-0.37932114295683794
ACH-000601,-0.197582791897866
ACH-000605,-0.2457128606091875
ACH-000606,-0.4481872616126248
ACH-000608,-0.2936622072505399
ACH-000614,-0.19575020847585914
ACH-000616,-0.4334813078366289
ACH-000618,-0.2939737604609297
ACH-000619,-0.4395648749795296
ACH-000620,-0.2613700006167303
ACH-000621,-0.2545927690554272
ACH-000622,-0.14525700192572494
ACH-000623,-0.4685805470895821
ACH-000624,-0.2509178625379341
ACH-000627,-0.34092643582897897
ACH-000630,-0.4524986375921028
ACH-000631,-0.2718673878077764
ACH-000632,-0.4134513874521952
ACH-000633,-0.11987734218772934
ACH-000637,-0.295079123219572
ACH-000638,-0.4370524156792892
ACH-000646,-0.10181835465823234
ACH-000647,-0.2384557238601593
ACH-000648,-0.28053898399892857
ACH-000649,-0.2800480245189107
ACH-000651,-0.39009338100495533
ACH-000652,-0.10513057809727587
ACH-000653,-0.18845566785354814
ACH-000657,-0.2955383644985281
ACH-000658,-0.16674360135211427
ACH-000661,-0.3878766725578996
ACH-000662,-0.1445655766834076
ACH-000663,-0.31318887973696197
ACH-000665,-0.3782422623868476
ACH-000671,-0.2439331370570892
ACH-000672,-0.4730438808563738
ACH-000673,-0.269656097850138
ACH-000676,-0.2100361445358256
ACH-000677,-0.32561947220941634
ACH-000681,-0.17058075254531976
ACH-000683,-0.3287503161878035
ACH-000684,-0.4293413803848108
ACH-000688,-0.4804483261653381
ACH-000693,-0.401290214237278
ACH-000694,-0.2536797900613102
ACH-000695,-0.264149436279262
ACH-000696,-0.2544942999672766
ACH-000697,-0.0596394625505052
ACH-000699,-0.3517699602207398
ACH-000701,-0.2500918447999146
ACH-000706,-0.20681866280040573
ACH-000711,-0.38399160019184586
ACH-000713,-0.16080736667656392
ACH-000714,-0.2822665399599196
ACH-000718,-0.17205587488714255
ACH-000720,-0.3189109750313007
ACH-000721,-0.27043686536681305
ACH-000724,-0.14993315812447547
ACH-000725,-0.146415796462957
ACH-000732,-0.2396115164732749
ACH-000734,-0.193697608835566
ACH-000735,-0.3987869432010549
ACH-000736,-0.3206137515645364
ACH-000738,-0.4011293914440451
ACH-000746,-0.2687394578605339
ACH-000747,-0.4414226306449242
ACH-000748,-0.4127587190070913
ACH-000753,-0.4883336127895259
ACH-000756,-0.21684083881912866
ACH-000757,-0.2247987582938885
ACH-000758,-0.1971894990713806
ACH-000760,-0.4248313278235869
ACH-000762,-0.5298245717172259
ACH-000763,-0.21460652581536235
ACH-000764,-0.5252550445483241
ACH-000765,-0.2797076254258639
ACH-000766,-0.3859522014173776
ACH-000767,-0.2258023585155597
ACH-000768,-0.2876902071441276
ACH-000769,-0.1899321746990942
ACH-000770,-0.2516141508657658
ACH-000771,-0.21321799783532736
ACH-000773,-0.2405421984316171
ACH-000776,-0.3587003074320945
ACH-000777,-0.2296202327085848
ACH-000778,-0.24597660049431785
ACH-000781,-0.25920138134257625
ACH-000782,-0.4492865511969311
ACH-000783,-0.2637021752776568
ACH-000784,-0.37605365100578425
ACH-000785,-0.25694958329342144
ACH-000787,-0.30005628912844223
ACH-000788,-0.2730143632752048
ACH-000791,-0.22230851302405186
ACH-000792,-0.3117816324530739
ACH-000794,-0.45786369117632597
ACH-000796,-0.3475074841818619
ACH-000798,-0.2990624275317543
ACH-000799,-0.3040067348025133
ACH-000800,-0.28563437275276665
ACH-000802,-0.4019714225287364
ACH-000804,-0.2972310569618315
ACH-000805,-0.3896281503161969
ACH-000809,-0.3356100767975374
ACH-000810,-0.09426862927026704
ACH-000811,-0.2354089114811032
ACH-000817,-0.3705640703550643
ACH-000819,-0.2681495158843791
ACH-000820,-0.2740478725603691
ACH-000821,-0.21967887245898685
ACH-000822,-0.2931214116962257
ACH-000823,-0.2724383640820941
ACH-000824,-0.41938571825634186
ACH-000827,-0.19268844705547636
ACH-000829,-0.18280108646177926
ACH-000831,-0.3981556006413345
ACH-000832,-0.3316773578492386
ACH-000833,-0.21801228044518176
ACH-000834,-0.212092459818148
ACH-000835,-0.2331383471770621
ACH-000836,-0.42509825072453933
ACH-000837,-0.3908706522771223
ACH-000838,-0.4543359743843761
ACH-000839,-0.6002712290976802
ACH-000840,-0.17076949607943365
ACH-000841,-0.1926757347119699
ACH-000843,-0.34302622171446817
ACH-000846,-0.1689852203906208
ACH-000847,-0.4658690617298722
ACH-000848,-0.2057599228131318
ACH-000849,-0.40383586559016493
ACH-000851,-0.3094807043855169
ACH-000855,-0.3003402655593089
ACH-000856,-0.21982474654301848
ACH-000858,-0.4263148973136467
ACH-000859,-0.5580949950437881
ACH-000861,-0.4497568892530476
ACH-000862,-0.25668217342184035
ACH-000865,-0.3841921789682377
ACH-000866,-0.2742468987566754
ACH-000867,-0.2645420087366689
ACH-000869,-0.20555172226641505
ACH-000872,-0.2495894762682521
ACH-000873,-0.3051270352624767
ACH-000876,-0.20517596223495047
ACH-000878,-0.3280824709025672
ACH-000880,-0.2846053549370137
ACH-000881,-0.13565356612281607
ACH-000882,-0.11119543848353483
ACH-000884,-0.3205921771831972
ACH-000885,-0.13733114069591595
ACH-000887,-0.20461418310190785
ACH-000889,-0.22818803135937504
ACH-000896,-0.3833559146481176
ACH-000898,-0.31873094232683724
ACH-000900,-0.3434700076685357
ACH-000901,-0.3342090161478118
ACH-000905,-0.3335018722334173
ACH-000906,-0.18175351230668824
ACH-000907,-0.2215804398772737
ACH-000910,-0.27242226122751023
ACH-000911,-0.41861005586535777
ACH-000912,-0.3406365159178143
ACH-000913,-0.1951867914094132
ACH-000915,-0.2415560282833069
ACH-000916,-0.6017930224498697
ACH-000917,-0.1325399333666482
ACH-000920,-0.34808919751755063
ACH-000921,-0.2887123926479424
ACH-000924,-0.28024903275969965
ACH-000926,-0.2114524074348856
ACH-000928,-0.22291191637562832
ACH-000929,-0.17592710294846536
ACH-000932,-0.1920567418065568
ACH-000935,-0.21251660802160474
ACH-000936,-0.3820295897373314
ACH-000937,-0.2960743184647693
ACH-000938,-0.25353115784428226
ACH-000939,-0.30290751306627384
ACH-000941,-0.2594164292094669
ACH-000943,-0.3585571905135111
ACH-000946,-0.24507981984580254
ACH-000947,-0.4027896780477133
ACH-000948,-0.15129231909819849
ACH-000950,-0.14038530214070166
ACH-000953,-0.187946500734978
ACH-000954,-0.4498520309147924
ACH-000957,-0.3261454803090314
ACH-000958,-0.169659885518243
ACH-000960,-0.3104860608932125
ACH-000963,-0.17753930096159068
ACH-000968,-0.3717605672299062
ACH-000969,-0.3732121721863198
ACH-000972,-0.27806949604955805
ACH-000973,-0.3388735934958274
ACH-000974,-0.3428950838173225
ACH-000978,-0.2802144915540447
ACH-000984,-0.28585036088900034
ACH-000986,-0.4833099145112563
ACH-000988,-0.1372246268612257
ACH-000993,-0.34810572540999896
ACH-000994,-0.3819440618943199
ACH-000996,-0.4828819206968605
ACH-001001,-0.2371908051084634
ACH-001020,-0.4397690817028085
ACH-001028,-0.3636961337826736
ACH-001031,-0.32522100935171594
ACH-001038,-0.28459195586289
ACH-001048,-0.2415319323021119
ACH-001050,-0.10997907451726187
ACH-001053,-0.3971394179338591
ACH-001054,-0.1773497283881679
ACH-001061,-0.28617148781326873
ACH-001067,-0.2972832498411995
ACH-001075,-0.052570920806076026
ACH-001096,-0.29087983462326544
ACH-001111,-0.3147854632547385
ACH-001119,-0.2289288674266853
ACH-001128,-0.5359505413580556
ACH-001134,-0.2246997852340417
ACH-001151,-0.17276748821408672
ACH-001163,-0.39757725617062256
ACH-001164,-0.19995997943838692
ACH-001183,-0.3059558228297513
ACH-001192,-0.052557919457298236
ACH-001193,-0.4415863360897674
ACH-001196,-0.12798151744917535
ACH-001197,0.07450266818042116
ACH-001205,-0.18359297004222896
ACH-001211,-0.1306026556545144
ACH-001212,-0.32343226143621
ACH-001228,-0.2629427778700913
ACH-001232,-0.3043980162840722
ACH-001239,-0.2949852560786494
ACH-001270,-0.39826811712851373
ACH-001274,-0.2875106410432424
ACH-001275,-0.2925726187566307
ACH-001277,-0.15679967649023888
ACH-001278,-0.2211776304868669
ACH-001280,-0.19630639132628108
ACH-001283,-0.26536005361363113
ACH-001289,-0.2387212464323021
ACH-001300,-0.21659302979550424
ACH-001301,-0.20573014450280505
ACH-001302,-0.3120500629980413
ACH-001306,-0.3511437462754601
ACH-001318,-0.2179284177314587
ACH-001322,-0.17790531421468905
ACH-001328,-0.4202306729383911
ACH-001332,-0.5198054645733818
ACH-001336,-0.2679766214766156
ACH-001346,-0.3326146971428369
ACH-001353,-0.2347151021883837
ACH-001354,-0.1979067780223015
ACH-001367,-0.1875054389638484
ACH-001368,-0.2713491038297135
ACH-001374,-0.4927590082958812
ACH-001377,-0.21499826287855825
ACH-001380,-0.1089550689474432
ACH-001391,-0.12654977065873596
ACH-001408,-0.3510420084851213
ACH-001430,-0.2333524009615732
ACH-001431,-0.3099259346567364
ACH-001450,-0.31866167329870226
ACH-001496,-0.418910686481224
ACH-001500,-0.1891173205976751
ACH-001523,-0.4315752026922176
ACH-001532,-0.16544907642215004
ACH-001550,-0.31121650269917456
ACH-001552,-0.26708555436640913
ACH-001554,-0.21503642096841824
ACH-001654,-0.21308341925795374
ACH-001735,-0.2647685195171735
ACH-001736,-0.2961372435015123
ACH-001737,-0.5797663750537442
ACH-001740,-0.19700409007658626
ACH-001745,-0.08888751282631162
ACH-001765,-0.31800366224529314
