,RPA1 (6117)
ACH-000004,-1.4381920682361249
ACH-000005,-1.5021748953964766
ACH-000007,-1.2877990381329605
ACH-000009,-1.2104784672450717
ACH-000011,-1.1219751742273352
ACH-000012,-1.2284821593140678
ACH-000013,-1.2465451942693402
ACH-000014,-1.1094215200812612
ACH-000015,-1.1960749032103832
ACH-000017,-1.2091357490792534
ACH-000018,-0.958632418848914
ACH-000019,-1.3563621458780584
ACH-000021,-1.1459717881041267
ACH-000022,-1.19113522639476
ACH-000025,-1.172914752186072
ACH-000028,-1.2157721062240483
ACH-000030,-1.2263761515475982
ACH-000035,-1.1741682700267757
ACH-000036,-1.1690499917600097
ACH-000037,-1.343870003742769
ACH-000039,-1.2162544677904648
ACH-000040,-1.0747465961317404
ACH-000041,-1.1848768309831388
ACH-000042,-1.3807247919316843
ACH-000045,-1.187323989021366
ACH-000047,-1.1497579824146291
ACH-000052,-1.1211683491891649
ACH-000053,-1.3375478455548426
ACH-000054,-1.2121462674750827
ACH-000055,-1.280359092661705
ACH-000060,-1.3381435310276018
ACH-000067,-1.2176285727616702
ACH-000070,-0.8049790958874091
ACH-000075,-0.9982901117865792
ACH-000078,-1.309064472866604
ACH-000082,-1.3024579701092556
ACH-000085,-1.2001216776812025
ACH-000086,-1.202600460565596
ACH-000087,-1.097973477122764
ACH-000092,-0.9902302805221984
ACH-000095,-1.240358835613095
ACH-000097,-1.1977663161179823
ACH-000098,-1.1564130764498024
ACH-000099,-1.1960219595117585
ACH-000108,-1.1209768595377896
ACH-000113,-1.164320255063468
ACH-000116,-1.3898673381131377
ACH-000118,-1.171425692015561
ACH-000120,-1.2327118804871209
ACH-000123,-1.0562858726250997
ACH-000127,-1.3026246516078943
ACH-000128,-1.2790049348347106
ACH-000132,-0.9429515730734582
ACH-000133,-1.2401231677000266
ACH-000137,-1.3428504512152757
ACH-000138,-1.1623783357824948
ACH-000142,-1.067445692433944
ACH-000143,-1.2158236352074208
ACH-000146,-1.3783378460522022
ACH-000148,-1.1199268376935336
ACH-000150,-0.951225366504684
ACH-000152,-1.110697464109006
ACH-000153,-1.4288374819397192
ACH-000159,-1.0632625156110438
ACH-000160,-1.2796201382599102
ACH-000163,-1.096623991660049
ACH-000167,-1.791085002613056
ACH-000168,-0.8958965618846343
ACH-000169,-1.1795950914734887
ACH-000178,-1.0995798386062745
ACH-000183,-1.3134459766255444
ACH-000188,-1.2805795376508484
ACH-000189,-1.2427107831554658
ACH-000190,-0.9902101657308068
ACH-000198,-1.161730735919455
ACH-000203,-1.6946064544020767
ACH-000204,-1.067819049847506
ACH-000206,-1.116598593295383
ACH-000207,-1.346005504495033
ACH-000208,-1.095248781528538
ACH-000210,-1.141863644877393
ACH-000211,-1.387089887745086
ACH-000215,-1.0716752716460969
ACH-000221,-1.250649613383792
ACH-000222,-1.208760008303818
ACH-000223,-1.2693548448790817
ACH-000226,-1.2998061234099825
ACH-000227,-1.5697111492520222
ACH-000228,-1.2057281253099752
ACH-000231,-1.197259028700196
ACH-000232,-0.9724765385933972
ACH-000233,-1.3396938096854485
ACH-000234,-1.2005498684546982
ACH-000235,-1.1608172846109297
ACH-000237,-1.1726705903109254
ACH-000238,-1.2114095744512527
ACH-000242,-1.2317684726052158
ACH-000243,-1.2468885615290206
ACH-000244,-0.9764217663505852
ACH-000246,-1.1035671898347872
ACH-000248,-1.2918703674452208
ACH-000250,-1.298241096316279
ACH-000251,-1.11898767679212
ACH-000252,-1.2601192685170872
ACH-000253,-1.20741282315263
ACH-000255,-0.9886364981862182
ACH-000256,-1.3874456268945383
ACH-000257,-0.9312543770161988
ACH-000258,-1.0234870568743628
ACH-000259,-1.2033097819510716
ACH-000260,-1.2577372915248872
ACH-000261,-1.1606649078373632
ACH-000262,-0.8818541197500849
ACH-000263,-1.2153228028604253
ACH-000264,-1.245434066101643
ACH-000265,-1.1669367794556251
ACH-000266,-1.1897731548429766
ACH-000272,-1.069995822532396
ACH-000274,-1.2705282397053397
