,METTL7A (25840)
ACH-000203,-0.34914384605562915
ACH-000204,-0.5212651214394034
ACH-000206,-0.18751740606175527
ACH-000207,-0.2915201845090435
ACH-000208,-0.2625099096222507
ACH-000210,-0.05735932649622561
ACH-000211,-0.20125359983969648
ACH-000215,-0.3582660238010061
ACH-000221,-0.08342868371727359
ACH-000222,-0.2917070416648013
ACH-000223,-0.3558297098454626
ACH-000226,-0.2764006548465112
ACH-000227,-0.5709002917761754
ACH-000228,-0.06264382786093113
ACH-000231,-0.33478013415910984
ACH-000232,-0.462488408568245
ACH-000233,-0.3000315582594856
ACH-000234,-0.4270290913177961
ACH-000235,-0.3163539364784379
ACH-000237,-0.2342105469743444
ACH-000238,-0.4394402663870825
ACH-000242,-0.35503966259208425
ACH-000243,-0.3322596553755554
ACH-000244,-0.07994489247043432
ACH-000246,-0.3224273827728429
ACH-000248,-0.2485991153260915
ACH-000250,-0.3636503583781875
ACH-000251,-0.16077746352201347
ACH-000252,-0.31239284139654083
ACH-000253,-0.3703292808825137
ACH-000255,-0.3588883730438928
ACH-000256,-0.3035372923763783
ACH-000257,-0.2340539522236313
ACH-000258,-0.3089063631154389
ACH-000259,-0.3965321008015897
ACH-000260,-0.3440968217895819
ACH-000261,-0.4868396647085066
ACH-000262,-0.2631442259499984
ACH-000263,-0.5722755179818547
ACH-000264,-0.3217706989992523
ACH-000265,-0.2967763100245698
ACH-000266,-0.3868534624016383
ACH-000272,-0.19913512733294186
ACH-000274,-0.4688803929837535
ACH-000277,-0.473044503358797
ACH-000278,-0.4130255082755012
ACH-000279,-0.3547679927784865
ACH-000280,-0.3348231742457937
ACH-000281,-0.30676183340044466
ACH-000288,-0.35845832832359964
ACH-000291,-0.4592467608966261
ACH-000293,-0.26737390253904925
ACH-000294,-0.07983244840867526
ACH-000295,-0.38336114843024494
ACH-000296,-0.3123603495238826
ACH-000302,-0.3127982313845345
ACH-000304,-0.2331779216216848
ACH-000307,-0.2836273157263673
ACH-000308,-0.37830650066903737
ACH-000310,-0.4954221574230676
ACH-000311,-0.3236217593637167
ACH-000312,-0.3671875543872011
ACH-000315,-0.3192713756410457
ACH-000316,-0.3061708744278472
ACH-000317,-0.2962746991413727
ACH-000318,-0.27473262340323745
ACH-000319,-0.3934481973694058
ACH-000320,-0.4565274945661123
ACH-000322,-0.3404803067801945
ACH-000323,-0.2206832101101253
ACH-000324,-0.4142140228448084
ACH-000329,-0.4007821623475944
ACH-000330,-0.1798095910340066
ACH-000331,-0.38998018123579786
ACH-000332,-0.42333170460623615
ACH-000334,-0.249085559079827
ACH-000335,-0.501702776779018
ACH-000336,-0.07771074817530249
ACH-000337,-0.430620879718164
ACH-000338,-0.7270344588717731
ACH-000339,-0.3916375657346984
ACH-000341,-0.3922084055257037
ACH-000348,-0.26062965845645464
ACH-000350,-0.11859916699080812
ACH-000352,-0.4524478190924573
ACH-000356,-0.24239855369577715
ACH-000361,-0.2299027914108757
ACH-000362,-0.3480516286452071
ACH-000363,-0.294360523878498
ACH-000364,-0.4386151727720194
ACH-000365,-0.1839403089904712
ACH-000366,-0.3782516785696824
ACH-000368,-0.4703672672555306
ACH-000374,-0.3181569173533998
ACH-000375,-0.237250600161478
ACH-000376,-0.4191354309714309
ACH-000381,-0.00656710520359448
ACH-000383,-0.2608611410248389
ACH-000387,-0.5219587889492554
ACH-000389,-0.3830233651488638
ACH-000390,-0.2461175762989831
ACH-000393,-0.2422273471409012
ACH-000395,-0.5014914887043943
ACH-000396,-0.5140584935428546
ACH-000397,-0.3113168004309162
ACH-000401,-0.20000554650561087
ACH-000402,-0.4447555499061585
ACH-000403,-0.4846234988470806
ACH-000404,0.0937909618736857
ACH-000406,-0.2510402283801284
ACH-000407,-0.3214442097237395
ACH-000408,-0.26193711207783155
ACH-000410,-0.3775027070021644
ACH-000411,-0.4020466684578387
ACH-000414,-0.3338000561384074
ACH-000415,-0.2291821093204689
ACH-000416,-0.28480024815904464
ACH-000420,-0.3018628315967806
ACH-000421,-0.4041616642447983
ACH-000424,-0.3020637764066748
ACH-000425,-0.4559982614768461
ACH-000426,-0.4569183801385037
ACH-000427,-0.5442582044030785
ACH-000433,-0.2331166502007755
ACH-000435,-0.22014731316160133
ACH-000436,-0.29076096449963085
ACH-000444,-0.18095990275613089
ACH-000445,-0.4955564417055458
ACH-000448,-0.31403142512395044
ACH-000450,-0.08151221673466669
ACH-000452,-0.4459470422605918
ACH-000454,-0.4098295062949309
ACH-000458,-0.3476967502179883
ACH-000459,0.06115644180856272
ACH-000460,-0.3697224699388124
ACH-000461,-0.33583370709112104
ACH-000463,-0.2749145346814568
ACH-000464,-0.3826066866234671
ACH-000466,-0.3461916280223573
ACH-000467,-0.3935479841540149
ACH-000468,-0.4148546433494781
ACH-000469,-0.40859739991677424
ACH-000470,-0.4098023776319604
ACH-000471,-0.21890664256160589
ACH-000472,-0.4293363293690398
ACH-000473,-0.3461276367109578
ACH-000475,-0.373335404282673
ACH-000476,-0.2583870808018569
ACH-000477,-0.25361734559901106
ACH-000479,-0.2409678161466828
ACH-000480,-0.3741838893225814
ACH-000481,-0.3026197845273918
ACH-000483,-0.2982733179657516
ACH-000484,-0.19005717753473653
ACH-000485,-0.3851117338429375
ACH-000486,-0.42572740932010905
ACH-000487,-0.42922563216454906
ACH-000488,-0.35758210103311083
ACH-000490,-0.2744422724079413
ACH-000491,-0.27495883740182103
ACH-000495,-0.2471443668761804
ACH-000496,-0.37022075813736655
ACH-000499,-0.2491662350807291
ACH-000500,-0.4691736966407463
ACH-000502,-0.3748585604413823
ACH-000503,-0.6363852326787532
ACH-000505,-0.3734244627752583
ACH-000507,-0.35911538183359976
ACH-000510,-0.23170852815658835
ACH-000511,-0.2945587527485413
ACH-000512,-0.5194113849900146
ACH-000516,-0.17568146380250352
ACH-000517,-0.4304682354141904
ACH-000518,-0.2165728251145881
ACH-000520,-0.4329954443382013
ACH-000521,-0.33234867661918144
ACH-000522,-0.1853457970271096
ACH-000524,-0.3681054406810397
ACH-000527,-0.3642268535551226
ACH-000528,-0.3071467171419651
ACH-000537,-0.3682684669087629
ACH-000541,-0.6676250457292163
ACH-000542,-0.3837168063846924
ACH-000544,-0.18726949758556444
ACH-000545,-0.402540658000438
ACH-000547,-0.21272083284647705
ACH-000548,-0.3425083142230361
ACH-000549,-0.17112315409169773
ACH-000550,-0.42028131523624457
ACH-000552,-0.3774386578623213
ACH-000556,-0.44856063374185134
ACH-000557,-0.2707359790339992
ACH-000569,0.16800532241580124
ACH-000570,-0.17797975394828414
ACH-000571,-0.2120319693094663
ACH-000573,-0.2301925829890861
ACH-000576,-0.29310994823349223
ACH-000579,-0.4846314798081352
ACH-000580,-0.36095401271774397
ACH-000584,-0.29498055206619034
ACH-000585,-0.29519307769253583
ACH-000588,-0.3208236935047544
ACH-000589,-0.3991045782607112
ACH-000591,-0.4243291038099989
ACH-000593,-0.29864269348873645
ACH-000600,-0.2592427823603252
ACH-000601,-0.35997665039873583
ACH-000605,-0.2111555091411942
ACH-000606,-0.4739777266002416
ACH-000608,-0.3943428492439034
ACH-000614,-0.304323472534036
ACH-000616,-0.4965733671448455
ACH-000618,-0.2824874205737253
ACH-000619,-0.3326931482596066
ACH-000620,-0.4431836689328049
ACH-000621,-0.2964386526076769
ACH-000622,-0.3941212534609448
ACH-000623,-0.29237981208594893
ACH-000624,-0.3177615480679717
ACH-000627,-0.2696637002470886
ACH-000630,-0.2700212421378899
ACH-000631,0.07496182539347501
ACH-000632,-0.3810527617397162
ACH-000633,-0.4830501260325396
ACH-000637,-0.2604281083330505
ACH-000638,-0.4295542013499513
ACH-000646,-0.5387309393572004
ACH-000647,-0.3906052124732516
ACH-000648,-0.301325380608599
ACH-000649,-0.30212432014897905
ACH-000651,-0.4755934097167285
ACH-000652,-0.3973383106010285
ACH-000653,-0.2114140877636665
ACH-000657,-0.340009761456969
ACH-000658,-0.28157335972388364
ACH-000661,-0.2418827531153236
ACH-000662,-0.5090792941447053
ACH-000663,-0.29347087597741306
ACH-000665,-0.3501036893850394
ACH-000671,-0.27855707228789744
ACH-000672,-0.5047373505030652
ACH-000673,-0.41009821566041055
ACH-000676,-0.4598059052258531
ACH-000677,-0.4355700694192268
ACH-000681,-0.297184085171346
ACH-000683,-0.3744802505662493
ACH-000684,-0.3596189204095044
ACH-000688,-0.3994123566343336
ACH-000693,-0.2852683910493779
ACH-000694,-0.2489357822402292
ACH-000695,-0.3635151645018505
ACH-000696,-0.4556719225155122
ACH-000697,-0.03582876859173563
ACH-000699,-0.24446614548148254
ACH-000701,-0.34589259563327424
ACH-000706,-0.3408299746464103
ACH-000711,-0.4196164822493049
ACH-000713,-0.41234477110606105
ACH-000714,-0.23188785084805524
ACH-000718,-0.4187492199452913
ACH-000720,-0.3359619268911044
ACH-000721,-0.20553133881896016
ACH-000724,-0.3599101088064325
ACH-000725,-0.24036803927868736
ACH-000732,-0.44075418817733264
ACH-000734,-0.33630520392857977
ACH-000735,-0.5101265387380541
ACH-000736,-0.3697061973332457
ACH-000738,-0.3152322875818356
ACH-000746,-0.4161336431413088
ACH-000747,-0.462282554662328
ACH-000748,-0.12147819272183345
ACH-000753,-0.27221006627397903
ACH-000756,-0.5005348899952704
ACH-000757,-0.5082019895548388
ACH-000758,-0.5454508766098589
ACH-000760,-0.4539643896730926
ACH-000762,-0.2873406880816625
ACH-000763,-0.3273149670990633
ACH-000764,-0.5229373230579017
ACH-000765,-0.4355410528508959
ACH-000766,-0.2629172807318728
ACH-000767,-0.278656025719326
ACH-000768,-0.3567888483888064
ACH-000769,-0.21097410598587346
ACH-000770,-0.3549391136061671
ACH-000771,-0.295024930564989
ACH-000773,-0.12016448016620936
ACH-000776,-0.20047472083119225
ACH-000777,-0.2738511691748956
ACH-000778,-0.17504466600912355
ACH-000781,-0.2332091741501402
ACH-000782,-0.049017708486939406
ACH-000783,-0.4876927532199429
ACH-000784,-0.3163649425336817
ACH-000785,-0.43033491794791023
ACH-000787,-0.3502330354271464
ACH-000788,-0.25472046217050553
ACH-000791,-0.3548742659635214
ACH-000792,-0.4655465611001467
ACH-000794,-0.2497803749678625
ACH-000796,-0.4438649036826266
ACH-000798,-0.3975671641993973
ACH-000799,-0.23542119957259805
ACH-000800,-0.2647590583771019
ACH-000802,-0.2364843695451468
ACH-000804,-0.37914009492808254
ACH-000805,-0.38657361493213305
ACH-000809,-0.402967097851758
ACH-000810,-0.5372710056800015
ACH-000811,-0.2596032060868187
ACH-000817,-0.5691652715519857
ACH-000819,-0.33387940128650395
ACH-000820,-0.2795449074871201
ACH-000821,-0.3514302484907329
ACH-000822,-0.30505288035983225
ACH-000823,-0.3057708163590683
ACH-000824,-0.2848984064894901
ACH-000827,-0.34565890166401564
ACH-000829,-0.08634044150740479
ACH-000831,-0.4025350609531786
ACH-000832,-0.4795702989947099
ACH-000833,-0.2890493500915358
ACH-000834,-0.34289843106691265
ACH-000835,-0.35946962345911304
ACH-000836,-0.18778760436013686
ACH-000837,-0.24506121175677986
ACH-000838,-0.2668988982199362
ACH-000839,-0.3120142100619472
ACH-000840,-0.278924619188604
ACH-000841,-0.2794630299741017
ACH-000843,-0.30318453941497703
ACH-000846,-0.4306564970130984
ACH-000847,-0.33393954006638144
ACH-000848,-0.2719760087489595
ACH-000849,-0.3360784023827395
ACH-000851,-0.4154528448572614
ACH-000855,-0.290805011148647
ACH-000856,-0.2583752015635094
ACH-000858,-0.31503398885882883
ACH-000859,-0.2105474782086968
ACH-000861,-0.35894242167578816
ACH-000862,-0.3345562172467813
ACH-000865,-0.35124789308145515
ACH-000866,-0.2913408660400271
ACH-000867,-0.4390240961140175
ACH-000869,-0.24596139726680424
ACH-000872,-0.02557491978191525
ACH-000873,-0.4873489592641351
ACH-000876,-0.3816709020574817
ACH-000878,-0.2526910725618424
ACH-000880,-0.6120761839454718
ACH-000881,-0.4062759177578513
ACH-000882,-0.2149503140363748
ACH-000884,-0.4124291250350469
ACH-000885,-0.2155715267351176
ACH-000887,-0.3874747989538741
ACH-000889,-0.34355795608788364
ACH-000896,-0.2375149572677255
ACH-000898,-0.0820182684249238
ACH-000900,-0.4726914632674537
ACH-000901,-0.38218172422742175
ACH-000905,-0.34221603279916785
ACH-000906,-0.3661424094359407
ACH-000907,-0.322239546171648
ACH-000910,-0.35553977188751296
ACH-000911,-0.3906951661170448
ACH-000912,-0.30207997347651
ACH-000913,-0.37378882279391773
ACH-000915,-0.4428869342660034
ACH-000916,-0.19768828014301107
ACH-000917,-0.3822893696928957
ACH-000920,-0.1598704791822995
ACH-000921,-0.43280106816603053
ACH-000924,-0.1978683439175737
ACH-000926,-0.33544261288684113
ACH-000928,-0.431570046065076
ACH-000929,-0.6545849128351163
ACH-000932,-0.2914877234305179
ACH-000935,-0.6641256052390364
ACH-000936,-0.37867875239160403
ACH-000937,-0.30777031703751473
ACH-000938,-0.2349558345496811
ACH-000939,-0.2384250108723326
ACH-000941,-0.21177444496197326
ACH-000943,-0.3607003445301513
ACH-000946,-0.2837277042907157
ACH-000947,-0.3138979038623225
ACH-000948,-0.2514625551249997
ACH-000950,-0.2344093783761849
ACH-000953,-0.287987161161195
ACH-000954,-0.5147065473440114
ACH-000957,-0.17910224395352842
ACH-000958,-0.3898373609473385
ACH-000960,-0.3561350809956861
ACH-000963,-0.4788220041367102
ACH-000968,-0.3987628780273671
ACH-000969,-0.3794879053106672
ACH-000972,-0.337775495275958
ACH-000973,-0.412892835561334
ACH-000974,-0.5286022611147281
ACH-000978,-0.4642420078886148
ACH-000984,-0.5695655851092679
ACH-000986,-0.21354725672429709
ACH-000988,-0.3139033171666665
ACH-000993,-0.1460922452979862
ACH-000994,-0.4035050556973232
ACH-000996,-0.3957653694133728
ACH-001001,-0.4660731762184375
ACH-001020,-0.2570285430100398
ACH-001028,-0.3097434843659067
ACH-001031,-0.16188618942739855
ACH-001038,-0.33368805006346725
ACH-001048,-0.3715614292445924
ACH-001050,-0.3702400880992349
ACH-001053,-0.17002662123289308
ACH-001054,-0.29956759103624403
ACH-001061,-0.3932505802858861
ACH-001067,-0.2823406815440681
ACH-001075,-0.17755236911371722
ACH-001096,-0.29549692012593626
ACH-001111,-0.08160208077798699
ACH-001119,-0.3076632699966925
ACH-001128,-0.16908330705644745
ACH-001134,-0.2067115491203679
ACH-001151,-0.3870872873714257
ACH-001163,-0.36500757471734496
ACH-001164,-0.3862449557999632
ACH-001183,-0.1855214075250149
ACH-001192,-0.2832182987051512
ACH-001193,-0.15102761995349787
ACH-001196,-0.4272439537870116
ACH-001197,-0.3461454967418101
ACH-001205,-0.4789459506482861
ACH-001211,-0.20341008187213896
ACH-001212,-0.3182195227467152
ACH-001228,-0.3706065018609525
ACH-001232,-0.2428778932537532
ACH-001239,-0.3113977813237946
ACH-001270,-0.5145913530610097
ACH-001274,-0.2462535915164189
ACH-001275,-0.3844920077245724
ACH-001277,-0.23590004717985455
ACH-001278,-0.4868368172838666
ACH-001280,-0.13456059086196528
ACH-001283,-0.5225073696075664
ACH-001289,-0.3532698840114885
ACH-001300,-0.43677955023799175
ACH-001301,-0.17043065456012144
ACH-001302,-0.6425344415305171
ACH-001306,-0.17039082177873108
ACH-001318,-0.2900251900274651
ACH-001322,-0.2221252674968956
ACH-001328,-0.3223512472642239
ACH-001332,-0.14693617098172426
ACH-001336,-0.3661140103521177
ACH-001346,-0.31524411027476185
ACH-001353,-0.3775584649622972
ACH-001354,-0.6171623317852629
ACH-001367,-0.4502734999671743
ACH-001368,-0.3637824294978623
ACH-001374,-0.4459586753253531
ACH-001377,-0.4187026233985948
ACH-001380,-0.3281160371473559
ACH-001391,-0.4385090763042588
ACH-001408,-0.2930710799842985
ACH-001430,-0.7400878413411903
ACH-001431,-0.4544884486383053
ACH-001450,-0.2947454032146776
ACH-001496,-0.2421373961504445
ACH-001500,-0.18184743319910726
ACH-001523,-0.4939915444492622
ACH-001532,-0.2951744666787747
ACH-001550,-0.2996724123572513
ACH-001552,-0.06148513072917323
ACH-001554,-0.22377388613985555
ACH-001654,-0.26056997937816523
ACH-001735,-0.2797339685533559
ACH-001736,-0.22070411428018707
ACH-001737,-0.3260740519487716
ACH-001740,-0.36575566522239217
ACH-001745,-0.3578618327453725
ACH-001765,-0.25823165404107623
