,ANP32A (8125)
ACH-000004,-0.1709736295528621
ACH-000005,-0.027738418227488928
ACH-000007,-0.13242814548005846
ACH-000009,-0.2176611286531516
ACH-000011,-0.06682351688415374
ACH-000012,-0.23415488919987376
ACH-000013,-0.2214225635976736
ACH-000014,-0.0020398738213744483
ACH-000015,0.03030268522310208
ACH-000017,-0.16672373689400324
ACH-000018,0.22312591610675464
ACH-000019,-0.1897807929974956
ACH-000021,-0.00885669516565377
ACH-000022,-0.1586317484605798
ACH-000025,-0.06407023089818452
ACH-000028,-0.17443403098668886
ACH-000030,-0.1813236387062604
ACH-000035,-0.21000980006997955
ACH-000036,0.0073640302541786535
ACH-000037,-0.1433469127913264
ACH-000039,-0.08284690200344234
ACH-000040,0.04700339498642003
ACH-000041,-0.23054292732770845
ACH-000042,-0.1421086415671642
ACH-000045,-0.07803121270171094
ACH-000047,-0.05204334370861348
ACH-000052,-0.11298740216999127
ACH-000053,-0.2014325745980449
ACH-000054,-0.15877404032211048
ACH-000055,-0.5899098599596693
ACH-000060,-0.27752582342464155
ACH-000067,-0.11005003222746068
ACH-000070,-0.14097390583452332
ACH-000075,-0.05467784077449842
ACH-000078,-0.07851462883396661
ACH-000082,-0.14956807265280042
ACH-000085,-0.2560925872723057
ACH-000086,-0.06672313273639684
ACH-000087,-0.1115897374304828
ACH-000092,-0.15942250168927788
ACH-000095,-0.16285756223609354
ACH-000097,-0.06755368719669326
ACH-000098,-0.006730009134947985
ACH-000099,-0.2687111796836033
ACH-000108,-0.08607441014336363
ACH-000113,-0.2468320636588913
ACH-000116,-0.14543379963365294
ACH-000118,-0.12417805187811318
ACH-000120,-0.1742728791602846
ACH-000123,-0.14496862867774238
ACH-000127,-0.0977373769627533
ACH-000128,-0.161994708880987
ACH-000132,-0.2809497375235165
ACH-000133,-0.09945556332427892
ACH-000137,-0.08253850696657647
ACH-000138,-0.10490365439517094
ACH-000142,-0.06267040505290286
ACH-000143,-0.469114563983034
ACH-000146,-0.14253502550115002
ACH-000148,-0.0834369379896539
ACH-000150,-0.05146482218530738
ACH-000152,-0.0926489014564616
ACH-000153,-0.09993813083090328
ACH-000159,-0.17815099607114948
ACH-000160,-0.2630707839094307
ACH-000163,-0.08613573009579482
ACH-000167,-0.24435112587785585
ACH-000168,-0.10093116689571002
ACH-000169,-0.25901512374609864
ACH-000178,-0.0942554358318154
ACH-000183,-0.19839418068013115
ACH-000188,-0.15510748400084112
ACH-000189,-0.0960420460022048
ACH-000190,-0.22645273481173195
ACH-000198,-0.08568418929075063
ACH-000203,-0.17821772966739552
ACH-000204,-0.08887230567792925
ACH-000206,-0.5852891215113678
ACH-000207,-0.011846832088181748
ACH-000208,-0.1354971459281916
ACH-000210,0.13056507306864262
ACH-000211,-0.14175608417603716
ACH-000215,-0.11678333047477035
ACH-000221,-0.06033402367684936
ACH-000222,0.0394822274194336
ACH-000223,-0.34151341967474913
ACH-000226,-0.3043909201829876
ACH-000227,-0.2715874397893565
ACH-000228,-0.12763917727522867
ACH-000231,-0.138827701535036
ACH-000232,-0.013163407405111427
ACH-000233,-0.2153020308888537
ACH-000234,-0.21343187194257088
ACH-000235,-0.2336174116425273
ACH-000237,-0.2439760059328477
ACH-000238,-0.1913533268889342
ACH-000242,-0.3949972410752235
ACH-000243,-0.20138424869251426
ACH-000244,-0.22111672702195306
ACH-000246,-0.14046924431260735
ACH-000248,-0.2657871194367096
ACH-000250,-0.12820147947253407
ACH-000251,-0.16475796676623525
ACH-000252,-0.2409839205074576
ACH-000253,-0.1857659270994912
ACH-000255,-0.15292369653224858
ACH-000256,-0.16136323808392125
ACH-000257,-0.056903633761803324
ACH-000258,-0.22840313281500174
ACH-000259,-0.11043091425468672
ACH-000260,-0.13377017789483733
ACH-000261,-0.16034495667665058
ACH-000262,-0.10397432428506467
ACH-000263,-0.08471095160615526
ACH-000264,-0.1474766666005993
ACH-000265,-0.17702859915010594
ACH-000266,-0.23226912478881784
ACH-000272,-0.2554724593832294
ACH-000274,-0.2596406920572685
ACH-000277,-0.3491609351109549
ACH-000278,-0.1813184343979872
ACH-000279,-0.18514150950128705
ACH-000280,-0.09318042144089693
ACH-000281,-0.2724955223166672
ACH-000288,-0.17135219283043898
ACH-000291,-0.08198736199902915
ACH-000293,-0.23490038882458705
ACH-000294,-0.14542810359478786
ACH-000295,-0.08905555438908215
ACH-000296,-0.016180898714631742
ACH-000302,-0.2974530660874969
ACH-000304,-0.2568536682268981
ACH-000307,-0.2493700010012609
ACH-000308,-0.12720635029296126
ACH-000310,-0.21352731253418555
ACH-000311,-0.5394837196403086
ACH-000312,-0.1803367084767683
ACH-000315,-0.28317619587599946
ACH-000316,-0.028606666961619637
ACH-000317,-0.16230283129901368
ACH-000318,-0.18871581974199125
ACH-000319,-0.17158030287181172
ACH-000320,-0.08569483194320385
ACH-000322,-0.006485497520228003
ACH-000323,-0.003003502552989693
ACH-000324,-0.06872505567313758
ACH-000329,-0.16766047898352882
ACH-000330,-0.13152522917751433
ACH-000331,-0.2619445135824832
ACH-000332,-0.2081777137615902
ACH-000334,0.08036476577329499
ACH-000335,-0.4555565045196913
ACH-000336,-0.16952489823962405
ACH-000337,-0.4521944347513702
ACH-000338,-0.4402849878769257
ACH-000339,-0.14862628256772278
ACH-000341,-0.35392763177132763
ACH-000348,-0.07992819786114648
ACH-000350,-0.1810485865468156
ACH-000352,-0.07466814343639844
ACH-000356,0.09228312473073616
ACH-000361,-0.24318050961307394
ACH-000362,-0.2186996359619459
ACH-000363,-0.13883165779344592
ACH-000364,-0.14137853603029332
ACH-000365,-0.11920562325041464
ACH-000366,-0.19583562917278405
ACH-000368,-0.32207827855794363
ACH-000374,-0.15637951453618204
ACH-000375,0.02144889598934943
ACH-000376,-0.18259722528922806
ACH-000381,-0.2089783402856193
ACH-000383,-0.2202276672783105
ACH-000387,-0.3035052987672904
ACH-000389,-0.08366972070436557
ACH-000390,-0.2157952637149076
ACH-000393,-0.17473708291434845
ACH-000395,-0.08040189073363306
ACH-000396,0.022082551801104872
ACH-000397,-0.11302935796656392
ACH-000401,-0.17286301905898574
ACH-000402,-0.30393412465106673
ACH-000403,-0.19371640084344935
ACH-000404,0.04544232807331697
ACH-000406,-0.18196800747369768
ACH-000407,-0.28523476299948497
ACH-000408,-0.04749782415125189
ACH-000410,-0.06922764392295834
ACH-000411,-0.0968898417252468
ACH-000414,-0.15799862832659076
ACH-000415,-0.06982622658391376
ACH-000416,-0.1197897837394626
ACH-000420,-0.12688829710766525
ACH-000421,-0.11072752108133044
ACH-000424,-0.17264145024700303
ACH-000425,-0.13543482092247044
ACH-000426,0.27453489822200994
ACH-000427,-0.17991668022986365
ACH-000433,-0.13645642057399612
ACH-000435,-0.058970444393441526
ACH-000436,-0.24993535203578535
ACH-000444,-0.22290761276554336
ACH-000445,-0.06853466542428326
ACH-000448,-0.2348586379683517
ACH-000450,-0.06902759391651024
ACH-000452,-0.03507623639614156
ACH-000454,-0.3177493946158833
ACH-000458,0.11147265534193464
ACH-000459,-0.11829376907396345
ACH-000460,-0.11636407016284098
ACH-000461,-0.3068911758814742
ACH-000463,-0.14710173754487635
ACH-000464,-0.3298226029311732
ACH-000466,0.023342737714991683
ACH-000467,-0.19079005727900614
ACH-000468,-0.09375188791605124
ACH-000469,-0.05845282110427129
ACH-000470,-0.2588589629896082
ACH-000471,-0.028872767274528994
ACH-000472,-0.1526812560089327
ACH-000473,-0.1380885557059931
ACH-000475,-0.07506840360370261
ACH-000476,-0.20212886124804705
ACH-000477,-0.03044507140093473
ACH-000479,-0.12569292886797348
ACH-000480,-0.35511850072932594
ACH-000481,-0.3208953326575376
ACH-000483,-0.21869307174895994
ACH-000484,-0.26688060755871035
ACH-000485,-0.19675073865746373
ACH-000486,-0.2247545021479224
ACH-000487,-0.19268289689900173
ACH-000488,-0.15502436941600578
ACH-000490,-0.12676225756329207
ACH-000491,-0.2362878485782393
ACH-000495,-0.2627078921420864
ACH-000496,-0.1924728281747308
ACH-000499,0.046596313320538894
ACH-000500,-0.25816194389623603
ACH-000502,-0.12436414264907865
ACH-000503,-0.09526071126973214
ACH-000505,-0.21216593120370167
ACH-000507,-0.2195583129490409
ACH-000510,-0.21187978347799866
ACH-000511,-0.19723378839094613
ACH-000512,-0.2627141010957947
ACH-000516,-0.2052990273858744
ACH-000517,-0.25389852914758393
ACH-000518,-0.2451736379041881
ACH-000520,-0.19372307219789026
ACH-000521,-0.13356560756790062
ACH-000522,-0.20777053507324106
ACH-000524,-0.19144352380835294
ACH-000527,-0.2459649025881877
ACH-000528,-0.24704647632628646
ACH-000537,-0.13755220444657593
ACH-000541,-0.2729427863130284
ACH-000542,-0.27831345612809844
ACH-000544,-0.17497767634864925
ACH-000545,-0.1615080875211384
ACH-000547,-0.07565640727784011
ACH-000548,-0.16588383810275198
ACH-000549,-0.08843406569402923
ACH-000550,-0.14484131887853374
ACH-000552,-0.02381401532419406
ACH-000556,-0.10800440456238124
ACH-000557,-0.2468994340868484
ACH-000569,-0.18644702556981474
ACH-000570,-0.11771129257069445
ACH-000571,-0.16506858159538015
ACH-000573,-0.06756291968219
ACH-000576,-0.16715698129763434
ACH-000579,-0.05884156257123415
ACH-000580,0.04846267732267197
ACH-000584,-0.15842947290779666
ACH-000585,-0.08461997759734217
ACH-000588,-0.14955579078624825
ACH-000589,-0.1040344052990493
ACH-000591,-0.2776219211689643
ACH-000593,-0.15108563184780074
ACH-000600,-0.0836464109314975
ACH-000601,-0.240446835329175
ACH-000605,-0.08921655793691406
ACH-000606,0.024902011744410348
ACH-000608,-0.218773073070546
ACH-000614,-0.0770720186062845
ACH-000616,-0.17450460322258818
ACH-000618,-0.22166743581473766
ACH-000619,-0.2182365936864391
ACH-000620,-0.2151638829148122
ACH-000621,-0.044744394476119616
ACH-000622,-0.12151038505881474
ACH-000623,-0.20722331439696448
ACH-000624,-0.1722736554901337
ACH-000627,-0.13442263516150452
ACH-000630,-0.14127580388379218
ACH-000631,-0.30421105196824605
ACH-000632,-0.1713004319878893
ACH-000633,-0.13484416261904
ACH-000637,-0.12504525328628874
ACH-000638,-0.109444756232655
ACH-000646,-0.0018791531505909823
ACH-000647,-0.3414059802074628
ACH-000648,-0.2511562544924427
ACH-000649,-0.24939984890261466
ACH-000651,-0.11303824255997555
ACH-000652,0.005157207221154468
ACH-000653,-0.2687974235567989
ACH-000657,-0.09763122203130327
ACH-000658,-0.15577077705563655
ACH-000661,-0.04125494615400579
ACH-000662,-0.1196453439445873
ACH-000663,-0.10296286013609633
ACH-000665,-0.3499234894192174
ACH-000671,-0.3746182552255629
ACH-000672,-0.3109572047765737
ACH-000673,-0.14822312416515573
ACH-000676,-0.14925792085577788
ACH-000677,-0.16552782244798214
ACH-000681,-0.13207606718440196
ACH-000683,-0.24571818047145436
ACH-000684,-0.05952536236476552
ACH-000688,-0.1625852215417195
ACH-000693,-0.1439705495467822
ACH-000694,-0.2353302562693668
ACH-000695,0.009027350507631616
ACH-000696,-0.08639251754163019
ACH-000697,-0.4894685189994271
ACH-000699,-0.1651730113585464
ACH-000701,-0.11483246073552235
ACH-000706,-0.18949258104060795
ACH-000711,-0.20229413544705774
ACH-000713,-0.14791629229360675
ACH-000714,0.030818000884351736
ACH-000718,-0.30992873083256084
ACH-000720,-0.095622256510142
ACH-000721,-0.08687594320495945
ACH-000724,-0.2562990581626673
ACH-000725,-0.14027702870301276
ACH-000732,-0.09650124232401124
ACH-000734,0.014611277231581041
ACH-000735,-0.1203229866106908
ACH-000736,-0.08814376091349226
ACH-000738,-0.3266227292055253
ACH-000746,-0.0063637153762471565
ACH-000747,-0.04497829350444207
ACH-000748,-0.24830185135913835
ACH-000753,-0.24726932369407986
ACH-000756,-0.024027167810030226
ACH-000757,-0.0956820723724678
ACH-000758,-0.07201688646374628
ACH-000760,-0.2731945687786206
ACH-000762,-0.15528536617127847
ACH-000763,-0.12776789015393902
ACH-000764,-0.016694444397073096
ACH-000765,-0.2258003423302319
ACH-000766,-0.2097887302807127
ACH-000767,-0.08932021350597019
ACH-000768,-0.3168572490764735
ACH-000769,-0.0943477570084658
ACH-000770,-0.21728660956047136
ACH-000771,-0.1153595693863334
ACH-000773,-0.329669166787502
ACH-000776,-0.2564295203986868
ACH-000777,-0.18313011663171394
ACH-000778,-0.1690072204059936
ACH-000781,-0.19993635972460774
ACH-000782,-0.31233183810980475
ACH-000783,-0.21527842259802066
ACH-000784,-0.13065269789167142
ACH-000785,-0.1710419150250134
ACH-000787,-0.18004543809220444
ACH-000788,-0.17408493784451046
ACH-000791,-0.17676385257110694
ACH-000792,-0.1225740045352132
ACH-000794,-0.07072395990717177
ACH-000796,-0.20179950864552174
ACH-000798,-0.17548520952436156
ACH-000799,-0.1918143583453128
ACH-000800,-0.32176368067291944
ACH-000802,-0.07080054033727766
ACH-000804,-0.10850997975134807
ACH-000805,-0.2732501546543766
ACH-000809,-0.09534659881283088
ACH-000810,0.05409009527282944
ACH-000811,-0.13333436029187318
ACH-000817,-0.13442726644059774
ACH-000819,-0.17353372966286465
ACH-000820,-0.04849156803290315
ACH-000821,-0.08382811510824621
ACH-000822,-0.162702478916738
ACH-000823,-0.1422717900787715
ACH-000824,-0.12682575183891331
ACH-000827,-0.2542334563110749
ACH-000829,0.06290606228014052
ACH-000831,-0.09856906465098683
ACH-000832,-0.2571528291186366
ACH-000833,-0.2486744889353951
ACH-000834,-0.2524918716675447
ACH-000835,-0.0982490351551862
ACH-000836,-0.012693077779284556
ACH-000837,-0.11117714614852436
ACH-000838,-0.02571464212433356
ACH-000839,-0.08414686245754778
ACH-000840,0.25194467202387394
ACH-000841,-0.11012296423167484
ACH-000843,0.054553139455181233
ACH-000846,-0.023406320197712032
ACH-000847,-0.0842597770809871
ACH-000848,-0.29079496813627204
ACH-000849,-0.10829507266452593
ACH-000851,-0.12273661247627805
ACH-000855,-0.25980163994438904
ACH-000856,-0.06641153278710164
ACH-000858,-0.13547467079574804
ACH-000859,-0.2583863877667201
ACH-000861,0.04766896873366512
ACH-000862,-0.14619704408901776
ACH-000865,-0.21050589738011574
