,ANP32A (8125)
ACH-000866,-0.19028663054997427
ACH-000867,-0.2483523595515424
ACH-000869,-0.2225362176182912
ACH-000872,0.08121946567368511
ACH-000873,-0.03247746660369386
ACH-000876,-0.1641460311860934
ACH-000878,0.25115876380926744
ACH-000880,-0.1966468856646681
ACH-000881,-0.11657747468023835
ACH-000882,-0.1294781279033581
ACH-000884,-0.09873408470483552
ACH-000885,-0.12985755428981993
ACH-000887,-0.10906831413689744
ACH-000889,-0.16048902307242371
ACH-000896,-0.3315569961802952
ACH-000898,-0.2261419236838407
ACH-000900,-0.14519761897283726
ACH-000901,-0.1674236591709472
ACH-000905,-0.02672064444828685
ACH-000906,-0.2535238529140191
ACH-000907,-0.27005456624915003
ACH-000910,-0.3508802743975347
ACH-000911,-0.11948203420611556
ACH-000912,-0.0171662232706921
ACH-000913,-0.0613983847056423
ACH-000915,-0.07872458945925549
ACH-000916,-0.2538197571583467
ACH-000917,-0.3612899722461813
ACH-000920,-0.3247471934142803
ACH-000921,-0.2436323663894785
ACH-000924,-0.14271799197708798
ACH-000926,-0.04172154898214223
ACH-000928,0.17454151514303753
ACH-000929,0.04866443221072545
ACH-000932,-0.10859367673918716
ACH-000935,-0.21698847441806973
ACH-000936,-0.11731790808258785
ACH-000937,-0.10005171096686943
ACH-000938,0.13256005487619496
ACH-000939,-0.0888638416191727
ACH-000941,-0.16382512890579706
ACH-000943,-0.0570853360177802
ACH-000946,-0.2564096045488776
ACH-000947,-0.10789496552688232
ACH-000948,-0.18363021183465356
ACH-000950,-0.2054842415663396
ACH-000953,-0.15472775579153958
ACH-000954,0.043512069819859216
ACH-000957,-0.0321759865835588
ACH-000958,-0.278803098259269
ACH-000960,-0.05552603082821644
ACH-000963,-0.1810926777419388
ACH-000968,-0.08046684868830911
ACH-000969,-0.17308068403548454
ACH-000972,-0.2722512216834974
ACH-000973,-0.1078884297017976
ACH-000974,-0.12349321166692508
ACH-000978,0.021213796432135633
ACH-000984,-0.18694616208950035
ACH-000986,-0.1573104352267056
ACH-000988,-0.1903029583405453
ACH-000993,-0.045117597756584166
ACH-000994,-0.14383448857422584
ACH-000996,-0.14400290968228252
ACH-001001,-0.2496326128397604
ACH-001020,-0.15239683859582145
ACH-001028,-0.16021435230531272
ACH-001031,-0.12006412551549507
ACH-001038,-0.12902235928356565
ACH-001048,-0.06704706805680997
ACH-001050,-0.159983516272952
ACH-001053,-0.25788311106949713
ACH-001054,-0.03753362768568686
ACH-001061,-0.06830135694883678
ACH-001067,0.0048927936337141344
ACH-001075,-0.3591924044824485
ACH-001096,-0.19526597642657711
ACH-001111,-0.2652575764054967
ACH-001119,-0.026210290376351603
ACH-001128,-0.2614449079201697
ACH-001134,-0.147667838725018
ACH-001151,-0.2150461133538332
ACH-001163,-0.2648399226065453
ACH-001164,-0.11952852623977245
ACH-001183,-0.2231419161883607
ACH-001192,-0.08637211141102763
ACH-001193,0.015638265326181323
ACH-001196,-0.21567162804456294
ACH-001197,-0.08157514601213424
ACH-001205,-0.16743888333639886
ACH-001211,-0.23154288471629825
ACH-001212,0.015441356510811443
ACH-001228,-0.20082554371530847
ACH-001232,-0.27456235330865336
ACH-001239,-0.2249177479353316
ACH-001270,-0.040398771715924736
ACH-001274,-0.029790201736239755
ACH-001275,-0.05197974606824704
ACH-001277,-0.07485828109914593
ACH-001278,0.006480217174048643
ACH-001280,-0.2252137407731031
ACH-001283,-0.08526445561605328
ACH-001289,-0.3534194303818565
ACH-001300,-0.19242061489498088
ACH-001301,-0.3969754155220854
ACH-001302,-0.29375724491680044
ACH-001306,-0.19139932000479395
ACH-001318,-0.21416965325750484
ACH-001322,-0.16033680531861186
ACH-001328,-0.17511584822551454
ACH-001332,-0.01867925488219838
ACH-001336,-0.10661255659034424
ACH-001346,-0.23937756184796286
ACH-001353,-0.2844034783636573
ACH-001354,-0.2510455711255149
ACH-001367,-0.3592087206325475
ACH-001368,-0.17785724998793953
ACH-001374,-0.4863786103733074
ACH-001377,-0.3152614945203141
ACH-001380,-0.16893023359160503
ACH-001391,-0.22396473644127146
ACH-001408,-0.2901231013494076
ACH-001430,-0.14228724851162128
ACH-001431,-0.06163150407122929
ACH-001450,-0.23988909173538975
ACH-001496,-0.13427475829713847
ACH-001500,-0.28095782784206874
ACH-001523,-0.033280832037810064
ACH-001532,-0.08346799673129633
ACH-001550,-0.2765349349602484
ACH-001552,-0.1496525786255062
ACH-001554,-0.253554465573471
ACH-001654,-0.30563257030420915
ACH-001735,-0.257361162112169
ACH-001736,-0.13166185184643522
ACH-001737,-0.3527032605746923
ACH-001740,-0.16344807947107298
ACH-001745,-0.08606635422099748
ACH-001765,-0.2518385718004563
