,DBF4B (80174)
ACH-000483,0.02755924262581073
ACH-000484,-0.16103568079177227
ACH-000485,-0.06314771399324308
ACH-000486,-0.0314317039870269
ACH-000487,-0.11292902905468165
ACH-000488,-0.1294637467726359
ACH-000490,-0.05346534323958745
ACH-000491,0.0008642486107182428
ACH-000495,0.00026857702743480577
ACH-000496,-0.12439510993617985
ACH-000499,-0.3132814046234886
ACH-000500,0.06913736168075993
ACH-000502,-0.14252329696799854
ACH-000503,-0.18139687702568752
ACH-000505,-0.03648263012680583
ACH-000507,-0.1388382157575253
ACH-000510,-0.1389560491911339
ACH-000511,-0.0853050171980568
ACH-000512,0.03768053482209263
ACH-000516,-0.0638929562972356
ACH-000517,-0.17652072380573058
ACH-000518,-0.08077914900670148
ACH-000520,-0.17429113368104784
ACH-000521,-0.2833381765217263
ACH-000522,-0.1555890575542493
ACH-000524,-0.07432207992724381
ACH-000527,-0.12805373579816726
ACH-000528,-0.029617749109595568
ACH-000537,-0.14624079365678427
ACH-000541,-0.16686850056260924
ACH-000542,-0.08719694046376249
ACH-000544,-0.08232055572751623
ACH-000545,-0.09456711167255498
ACH-000547,-0.21029891910027101
ACH-000548,-0.15863470943870855
ACH-000549,-0.09390204379018786
ACH-000550,-0.17706499902883988
ACH-000552,-0.03429032464754358
ACH-000556,-0.11793207042694988
ACH-000557,-0.09112390550628252
ACH-000569,-0.05442580525798847
ACH-000570,-0.17620680748889714
ACH-000571,-0.13384668428768184
ACH-000573,-0.16606626989226206
ACH-000576,-0.10607315819809822
ACH-000579,0.11319535672205222
ACH-000580,0.08827919340596058
ACH-000584,-0.06984230251421845
ACH-000585,-0.040870534040962254
ACH-000588,-0.2055758552411716
ACH-000589,-0.0716014131746255
ACH-000591,-0.012898770738399613
ACH-000593,-0.22143078909285285
ACH-000600,-0.10398837261531528
ACH-000601,-0.15616396299178606
ACH-000605,-0.04152104039920234
ACH-000606,0.0008278048673917621
ACH-000608,-0.06886920555400007
ACH-000614,-0.0396245439222193
ACH-000616,-0.04453348744515891
ACH-000618,-0.16131158355079475
ACH-000619,-0.13278055903439867
ACH-000620,0.002633667820325853
ACH-000621,-0.10927145165457268
ACH-000622,-0.03419896267154689
ACH-000623,-0.1831833215660339
ACH-000624,-0.11067422820886297
ACH-000627,-0.13393061872385634
ACH-000630,-0.20142243674656407
ACH-000631,0.017940841562375222
ACH-000632,-0.16989160287787888
ACH-000633,-0.11252804319985066
ACH-000637,-0.06178910155542359
ACH-000638,-0.07655563294635709
ACH-000646,0.021231206241787842
ACH-000647,-0.17503477373879614
ACH-000648,0.00033266933884267035
ACH-000649,-0.04464124992887385
ACH-000651,-0.048308206458039835
ACH-000652,-0.08485259526555114
ACH-000653,-0.04837795633815044
ACH-000657,-0.1471017488153098
ACH-000658,-0.10790926143326288
ACH-000661,-0.12898345419885748
ACH-000662,0.11088701304636953
ACH-000663,-0.22993497250305925
ACH-000665,-0.043396326180841625
ACH-000671,-0.08288291962541361
ACH-000672,-0.2014941313415784
ACH-000673,-0.14565079848535645
ACH-000676,-0.1630071763667458
ACH-000677,-0.1664465778710494
ACH-000681,-0.07438547854227517
ACH-000683,0.03762752704728814
ACH-000684,-0.21947181211120706
ACH-000688,-0.17884441269904125
ACH-000693,-0.1746850930793527
ACH-000694,-0.05869396095747222
ACH-000695,-0.2685990694212509
ACH-000696,-0.1452593363739952
ACH-000697,-0.1379225924424743
ACH-000699,-0.19680251331954987
ACH-000701,-0.1263085488212107
ACH-000706,-0.20144167670207175
ACH-000711,-0.08353423277987249
ACH-000713,-0.011154063960449156
ACH-000714,-0.0531450370589666
ACH-000718,-0.16044676347658895
ACH-000720,-0.35674645140792816
ACH-000721,-0.07225632121074986
ACH-000724,0.004789579810789146
ACH-000725,0.07163847816458074
ACH-000732,-0.30918702797306796
ACH-000734,0.03817189635305738
ACH-000735,-0.21356399548113392
ACH-000736,-0.09210530342780933
ACH-000738,-0.1561528286875219
ACH-000746,-0.19106547428304105
ACH-000747,-0.14027716064438536
ACH-000748,-0.12261579509473795
ACH-000753,-0.11739465267307962
ACH-000756,-0.03768023427663258
ACH-000757,0.057089109896106674
ACH-000758,-0.11084521642904857
ACH-000760,-0.03942374579091175
ACH-000762,-0.06401676751743131
ACH-000763,0.04326083667392247
ACH-000764,-0.3140048879234006
ACH-000765,0.0255343672690745
ACH-000766,-0.2359343148424349
ACH-000767,-0.06620242346213484
ACH-000768,-0.1383441758437813
ACH-000769,-0.012037051857530793
ACH-000770,-0.084076608883876
ACH-000771,-0.17414852481552687
ACH-000773,-0.19665573334229414
ACH-000776,-0.1704361851920032
ACH-000777,0.04188569815894514
ACH-000778,-0.04115123866175115
ACH-000781,-0.09138843453764216
ACH-000782,-0.2182076616591548
ACH-000783,0.007121934099388065
ACH-000784,-0.21407375574033974
ACH-000785,-0.07005701091543473
ACH-000787,-0.13730323971981284
ACH-000788,-0.18316981478278754
ACH-000791,-0.2432537057636845
ACH-000792,-0.17744901896423865
ACH-000794,-0.09011356281132993
ACH-000796,-0.0976159764852655
ACH-000798,-0.17098274571026664
ACH-000799,-0.07893184805658322
ACH-000800,-0.18862746670925687
ACH-000802,-0.13670965305350033
ACH-000804,-0.020417532474443563
ACH-000805,-0.1462088806696374
ACH-000809,-0.0552282769751627
ACH-000810,-0.1394947996123534
ACH-000811,-0.2693250719331597
ACH-000817,-0.09330496007064616
ACH-000819,0.13029514153947694
ACH-000820,-0.0816906260838984
ACH-000821,-0.08613397623050695
ACH-000822,-0.10742519717727793
ACH-000823,-0.1473505244184201
ACH-000824,-0.038541714818941565
ACH-000827,-0.0305435568895322
ACH-000829,0.00793091934501935
ACH-000831,-0.060441958127521685
ACH-000832,-0.0987120085138459
ACH-000833,-0.0920890799766328
ACH-000834,-0.1763248463842116
ACH-000835,0.010189031317778235
ACH-000836,-0.04524350946187475
ACH-000837,-0.22515051267729413
ACH-000838,-0.3579010198431913
ACH-000839,-0.03562967301215949
ACH-000840,-0.28254333606603393
ACH-000841,-0.11392653456319035
ACH-000843,-0.11256754415053763
ACH-000846,-0.1196974913989806
ACH-000847,0.05173144364330276
ACH-000848,-0.19730942117979824
ACH-000849,0.044210768583457336
ACH-000851,-0.13355352070841342
ACH-000855,0.13934765991714665
ACH-000856,-0.2180005248721261
ACH-000858,-0.2715628760706013
ACH-000859,-0.17081328575227234
ACH-000861,-0.09048147336463147
ACH-000862,-0.006982803072256271
ACH-000865,-0.021590679908878342
ACH-000866,-0.10844818673544414
ACH-000867,-0.09047389610538303
ACH-000869,-0.010235139631921969
ACH-000872,-0.09305118301273772
ACH-000873,-0.11341198698301976
ACH-000876,-0.0654627485738509
ACH-000878,-0.1158983614974956
ACH-000880,-0.16496169722071027
ACH-000881,0.053156049368212215
ACH-000882,0.003595360794239747
ACH-000884,-0.1178060296591424
ACH-000885,-0.040138167569360415
ACH-000887,-0.10415970079915984
ACH-000889,0.050189184860947735
ACH-000896,-0.0650829370767661
ACH-000898,-0.08309240427869674
ACH-000900,-0.3907385813622766
ACH-000901,-0.12153403739871438
ACH-000905,-0.04218935134986099
ACH-000906,-0.0927049935041988
ACH-000907,0.01992653928116035
ACH-000910,-0.08054394854958917
ACH-000911,-0.1985833369060204
ACH-000912,0.0013797991267982975
ACH-000913,0.04394207895521285
ACH-000915,-0.1256132350887954
ACH-000916,-0.5148667404275584
ACH-000917,-0.030917003379401814
ACH-000920,0.09234441235362874
ACH-000921,-0.1507981235057921
ACH-000924,-0.008424885030857695
ACH-000926,-0.04941636628449702
ACH-000928,-0.1410123453115895
ACH-000929,-0.1187282430125478
ACH-000932,-0.17649177645245842
ACH-000935,-0.13033092149956704
ACH-000936,-0.2224208728139785
ACH-000937,-0.05941407294497676
ACH-000938,0.027124305772467973
ACH-000939,-0.2412330324680157
ACH-000941,-0.04554123117337345
ACH-000943,-0.06690178556934502
ACH-000946,-0.06316038003637567
ACH-000947,0.013339224939358414
ACH-000948,0.002325106408947078
ACH-000950,0.08773963573918489
ACH-000953,-0.1229978619856746
ACH-000954,0.02210085005905282
ACH-000957,-0.09879094262815076
ACH-000958,-0.059084365059312215
ACH-000960,-0.19642824099506825
ACH-000963,-0.19545730851564047
ACH-000968,0.0026117752078229327
ACH-000969,-0.11605030335887592
ACH-000972,0.03828880537003645
ACH-000973,-0.11059118036785127
ACH-000974,-0.08229045229034612
ACH-000978,-0.2937764097587283
ACH-000984,-0.12038749133258557
ACH-000986,-0.15055154279079394
ACH-000988,0.005977026062535825
ACH-000993,-0.08447558147958707
ACH-000994,-0.04309346419470871
ACH-000996,-0.12842665602058234
ACH-001001,-0.11643795096026235
ACH-001020,-0.1330993440781871
ACH-001028,-0.14703162653488594
ACH-001031,-0.2131303720814823
ACH-001038,-0.122655501577284
ACH-001048,-0.10615526611355353
ACH-001050,-0.08011113593971808
ACH-001053,-0.045625332400158126
ACH-001054,-0.14540210138466486
ACH-001061,-0.09625020429761356
ACH-001067,-0.01153038867021445
ACH-001075,-0.0987988873470984
ACH-001096,-0.10590063143969704
ACH-001111,-0.17765615815041266
ACH-001119,-0.16929341459205824
ACH-001128,-0.04181282107643984
ACH-001134,-0.020545940257180092
ACH-001151,-0.1901370776518822
ACH-001163,-0.20302685768130654
ACH-001164,0.024036144089619616
ACH-001183,-0.031015976464970733
ACH-001192,-0.09372988785190227
ACH-001193,-0.32996017611792666
ACH-001196,-0.03288014114162836
ACH-001197,-0.1875284144496488
ACH-001205,-0.08097914493507935
ACH-001211,-0.1445392753525827
ACH-001212,-0.14400403571341133
ACH-001228,-0.1209933103886835
ACH-001232,-0.18714108530783885
ACH-001239,-0.12909218977110196
ACH-001270,-0.06786281454711385
ACH-001274,-0.038908468307275804
ACH-001275,0.034076856423909174
ACH-001277,0.018954648638708018
ACH-001278,-0.044710579430806585
ACH-001280,-0.12358792974578585
ACH-001283,-0.06462530384166176
ACH-001289,-0.14323578300275536
ACH-001300,-0.10276115004115048
ACH-001301,-0.1586781374885798
ACH-001302,-0.0955956048347678
ACH-001306,-0.1001934602439619
ACH-001318,-0.007125975723468956
ACH-001322,-0.179275918885565
ACH-001328,-0.08848980439075149
ACH-001332,-0.2543074590660988
ACH-001336,-0.03298171116453262
ACH-001346,-0.06854524332515508
ACH-001353,-0.2011621906732831
ACH-001354,-0.05715523551370336
ACH-001367,-0.10996774700843216
ACH-001368,-0.07363362109339304
ACH-001374,-0.3405141215592648
ACH-001377,-0.02712303016086483
ACH-001380,-0.07492177425008789
ACH-001391,-0.056903255113634275
ACH-001408,0.00196027550562646
ACH-001430,0.018821746206622136
ACH-001431,0.07298714904922406
ACH-001450,-0.2631147775293341
ACH-001496,-0.044591380569129854
ACH-001500,-0.14309692575798336
ACH-001523,-0.1217886037192184
ACH-001532,-0.05506254244964495
ACH-001550,-0.08915279882234246
ACH-001552,0.006362594954454201
ACH-001554,-0.05570329878566447
ACH-001654,-0.14486393512222315
ACH-001735,-0.15203243760580354
ACH-001736,-0.281277990974296
ACH-001737,-0.5038658202992208
ACH-001740,-0.052372122694279766
ACH-001745,-0.019539390433876074
ACH-001765,-0.13572769072787555
