,AZGP1 (563)
ACH-000004,-0.1780662939976082
ACH-000005,-0.05926401490076294
ACH-000007,0.10450691579325018
ACH-000009,-0.12388196342848658
ACH-000011,-0.050976760717526805
ACH-000012,-0.07370542524327027
ACH-000013,0.007787206249548256
ACH-000014,-0.15106516882294327
ACH-000015,-0.0972880154137028
ACH-000017,0.0041672532911914036
ACH-000018,0.061317019445736476
ACH-000019,-0.2412651177747317
ACH-000021,-0.3277426913937285
ACH-000022,-0.04117604047092742
ACH-000025,-0.057554965816799475
ACH-000028,-0.08491932572323299
ACH-000030,-0.01959605677244229
ACH-000035,-0.12162958879373476
ACH-000036,-0.0982574848610076
ACH-000037,-0.16280636586621933
ACH-000039,0.022155847562069744
ACH-000040,-0.11673810207902235
ACH-000041,0.029761534056577693
ACH-000042,-0.07729898709179141
ACH-000045,-0.03165773423584571
ACH-000047,-0.16656462539021386
ACH-000052,0.004904732145212015
ACH-000053,-0.08047441963265604
ACH-000054,-0.11995505625728675
ACH-000055,-0.06476287684801244
ACH-000060,-0.04789821622971037
ACH-000067,-0.1005515868601437
ACH-000070,-0.12110350115233234
ACH-000075,-0.14482868096940724
ACH-000078,-0.09696721536195986
ACH-000082,-0.15232349667534514
ACH-000085,-0.01595477103868382
ACH-000086,-0.0016229874526299374
ACH-000087,-0.2278516106352939
ACH-000092,0.03101748153601192
ACH-000095,-0.12301017933337785
ACH-000097,-0.04727881383327226
ACH-000098,-0.05938765501983383
ACH-000099,-0.10240352890009413
ACH-000108,-0.2089280130109187
ACH-000113,-0.05194439275677055
ACH-000116,-0.007848706402909408
ACH-000118,-0.1989384072263727
ACH-000120,-0.000372023607184106
ACH-000123,-0.06713005428215899
ACH-000127,-0.11341027393031075
ACH-000128,-0.13147412147495632
ACH-000132,-0.04767357607713952
ACH-000133,0.01268173413569513
ACH-000137,-0.13133274091814512
ACH-000138,-0.10695190449599086
ACH-000142,-0.1563403614127962
ACH-000143,-0.010378595380743727
ACH-000146,-0.13366253558524585
ACH-000148,-0.18526892401843628
ACH-000150,-0.13595331413150713
ACH-000152,-0.028948363673035788
ACH-000153,-0.028811522125364482
ACH-000159,-0.1770456013529659
ACH-000160,-0.20626610454190164
ACH-000163,-0.09933179639871301
ACH-000167,-0.08049901526098001
ACH-000168,-0.047366933167031416
ACH-000169,-0.0687994594959307
ACH-000178,-0.12121737096880418
ACH-000183,0.0192832029352506
ACH-000188,-0.04248203352068219
ACH-000189,-0.07959746149768597
ACH-000190,0.08303118499151042
ACH-000198,-0.15878551636283325
ACH-000203,-0.09330605357061808
ACH-000204,-0.21009840413297226
ACH-000206,-0.037124179936647315
ACH-000207,-0.08007479628655755
ACH-000208,-0.1575523002212632
ACH-000210,-0.11952722766559187
ACH-000211,-0.1044341236618932
ACH-000215,-0.10368704907479882
ACH-000221,-0.2543145477169846
ACH-000222,-0.2412665980675503
ACH-000223,-0.04999599741313307
ACH-000226,-0.005596292780002656
ACH-000227,-0.022642512563676515
ACH-000228,-0.14927945733005513
ACH-000231,-0.013274355212246116
ACH-000232,-0.05689493371959841
ACH-000233,-0.028943823247788263
ACH-000234,0.00229899124096824
ACH-000235,-0.0865968487352675
ACH-000237,-0.05411033237573787
ACH-000238,-0.1998290939718907
ACH-000242,-0.0554457733225338
ACH-000243,-0.06755484965325131
ACH-000244,-0.09132203989204953
ACH-000246,-0.11862109300869607
ACH-000248,-0.07843233464856064
ACH-000250,-0.09886448119662873
ACH-000251,-0.00943050902969667
ACH-000252,-0.25100352686373845
ACH-000253,0.019184262650431282
ACH-000255,-0.015976349177416315
ACH-000256,-0.11957645796690153
ACH-000257,-0.1884920654217094
ACH-000258,-0.11674443120417395
ACH-000259,-0.06246770728281498
ACH-000260,-0.1202819830264592
ACH-000261,-0.045774992957241516
ACH-000262,-0.057856061391876976
ACH-000263,-0.19595077346766
ACH-000264,-0.0959033081906173
ACH-000265,-0.1564543223810458
ACH-000266,-0.14225081963176248
ACH-000272,-0.09839171034518694
ACH-000274,-0.04475301446459561
ACH-000277,-0.07821465632015634
ACH-000278,-0.15160402376345225
ACH-000279,-0.04315076949324386
ACH-000280,-0.11332986455487805
ACH-000281,-0.08843404547517722
ACH-000288,-0.10904075257414936
ACH-000291,-0.15834859236085005
ACH-000293,-0.15072946228731834
ACH-000294,-0.1694629864377891
ACH-000295,-0.003559930011443153
ACH-000296,-0.10135240508733234
ACH-000302,-0.1372944586681221
ACH-000304,-0.06908886611722613
ACH-000307,-0.03727250920661163
ACH-000308,-0.03950880972939224
ACH-000310,-0.02419099539410926
ACH-000311,-0.013219658142940051
ACH-000312,-0.08602800981024679
ACH-000315,-0.2670499608030672
ACH-000316,-0.016163761241618592
ACH-000317,-0.13287974708981445
ACH-000318,-0.15871463412703354
ACH-000319,-0.2381300091639763
ACH-000320,-0.08478286142430684
ACH-000322,-0.10776688910874599
ACH-000323,-0.10804921655172248
ACH-000324,-0.12671388007869902
ACH-000329,-0.02122208114289056
ACH-000330,0.12020002071616262
ACH-000331,-0.007540308056511058
ACH-000332,-0.054822647688821016
ACH-000334,-0.1681518254600075
ACH-000335,-0.08606198032195594
ACH-000336,-0.03495991962047183
ACH-000337,-0.02722808191455901
ACH-000338,-0.2806674795110921
ACH-000339,-0.07030616914024271
ACH-000341,-0.19178960598145506
ACH-000348,-0.03377590311996145
ACH-000350,-0.01627708207474012
ACH-000352,-0.02561927942620449
ACH-000356,-0.11937411062356605
ACH-000361,-0.012809493296555936
ACH-000362,-0.12682898149111255
ACH-000363,0.005707266941383727
ACH-000364,-0.3033197975982406
ACH-000365,-0.1751591321258824
ACH-000366,-0.1522525575127215
ACH-000368,-0.1821647456913356
ACH-000374,-0.041022451249523625
ACH-000375,-0.008940850761802203
ACH-000376,-0.06070127846717641
ACH-000381,-0.2489012461363169
ACH-000383,-0.2125951591323614
ACH-000387,-0.05047737453478589
ACH-000389,-0.07831760771682471
ACH-000390,-0.10185519721411156
ACH-000393,0.023393789429437012
ACH-000395,-0.2030294281763168
ACH-000396,-0.28744758476946064
ACH-000397,-0.10254269359236147
ACH-000401,-0.13712671648818073
ACH-000402,-0.2927997588190725
ACH-000403,-0.08475237934334795
ACH-000404,-0.018895813213198998
ACH-000406,-0.19114660321371452
ACH-000407,-0.06832362351777012
ACH-000408,-0.27553215737277553
ACH-000410,-0.07934590904795895
ACH-000411,-0.08057460729124348
ACH-000414,-0.11152282872486703
ACH-000415,-0.15897917283708854
ACH-000416,-0.04049885301339634
ACH-000420,-0.23291181585200346
ACH-000421,-0.12632844474968155
ACH-000424,-0.11550359699419885
ACH-000425,-0.15623014555339634
ACH-000426,-0.17740796603757006
ACH-000427,-0.04195502411589573
ACH-000433,-0.1109372079075632
ACH-000435,-0.12807121485072173
ACH-000436,-0.15328109500612794
ACH-000444,-0.027842619564469998
ACH-000445,-0.04802373600914575
ACH-000448,-0.07386156688432796
ACH-000450,-0.0499783635650712
ACH-000452,-0.17633723437224252
ACH-000454,0.0885791947356934
ACH-000458,-0.13367299602884705
ACH-000459,-0.3665774619955403
ACH-000460,-0.06683035140935878
ACH-000461,0.019215124260081498
ACH-000463,-0.1395725198150514
ACH-000464,-0.10669095054406644
ACH-000466,-0.006959338948381232
ACH-000467,-0.14779284967407408
ACH-000468,-0.06782731491099668
ACH-000469,-0.17299634834367994
ACH-000470,-0.05753872009673078
ACH-000471,-0.04149992438989422
ACH-000472,-0.09931925644535654
ACH-000473,-0.14965713721400092
ACH-000475,-0.1675848565434086
ACH-000476,-0.13026088655543153
ACH-000477,-0.2073292927696284
ACH-000479,-0.15894631574614446
ACH-000480,-0.08751155946812453
ACH-000481,-0.0612391444707225
ACH-000483,-0.1422081620236401
ACH-000484,0.08772164818320756
ACH-000485,0.003161900827668529
ACH-000486,-0.09854675350167567
ACH-000487,-0.18009264463511973
ACH-000488,-0.12454546582155887
ACH-000490,-0.0705481638207701
ACH-000491,-0.1503890188623071
ACH-000495,-0.1410640066990477
ACH-000496,-0.14987298196618434
ACH-000499,-0.13257530370093973
ACH-000500,-0.21499352836625926
ACH-000502,-0.04076409677622204
ACH-000503,-0.3382866578770643
ACH-000505,-0.16396069333216082
ACH-000507,-0.15684585054890982
ACH-000510,-0.14422856827326427
ACH-000511,-0.22855483390445155
ACH-000512,0.05111510105385593
ACH-000516,-0.09801178577839084
ACH-000517,-0.04121850483047413
ACH-000518,-0.034191675834043735
ACH-000520,-0.08076390313531316
ACH-000521,-0.08223331876888658
ACH-000522,-0.09316157380624374
ACH-000524,-0.04370116211789545
ACH-000527,-0.14692518328590692
ACH-000528,-0.000489734937723366
ACH-000537,-0.12127414681872947
ACH-000541,-0.2466970714575605
ACH-000542,-0.15152851477739265
ACH-000544,-0.14694979321614307
ACH-000545,-0.2052094783254962
ACH-000547,-0.2417186797256997
ACH-000548,-0.0620699052501371
ACH-000549,-0.10921554388295844
ACH-000550,-0.17797451502906975
ACH-000552,-0.2045240392147862
ACH-000556,-0.0043447496309653106
ACH-000557,-0.10181005859398214
ACH-000569,0.21289327670016886
ACH-000570,-0.1377119116322918
ACH-000571,-0.22741455535709845
ACH-000573,0.011290242105854506
ACH-000576,-0.09279517296257273
ACH-000579,-0.19456627082832886
ACH-000580,-0.09067991163990516
ACH-000584,-0.12257402524365367
ACH-000585,-0.16928042514278113
ACH-000588,-0.003505781992842348
ACH-000589,-0.000641948935596097
ACH-000591,-0.08155816804784774
ACH-000593,-0.15129806657088984
ACH-000600,-0.0714047159860691
ACH-000601,-0.00986805898120543
ACH-000605,-0.020692894221289046
ACH-000606,-0.11361110262274575
ACH-000608,-0.1896781046730408
ACH-000614,-0.1995373038696887
ACH-000616,-0.21956663248486294
ACH-000618,-0.17702308137644934
ACH-000619,-0.2162351621653341
ACH-000620,0.014480690087731547
ACH-000621,-0.20854718947531806
ACH-000622,0.02710030857743116
ACH-000623,-0.08396463513243847
ACH-000624,-0.11338262619686967
ACH-000627,-0.032338914956752667
ACH-000630,-0.122221753813995
ACH-000631,-0.18147475365344407
ACH-000632,-0.09443893590870772
ACH-000633,-0.1267878416815434
ACH-000637,-0.1296398801272587
ACH-000638,-0.05164009921251392
ACH-000646,-0.05183878507205715
ACH-000647,0.0407066550514316
ACH-000648,-0.02487383733286759
ACH-000649,-0.0994327572291476
ACH-000651,0.03508599393385037
ACH-000652,-0.008471428217737834
ACH-000653,-0.042598116056617376
ACH-000657,-0.1252132271657953
ACH-000658,-0.10172969442083672
ACH-000661,-0.1129137058896544
ACH-000662,-0.08902588060223372
ACH-000663,-0.04085039394953885
ACH-000665,-0.04466456544893802
ACH-000671,-0.07026088855697117
ACH-000672,-0.08087357962776798
ACH-000673,-0.13482839753877024
ACH-000676,-0.1759320557554896
ACH-000677,-0.08805199884351249
ACH-000681,-0.051958759144897976
ACH-000683,-0.0448214920659549
ACH-000684,-0.20979496545559131
ACH-000688,-0.1055867079584345
ACH-000693,-0.2237208988660397
ACH-000694,-0.19700800101037536
ACH-000695,-0.06345240793215888
ACH-000696,-0.08382787837890042
ACH-000697,0.0003081381120855136
ACH-000699,-0.09012341253147756
ACH-000701,-0.13047939745790232
ACH-000706,-0.08528447598225146
ACH-000711,-0.06043466813350335
ACH-000713,-0.07385347585364979
ACH-000714,-0.06936750427525487
ACH-000718,-0.19186765444376272
ACH-000720,-0.06933040782885505
