,ATR (545)
ACH-000004,-0.8015817320901685
ACH-000005,-0.734139474274941
ACH-000007,-0.8686820980706487
ACH-000009,-0.5722077159046268
ACH-000011,-0.8393787613678836
ACH-000012,-0.7615193364775169
ACH-000013,-0.554142492246974
ACH-000014,-0.6588323597634198
ACH-000015,-0.6859108629249511
ACH-000017,-0.6452156164049972
ACH-000018,-0.6708788139141398
ACH-000019,-0.7370628220591005
ACH-000021,-0.7609836387633822
ACH-000022,-0.7143620927881372
ACH-000025,-0.6918953364996077
ACH-000028,-0.6933806992242922
ACH-000030,-0.5543988812734829
ACH-000035,-0.91619554957729
ACH-000036,-0.7756975068029125
ACH-000037,-0.18824824668566145
ACH-000039,-0.6757532964798355
ACH-000040,-0.5380667206516445
ACH-000041,-0.7113889732374716
ACH-000042,-0.5506303667329462
ACH-000045,-0.5680066262652782
ACH-000047,-0.8672988074686065
ACH-000052,-0.7966222915083793
ACH-000053,-0.6939825343958036
ACH-000054,-0.5350880728835926
ACH-000055,-1.120930911623421
ACH-000060,-0.8382864870297577
ACH-000067,-0.6706420293409758
ACH-000070,-0.5097091703290326
ACH-000075,-0.8033542402686246
ACH-000078,-0.5580057706267197
ACH-000082,-1.0012212438503547
ACH-000085,-0.6228997597742575
ACH-000086,-0.8507422295641727
ACH-000087,-0.557293078875736
ACH-000092,-0.596093655961792
ACH-000095,-0.815981343822182
ACH-000097,-0.8011549902049611
ACH-000098,-0.6185209555533937
ACH-000099,-0.5631309829895844
ACH-000108,-0.7770777583681656
ACH-000113,-0.7132707081964286
ACH-000116,-0.7328176835067091
ACH-000118,-0.715909997292621
ACH-000120,-0.7214622014164032
ACH-000123,-0.7533789857249671
ACH-000127,-0.6890494811287972
ACH-000128,-1.1203716307458331
ACH-000132,-0.9581199978876352
ACH-000133,-0.8391438593732771
ACH-000137,-0.7213417972213596
ACH-000138,-0.7418878510119854
ACH-000142,-0.7245515415505172
ACH-000143,-0.8878316718918954
ACH-000146,-0.6430505521079706
ACH-000148,-0.7136382850192031
ACH-000150,-0.5158311010963353
ACH-000152,-0.7223568300564045
ACH-000153,-0.8452282439350552
ACH-000159,-0.8327513047461812
ACH-000160,-0.5953481276190201
ACH-000163,-0.5693476731537577
ACH-000167,-0.8389552525227358
ACH-000168,-0.7107018454432112
ACH-000169,-0.7606087752715899
ACH-000178,-0.7472704715472676
ACH-000183,-0.3658230350901512
ACH-000188,-0.6613509861676936
ACH-000189,-0.4746065190751858
ACH-000190,-0.7209274242355747
ACH-000198,-0.7811817650159143
ACH-000203,-1.256893692705474
ACH-000204,-0.5775946103768275
ACH-000206,-0.6729003812226603
ACH-000207,-0.5858665338001072
ACH-000208,-0.6599223323631537
ACH-000210,-0.6472965074530016
ACH-000211,-0.7724727294287763
ACH-000215,-0.6944203046690183
ACH-000221,-0.8731483289791634
ACH-000222,-0.6206374291194385
ACH-000223,-1.0378570998321743
ACH-000226,-0.5456273385460428
ACH-000227,-1.0269622305184207
ACH-000228,-0.9020792315264587
ACH-000231,-0.7184763720097097
ACH-000232,-0.7136832694406394
ACH-000233,-0.745758439765644
ACH-000234,-0.6519869476492313
ACH-000235,-0.8539201583930971
ACH-000237,-0.7792404697433503
ACH-000238,-0.4647274494334448
ACH-000242,-0.5262601607379517
ACH-000243,-0.5090907703401385
ACH-000244,-0.4038224129206165
ACH-000246,-0.7901234676057763
ACH-000248,-0.7691487265603385
ACH-000250,-0.6518656505849993
ACH-000251,-0.7288822247678817
ACH-000252,-0.7753431510084285
ACH-000253,-0.7476740227883271
ACH-000255,-0.6530364906628777
ACH-000256,-0.6885401050402851
ACH-000257,-0.6275139409001032
ACH-000258,-0.7317619196675789
ACH-000259,-0.5086633364209826
ACH-000260,-0.7565949746371012
ACH-000261,-0.6898402811003762
ACH-000262,-0.6815708887673642
ACH-000263,-0.5860749375380356
ACH-000264,-0.6874564617703629
ACH-000265,-0.7140765335477128
ACH-000266,-0.7680025002227854
ACH-000272,-0.5638602539473248
ACH-000274,-0.6228312569348112
ACH-000277,-0.4688662718134379
ACH-000278,-0.7185804230559736
ACH-000279,-0.8675190062092466
ACH-000280,-0.6029699009674361
ACH-000281,-0.5422252940375832
ACH-000288,-0.7476280822721735
ACH-000291,-0.8685627019882153
ACH-000293,-0.8749282648413451
ACH-000294,-0.7007143211271659
ACH-000295,-0.8285404428077112
ACH-000296,-0.7255175733996441
ACH-000302,-0.7760417140562456
ACH-000304,-1.2738350119863786
ACH-000307,-0.6844035913676008
ACH-000308,-0.6896731180674448
ACH-000310,-0.6450020909275358
ACH-000311,-0.7957166439363813
ACH-000312,-0.5661127191602243
ACH-000315,-0.4544488210952261
ACH-000316,-0.6749436461345778
ACH-000317,-0.7993205573466442
ACH-000318,-1.0114641975103649
ACH-000319,-0.6885790529632897
ACH-000320,-0.4917996841928445
ACH-000322,-0.8875795122347467
ACH-000323,-0.9505556165644552
ACH-000324,-0.7794665079982106
ACH-000329,-0.768541883976806
ACH-000330,-0.5551667906991605
ACH-000331,-0.7767257543320376
ACH-000332,-0.5229705150936952
ACH-000334,-0.4363015698038925
ACH-000335,-0.4759118520537475
ACH-000336,-0.6358573958954432
ACH-000337,-0.8295119741428789
ACH-000338,-0.6107308246170496
ACH-000339,-0.8401937898209109
ACH-000341,-0.9087357872552329
ACH-000348,-0.6402893480935724
ACH-000350,-0.16841085533711542
ACH-000352,-0.8507705085889525
ACH-000356,-0.9699466196221764
ACH-000361,-0.6069336740420309
ACH-000362,-0.5374531678434997
ACH-000363,-0.7879996723722018
ACH-000364,-0.7637043599969742
ACH-000365,-0.4400040363030104
ACH-000366,-0.8338849243133599
ACH-000368,-0.6013002008833559
ACH-000374,-0.7314279587930811
ACH-000375,-0.7517074140681179
ACH-000376,-0.8931399502750458
ACH-000381,-0.4255279541261017
ACH-000383,-0.6570114187161642
ACH-000387,-0.7515233237538836
ACH-000389,-0.5917023194404173
ACH-000390,-0.7404361804498512
ACH-000393,-0.7836571034430144
ACH-000395,-0.6827950063455033
ACH-000396,-0.5497471032210481
ACH-000397,-0.7410623494737263
ACH-000401,-0.7598145709594525
ACH-000402,-0.4935981135518932
ACH-000403,-0.4096317218477361
ACH-000404,-0.6430216632571132
ACH-000406,-0.6729995180511884
ACH-000407,-0.7770795077238355
ACH-000408,-0.6034485004349766
ACH-000410,-0.779649305951429
ACH-000411,-0.6576647988415285
ACH-000414,-0.8182282558773978
ACH-000415,-0.7170557349581236
ACH-000416,-0.6761875885750966
ACH-000420,-0.6953240599236064
ACH-000421,-0.6998472223490998
ACH-000424,-0.5824038299927726
ACH-000425,-0.5378790767415617
ACH-000426,-0.5749554482138451
ACH-000427,-0.7573169076477524
ACH-000433,-0.7074169745827242
ACH-000435,-0.6206940944115995
ACH-000436,-0.5589182398783108
ACH-000444,-0.8113023189275316
ACH-000445,-0.6309635781000217
ACH-000448,-0.8580089922273089
ACH-000450,-1.0076636689985488
ACH-000452,-0.6275986766666154
ACH-000454,-0.7228675509026369
ACH-000458,-0.6161342468221463
ACH-000459,-0.3777698937808509
ACH-000460,-0.5940156655721954
ACH-000461,-0.6640884195013299
ACH-000463,-0.8177213940247897
ACH-000464,-0.8358668086202433
ACH-000466,-0.4813801648246365
ACH-000467,-0.8710353807400172
ACH-000468,-0.6923038803005224
ACH-000469,-0.5777588750123428
ACH-000470,-0.38582426506634027
ACH-000471,-0.8206118233525456
ACH-000472,-0.6307082804052596
ACH-000473,-0.5399413141311618
ACH-000475,-0.9757546988639828
ACH-000476,-0.7094311977634759
ACH-000477,-0.641495319988566
ACH-000479,-0.6221035949373472
ACH-000480,-0.5374026668884043
ACH-000481,-1.0422499165282468
ACH-000483,-0.9083792646538879
ACH-000484,-0.7519897356007592
ACH-000485,-0.514229026826058
ACH-000486,-0.6678365936268181
ACH-000487,-0.7731881639499825
ACH-000488,-0.6500108906998149
ACH-000490,-0.9135208097140686
ACH-000491,-0.6269329737196371
ACH-000495,-0.9880098828317032
ACH-000496,-0.8435121463210571
ACH-000499,-0.6579734049072231
ACH-000500,-0.6684515475424886
ACH-000502,-0.603471402148088
ACH-000503,-0.4477922098234311
ACH-000505,-0.6831168506005192
ACH-000507,-0.7450984842925278
ACH-000510,-0.5344054689517916
ACH-000511,-0.7780210282067663
ACH-000512,-0.4865440279952366
ACH-000516,-0.9655195473406388
ACH-000517,-0.4970271601353386
ACH-000518,-0.6720920705540642
ACH-000520,-0.8307312632234273
ACH-000521,-0.8679766346489396
ACH-000522,-0.5813665159913066
ACH-000524,-0.6950403107730361
ACH-000527,-0.5965332098765247
ACH-000528,-0.6391981665885844
ACH-000537,-0.8056278961503623
ACH-000541,-0.7020787334856993
ACH-000542,-0.4386318881664888
ACH-000544,-0.871826349343822
ACH-000545,-0.6470523223176466
ACH-000547,-0.7873112230970548
ACH-000548,-0.7928339036260318
ACH-000549,-0.5697492705238445
ACH-000550,-0.7536535937650363
ACH-000552,-0.7188091929756283
ACH-000556,-0.4058501567754443
ACH-000557,-0.735372183075832
ACH-000569,-0.8680143425820578
ACH-000570,-0.4808596207650863
ACH-000571,-0.6969044544789796
ACH-000573,-0.7437652705495388
ACH-000576,-0.6420143952054553
ACH-000579,-0.6702286694658139
ACH-000580,-0.7924683824074038
ACH-000584,-0.8130308469745299
ACH-000585,-0.6634328523113084
ACH-000588,-0.4528075945211357
ACH-000589,-0.7138841706834137
ACH-000591,-0.5408024771291937
ACH-000593,-0.7562553575867278
ACH-000600,-0.5301045492881501
ACH-000601,-0.6564360519053632
ACH-000605,-0.6498607316209399
ACH-000606,-0.6790661320493913
ACH-000608,-0.35444621836079776
ACH-000614,-0.9437503018980702
ACH-000616,-0.9606348908082698
ACH-000618,-0.5622027262823037
ACH-000619,-0.4659527451170733
ACH-000620,-0.785581667265692
ACH-000621,-0.8202213309010018
ACH-000622,-0.8288485222564888
ACH-000623,-0.5706247847462197
ACH-000624,-0.6691168958842505
ACH-000627,-0.635969731955554
ACH-000630,-0.8152612371530488
