,MYBPH (4608)
ACH-000004,0.12192907877358798
ACH-000005,-0.044070780146823946
ACH-000007,0.2648749984977726
ACH-000009,-0.10449511818465086
ACH-000011,0.09498561745570702
ACH-000012,-0.06684929572190974
ACH-000013,-0.010161721007551906
ACH-000014,-0.1352480164847273
ACH-000015,0.03487165324450558
ACH-000017,0.07523471628636172
ACH-000018,-0.06454786563594002
ACH-000019,-0.0236053781461992
ACH-000021,-0.05853309757494787
ACH-000022,-0.01306376013905652
ACH-000025,-0.06034564844369845
ACH-000028,-0.07083423921329035
ACH-000030,0.15478005447212567
ACH-000035,0.042088232623613886
ACH-000036,0.1272251847148268
ACH-000037,0.05672623971679881
ACH-000039,0.20808867833890451
ACH-000040,-0.0954592960803545
ACH-000041,0.054311809350125695
ACH-000042,-0.05660490102573117
ACH-000045,0.10776270995063693
ACH-000047,0.0517769701683014
ACH-000052,0.06000193855597221
ACH-000053,-0.017751839665086658
ACH-000054,0.06502902726439135
ACH-000055,-0.11397696917228667
ACH-000060,0.08643817787423126
ACH-000067,0.03593774474062535
ACH-000070,-0.0594936391927848
ACH-000075,-0.12522754976778422
ACH-000078,-0.009075733158765238
ACH-000082,0.0608795936185001
ACH-000085,-0.07491256050863353
ACH-000086,-0.18332098085393775
ACH-000087,0.0176673572649201
ACH-000092,0.07121559528047101
ACH-000095,0.10417204660047504
ACH-000097,0.07013201029945983
ACH-000098,0.010967043967103296
ACH-000099,0.07359981149954167
ACH-000108,0.047499541066491714
ACH-000113,-0.160427476682176
ACH-000116,0.0014275034985938673
ACH-000118,0.07560652902908771
ACH-000120,0.0411413248908174
ACH-000123,0.06687861638438666
ACH-000127,-0.024834205772888213
ACH-000128,-0.16854045503816567
ACH-000132,0.0478104509661445
ACH-000133,0.0004911105315338738
ACH-000137,0.0281922488744533
ACH-000138,0.0389933791639692
ACH-000142,-0.03159360666165746
ACH-000143,0.10436531011005057
ACH-000146,0.0035365256512731908
ACH-000148,-0.045703562590551104
ACH-000150,-0.1247357126118868
ACH-000152,0.04787155229731272
ACH-000153,-0.0519822374340704
ACH-000159,0.007396388249769295
ACH-000160,0.08411622846929699
ACH-000163,0.1329394915051755
ACH-000167,0.2235723318888737
ACH-000168,-0.007778464918307699
ACH-000169,0.014380321800927324
ACH-000178,0.0934213761410128
ACH-000183,-0.04805040428581884
ACH-000188,0.004551447534155562
ACH-000189,-0.03752467113598477
ACH-000190,0.3311083435055027
ACH-000198,-0.043143596544693734
ACH-000203,0.2241518653534336
ACH-000204,-0.1027353260906376
ACH-000206,0.09200663779661668
ACH-000207,0.21316034986770996
ACH-000208,0.03840799113893945
ACH-000210,-0.22360958457058908
ACH-000211,0.10793101979331424
ACH-000215,0.0025977270549110538
ACH-000221,0.07395546366916261
ACH-000222,0.1474575999488262
ACH-000223,0.05110806145953279
ACH-000226,-0.08918475273611677
ACH-000227,0.003617908017706376
ACH-000228,0.09909492319432804
ACH-000231,0.1054132970306865
ACH-000232,0.13226866402178686
ACH-000233,-0.04704751992562548
ACH-000234,0.06984599564171264
ACH-000235,-0.04181588235886157
ACH-000237,0.09493806221298
ACH-000238,0.0465404649487396
ACH-000242,0.337751083973776
ACH-000243,0.04202764677706322
ACH-000244,0.22343636395701366
ACH-000246,-0.0012695704384629476
ACH-000248,-0.048908654922633465
ACH-000250,0.08972522573639012
ACH-000251,-0.019716619853732388
ACH-000252,-0.0230165910868035
ACH-000253,0.056394385519673323
ACH-000255,-0.018166169996422333
ACH-000256,0.06812018886897361
ACH-000257,-0.05292851633980302
ACH-000258,0.2672999202707141
ACH-000259,0.0371270917461902
ACH-000260,0.02572756592334684
ACH-000261,0.04793423733281022
ACH-000262,0.0758478261553972
ACH-000263,-0.18027685601187685
