,ISM2 (145501)
ACH-000004,0.17498807595464078
ACH-000005,-0.19769070174993045
ACH-000007,-0.11324118746160335
ACH-000009,-0.14019210706072702
ACH-000011,-0.05827180238536694
ACH-000012,-0.21401395889286995
ACH-000013,-0.09385871461319988
ACH-000014,-0.07142422948465937
ACH-000015,-0.09243736690131472
ACH-000017,-0.12784887652460222
ACH-000018,-0.16362736053496613
ACH-000019,-0.19888659513701135
ACH-000021,-0.012298797680344534
ACH-000022,-0.09460433916847906
ACH-000025,0.012320912208205036
ACH-000028,-0.07984521264144265
ACH-000030,-0.012651367501895487
ACH-000035,-0.01751427049486744
ACH-000036,0.001731669305879016
ACH-000037,-0.1736375363640957
ACH-000039,-0.15914897422766405
ACH-000040,-0.0935029136020912
ACH-000041,-0.07313842435394452
ACH-000042,-0.06343061950111398
ACH-000045,-0.02260006480134796
ACH-000047,-0.20228653480512446
ACH-000052,-0.10022089779741927
ACH-000053,-0.0569435153265819
ACH-000054,-0.11053341901661594
ACH-000055,-0.20318148221663726
ACH-000060,-0.24325010035775715
ACH-000067,-0.03343561150983094
ACH-000070,-0.09282102522626086
ACH-000075,-0.21396086554208107
ACH-000078,-0.1181557501171758
ACH-000082,-0.10598570487349697
ACH-000085,-0.029066559884687024
ACH-000086,-0.2494051079669861
ACH-000087,-0.2845565295834937
ACH-000092,-0.23976472331979326
ACH-000095,-0.2125959756027841
ACH-000097,-0.1326475948636895
ACH-000098,-0.15534362066072352
ACH-000099,-0.03175403171808112
ACH-000108,-0.1124673489719512
ACH-000113,-0.045162422947305284
ACH-000116,-0.08431692238173999
ACH-000118,-0.163852731870889
ACH-000120,-0.059908540773991485
ACH-000123,-0.09578446691370224
ACH-000127,-0.08770037778426136
ACH-000128,-0.2075531128704554
ACH-000132,0.019445215293479368
ACH-000133,-0.07237109923727154
ACH-000137,0.07282788807548195
ACH-000138,-0.16201311078876768
ACH-000142,0.09441384817674436
ACH-000143,-0.19990310724968394
ACH-000146,-0.12403132911659505
ACH-000148,-0.13236213934812452
ACH-000150,0.2370621153927443
ACH-000152,-0.07369945084001946
ACH-000153,0.16929104247237362
ACH-000159,-0.16458402059489094
ACH-000160,-0.1364783527691152
ACH-000163,-0.16215608642882534
ACH-000167,-0.27716964660001703
ACH-000168,0.1429786199126286
ACH-000169,-0.10845860193346654
ACH-000178,-0.08656571070126033
ACH-000183,-0.1100342248854217
ACH-000188,-0.03267344168882544
ACH-000189,0.00047676101858358847
ACH-000190,-0.2420872027313639
ACH-000198,-0.12246948701243207
ACH-000203,0.24151775514123225
ACH-000204,-0.16428583893595985
ACH-000206,0.005822199645188546
ACH-000207,-0.1147870108154714
ACH-000208,-0.17305372182763293
ACH-000210,-0.23467179558058024
ACH-000211,-0.13111003089960407
ACH-000215,-0.08278540932980652
ACH-000221,0.11238945972666604
ACH-000222,0.10444169143994143
ACH-000223,0.060060721672481526
ACH-000226,-0.3008372772127136
ACH-000227,-0.1027826105895148
ACH-000228,-0.13985236320273586
ACH-000231,-0.11012154277105056
ACH-000232,-0.10329756970030343
ACH-000233,-0.00014216254023222426
ACH-000234,0.06978263539737138
ACH-000235,0.014232667093651057
ACH-000237,0.0029788958926693326
ACH-000238,-0.07511846783422052
ACH-000242,0.0211654516296667
ACH-000243,-0.19146554874692998
ACH-000244,-0.19646582866023732
ACH-000246,-0.11833290099258464
ACH-000248,-0.18976940903198647
ACH-000250,-0.10822722861540478
ACH-000251,-0.3041446214888928
ACH-000252,-0.2098084895026813
ACH-000253,-0.06107760091438934
ACH-000255,-0.1116031116915966
ACH-000256,-0.09950888955792304
ACH-000257,-0.09198583260311922
ACH-000258,0.012971615740055979
ACH-000259,-0.05452713158718448
