,BAIAP2L2 (80115)
ACH-000004,-0.07695442429234782
ACH-000005,0.2305214918532055
ACH-000007,0.2895869044667506
ACH-000009,0.005156027186787973
ACH-000011,-0.03981886121804951
ACH-000012,-0.1518144097159758
ACH-000013,-0.1945749720733294
ACH-000014,0.037113064932129465
ACH-000015,-0.18907036472139124
ACH-000017,-0.2685129321465482
ACH-000018,-0.00045935079961121467
ACH-000019,-0.037939915266994834
ACH-000021,0.0210315736852474
ACH-000022,-0.00255151902759291
ACH-000025,-0.18116359503290586
ACH-000028,-0.182091262346658
ACH-000030,-0.2770241877957904
ACH-000035,-0.2537012487209577
ACH-000036,-0.09214055335947906
ACH-000037,-0.1233168914715346
ACH-000039,-0.11237783088916914
ACH-000040,0.08508135248911479
ACH-000041,-0.14794035809409667
ACH-000042,-0.226446446570626
ACH-000045,-0.19297375584057186
ACH-000047,0.013289865663869778
ACH-000052,-0.15370579207220236
ACH-000053,-0.03983900601631133
ACH-000054,-0.18116826874030934
ACH-000055,-0.13626081703703494
ACH-000060,-0.2859886328698165
ACH-000067,0.014471899726328404
ACH-000070,-0.04840857462105451
ACH-000075,-0.09632259550986884
ACH-000078,-0.08520534514435309
ACH-000082,0.08109174631232989
ACH-000085,0.0742277189677749
ACH-000086,0.09584615550009792
ACH-000087,0.09802164136374693
ACH-000092,-0.02558136181705704
ACH-000095,-0.056451547865477826
ACH-000097,-0.06720503791374623
ACH-000098,-0.00471014516571425
ACH-000099,-0.07499219678142398
ACH-000108,0.16883556457733392
ACH-000113,0.047512099039599937
ACH-000116,-0.02507239169375029
ACH-000118,-0.13889582118318336
ACH-000120,0.007206772948949652
ACH-000123,-0.20086359445052626
ACH-000127,-0.008877156387400066
ACH-000128,-0.030638300159158995
ACH-000132,0.0024437350775990308
ACH-000133,-0.02199483363032241
ACH-000137,0.0429623565352337
ACH-000138,0.10447181573115563
ACH-000142,0.11840822389269932
ACH-000143,0.04968093204629558
ACH-000146,-0.011956297005738529
ACH-000148,0.14511230384869542
ACH-000150,-0.0880976033756325
ACH-000152,-0.05621918676824608
ACH-000153,-0.1808939665607948
ACH-000159,0.111591347583142
ACH-000160,-0.07036888055430518
ACH-000163,0.027997342262284026
ACH-000167,1.260090865138679
ACH-000168,-0.03365589015951962
ACH-000169,0.05202439738135923
ACH-000178,0.05503282847713147
ACH-000183,-0.11197305335110007
ACH-000188,-0.042438731778996035
ACH-000189,0.2612600385817197
ACH-000190,-0.09307182911755972
ACH-000198,-0.07910243245745488
ACH-000203,-0.21728935738416486
ACH-000204,-0.11142820328350224
ACH-000206,0.17806700738573802
ACH-000207,0.12317776118966713
ACH-000208,-0.025459466772536358
ACH-000210,-0.2638700362260349
ACH-000211,-0.012850557004489416
ACH-000215,-0.018563641608049363
ACH-000221,-0.14266180643404747
ACH-000222,0.08585221807809026
ACH-000223,0.05775297323601121
ACH-000226,-0.1310422756930397
ACH-000227,0.009449503702451262
ACH-000228,-0.005473601221399743
ACH-000231,-0.06257259142775165
ACH-000232,-0.13326690694348164
ACH-000233,-0.11633339088100753
ACH-000234,0.17953849459610358
ACH-000235,-0.02007010967690883
ACH-000237,-0.07893690413321318
ACH-000238,-0.13237836336248354
ACH-000242,-0.2135908661573596
ACH-000243,-0.058603205116251285
ACH-000244,-0.1731383597905256
ACH-000246,0.0012449217664573743
ACH-000248,-0.09741064767601457
ACH-000250,0.03328004142819089
ACH-000251,0.0949586214076844
ACH-000252,-0.07004619607204599
ACH-000253,-0.014216707387322548
ACH-000255,-0.13112799243445614
ACH-000256,-0.17143580327462746
ACH-000257,0.12836565954534282
ACH-000258,-0.34505561211366825
ACH-000259,0.08995639414267766
ACH-000260,-0.1252618060365301
ACH-000261,-0.07310576356971117
ACH-000262,0.08770193963232682
ACH-000263,0.10332158378631838
ACH-000264,0.02904342699507275
ACH-000265,-0.02044586916184784
ACH-000266,-0.0013326251422994984
ACH-000272,0.09714831926634766
ACH-000274,-0.1207283415909367
ACH-000277,0.1369179212821752
ACH-000278,-0.1569865626027622
ACH-000279,-0.13208096130770447
ACH-000280,-0.10091402988028184
ACH-000281,0.03828666654571605
ACH-000288,0.01969809788931217
ACH-000291,-0.10049227500305802
ACH-000293,0.13058565793161478
ACH-000294,0.060323780754546585
ACH-000295,0.1736801077895994
ACH-000296,-0.06522274862851933
ACH-000302,-0.0912036159718481
ACH-000304,-0.09324507853552767
ACH-000307,0.0495666633934554
ACH-000308,-0.0177526774902326
ACH-000310,-0.029651978398820732
ACH-000311,-0.0064015872432058325
ACH-000312,-0.1243916465194098
ACH-000315,0.055055968780841485
ACH-000316,0.0047190914015835935
ACH-000317,-0.06540639194415898
ACH-000318,-0.05990229987957368
ACH-000319,-0.08421720775715562
ACH-000320,0.155743289163085
ACH-000322,-0.06360961845995265
ACH-000323,-0.15070633025244565
ACH-000324,-0.16936321914413288
ACH-000329,-0.0037112767082092377
ACH-000330,-0.12444353849300528
ACH-000331,0.061691748187295364
ACH-000332,-0.030026933991043368
ACH-000334,0.11732343733258276
ACH-000335,0.1731938408845964
ACH-000336,-0.013312586194140394
ACH-000337,-0.06172396407786325
ACH-000338,-0.6732962143117327
ACH-000339,0.004184040032085399
ACH-000341,0.0004836809761621248
ACH-000348,0.10891494211264548
ACH-000350,-0.0067244597324634045
ACH-000352,0.003148386234116101
ACH-000356,0.07630709524800677
ACH-000361,-0.22041202049989106
ACH-000362,-0.06646140747169918
ACH-000363,-0.04785111801795657
ACH-000364,0.13631959579915495
ACH-000365,-0.01652859669503469
ACH-000366,-0.04989207725613799
ACH-000368,-0.1330375935987766
ACH-000374,-0.059456434971841984
ACH-000375,-0.2249721220832252
ACH-000376,-0.1560115991322612
ACH-000381,-0.050355882778543866
ACH-000383,0.03605584437268674
