,BSPH1 (100131137)
ACH-000004,0.059166263271487315
ACH-000005,0.031403022590683685
ACH-000007,0.01791118094385701
ACH-000009,0.12182518523340495
ACH-000011,0.09001653922855647
ACH-000012,-0.009970936755377812
ACH-000013,-0.03919125498116483
ACH-000014,0.21102422959490705
ACH-000015,0.075630806995708
ACH-000017,0.09916089390650087
ACH-000018,-0.056677747326379514
ACH-000019,0.3146671942160788
ACH-000021,0.10331884861863896
ACH-000022,-0.005085039865982153
ACH-000025,0.21107113388885196
ACH-000028,0.12362033087404645
ACH-000030,-0.03668884599138282
ACH-000035,0.012444406825937629
ACH-000036,0.12613904599784578
ACH-000037,0.10066182413280142
ACH-000039,0.11806342733738275
ACH-000040,0.08874270395611818
ACH-000041,-0.003985522479841531
ACH-000042,0.11858241925032842
ACH-000045,0.04435309374689801
ACH-000047,0.09287470255128318
ACH-000052,0.19041887747827368
ACH-000053,-0.06512618890399174
ACH-000054,0.0623960347815926
ACH-000055,-0.00434151185105935
ACH-000060,0.12586563668084566
ACH-000067,0.1702175462642464
ACH-000070,0.2108737058576864
ACH-000075,0.045635019507764
ACH-000078,0.1916237089676069
ACH-000082,0.1270542101941167
ACH-000085,-0.028832268121627317
ACH-000086,0.12815889445300174
ACH-000087,-0.09782307216119318
ACH-000092,0.11862401690403182
ACH-000095,0.03145024381180828
ACH-000097,0.033510416693241105
ACH-000098,0.07284068797173897
ACH-000099,0.1375074412090643
ACH-000108,0.061740700996970266
ACH-000113,0.250644008932411
ACH-000116,0.15789891233389727
ACH-000118,0.02297277164152708
ACH-000120,0.08057177380738857
ACH-000123,0.09381595874187812
ACH-000127,0.011704732900381308
ACH-000128,0.18189084834397654
ACH-000132,0.2000504132348329
ACH-000133,0.12972915945484287
ACH-000137,-0.021075759083805382
ACH-000138,0.02322251193198858
ACH-000142,-0.032720186516762416
ACH-000143,0.21721910170165507
ACH-000146,0.034609282041985344
ACH-000148,0.09404189941068164
ACH-000150,0.1149256328119186
ACH-000152,0.05160409540821917
ACH-000153,0.0965613020244054
ACH-000159,0.053277853475822055
ACH-000160,-0.010861771793369331
ACH-000163,0.11189349719567927
ACH-000167,-0.20587258949963064
ACH-000168,-0.023605787172442858
ACH-000169,0.13929540720086134
ACH-000178,0.15926835337515546
ACH-000183,0.16323967215513802
ACH-000188,-0.024555470125741573
ACH-000189,0.16076930460763486
ACH-000190,0.11238993208014796
ACH-000198,0.09312838330123843
ACH-000203,0.34250169837240496
ACH-000204,0.22067391825179114
ACH-000206,0.21442195581727327
ACH-000207,0.001827692354242156
ACH-000208,-0.14329066091650414
ACH-000210,0.21110168247715166
ACH-000211,0.08389217192416741
ACH-000215,0.14794499380032314
ACH-000221,0.09862517123627257
ACH-000222,0.06154233369974696
ACH-000223,0.11333298911153245
ACH-000226,0.11526314916628527
ACH-000227,0.14254784312773205
ACH-000228,0.07008626817850055
ACH-000231,0.10324353053112044
ACH-000232,0.09089939341330136
ACH-000233,0.1053100643879203
ACH-000234,0.03020689756290238
ACH-000235,0.01852677150975978
ACH-000237,0.05642127618494639
ACH-000238,0.13368349455392362
ACH-000242,-0.015469900286292497
ACH-000243,0.13528830733423344
ACH-000244,0.011028816801630304
ACH-000246,0.03994241935289553
ACH-000248,0.20507580018004407
ACH-000250,0.03613116302497709
ACH-000251,0.09071902777805818
ACH-000252,0.15143641921084064
ACH-000253,0.06251105605725335
ACH-000255,-0.16499534365605836
ACH-000256,-0.022910933402823096
ACH-000257,0.141826127663133
ACH-000258,0.04690150702214555
ACH-000259,0.1085336470445706
ACH-000260,-0.0003691973620590148
ACH-000261,0.15276575199752468
ACH-000262,0.12846538975515515
ACH-000263,0.039221121901805885
ACH-000264,0.11641907851706955
ACH-000265,-0.06101931813101962
ACH-000266,0.01939396789731954
ACH-000272,0.1522924911659972
ACH-000274,0.08212120148733866
ACH-000277,0.16156877339971706
ACH-000278,0.12681801889226038
ACH-000279,0.12998623499876905
ACH-000280,0.04213521852539568
ACH-000281,0.11750930318877015
ACH-000288,0.0829372630460058
ACH-000291,0.047469497524140536
ACH-000293,0.08873573182121466
ACH-000294,-0.11325584762818515
ACH-000295,0.19626147171076128
ACH-000296,0.13337617460468573
ACH-000302,-0.07172391060725213
ACH-000304,0.021982834777545618
ACH-000307,0.13596296801668228
ACH-000308,0.02511805490055506
ACH-000310,0.04228018533013543
ACH-000311,0.12055883688281732
ACH-000312,0.1307572664876702
ACH-000315,0.2606605342742979
ACH-000316,0.22077676841130373
ACH-000317,0.1321515835516544
ACH-000318,0.001691257002995306
ACH-000319,0.055345696858711234
ACH-000320,0.16166184974141995
ACH-000322,0.09899108480935977
ACH-000323,0.08275911572000967
ACH-000324,0.05118760305910106
ACH-000329,0.07325161588634063
ACH-000330,0.10730764837138068
ACH-000331,0.08182981148621186
