,GTF2H4 (2968)
ACH-000004,-0.6915825695635172
ACH-000005,-0.26795761338188706
ACH-000007,-0.8327368352975055
ACH-000009,-0.8628630504483301
ACH-000011,-0.7697811250177049
ACH-000012,-1.0673115589318969
ACH-000013,-0.9397193704898829
ACH-000014,-0.6825617464244675
ACH-000015,-0.7524837458254899
ACH-000017,-0.5019489409828384
ACH-000018,-0.9115995023983152
ACH-000019,-0.5909582287526972
ACH-000021,-0.5590885795576819
ACH-000022,-0.6848937988747908
ACH-000025,-0.8177384892685082
ACH-000028,-0.8529526573786559
ACH-000030,-0.6477587616422819
ACH-000035,-0.8755909919614949
ACH-000036,-0.9679840371334064
ACH-000037,-0.4157349572835144
ACH-000039,-0.7139965989264155
ACH-000040,-0.9289036497570672
ACH-000041,-0.7151452495200152
ACH-000042,-0.8294290926547234
ACH-000045,-0.6658628022845932
ACH-000047,-0.7692722284494817
ACH-000052,-0.7166957160757039
ACH-000053,-0.7254703059878901
ACH-000054,-0.5903857215206686
ACH-000055,-0.7493703658956753
ACH-000060,-0.7215810753150305
ACH-000067,-0.9444439169702876
ACH-000070,-0.5113073238674122
ACH-000075,-0.7299532304474184
ACH-000078,-0.4963030748477442
ACH-000082,-0.7065061669131076
ACH-000085,-0.7701233821623104
ACH-000086,-1.0547211699911043
ACH-000087,-0.8599495300708226
ACH-000092,-0.6290706345266063
ACH-000095,-0.7415564731433971
ACH-000097,-0.7977189901849746
ACH-000098,-0.9977203556555276
ACH-000099,-0.6815815834698172
ACH-000108,-0.7412578303287076
ACH-000113,-0.8097306010831089
ACH-000116,-0.838221038386558
ACH-000118,-0.5863604415546756
ACH-000120,-0.8719234031265451
ACH-000123,-0.7986670178913056
ACH-000127,-0.7735301649576164
ACH-000128,-0.8974831202862539
ACH-000132,-0.9089318369366638
ACH-000133,-0.8110889666297902
ACH-000137,-0.8555816198581859
ACH-000138,-0.7613144825842044
ACH-000142,-0.8678948589134517
ACH-000143,-0.7427306921400796
ACH-000146,-0.8351098779862016
ACH-000148,-0.8572944384148569
ACH-000150,-0.7689873989193218
ACH-000152,-0.8493582701512874
ACH-000153,-0.9142575447998996
ACH-000159,-0.8000860603284392
ACH-000160,-0.2793624695876676
ACH-000163,-0.8327231158619901
ACH-000167,0.5178898871049029
ACH-000168,-1.0017178805055698
ACH-000169,-0.7178096509370382
ACH-000178,-0.8423647981416197
ACH-000183,-0.9109120889908336
ACH-000188,-0.6532732387850791
ACH-000189,-0.7587987609135057
ACH-000190,-0.32752592418038673
ACH-000198,-0.7860454373519669
ACH-000203,-0.7317749896985478
ACH-000204,-0.5564358941872081
ACH-000206,-0.6005325214878806
ACH-000207,-0.86209527478407
ACH-000208,-0.9881647259035852
ACH-000210,-0.6855241045504609
ACH-000211,-0.6675637493480993
ACH-000215,-0.7964226034721984
ACH-000221,-0.6998210640578201
ACH-000222,-0.9183019198910244
ACH-000223,-0.7602635577281139
ACH-000226,-0.9630759801486688
ACH-000227,-0.6023135838826229
ACH-000228,-0.8511476838737759
ACH-000231,-0.8240714679541273
ACH-000232,-0.9155299949903412
ACH-000233,-0.6067986743892239
ACH-000234,-0.5085173013920213
ACH-000235,-0.8027341818840458
ACH-000237,-0.863014766137856
ACH-000238,-0.8805484992335574
ACH-000242,-0.8394451993001399
ACH-000243,-0.6892217643764658
ACH-000244,-0.6993954413326611
ACH-000246,-0.9609430365773148
ACH-000248,-0.7934161266920056
ACH-000250,-0.7867447268795477
ACH-000251,-0.6469259909059033
ACH-000252,-0.8392501754930346
ACH-000253,-0.7242447291509704
ACH-000255,-0.9157824481035818
ACH-000256,-0.6790678457411438
ACH-000257,-0.7287151511294502
ACH-000258,-1.0411242036043689
ACH-000259,-0.5618306218807151
ACH-000260,-0.7336460873453795
ACH-000261,-0.6421227715446948
ACH-000262,-0.9126754455639344
ACH-000263,-0.823141260537337
ACH-000264,-0.5467098462101834
ACH-000265,-0.7548566241668717
ACH-000266,-0.7458135002163645
ACH-000272,-0.9032179577209376
ACH-000274,-0.6802535490206321
ACH-000277,-0.6087543729113045
ACH-000278,-0.7132378822254829
ACH-000279,-0.8459832193872494
ACH-000280,-0.9337990808206702
ACH-000281,-0.8358790643820709
ACH-000288,-0.9231925912890772
ACH-000291,-0.7997475942244375
ACH-000293,-0.7766760902830515
ACH-000294,-0.5826550821441067
ACH-000295,-0.6280704757288281
ACH-000296,-0.8562122678776265
ACH-000302,-0.5909240393239259
ACH-000304,-0.782149155744265
ACH-000307,-0.952014501708528
ACH-000308,-0.6528841797208741
ACH-000310,-0.5053765901207579
ACH-000311,-0.8394659927137907
ACH-000312,-0.7178994893123904
ACH-000315,-0.938851868917412
ACH-000316,-0.8902331950305902
ACH-000317,-0.909955161374249
ACH-000318,-0.7250099749745332
ACH-000319,-0.7495136934091076
ACH-000320,-0.6081609581916454
ACH-000322,-0.4928586576805923
ACH-000323,-1.0199351668216128
ACH-000324,-0.8332653545704158
ACH-000329,-0.6872521318673972
ACH-000330,-0.7502333122208878
ACH-000331,-1.0220929546268098
ACH-000332,-0.9226715909634304
ACH-000334,-0.9391031471824278
ACH-000335,-0.8840753816975487
ACH-000336,-0.6493125271598231
ACH-000337,-1.0693523237306763
ACH-000338,-1.4053061395407374
ACH-000339,-0.8880984279253845
ACH-000341,-0.499885765268236
ACH-000348,-0.6737009416198039
ACH-000350,-0.5770453011952037
ACH-000352,-0.7023149532558367
ACH-000356,-0.8999530712054323
ACH-000361,-0.8704691070301506
ACH-000362,-0.7076376277247349
ACH-000363,-0.822232561538139
ACH-000364,-0.7499504063722972
ACH-000365,-0.9701730429809804
ACH-000366,-0.8361844222039373
ACH-000368,-0.852674310979764
ACH-000374,-0.698356517344358
ACH-000375,-0.7231167731776761
ACH-000376,-0.8662335610310805
ACH-000381,-0.9681549845720241
ACH-000383,-0.6649431656707511
ACH-000387,-0.6403109538831913
ACH-000389,-0.865684897262076
ACH-000390,-0.7308466610563846
ACH-000393,-0.9221499408124488
ACH-000395,-0.9355082699610878
ACH-000396,-0.8202940069021342
ACH-000397,-0.8387090186945279
ACH-000401,-0.7469668523829819
ACH-000402,-1.2982073161676184
ACH-000403,-0.6689499889094997
ACH-000404,-0.6950722235732154
ACH-000406,-0.8161434456317919
ACH-000407,-0.9926180453040084
ACH-000408,-0.7350757967554228
ACH-000410,-0.6324840585288292
ACH-000411,-0.7776835992336892
ACH-000414,-0.7577423636635112
ACH-000415,-0.7519075960360965
ACH-000416,-0.8154608862244435
ACH-000420,-0.6915961170670064
ACH-000421,-0.6862016357196828
ACH-000424,-0.6338108029774179
ACH-000425,-0.7883744141138119
ACH-000426,-0.6430498886131673
ACH-000427,-0.961102539547994
ACH-000433,-0.8454150201531515
ACH-000435,-0.5107472498171599
ACH-000436,-0.9016439744776528
ACH-000444,-0.6768071884536822
ACH-000445,-0.8330976415938159
ACH-000448,-0.6711480749979947
ACH-000450,-0.7218072844877201
ACH-000452,-0.9097503271137828
ACH-000454,-0.7807055601664409
ACH-000458,-1.020449612822659
ACH-000459,-0.4011262289654894
ACH-000460,-0.8145857479320522
ACH-000461,-0.7089782292364495
ACH-000463,-0.8507958760690724
ACH-000464,-0.6534213837037836
ACH-000466,-0.869731089159555
ACH-000467,-0.8556879478234306
ACH-000468,-1.0062918384023616
ACH-000469,-0.8526347348123346
ACH-000470,-0.7315202166515616
ACH-000471,-1.0469580360128057
ACH-000472,-0.7833342213825549
ACH-000473,-0.8578837112617125
ACH-000475,-0.7938227137993545
ACH-000476,-0.4219105891673621
ACH-000477,-0.538244259598755
ACH-000479,-0.7997501477968454
ACH-000480,-0.8684836757292287
ACH-000481,-0.8816774279638702
ACH-000483,-0.5809436138061473
